,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
19,SOUTH KOREA - K LEAGUE 2,2025-04-26,07:00,Seoul E-Land,Gyeongnam, ROUND 9,1.65,4.0,4.75,1.36,3.0,2.63,1.44,1.04,13.0,1.25,3.75,1.8,2.0,1.83,1.83
20,AUSTRALIA - A-LEAGUE,2025-04-26,09:00,Newcastle Jets,WS Wanderers, ROUND 28,3.0,4.2,2.05,1.18,4.5,1.85,1.95,1.01,23.0,1.08,8.0,1.3,3.5,1.3,3.4
21,CHINA - JIA LEAGUE,2025-04-26,09:00,Dalian K'un City,Nantong Zhiyun, ROUND 6,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
22,CHINA - JIA LEAGUE,2025-04-26,09:00,Yanbian Longding,Shenzhen Juniors, ROUND 6,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
23,CHINA - SUPER LEAGUE,2025-04-26,09:30,Changchun Yatai,Chengdu Rongcheng, ROUND 9,5.5,4.75,1.48,1.29,3.5,2.25,1.57,1.03,17.0,1.17,5.0,1.57,2.35,1.75,2.0
24,CHINA - JIA LEAGUE,2025-04-26,09:30,Qingdao Red Lions,Liaoning Tieren, ROUND 6,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
25,SOUTH KOREA - K LEAGUE 1,2025-04-26,09:30,Anyang,Jeju SK, ROUND 10,2.5,3.3,2.7,1.4,2.75,3.0,1.36,1.06,10.0,1.33,3.25,2.05,1.75,1.8,1.91
26,SOUTH KOREA - K LEAGUE 2,2025-04-26,09:30,Asan,Ansan Greeners, ROUND 9,1.53,4.1,6.0,1.4,2.75,3.0,1.36,1.05,11.0,1.33,3.25,2.03,1.78,2.1,1.67
27,SOUTH KOREA - K LEAGUE 2,2025-04-26,09:30,Bucheon FC 1995,Incheon, ROUND 9,3.2,3.3,2.25,1.44,2.63,3.25,1.33,1.07,9.0,1.36,3.0,2.15,1.67,1.83,1.83
28,INDONESIA - LIGA 1,2025-04-26,10:30,PSBS Biak Numfor,Barito Putera, ROUND 30,1.95,3.4,3.4,1.3,3.2,2.5,1.5,1.02,10.0,1.22,4.0,1.67,2.1,1.6,2.2
29,AUSTRALIA - A-LEAGUE,2025-04-26,11:35,Melbourne City,Adelaide United, ROUND 28,1.75,4.0,4.33,1.22,4.0,2.1,1.67,1.02,19.0,1.13,6.0,1.44,2.75,1.44,2.63
30,KAZAKHSTAN - PREMIER LEAGUE,2025-04-26,12:00,Okzhetpes,Zhenis, ROUND 6,2.45,2.8,2.75,1.55,2.25,3.6,1.25,1.1,6.25,1.47,2.45,2.4,1.49,2.05,1.66
31,PORTUGAL - LIGA PORTUGAL 2,2025-04-26,12:00,Torreense,Maritimo, ROUND 31,2.3,3.25,2.9,1.44,2.63,3.25,1.33,1.06,10.0,1.33,3.25,2.05,1.75,1.83,1.83
32,PORTUGAL - LIGA 3,2025-04-26,12:00,1º Dezembro,Sporting CP B, PROMOTION GROUP,2.8,3.1,2.4,1.43,2.63,2.9,1.36,1.05,8.0,1.33,3.0,2.1,1.67,1.8,1.91
33,UKRAINE - PREMIER LEAGUE,2025-04-26,12:00,Ch. Odesa,Rukh Lviv, ROUND 26,3.1,3.0,2.45,1.55,2.35,3.75,1.25,1.09,6.5,1.5,2.45,2.45,1.5,2.1,1.67
34,CHINA - SUPER LEAGUE,2025-04-26,13:00,Shenzhen Xinpengcheng,Dalian Yingbo, ROUND 9,2.63,3.4,2.5,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.5,1.93,1.93,1.7,2.05
35,DENMARK - 1ST DIVISION,2025-04-26,13:00,Odense,Hvidovre IF, PROMOTION GROUP,1.53,4.1,5.25,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.73,2.08,1.83,1.83
36,GERMANY - 2. BUNDESLIGA,2025-04-26,13:00,Paderborn,Elversberg, ROUND 31,2.05,3.7,3.25,1.3,3.4,2.38,1.53,1.03,15.0,1.18,4.5,1.6,2.3,1.5,2.5
37,GERMANY - 2. BUNDESLIGA,2025-04-26,13:00,Preussen Munster,Darmstadt, ROUND 31,2.7,3.5,2.45,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.7,2.1,1.57,2.25
38,GERMANY - 2. BUNDESLIGA,2025-04-26,13:00,Regensburg,Braunschweig, ROUND 31,2.9,3.5,2.3,1.4,2.75,3.0,1.36,1.05,11.0,1.29,3.5,1.98,1.88,1.73,2.0
39,LITHUANIA - A LYGA,2025-04-26,13:00,Dziugas Telsiai,Siauliai FA, ROUND 9,3.4,3.0,2.1,1.5,2.5,3.0,1.33,1.07,7.0,1.4,2.75,2.25,1.57,1.8,1.91
40,WALES - CYMRU PREMIER,2025-04-26,13:15,Caernarfon,Barry, CONFERENCE LEAGUE,2.2,3.6,2.7,1.25,3.6,2.2,1.62,1.01,1.01,1.13,5.0,1.5,2.5,1.44,2.6
41,ENGLAND - PREMIER LEAGUE,2025-04-26,13:30,Chelsea,Everton, ROUND 34,1.57,4.0,5.75,1.36,3.0,2.75,1.4,1.05,11.0,1.29,3.75,1.92,1.98,1.95,1.8
42,CHINA - JIA LEAGUE,2025-04-26,13:30,Nanjing City,Chongqing Tonglianglong, ROUND 6,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
43,CZECH REPUBLIC - CHANCE LIGA,2025-04-26,13:30,Ceske Budejovice,Mlada Boleslav, RELEGATION GROUP,3.9,3.9,1.8,1.3,3.4,2.38,1.53,1.03,15.0,1.18,4.5,1.6,2.3,1.57,2.25
44,ENGLAND - CHAMPIONSHIP,2025-04-26,13:30,Luton,Coventry, ROUND 45,2.55,3.25,2.8,1.4,2.75,3.0,1.36,1.06,10.0,1.3,3.5,2.03,1.83,1.73,2.0
45,ENGLAND - CHAMPIONSHIP,2025-04-26,13:30,QPR,Burnley, ROUND 45,3.8,3.5,1.95,1.5,2.5,3.4,1.3,1.08,8.0,1.4,3.0,2.3,1.62,2.0,1.73
46,ENGLAND - LEAGUE ONE,2025-04-26,13:30,Bristol Rovers,Reading, ROUND 45,3.0,3.4,2.2,1.36,3.0,2.75,1.4,1.04,12.0,1.25,3.75,1.85,2.0,1.67,2.1
47,ENGLAND - LEAGUE ONE,2025-04-26,13:30,Leyton Orient,Wycombe, ROUND 45,2.7,3.25,2.5,1.44,2.63,3.25,1.33,1.06,10.0,1.3,3.4,2.05,1.75,1.8,1.95
48,ENGLAND - LEAGUE TWO,2025-04-26,13:30,AFC Wimbledon,Port Vale, ROUND 45,2.2,3.2,3.3,1.53,2.38,3.75,1.25,1.08,8.0,1.44,2.63,2.4,1.53,2.1,1.67
49,ENGLAND - LEAGUE TWO,2025-04-26,13:30,Doncaster,Bradford City, ROUND 45,2.2,3.4,3.2,1.44,2.63,3.0,1.36,1.07,9.0,1.33,3.25,2.08,1.73,1.83,1.83
50,ENGLAND - NATIONAL LEAGUE,2025-04-26,13:30,Woking,Eastleigh, ROUND 45,2.25,3.4,2.8,1.44,2.63,3.25,1.33,1.06,10.0,1.33,3.25,2.05,1.75,1.95,1.8
51,ESTONIA - MEISTRILIIGA,2025-04-26,13:30,Harju JK Laagri,Parnu JK Vaprus, ROUND 10,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
52,SCOTLAND - PREMIERSHIP,2025-04-26,13:30,Dundee Utd,Celtic, CHAMPIONSHIP GROUP,9.0,5.5,1.29,1.22,4.0,2.1,1.67,1.02,19.0,1.14,5.5,1.44,2.75,1.8,1.95
53,CHINA - SUPER LEAGUE,2025-04-26,13:35,Shandong Taishan,Shanghai Shenhua, ROUND 9,2.88,3.6,2.25,1.3,3.4,2.38,1.53,1.03,17.0,1.17,5.0,1.57,2.35,1.5,2.5
54,DENMARK - 1ST DIVISION,2025-04-26,14:00,Roskilde,Vendsyssel, RELEGATION GROUP,3.2,3.5,2.1,1.36,3.0,2.75,1.4,1.05,11.0,1.25,3.75,1.9,1.95,1.73,2.0
55,ENGLAND - LEAGUE TWO,2025-04-26,14:00,Harrogate,Notts Co, ROUND 45,4.2,4.0,1.67,1.36,3.0,2.75,1.4,1.04,13.0,1.25,3.75,1.88,1.98,1.83,1.83
56,FINLAND - VEIKKAUSLIIGA,2025-04-26,14:00,AC Oulu,Inter Turku,-,4.5,3.5,1.75,1.36,3.0,2.75,1.4,1.05,11.0,1.29,3.5,1.93,1.93,1.75,2.0
57,FRANCE - LIGUE 2,2025-04-26,14:00,Rodez,Paris FC, ROUND 32,3.1,3.3,2.3,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.5,2.0,1.85,1.73,2.0
58,GERMANY - 3. LIGA,2025-04-26,14:00,Dortmund II,Hannover II, ROUND 35,1.83,3.9,3.5,1.25,3.75,2.1,1.67,1.02,19.0,1.14,5.5,1.5,2.5,1.44,2.63
59,GERMANY - 3. LIGA,2025-04-26,14:00,RW Essen,Saarbrucken, ROUND 35,2.45,3.4,2.63,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.5,1.98,1.88,1.73,2.0
60,GERMANY - 3. LIGA,2025-04-26,14:00,SG Dynamo Dresden,Sandhausen, ROUND 35,1.5,4.33,5.0,1.25,3.75,2.2,1.62,1.02,19.0,1.14,5.5,1.5,2.5,1.62,2.2
61,GERMANY - 3. LIGA,2025-04-26,14:00,Unterhaching,Cottbus, ROUND 35,4.33,4.2,1.62,1.25,3.75,2.25,1.57,1.03,17.0,1.17,5.0,1.53,2.4,1.57,2.25
62,GERMANY - 3. LIGA,2025-04-26,14:00,Viktoria Koln,Wehen, ROUND 35,2.1,3.4,3.2,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.5,1.95,1.9,1.73,2.0
63,INDONESIA - LIGA 1,2025-04-26,14:00,Persib Bandung,PSS Sleman, ROUND 30,1.35,4.75,7.5,1.29,3.3,2.38,1.53,1.01,1.01,1.18,4.33,1.57,2.25,1.91,1.8
64,KAZAKHSTAN - PREMIER LEAGUE,2025-04-26,14:00,Zhetysu Taldykorgan,Yelimay Semey, ROUND 6,3.6,3.2,2.0,1.44,2.63,3.1,1.31,1.08,7.25,1.36,2.88,2.1,1.67,2.1,1.65
65,SPAIN - LALIGA2,2025-04-26,14:00,Albacete,FC Cartagena SAD, ROUND 37,1.4,5.0,7.0,1.29,3.5,2.38,1.53,1.03,17.0,1.18,4.5,1.6,2.3,1.83,1.83
66,AUSTRIA - 2. LIGA,2025-04-26,14:30,Floridsdorfer AC,Amstetten, ROUND 26,2.2,3.2,3.1,1.4,2.75,3.0,1.33,1.03,9.0,1.3,3.25,1.91,1.8,1.73,2.0
67,UKRAINE - PREMIER LEAGUE,2025-04-26,14:30,LNZ Cherkasy,Kryvbas, ROUND 26,2.9,3.0,2.55,1.5,2.45,3.75,1.25,1.09,6.5,1.45,2.6,2.45,1.5,2.1,1.67
68,POLAND - EKSTRAKLASA,2025-04-26,14:45,Lechia Gdansk,Piast Gliwice, ROUND 30,2.4,3.3,2.88,1.44,2.63,3.25,1.33,1.07,9.0,1.36,3.0,2.1,1.7,1.91,1.91
69,PORTUGAL - LIGA PORTUGAL 2,2025-04-26,15:00,Vizela,Felgueiras, ROUND 31,1.65,3.75,4.75,1.4,2.75,2.75,1.4,1.05,11.0,1.25,3.75,1.9,1.95,1.83,1.83
70,SLOVENIA - PRVA LIGA,2025-04-26,15:00,Domzale,Primorje, ROUND 32,2.2,3.2,3.0,1.4,2.75,2.75,1.4,1.03,9.0,1.3,3.25,1.91,1.8,1.73,2.0
71,SWEDEN - SUPERETTAN,2025-04-26,15:00,Landskrona,Sandviken, ROUND 5,2.0,3.5,3.3,1.33,3.25,2.5,1.5,1.04,13.0,1.22,4.0,1.7,2.1,1.62,2.2
72,SWEDEN - SUPERETTAN,2025-04-26,15:00,Oddevold,Sundsvall, ROUND 5,1.9,3.4,3.9,1.5,2.5,3.4,1.3,1.07,9.0,1.4,2.75,2.25,1.62,2.0,1.75
73,SWEDEN - SUPERETTAN,2025-04-26,15:00,Ostersund,Orgryte, ROUND 5,2.35,3.5,2.75,1.36,3.0,2.75,1.4,1.05,11.0,1.29,3.5,1.9,1.95,1.7,2.05
74,TURKEY - SUPER LIG,2025-04-26,15:00,Sivasspor,Antalyaspor, ROUND 33,2.1,3.4,3.4,1.36,3.0,2.75,1.4,1.05,11.0,1.25,3.75,1.9,1.95,1.67,2.1
75,HUNGARY - OTP BANK LIGA,2025-04-26,15:15,Puskas Academy,Fehervar FC, ROUND 29,1.6,3.8,5.0,1.36,3.0,2.63,1.44,1.04,13.0,1.25,3.75,1.85,2.0,1.83,1.83
76,GERMANY - BUNDESLIGA,2025-04-26,15:30,Bayer Leverkusen,Augsburg, ROUND 31,1.36,5.0,8.5,1.33,3.25,2.63,1.44,1.04,12.0,1.25,4.0,1.8,2.0,2.05,1.7
77,GERMANY - BUNDESLIGA,2025-04-26,15:30,Bayern Munich,Mainz, ROUND 31,1.22,7.0,11.0,1.18,4.5,1.93,1.93,1.01,26.0,1.1,7.0,1.33,3.4,1.75,2.0
78,GERMANY - BUNDESLIGA,2025-04-26,15:30,Hoffenheim,Dortmund, ROUND 31,4.1,4.33,1.73,1.22,4.0,2.1,1.67,1.02,19.0,1.13,6.0,1.44,2.75,1.44,2.63
79,GERMANY - BUNDESLIGA,2025-04-26,15:30,Holstein Kiel,B. Monchengladbach, ROUND 31,3.1,3.8,2.15,1.25,3.75,2.2,1.62,1.03,17.0,1.14,5.5,1.5,2.63,1.44,2.63
80,GERMANY - BUNDESLIGA,2025-04-26,15:30,Wolfsburg,Freiburg, ROUND 31,2.4,3.5,2.8,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.33,1.73,2.1,1.57,2.25
81,WALES - CYMRU PREMIER,2025-04-26,15:30,Cardiff Metropolitan,Bala, CONFERENCE LEAGUE,2.3,3.2,2.9,1.36,2.88,2.75,1.4,1.03,9.0,1.29,3.4,1.91,1.8,1.67,2.1
82,ENGLAND - PREMIER LEAGUE,2025-04-26,16:00,Brighton,West Ham, ROUND 34,1.65,4.2,4.75,1.33,3.25,2.5,1.5,1.04,13.0,1.22,4.33,1.67,2.2,1.7,2.05
83,ENGLAND - PREMIER LEAGUE,2025-04-26,16:00,Newcastle,Ipswich, ROUND 34,1.2,7.0,13.0,1.2,4.33,2.05,1.8,1.02,21.0,1.13,6.0,1.4,3.0,1.95,1.8
84,ENGLAND - PREMIER LEAGUE,2025-04-26,16:00,Southampton,Fulham, ROUND 34,5.0,3.9,1.65,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.33,1.73,2.1,1.75,2.0
85,ENGLAND - PREMIER LEAGUE,2025-04-26,16:00,Wolves,Leicester, ROUND 34,1.53,4.1,6.0,1.33,3.25,2.63,1.44,1.04,13.0,1.25,4.0,1.8,2.0,1.91,1.91
86,BELGIUM - JUPILER PRO LEAGUE,2025-04-26,16:00,Leuven,St. Liege, CONFERENCE LEAGUE GROUP,2.1,3.3,3.5,1.44,2.63,3.25,1.33,1.06,10.0,1.33,3.25,2.05,1.75,1.91,1.91
87,CZECH REPUBLIC - CHANCE LIGA,2025-04-26,16:00,Slovacko,FK Pardubice, RELEGATION GROUP,2.0,3.3,3.7,1.44,2.63,3.0,1.36,1.07,9.0,1.33,3.25,2.08,1.73,1.91,1.91
88,ENGLAND - CHAMPIONSHIP,2025-04-26,16:00,Blackburn,Watford, ROUND 45,1.7,3.6,5.0,1.4,2.75,3.0,1.36,1.06,10.0,1.33,3.4,2.03,1.83,1.83,1.83
89,ENGLAND - CHAMPIONSHIP,2025-04-26,16:00,Cardiff,West Brom, ROUND 45,2.15,3.3,3.25,1.4,2.75,3.0,1.36,1.06,10.0,1.3,3.5,1.98,1.88,1.73,2.0
90,ENGLAND - CHAMPIONSHIP,2025-04-26,16:00,Hull,Derby, ROUND 45,2.4,3.0,3.25,1.57,2.25,3.75,1.25,1.11,6.5,1.53,2.5,2.63,1.5,2.2,1.62
91,ENGLAND - CHAMPIONSHIP,2025-04-26,16:00,Middlesbrough,Norwich, ROUND 45,1.53,4.33,5.5,1.29,3.5,2.25,1.57,1.03,17.0,1.17,5.0,1.53,2.5,1.62,2.2
92,ENGLAND - CHAMPIONSHIP,2025-04-26,16:00,Millwall,Swansea, ROUND 45,2.25,3.2,3.3,1.53,2.38,3.5,1.29,1.08,8.0,1.44,2.75,2.38,1.57,2.0,1.73
93,ENGLAND - CHAMPIONSHIP,2025-04-26,16:00,Oxford Utd,Sunderland, ROUND 45,2.8,3.2,2.55,1.5,2.5,3.4,1.3,1.08,8.0,1.4,3.0,2.2,1.67,1.83,1.83
94,ENGLAND - CHAMPIONSHIP,2025-04-26,16:00,Preston,Plymouth, ROUND 45,1.83,3.5,4.33,1.4,2.75,3.0,1.36,1.06,10.0,1.33,3.4,2.03,1.83,1.83,1.83
95,ENGLAND - CHAMPIONSHIP,2025-04-26,16:00,Sheffield Wed,Portsmouth, ROUND 45,2.05,4.0,3.25,1.36,3.0,2.75,1.4,1.05,11.0,1.29,3.75,1.85,2.0,1.73,2.0
96,ENGLAND - LEAGUE ONE,2025-04-26,16:00,Barnsley,Shrewsbury, ROUND 45,1.53,4.1,5.5,1.3,3.4,2.5,1.5,1.03,15.0,1.18,4.5,1.62,2.25,1.75,2.0
97,ENGLAND - LEAGUE ONE,2025-04-26,16:00,Burton,Cambridge Utd, ROUND 45,1.8,3.5,4.2,1.4,2.75,3.0,1.36,1.05,11.0,1.29,3.5,1.98,1.88,1.8,1.95
98,ENGLAND - LEAGUE ONE,2025-04-26,16:00,Crawley,Northampton, ROUND 45,1.95,3.5,3.5,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.7,2.1,1.67,2.1
99,ENGLAND - LEAGUE ONE,2025-04-26,16:00,Exeter,Huddersfield, ROUND 45,3.25,3.3,2.1,1.4,2.75,2.75,1.4,1.06,10.0,1.3,3.4,2.03,1.83,1.8,1.95
100,ENGLAND - LEAGUE ONE,2025-04-26,16:00,Peterborough,Bolton, ROUND 45,2.63,3.7,2.35,1.29,3.5,2.25,1.57,1.03,17.0,1.17,5.0,1.57,2.35,1.5,2.5
101,ENGLAND - LEAGUE ONE,2025-04-26,16:00,Stockport County,Lincoln, ROUND 45,1.83,3.5,4.0,1.5,2.5,3.4,1.3,1.06,10.0,1.36,3.0,2.15,1.67,2.05,1.7
102,ENGLAND - LEAGUE ONE,2025-04-26,16:00,Wigan,Blackpool, ROUND 45,2.7,3.3,2.5,1.4,2.75,3.0,1.36,1.06,10.0,1.33,3.25,2.05,1.75,1.8,1.95
103,ENGLAND - LEAGUE TWO,2025-04-26,16:00,Barrow,Bromley, ROUND 45,2.2,3.6,2.9,1.4,2.75,3.0,1.36,1.05,11.0,1.3,3.4,2.03,1.83,1.8,1.91
104,ENGLAND - LEAGUE TWO,2025-04-26,16:00,Cheltenham,Carlisle, ROUND 45,2.8,3.6,2.3,1.36,3.0,2.63,1.44,1.04,12.0,1.25,3.75,1.88,1.98,1.67,2.1
105,ENGLAND - LEAGUE TWO,2025-04-26,16:00,Chesterfield,Morecambe, ROUND 45,1.38,4.75,7.5,1.3,3.4,2.5,1.5,1.03,15.0,1.2,4.33,1.67,2.15,1.91,1.8
106,ENGLAND - LEAGUE TWO,2025-04-26,16:00,Fleetwood,Newport, ROUND 45,1.53,4.33,5.5,1.33,3.25,2.63,1.44,1.03,15.0,1.22,4.0,1.73,2.08,1.83,1.83
107,ENGLAND - LEAGUE TWO,2025-04-26,16:00,Gillingham,Swindon, ROUND 45,2.63,3.4,2.5,1.44,2.63,3.0,1.36,1.06,10.0,1.3,3.4,2.05,1.8,1.8,1.91
108,ENGLAND - LEAGUE TWO,2025-04-26,16:00,MK Dons,Grimsby, ROUND 45,3.0,3.6,2.1,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.5,1.93,1.93,1.73,2.0
109,ENGLAND - LEAGUE TWO,2025-04-26,16:00,Salford,Colchester, ROUND 45,2.05,3.5,3.4,1.44,2.63,3.25,1.33,1.06,10.0,1.36,3.0,2.15,1.67,1.91,1.8
110,ENGLAND - LEAGUE TWO,2025-04-26,16:00,Tranmere,Crewe, ROUND 45,1.85,3.8,3.6,1.44,2.63,3.0,1.36,1.05,11.0,1.33,3.25,2.08,1.73,1.91,1.8
111,ENGLAND - LEAGUE TWO,2025-04-26,16:00,Walsall,Accrington, ROUND 45,1.5,3.8,6.5,1.4,2.75,2.75,1.4,1.06,9.5,1.29,3.5,2.0,1.85,2.0,1.73
112,ENGLAND - NATIONAL LEAGUE,2025-04-26,16:00,Barnet,Aldershot, ROUND 45,1.22,6.25,8.0,1.22,4.0,2.1,1.67,1.02,21.0,1.13,6.0,1.44,2.7,1.95,1.8
113,ENGLAND - NATIONAL LEAGUE,2025-04-26,16:00,Boston Utd,Gateshead, ROUND 45,2.25,3.5,2.75,1.36,3.0,2.63,1.44,1.04,13.0,1.22,4.0,1.75,2.05,1.62,2.2
114,ENGLAND - NATIONAL LEAGUE,2025-04-26,16:00,Dag & Red,Altrincham, ROUND 45,2.6,3.25,2.5,1.36,3.0,2.63,1.44,1.04,13.0,1.22,4.0,1.75,2.05,1.62,2.2
115,ENGLAND - NATIONAL LEAGUE,2025-04-26,16:00,Ebbsfleet,Maidenhead, ROUND 45,4.0,3.75,1.75,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.73,2.08,1.7,2.05
116,ENGLAND - NATIONAL LEAGUE,2025-04-26,16:00,FC Halifax,Braintree, ROUND 45,2.0,3.2,3.5,1.44,2.63,3.25,1.33,1.07,9.0,1.36,3.0,2.2,1.65,1.91,1.91
117,ENGLAND - NATIONAL LEAGUE,2025-04-26,16:00,Forest Green,Oldham, ROUND 45,2.2,3.4,2.9,1.44,2.63,3.25,1.33,1.06,10.0,1.33,3.25,2.08,1.73,1.91,1.91
118,ENGLAND - NATIONAL LEAGUE,2025-04-26,16:00,Rochdale,Hartlepool, ROUND 45,1.85,3.3,3.9,1.4,2.75,2.75,1.4,1.05,11.0,1.25,3.75,1.85,1.95,1.8,1.95
119,ENGLAND - NATIONAL LEAGUE,2025-04-26,16:00,Tamworth,AFC Fylde, ROUND 45,1.48,4.1,6.0,1.29,3.5,2.25,1.57,1.03,17.0,1.17,5.0,1.57,2.35,1.67,2.1
120,ENGLAND - NATIONAL LEAGUE,2025-04-26,16:00,Yeovil,Sutton, ROUND 45,2.5,2.9,2.9,1.53,2.38,3.5,1.29,1.08,8.0,1.4,2.75,2.3,1.6,2.0,1.75
121,ENGLAND - NATIONAL LEAGUE,2025-04-26,16:00,York City,Solihull Moors, ROUND 45,1.4,4.75,5.75,1.29,3.5,2.38,1.53,1.03,17.0,1.18,4.5,1.62,2.25,1.8,1.95
