,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,4zfAsnrS,2025-01-25,00:30,PARAGUAY - PRIMERA DIVISION,Sp. Luqueno,Atl. Tembetary,APERTURA ,1.83,3.5,4.33,1.53,2.38,1.08,8.0,1.44,2.63,2.4,1.53,2.2,1.62
2,2,feTPcbPP,2025-01-25,01:00,ARGENTINA - TORNEO BETANO,Belgrano,Huracan,APERTURA ,2.3,2.9,3.6,1.62,2.2,1.13,6.0,1.57,2.25,2.88,1.4,2.2,1.62
3,3,Es7KHhGb,2025-01-25,01:30,ARGENTINA - TORNEO BETANO,San Martin S.J.,Atl. Tucuman,APERTURA ,2.63,2.9,3.0,1.62,2.2,1.13,6.0,1.53,2.38,2.7,1.44,2.2,1.62
4,4,dKg0WNlo,2025-01-25,01:30,VENEZUELA - LIGA FUTVE,Monagas,La Guaira,ROUND 1,2.45,3.1,2.6,1.5,2.4,1.07,7.5,1.4,2.8,2.15,1.61,1.91,1.8
5,5,ry0Bor2m,2025-01-25,02:00,MEXICO - LIGA MX,Atl. San Luis,Necaxa,CLAUSURA ,2.45,3.5,2.8,1.4,2.75,1.05,11.0,1.25,3.75,1.88,1.98,1.7,2.05
6,6,xI1Rs01C,2025-01-25,04:00,MEXICO - LIGA MX,Club Tijuana,Queretaro,CLAUSURA ,1.45,4.75,6.0,1.36,3.0,1.03,15.0,1.22,4.0,1.73,2.08,2.0,1.75
7,7,4jlKqMWa,2025-01-25,04:00,MEXICO - LIGA MX,Mazatlan FC,Toluca,CLAUSURA ,3.1,3.5,2.25,1.33,3.25,1.03,15.0,1.2,4.33,1.67,2.15,1.57,2.25
8,8,2w02Gn6S,2025-01-25,05:00,AUSTRALIA - A-LEAGUE,Wellington Phoenix,Central Coast Mariners,ROUND 16,2.8,3.2,2.63,1.44,2.63,1.06,9.5,1.33,3.4,2.0,1.8,1.8,1.95
9,9,bilM1DXh,2025-01-25,07:00,AUSTRALIA - A-LEAGUE,Newcastle Jets,Perth Glory,ROUND 16,1.57,4.2,5.5,1.25,3.75,1.02,19.0,1.14,5.5,1.5,2.63,1.57,2.25
10,10,MJMNygto,2025-01-25,09:00,INDONESIA - LIGA 1,Malut United,Persik Kediri,ROUND 20,1.9,3.2,3.65,1.38,2.75,1.06,9.5,1.32,3.15,2.08,1.68,1.89,1.83
11,11,6HiUai25,2025-01-25,09:35,AUSTRALIA - A-LEAGUE,Macarthur FC,Melbourne City,ROUND 16,2.7,3.4,2.5,1.33,3.25,1.04,13.0,1.22,4.33,1.73,2.1,1.57,2.25
12,12,AXxZcqI6,2025-01-25,10:30,MALAYSIA - SUPER LEAGUE,Negeri Sembilan,Sabah,ROUND 19,5.0,4.2,1.48,1.22,3.6,-1.0,-1.0,1.14,4.8,1.44,2.5,1.57,2.25
13,13,WtEEcYOa,2025-01-25,11:00,SINGAPORE - PREMIER LEAGUE,Balestier Khalsa,Young Lions,ROUND 24,1.29,5.5,6.5,1.11,6.5,1.01,34.0,1.03,15.0,1.14,5.5,1.33,3.25
14,14,ARP5affm,2025-01-25,11:00,SINGAPORE - PREMIER LEAGUE,Tampines,Hougang,ROUND 24,1.3,5.5,5.75,1.13,6.0,1.01,34.0,1.04,13.0,1.17,5.0,1.33,3.25
15,15,82w77W5c,2025-01-25,11:30,TURKEY - SUPER LIG,Sivasspor,Kayserispor,ROUND 21,2.15,3.5,3.2,1.4,2.75,1.05,11.0,1.3,3.4,2.0,1.85,1.8,1.91
16,16,dI6227qB,2025-01-25,11:30,TURKEY - 1. LIG,Boluspor,Genclerbirligi,ROUND 21,2.45,3.1,2.9,1.44,2.63,1.07,8.5,1.36,3.0,2.15,1.67,1.83,1.83
17,17,GpWTm8UH,2025-01-25,11:30,TURKEY - 1. LIG,Yeni Malatyaspor,Erokspor,ROUND 21,15.0,8.0,1.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,8.0
18,18,dYfNswMM,2025-01-25,12:00,PORTUGAL - LIGA PORTUGAL 2,Felgueiras,Alverca,ROUND 19,2.2,3.1,3.4,1.44,2.63,1.08,8.0,1.36,3.0,2.15,1.67,1.83,1.83
19,19,vkdYGSzi,2025-01-25,12:00,THAILAND - THAI LEAGUE 1,Lamphun Warrior,Bangkok Utd,ROUND 19,3.4,3.4,1.91,1.33,3.0,1.02,10.0,1.25,3.7,1.75,1.95,1.7,2.05
20,20,SAOQMIO9,2025-01-25,12:00,THAILAND - THAI LEAGUE 1,Nakhon Ratchasima FC,Rayong FC,ROUND 19,2.2,3.3,2.75,1.33,3.0,1.02,10.0,1.28,3.4,1.83,1.91,1.7,2.0
21,21,dQ6N1ZR6,2025-01-25,13:00,GERMANY - 2. BUNDESLIGA,FC Koln,Elversberg,ROUND 19,1.7,4.5,4.1,1.29,3.5,1.02,19.0,1.17,5.0,1.53,2.4,1.57,2.25
22,22,KbhINGlQ,2025-01-25,13:00,GERMANY - 2. BUNDESLIGA,Karlsruher SC,Dusseldorf,ROUND 19,2.38,3.8,2.63,1.3,3.4,1.03,17.0,1.17,5.0,1.53,2.4,1.5,2.5
23,23,6wZCCjtP,2025-01-25,13:00,GERMANY - 2. BUNDESLIGA,Schalke,Nurnberg,ROUND 19,2.25,3.75,2.8,1.29,3.5,1.03,15.0,1.18,4.5,1.6,2.3,1.5,2.5
24,24,xS4AadYi,2025-01-25,13:00,INDONESIA - LIGA 1,Barito Putera,Persebaya,ROUND 20,2.85,3.2,2.23,1.34,2.95,1.04,10.5,1.27,3.55,1.92,1.81,1.73,2.0
25,25,pEmFNQjd,2025-01-25,13:00,PARAGUAY - PRIMERA DIVISION,2 de Mayo,Nacional Asuncion,APERTURA ,2.55,2.88,3.0,1.57,2.25,1.11,6.5,1.5,2.5,2.6,1.48,2.1,1.67
26,26,MXq0yIw3,2025-01-25,13:00,THAILAND - THAI LEAGUE 1,Muang Thong Utd,Nong Bua Pitchaya,ROUND 19,1.33,4.8,6.5,1.22,3.8,-1.0,-1.0,1.11,5.5,1.4,2.75,1.65,2.15
27,27,roysdNnJ,2025-01-25,13:15,MALAYSIA - SUPER LEAGUE,Penang,Selangor,ROUND 19,6.0,4.2,1.4,1.3,3.05,-1.0,-1.0,1.22,3.8,1.7,2.05,1.91,1.8
28,28,bR2RA4Hr,2025-01-25,13:30,ENGLAND - CHAMPIONSHIP,Luton,Millwall,ROUND 29,2.2,3.1,3.4,1.57,2.25,1.11,6.5,1.53,2.5,2.63,1.5,2.2,1.62
29,29,SjtC2V0e,2025-01-25,13:30,ENGLAND - CHAMPIONSHIP,Norwich,Swansea,ROUND 29,2.1,3.2,3.75,1.4,2.75,1.06,10.0,1.29,3.75,1.95,1.9,1.73,2.0
30,30,ClRfCHhm,2025-01-25,13:30,ENGLAND - CHAMPIONSHIP,Stoke,Oxford Utd,ROUND 29,2.05,3.3,3.6,1.44,2.63,1.07,9.0,1.33,3.4,2.1,1.73,1.83,1.83
31,31,ADrh1p3E,2025-01-25,13:30,ENGLAND - LEAGUE ONE,Cambridge Utd,Mansfield,ROUND 28,3.5,3.4,2.05,1.4,2.75,1.05,11.0,1.29,3.5,1.98,1.88,1.75,2.0
32,32,AyRvhtQ0,2025-01-25,13:30,ENGLAND - LEAGUE ONE,Huddersfield,Bolton,ROUND 28,1.91,3.5,3.8,1.36,3.0,1.04,13.0,1.25,3.75,1.83,2.03,1.7,2.05
33,33,Whlyqsx2,2025-01-25,13:30,ENGLAND - LEAGUE TWO,Bradford City,Walsall,ROUND 28,2.7,3.2,2.6,1.44,2.63,1.06,10.0,1.33,3.25,2.08,1.73,1.8,1.91
34,34,hKA6H1rR,2025-01-25,13:30,ENGLAND - LEAGUE TWO,MK Dons,AFC Wimbledon,ROUND 28,2.63,3.25,2.6,1.44,2.63,1.06,9.5,1.3,3.4,2.05,1.8,1.8,1.91
35,35,MazgwFhB,2025-01-25,13:30,ROMANIA - SUPERLIGA,Poli Iasi,FC Hermannstadt,ROUND 23,2.8,3.0,2.63,1.5,2.5,1.08,7.5,1.4,2.75,2.3,1.6,1.91,1.8
36,36,CjODOni2,2025-01-25,14:00,SPAIN - LALIGA,Mallorca,Betis,ROUND 21,2.2,3.0,3.7,1.53,2.38,1.11,6.5,1.5,2.63,2.5,1.53,2.05,1.7
37,37,OSSNnfa4,2025-01-25,14:00,FRANCE - LIGUE 2,Paris FC,Red Star,ROUND 20,1.53,4.1,6.0,1.36,3.0,1.04,13.0,1.25,3.75,1.83,2.03,1.91,1.8
38,38,MPuifyTp,2025-01-25,14:00,GERMANY - 3. LIGA,Aue,VfL Osnabruck,ROUND 21,3.0,3.4,2.15,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.62,2.2
39,39,bP9Y6ECj,2025-01-25,14:00,GERMANY - 3. LIGA,Cottbus,SG Dynamo Dresden,ROUND 21,3.0,3.5,2.1,1.25,3.75,1.03,17.0,1.14,5.5,1.5,2.5,1.44,2.63
40,40,xYNwIvLi,2025-01-25,14:00,GERMANY - 3. LIGA,Hansa Rostock,Wehen,ROUND 21,1.83,3.4,3.9,1.4,2.75,1.05,11.0,1.25,3.75,1.9,1.95,1.73,2.0
41,41,6DFfEdKG,2025-01-25,14:00,GERMANY - 3. LIGA,Munich 1860,Stuttgart II,ROUND 21,1.85,3.5,3.75,1.33,3.25,1.03,15.0,1.2,4.33,1.67,2.15,1.57,2.25
42,42,nojTSeZ9,2025-01-25,14:00,GERMANY - 3. LIGA,Verl,Alemannia Aachen,ROUND 21,2.0,3.1,3.7,1.5,2.5,1.07,9.0,1.36,3.0,2.15,1.67,1.91,1.8
43,43,YNqhuT87,2025-01-25,14:00,ISRAEL - LIGAT HA'AL,Beitar Jerusalem,Sakhnin,ROUND 20,1.53,4.1,5.25,1.33,3.25,1.04,13.0,1.2,4.33,1.7,2.1,1.8,1.91
44,44,bgJTJQvQ,2025-01-25,14:00,MALAYSIA - SUPER LEAGUE,Terengganu,Johor DT,ROUND 19,15.0,6.5,1.14,1.22,3.6,-1.0,-1.0,1.14,4.8,1.44,2.45,2.3,1.5
45,45,joecImKF,2025-01-25,14:00,TURKEY - SUPER LIG,Alanyaspor,Basaksehir,ROUND 21,2.55,3.2,2.9,1.44,2.63,1.06,10.0,1.33,3.25,2.05,1.75,1.83,1.83
46,46,2F9A0oEN,2025-01-25,14:00,TURKEY - 1. LIG,Istanbulspor AS,Amedspor,ROUND 21,2.0,3.5,3.4,1.44,2.63,1.06,9.5,1.33,3.25,2.08,1.73,1.83,1.83
47,47,fNsgKaDF,2025-01-25,14:50,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Kholood,Al Raed,ROUND 17,1.9,3.25,4.5,1.4,2.75,1.05,8.5,1.25,3.75,1.9,1.9,1.73,2.0
48,48,zw1vPjMb,2025-01-25,15:00,ITALY - SERIE A,Como,Atalanta,ROUND 22,4.2,3.6,1.85,1.36,3.0,1.04,13.0,1.22,4.33,1.73,2.1,1.7,2.05
49,49,p6q4lDQ0,2025-01-25,15:00,CROATIA - HNL,Gorica,Varazdin,ROUND 19,3.0,3.25,2.25,1.5,2.5,1.07,9.0,1.4,2.75,2.25,1.62,1.91,1.8
50,50,UkNbKvIr,2025-01-25,15:00,INDIA - ISL,Goa,Chennaiyin,ROUND 19,1.62,3.9,4.5,1.33,3.25,1.03,15.0,1.2,4.33,1.67,2.15,1.67,2.1
51,51,h8E1fwT9,2025-01-25,15:00,ITALY - SERIE B,Cesena,Bari,ROUND 23,2.15,3.2,3.5,1.5,2.5,1.08,8.0,1.4,2.75,2.3,1.6,1.95,1.8
52,52,QLC9hHcM,2025-01-25,15:00,ITALY - SERIE B,Cosenza,Cittadella,ROUND 23,2.2,3.1,3.5,1.5,2.5,1.08,8.0,1.4,2.75,2.3,1.6,1.95,1.8
53,53,hWdloZkd,2025-01-25,15:00,ITALY - SERIE B,Frosinone,Sudtirol,ROUND 23,2.2,3.0,3.6,1.57,2.25,1.1,7.0,1.5,2.5,2.5,1.5,2.1,1.67
54,54,YRZz9xr3,2025-01-25,15:00,ITALY - SERIE B,Juve Stabia,Carrarese,ROUND 23,2.15,3.0,3.8,1.57,2.25,1.11,6.5,1.5,2.5,2.5,1.5,2.1,1.67
55,55,bHBgzeEd,2025-01-25,15:00,PORTUGAL - LIGA PORTUGAL 2,Leixoes,Chaves,ROUND 19,2.55,3.0,2.8,1.5,2.5,1.08,8.0,1.4,2.75,2.25,1.62,1.91,1.8
56,56,I9YVuj03,2025-01-25,15:30,GERMANY - BUNDESLIGA,Augsburg,Heidenheim,ROUND 19,1.85,3.6,4.0,1.4,2.75,1.05,11.0,1.29,3.75,1.95,1.95,1.8,1.95
57,57,zmz3xHgB,2025-01-25,15:30,GERMANY - BUNDESLIGA,Dortmund,Werder Bremen,ROUND 19,1.57,4.5,5.25,1.25,3.75,1.02,19.0,1.14,5.5,1.5,2.63,1.57,2.25
58,58,21jqIn8d,2025-01-25,15:30,GERMANY - BUNDESLIGA,Freiburg,Bayern Munich,ROUND 19,8.0,6.0,1.3,1.22,4.0,1.02,21.0,1.13,6.0,1.44,2.75,1.75,2.0
