,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,UP1fI8yG,2025-01-22,09:30,AUSTRALIA - A-LEAGUE,Adelaide United,Auckland FC,ROUND 14,1.95,3.75,3.7,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.38,1.5,2.5
2,2,CMld3x4M,2025-01-22,13:00,PORTUGAL - LIGA 3,SC Lusitania,Oliveira Hospital,ROUND 16,2.85,3.4,2.35,1.38,2.8,1.03,9.0,1.3,3.2,1.91,1.8,1.73,2.0
3,3,K0mwIHBd,2025-01-22,14:30,QATAR - QSL,Al-Shahaniya,Al Khor,ROUND 13,1.97,3.55,3.1,1.29,3.3,1.03,11.0,1.18,4.4,1.63,2.15,1.57,2.28
4,4,2Za3joOP,2025-01-22,15:00,EGYPT - PREMIER LEAGUE,Pharco,Al Ahly,ROUND 9,6.25,4.3,1.42,1.36,2.8,1.02,8.5,1.26,3.25,1.86,1.78,2.07,1.62
5,5,WfeY3JX1,2025-01-22,15:00,INDIA - ISL,Bengaluru FC,Odisha FC,ROUND 18,2.1,3.3,3.4,1.33,3.25,1.04,13.0,1.2,4.33,1.7,2.1,1.57,2.25
6,6,vXhxgNEG,2025-01-22,15:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Orubah,Al Qadisiya,ROUND 16,8.5,4.75,1.38,1.36,3.0,1.02,11.0,1.25,3.75,1.8,2.0,2.1,1.67
7,7,Qigj0vMq,2025-01-22,15:55,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Fateh,Damac,ROUND 16,3.2,3.5,2.1,1.33,3.25,1.04,9.0,1.2,4.33,1.7,2.1,1.57,2.25
8,8,dpLdoSm1,2025-01-22,16:30,EUROPE - EUROPA LEAGUE,Besiktas,Ath Bilbao,LEAGUE PHASE ,4.1,4.0,1.8,1.33,3.25,1.04,13.0,1.22,4.33,1.73,2.1,1.7,2.05
9,9,CfzPuL33,2025-01-22,16:45,QATAR - QSL,Al-Gharafa,Al Ahli Doha,ROUND 13,1.85,3.65,3.4,1.22,3.8,-1.0,-1.0,1.1,6.25,1.38,2.85,1.36,2.9
10,10,nRHGSsWI,2025-01-22,18:00,EGYPT - PREMIER LEAGUE,Ceramica Cleopatra,Al Ittihad,ROUND 9,1.68,3.3,4.8,1.49,2.4,1.05,6.4,1.42,2.55,2.38,1.48,2.23,1.54
11,11,r7jbuLFO,2025-01-22,18:00,EGYPT - PREMIER LEAGUE,ZED,Pyramids,ROUND 9,4.1,3.05,1.9,1.5,2.4,1.06,6.4,1.45,2.45,2.45,1.45,2.15,1.58
12,12,6swHou7j,2025-01-22,18:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Ittihad,Al Shabab,ROUND 16,1.62,4.33,4.75,1.29,3.5,1.03,10.5,1.17,4.5,1.57,2.35,1.62,2.2
13,13,4MS1pNsm,2025-01-22,18:45,EUROPE - CHAMPIONS LEAGUE,RB Leipzig,Sporting CP,LEAGUE PHASE ,2.9,3.6,2.3,1.3,3.4,1.03,15.0,1.17,5.0,1.57,2.38,1.53,2.38
14,14,l2xB2VME,2025-01-22,18:45,EUROPE - CHAMPIONS LEAGUE,Shakhtar Donetsk,Brest,LEAGUE PHASE ,2.75,3.2,2.7,1.4,2.75,1.06,10.0,1.29,3.75,1.99,1.91,1.7,2.05
15,15,Kbp659u3,2025-01-22,20:45,ENGLAND - CHAMPIONSHIP,Leeds,Norwich,ROUND 28,1.38,4.5,8.0,1.33,3.25,1.04,13.0,1.22,4.33,1.73,2.1,1.91,1.8
16,16,2sxN1RvS,2025-01-22,20:45,ENGLAND - CHAMPIONSHIP,Portsmouth,Stoke,ROUND 28,2.45,3.25,2.88,1.4,2.75,1.06,10.0,1.3,3.5,1.98,1.88,1.73,2.0
17,17,bDNhd52k,2025-01-22,20:45,ENGLAND - CHAMPIONSHIP,Sheffield Wed,Bristol City,ROUND 28,2.5,3.2,2.88,1.44,2.63,1.07,9.0,1.36,3.2,2.1,1.73,1.83,1.83
18,18,C2WcScuo,2025-01-22,21:00,EUROPE - CHAMPIONS LEAGUE,AC Milan,Girona,LEAGUE PHASE ,1.48,4.33,7.0,1.33,3.25,1.04,13.0,1.22,4.33,1.67,2.2,1.8,1.95
19,19,8WQA83lC,2025-01-22,21:00,EUROPE - CHAMPIONS LEAGUE,Arsenal,D. Zagreb,LEAGUE PHASE ,1.11,9.5,19.0,1.22,4.0,1.02,21.0,1.13,6.0,1.4,3.0,2.38,1.53
20,20,8Szai5ED,2025-01-22,21:00,EUROPE - CHAMPIONS LEAGUE,Celtic,Young Boys,LEAGUE PHASE ,1.33,5.25,9.5,1.22,4.0,1.02,21.0,1.11,6.5,1.4,3.0,1.67,2.1
21,21,boJ3XFn1,2025-01-22,21:00,EUROPE - CHAMPIONS LEAGUE,Feyenoord,Bayern Munich,LEAGUE PHASE ,8.0,5.0,1.36,1.22,4.0,1.02,19.0,1.11,6.5,1.4,3.0,1.62,2.2
22,22,2cWFHCjn,2025-01-22,21:00,EUROPE - CHAMPIONS LEAGUE,PSG,Manchester City,LEAGUE PHASE ,2.35,3.7,2.8,1.29,3.5,1.03,17.0,1.14,5.5,1.5,2.63,1.44,2.63
23,23,EDuPEPhe,2025-01-22,21:00,EUROPE - CHAMPIONS LEAGUE,Real Madrid,Salzburg,LEAGUE PHASE ,1.07,13.0,21.0,1.14,5.5,1.01,34.0,1.06,10.0,1.22,4.33,2.1,1.67
