,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,BRAZIL - SERIE A BETANO,2025-04-17,00:00,Mirassol,Gremio, ROUND 4,2.45,2.9,3.3,1.57,2.25,3.75,1.25,1.11,6.5,1.5,2.63,2.5,1.5,2.05,1.7
2,BRAZIL - SERIE A BETANO,2025-04-17,00:00,Sport Recife,Bragantino, ROUND 4,2.1,3.4,3.5,1.44,2.63,3.25,1.33,1.07,9.0,1.36,3.2,2.08,1.73,1.95,1.8
3,COSTA RICA - PRIMERA DIVISION,2025-04-17,00:00,Santa Ana,Liberia, CLAUSURA,2.05,3.3,3.25,1.4,2.75,3.0,1.36,1.05,11.0,1.3,3.4,2.0,1.8,1.8,1.91
4,BRAZIL - SERIE A BETANO,2025-04-17,00:30,Corinthians,Fluminense, ROUND 4,2.05,3.1,4.2,1.62,2.2,4.0,1.22,1.13,6.0,1.57,2.38,2.7,1.44,2.25,1.57
5,BRAZIL - SERIE A BETANO,2025-04-17,00:30,Internacional,Palmeiras, ROUND 4,2.7,2.9,2.88,1.57,2.25,3.75,1.25,1.11,6.5,1.5,2.63,2.5,1.5,2.05,1.7
6,BRAZIL - SERIE B,2025-04-17,01:00,Avai,Operario-PR, ROUND 3,2.05,3.0,4.1,1.62,2.2,4.0,1.22,1.14,5.5,1.57,2.25,2.88,1.4,2.38,1.53
7,BRAZIL - SERIE B,2025-04-17,01:00,Paysandu PA,Chapecoense-SC, ROUND 3,1.7,3.75,4.75,1.44,2.63,3.25,1.33,1.06,10.0,1.36,3.0,2.1,1.7,2.0,1.73
8,COLOMBIA - PRIMERA A,2025-04-17,01:20,Atl. Nacional,Chico, APERTURA,1.18,6.25,17.0,1.3,3.4,2.38,1.53,1.03,15.0,1.18,4.5,1.62,2.25,2.5,1.5
9,PARAGUAY - COPA DE PRIMERA,2025-04-17,01:30,Atl. Tembetary,Olimpia Asuncion, APERTURA,4.5,3.3,1.85,1.5,2.5,3.4,1.3,1.08,8.0,1.4,2.75,2.3,1.6,2.0,1.73
10,BRAZIL - SERIE B,2025-04-17,02:00,Coritiba,Novorizontino, ROUND 3,2.6,2.8,3.1,1.67,2.1,4.33,1.2,1.14,5.5,1.62,2.2,3.1,1.36,2.25,1.57
