,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,vqulEn5s,2025-02-21,01:30,SOUTH AMERICA - COPA LIBERTADORES,Deportes Tolima (Col),FBC Melgar (Per),QUALIFICATION ,1.6,3.25,6.5,1.57,2.25,1.1,7.0,1.5,2.5,2.5,1.5,2.5,1.5
2,2,jRfdgzU8,2025-02-21,09:30,INDONESIA - LIGA 1,Persis Solo,Semen Padang,ROUND 24,1.67,3.5,4.2,1.36,2.9,1.02,10.0,1.28,3.4,1.85,1.85,1.83,1.85
3,3,zJC9VWy2,2025-02-21,09:30,INDONESIA - LIGA 1,PSBS Biak Numfor,Persik Kediri,ROUND 24,2.05,3.25,3.05,1.41,2.65,1.05,7.5,1.32,3.05,2.0,1.71,1.8,1.84
4,4,8O4Sw7pA,2025-02-21,09:35,AUSTRALIA - A-LEAGUE,Newcastle Jets,Brisbane Roar,ROUND 20,2.05,3.6,3.5,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.38,1.5,2.5
5,5,l24jeyW9,2025-02-21,11:45,BULGARIA - PARVA LIGA,CSKA 1948 Sofia,Botev Vratsa,ROUND 22,1.53,4.2,5.25,1.36,3.0,1.03,13.0,1.22,3.75,1.79,1.94,1.8,1.8
6,6,MweHPsAD,2025-02-21,12:30,ISRAEL - LIGAT HA'AL,Beitar Jerusalem,Hapoel Jerusalem,ROUND 24,1.6,3.8,5.0,1.36,3.0,1.04,13.0,1.25,3.75,1.83,2.03,1.83,1.83
7,7,hAsdAB85,2025-02-21,12:45,SINGAPORE - PREMIER LEAGUE,Tanjong Pagar,Albirex Niigata,ROUND 26,4.5,4.5,1.5,1.18,4.5,1.01,29.0,1.08,8.0,1.3,3.5,1.4,2.75
8,8,Ovg4iEbL,2025-02-21,13:00,INDONESIA - LIGA 1,Dewa United,Persebaya,ROUND 24,1.78,3.5,3.6,1.3,3.15,1.02,10.0,1.2,3.95,1.68,2.05,1.6,2.12
9,9,z30KIK5e,2025-02-21,13:00,PORTUGAL - LIGA 3,SC Lusitania,Santarem,RELEGATION GROUP ,3.0,3.1,2.25,1.43,2.63,1.05,8.0,1.36,2.9,2.1,1.67,1.85,1.85
10,10,OfFUakIk,2025-02-21,13:00,THAILAND - THAI LEAGUE 1,Nakhon Ratchasima FC,Sukhothai,ROUND 23,2.3,3.2,2.7,1.29,3.3,1.02,10.0,1.22,3.9,1.67,2.05,1.57,2.25
