,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,8I1brYsT,2025-02-08,00:00,ARGENTINA - TORNEO BETANO,Central Cordoba,Newells Old Boys,APERTURA ,2.15,3.2,3.7,1.62,2.2,1.11,6.5,1.57,2.25,2.7,1.44,2.25,1.57
2,2,YND3iBKq,2025-02-08,00:00,ARGENTINA - TORNEO BETANO,Huracan,Tigre,APERTURA ,2.15,2.9,4.1,1.67,2.1,1.14,5.5,1.67,2.1,3.1,1.36,2.38,1.53
3,3,Uup9Ol9c,2025-02-08,00:00,VENEZUELA - LIGA FUTVE,Portuguesa,Zamora,APERTURA ,2.1,2.9,3.3,1.57,2.25,1.11,5.75,1.55,2.3,2.6,1.44,2.25,1.57
4,4,rTZvcsOb,2025-02-08,01:30,URUGUAY - LIGA AUF URUGUAYA,Plaza Colonia,Wanderers,APERTURA ,2.5,3.0,2.7,1.53,2.38,1.1,7.0,1.44,2.63,2.4,1.53,2.0,1.73
5,5,rLaZk2fl,2025-02-08,02:00,COSTA RICA - PRIMERA DIVISION,Zeledon,San Carlos,CLAUSURA ,2.4,3.1,3.1,1.57,2.25,1.1,7.0,1.5,2.5,2.5,1.5,2.1,1.67
6,6,fkt0YDpK,2025-02-08,02:00,MEXICO - LIGA MX,Necaxa,Santos Laguna,CLAUSURA ,1.45,4.75,6.5,1.3,3.4,1.03,17.0,1.18,4.5,1.6,2.3,1.8,1.95
7,7,UeMLAAhD,2025-02-08,02:00,MEXICO - LIGA MX,Queretaro,Atl. San Luis,CLAUSURA ,2.63,3.5,2.63,1.44,2.63,1.06,9.5,1.33,3.25,2.05,1.75,1.8,1.95
8,8,tQYObgS9,2025-02-08,02:15,ARGENTINA - TORNEO BETANO,Ind. Rivadavia,Estudiantes L.P.,APERTURA ,3.0,3.0,2.55,1.62,2.2,1.13,6.0,1.57,2.25,2.88,1.4,2.25,1.57
9,9,vLGBkkkd,2025-02-08,02:15,ARGENTINA - TORNEO BETANO,Union de Santa Fe,Argentinos Jrs,APERTURA ,3.1,2.8,2.7,1.67,2.1,1.17,5.0,1.62,2.2,3.1,1.36,2.25,1.57
10,10,QXWVSi8s,2025-02-08,04:00,MEXICO - LIGA MX,Puebla,Club America,CLAUSURA ,5.0,3.8,1.67,1.44,2.63,1.06,9.5,1.3,3.4,2.05,1.8,1.95,1.8
11,11,vVXxTkWi,2025-02-08,07:00,AUSTRALIA - A-LEAGUE,Newcastle Jets,Melbourne Victory,ROUND 18,4.5,3.8,1.75,1.29,3.5,1.03,15.0,1.17,5.0,1.53,2.5,1.53,2.38
12,12,xlbkHLaf,2025-02-08,09:30,INDONESIA - LIGA 1,Barito Putera,Semen Padang,ROUND 22,1.68,3.5,4.1,1.34,2.9,1.03,9.0,1.25,3.45,1.81,1.89,1.75,1.9
13,13,YFibFaU6,2025-02-08,09:30,INDONESIA - LIGA 1,Madura United,PSBS Biak Numfor,ROUND 22,2.35,3.3,2.6,1.3,3.15,1.01,10.0,1.22,3.8,1.71,2.0,1.57,2.17
14,14,zcRoRT04,2025-02-08,09:35,AUSTRALIA - A-LEAGUE,Sydney FC,WS Wanderers,ROUND 18,1.7,4.2,4.5,1.2,4.33,1.02,21.0,1.1,7.0,1.33,3.4,1.36,3.0
15,15,lIpuEg9t,2025-02-08,11:00,SINGAPORE - PREMIER LEAGUE,Young Lions,Tampines,ROUND 25,8.5,9.0,1.17,1.13,6.0,1.01,34.0,1.05,11.0,1.18,4.5,1.57,2.25
16,16,xr3hnLVs,2025-02-08,11:30,BULGARIA - PARVA LIGA,Septemvri Sofia,Botev Vratsa,ROUND 20,2.25,3.1,3.5,1.53,2.38,1.08,8.0,1.44,2.63,2.4,1.53,2.0,1.73
