,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,IRELAND - PREMIER DIVISION,2025-04-14,21:00,Shamrock Rovers,Cork City, ROUND 2,1.35,4.7,8.5,1.35,2.9,2.7,1.4,1.02,10.0,1.25,3.5,1.83,1.85,2.3,1.53
2,BRAZIL - SERIE B,2025-04-14,00:00,Botafogo SP,Atletico GO, ROUND 2,2.55,2.8,2.8,1.55,2.25,3.65,1.23,1.1,6.0,1.55,2.3,2.65,1.4,2.1,1.63
3,CANADA - CANADIAN PREMIER LEAGUE,2025-04-14,00:00,Vancouver FC,Atl. Ottawa,-,3.55,3.1,1.93,1.43,2.6,3.0,1.33,1.08,6.5,1.35,3.0,2.05,1.65,1.85,1.83
4,VENEZUELA - LIGA FUTVE,2025-04-14,00:00,Zamora,Caracas, APERTURA,2.65,2.8,2.7,1.55,2.3,3.5,1.25,1.08,6.0,1.48,2.45,2.5,1.45,2.05,1.65
5,BRAZIL - SERIE A BETANO,2025-04-14,00:30,Fluminense,Santos, ROUND 3,1.93,3.1,4.4,1.53,2.35,3.35,1.28,1.09,6.25,1.45,2.55,2.5,1.5,2.15,1.63
6,BRAZIL - SERIE A BETANO,2025-04-14,01:00,Fortaleza,Internacional, ROUND 3,2.95,3.05,2.5,1.5,2.45,3.15,1.3,1.07,7.5,1.38,2.85,2.2,1.6,1.88,1.83
7,COLOMBIA - PRIMERA A,2025-04-14,01:00,Millonarios,Atl. Nacional, APERTURA,2.55,3.05,2.7,1.48,2.45,3.2,1.3,1.07,7.0,1.4,2.75,2.2,1.58,1.9,1.8
8,MEXICO - LIGA MX,2025-04-14,01:00,Santos Laguna,Queretaro, CLAUSURA,2.05,3.55,3.3,1.3,3.2,2.6,1.43,1.01,10.0,1.18,4.1,1.7,2.0,1.58,2.25
9,URUGUAY - LIGA AUF URUGUAYA,2025-04-14,01:00,River Plate,Juventud, APERTURA,3.0,3.25,2.2,1.38,2.75,2.8,1.38,1.04,9.0,1.28,3.2,1.95,1.75,1.75,1.95
10,USA - MLS,2025-04-14,01:00,St. Louis City,Columbus Crew,-,2.7,3.4,2.5,1.33,3.0,2.65,1.43,1.03,9.5,1.23,3.75,1.78,1.95,1.6,2.2
11,ARGENTINA - TORNEO BETANO,2025-04-14,01:15,River Plate,Talleres Cordoba, APERTURA,1.6,3.75,5.5,1.4,2.7,2.9,1.35,1.05,8.5,1.3,3.35,2.0,1.75,1.9,1.85
12,PARAGUAY - COPA DE PRIMERA,2025-04-14,01:15,General Caballero JLM,Guarani, APERTURA,2.95,2.95,2.4,1.5,2.4,3.4,1.25,1.06,6.75,1.43,2.55,2.45,1.45,2.0,1.65
13,BOLIVIA - DIVISION PROFESIONAL,2025-04-14,01:30,Oriente Petrolero,Always Ready, ROUND 3,2.2,3.4,2.75,1.3,3.2,2.35,1.5,1.01,12.0,1.16,4.4,1.6,2.2,1.48,2.45
