,League,Date,Time,Round,Home,Away,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_BTTS_Yes,HT_Odd_BTTS_No,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Lay_Home,FT_Odd_Lay_Draw,FT_Odd_Lay_Away,Pre_Match_Home_Expected_Goals,Pre_Match_Away_Expected_Goals,Pre_Match_Total_Expected_Goals,BTTS_First_Half_Potential,BTTS_Second_Half_Potential,BTTS_Potential,Pre_Match_Home_Points_per_Game,Pre_Match_Home_Overall_Points_per_Game,Pre_Match_Away_Points_per_Game,Pre_Match_Away_Overall_Points_per_Game
1,Japan J1 League,2025-06-22,11:30:00,21,Gamba Osaka,Tokyo,2.5,2.1,4.2,1.38,2.8,2.75,1.4,7.5,1.08,0,0,1.9,3.19,3.59,1.06,8.5,1.33,3.25,1.94,1.76,1.77,1.91,1.8,1.25,1.25,1.58,1.23,2.81,28,28,39,1.67,1.25,0.89,1.05
11,Vietnam V.League 1,2025-06-22,12:00:00,26,Binh Dinh,Ha Noi,4.5,2.5,2.05,1.27,3.3,2.28,1.55,4.6,1.15,0,0,4.8,3.82,1.58,1.0,14.9,1.17,4.6,1.57,2.15,1.65,2.16,1.2,1.17,1.2,1.34,1.62,2.96,17,21,54,1.0,0.84,1.83,1.84
2,Vietnam V.League 1,2025-06-22,12:00:00,26,Binh Duong,FLC Thanh Hoa,2.78,2.11,3.5,1.35,2.9,2.6,1.43,5.7,1.1,0,0,2.27,3.33,2.78,1.02,9.7,1.28,3.45,1.79,1.91,1.72,2.04,1.62,0.0,1.29,1.49,1.35,2.84,25,21,67,1.33,1.16,1.25,1.24
3,South Korea K League 1,2025-06-22,12:00:00,20,Gwangju,Daejeon Citizen,2.7,2.0,3.95,1.44,2.6,3.0,1.33,7.7,1.03,0,0,2.06,3.11,3.21,1.07,8.0,1.38,3.0,2.25,1.57,1.83,1.83,1.7,1.28,1.28,1.52,1.25,2.77,11,21,59,1.4,1.42,2.0,1.74
4,South Korea K League 1,2025-06-22,12:00:00,20,Sangju Sangmu,Anyang,2.2,2.3,4.33,1.3,3.2,2.4,1.5,6.8,1.04,0,0,1.67,3.63,4.1,1.04,10.0,1.22,4.2,1.78,1.92,1.62,2.1,2.05,1.2,1.2,1.75,1.48,3.23,0,28,45,1.67,1.53,1.33,1.26
5,Vietnam V.League 1,2025-06-22,12:00:00,26,Viettel,Ho Chi Minh City,1.78,2.4,7.0,1.33,3.1,2.45,1.48,5.5,1.11,0,0,1.29,4.6,9.2,1.02,10.0,1.25,3.7,1.84,1.86,2.1,1.67,3.1,1.12,1.02,1.79,1.15,2.94,17,25,63,1.75,1.64,1.0,1.12
6,Vietnam V.League 1,2025-06-22,12:00:00,26,Hoang Anh Gia Lai,Quang Nam,3.05,2.1,3.15,1.39,2.75,2.8,1.38,6.0,1.09,0,0,2.66,3.04,2.53,1.03,9.0,1.28,3.2,1.94,1.76,1.65,1.93,1.45,1.26,1.28,1.26,1.28,2.54,17,29,42,1.67,1.16,0.83,1.0
7,Vietnam V.League 1,2025-06-22,12:00:00,26,Da Nang,Song Lam Nghe An,2.03,2.11,6.6,1.44,2.45,3.0,1.34,7.5,1.05,0,0,1.74,3.56,4.1,1.05,8.0,1.38,2.87,1.8,1.9,2.41,1.5,2.7,1.27,1.22,1.08,1.09,2.17,13,29,58,1.25,0.88,0.75,0.96
8,South Korea K League 2,2025-06-22,12:00:00,17,Busan I'Park,Cheongju,2.15,2.2,5.5,1.4,2.88,2.88,1.4,8.0,1.08,0,0,1.57,3.65,4.8,1.01,8.3,1.28,3.08,1.95,1.75,1.95,1.8,2.1,1.3,1.18,1.65,1.25,2.9,27,25,57,1.22,1.75,1.0,0.75
9,Vietnam V.League 1,2025-06-22,12:00:00,26,Nam Dinh,Hà Nội II,1.77,2.43,6.9,1.3,3.1,2.35,1.5,5.4,1.12,0,0,1.27,4.8,7.33,1.01,11.0,1.22,3.6,1.73,1.95,2.11,1.68,3.1,1.12,1.17,1.64,1.15,2.79,21,13,54,2.33,2.16,1.5,1.44
