,League,Date,Time,Round,Home,Away,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_BTTS_Yes,HT_Odd_BTTS_No,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Lay_Home,FT_Odd_Lay_Draw,FT_Odd_Lay_Away,Pre_Match_Home_Expected_Goals,Pre_Match_Away_Expected_Goals,Pre_Match_Total_Expected_Goals,BTTS_First_Half_Potential,BTTS_Second_Half_Potential,BTTS_Potential,Pre_Match_Home_Points_per_Game,Pre_Match_Home_Overall_Points_per_Game,Pre_Match_Away_Points_per_Game,Pre_Match_Away_Overall_Points_per_Game
0,Brazil Serie C,2025-07-21,00:00:00,0,Brusque,Retrô,2.7,1.85,5.25,1.62,2.2,3.8,1.22,11.0,1.02,0.0,0.0,1.97,2.89,4.1,1.1,5.75,1.55,2.3,2.37,1.48,2.25,1.57,1.83,1.32,1.36,1.37,1.31,2.68,0.0,0.0,9.0,1.67,1.5,0.17,0.75
1,Brazil Serie C,2025-07-21,00:00:00,0,Ypiranga Erechim,São Bernardo,3.3,1.88,3.8,1.62,2.16,3.52,1.25,11.0,1.04,0.0,0.0,2.37,2.75,3.19,1.1,5.75,1.52,2.3,2.37,1.48,2.1,1.65,1.53,1.36,1.4,1.39,1.62,3.01,9.0,25.0,25.0,2.17,1.67,1.33,1.58
2,Argentina Primera División,2025-07-21,00:00:00,2,Belgrano,Racing Club,3.4,2.1,3.2,1.44,2.63,3.0,1.36,9.0,1.07,0.0,0.0,2.8,3.1,2.55,1.07,8.0,1.35,3.1,2.08,1.73,1.8,1.95,1.41,1.33,1.5,1.56,1.5,3.06,24.0,18.0,60.0,1.25,1.28,1.44,1.47
3,Brazil Serie A,2025-07-21,00:30:00,0,Flamengo,Fluminense,2.32,1.95,5.25,1.53,2.38,3.48,1.29,9.75,1.03,0.0,0.0,1.6,3.41,4.9,1.08,6.0,1.5,2.4,2.22,1.58,2.25,1.57,2.05,1.27,1.3,1.98,1.22,3.2,0.0,17.0,24.0,2.43,2.08,1.17,1.67
4,Argentina Primera División,2025-07-21,02:00:00,2,Independiente,Talleres Córdoba,2.6,2.05,5.0,1.5,2.5,3.4,1.3,10.0,1.06,0.0,0.0,1.91,3.3,4.2,1.09,7.0,1.45,2.7,2.3,1.55,2.05,1.7,1.83,1.32,1.22,1.79,1.64,3.43,0.0,12.0,29.0,2.4,1.81,1.0,0.72
5,USA MLS Next Pro,2025-07-21,03:30:00,0,Real Monarchs,Austin II,2.5,2.3,3.75,1.3,3.2,2.41,1.53,5.5,1.11,0.0,0.0,1.93,3.54,3.25,1.01,11.0,1.2,4.0,1.65,2.1,1.57,2.25,1.73,0.0,1.29,1.73,1.41,3.14,19.0,46.0,72.0,1.5,1.4,1.14,1.31
6,Japan J1 League,2025-07-21,11:00:00,24,Avispa Fukuoka,Kyoto Sanga,3.6,1.95,3.4,1.53,2.38,3.5,1.29,11.0,1.05,0.0,0.0,2.72,2.83,2.51,1.1,6.5,1.5,2.55,2.4,1.5,2.05,1.7,1.4,1.36,1.47,1.54,1.34,2.88,25.0,25.0,59.0,1.42,1.36,1.67,1.78
7,Finland Veikkausliiga,2025-07-21,17:00:00,16,Mariehamn,Haka,3.72,2.24,2.68,1.31,3.04,2.3,1.5,5.35,1.11,0.0,0.0,3.05,3.35,1.96,1.03,9.0,1.2,4.4,1.65,2.15,1.55,2.27,1.28,1.26,1.65,1.27,1.57,2.84,22.0,36.0,64.0,1.0,1.07,0.86,1.0
8,Sweden Allsvenskan,2025-07-21,19:00:00,16,Norrköping,Värnamo,2.75,2.3,3.5,1.3,3.4,2.5,1.5,6.0,1.13,0.0,0.0,2.04,3.56,2.88,1.04,11.0,1.22,4.33,1.57,2.25,1.57,2.25,1.67,1.25,1.36,1.74,1.46,3.2,7.0,27.0,47.0,0.88,1.0,0.14,0.47
9,Sweden Superettan,2025-07-21,19:00:00,15,Landskrona,Trelleborg,2.38,2.3,4.5,1.33,3.25,2.63,1.44,6.5,1.11,0.0,0.0,1.77,3.56,3.65,1.01,11.0,1.2,3.74,1.77,1.93,1.7,2.05,1.95,1.29,1.22,1.87,1.46,3.33,7.0,22.0,36.0,1.71,1.57,0.57,0.71
10,Sweden Superettan,2025-07-21,19:00:00,15,Utsikten,Helsingborg,3.1,2.3,3.1,1.3,3.4,2.5,1.5,6.0,1.13,0.0,0.0,2.56,3.34,2.33,1.01,11.0,1.15,4.25,1.6,2.1,1.57,2.25,1.5,1.29,1.5,1.91,1.3,3.21,36.0,36.0,50.0,1.43,1.21,1.29,1.36
