,League,Date,Time,Round,Home,Away,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_BTTS_Yes,HT_Odd_BTTS_No,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Lay_Home,FT_Odd_Lay_Draw,FT_Odd_Lay_Away,Pre_Match_Home_Expected_Goals,Pre_Match_Away_Expected_Goals,Pre_Match_Total_Expected_Goals,BTTS_First_Half_Potential,BTTS_Second_Half_Potential,BTTS_Potential,Pre_Match_Home_Points_per_Game,Pre_Match_Home_Overall_Points_per_Game,Pre_Match_Away_Points_per_Game,Pre_Match_Away_Overall_Points_per_Game
11,England EFL League Two,2025-05-26,16:01:00,0,AFC Wimbledon,Walsall,3.2,1.9,3.6,1.53,2.3,3.5,1.26,10.0,1.04,0.0,0.0,2.33,2.84,2.96,1.11,6.25,1.55,2.4,2.25,1.57,2.1,1.63,1.5,1.36,1.5,1.36,1.53,2.89,15.0,17.0,42.0,1.65,1.65,1.73,1.73
12,Bulgaria First League,2025-05-26,16:45:00,6,Ludogorets,Arda,4.1,2.05,2.73,1.37,2.85,3.2,1.33,7.0,1.06,0.0,0.0,2.53,3.32,2.36,1.07,8.5,1.33,2.93,2.0,1.65,1.85,1.85,1.24,1.28,1.71,1.7,1.34,3.04,9.0,18.0,46.0,2.34,2.34,1.63,1.63
13,Bulgaria First League,2025-05-26,16:45:00,6,Cherno More,Levski Sofia,2.3,2.11,5.0,1.4,2.75,3.05,1.34,8.0,1.07,0.0,0.0,1.73,3.23,4.3,1.08,8.0,1.32,2.9,2.0,1.67,1.95,1.8,1.95,1.28,1.28,1.49,1.86,3.35,13.0,16.0,48.0,1.66,1.66,2.03,2.03
14,Uzbekistan Uzbekistan Super League,2025-05-26,17:00:00,11,Mash'al,Bunyodkor,3.9,1.83,2.48,1.38,2.8,2.8,1.37,7.0,1.08,0.0,0.0,3.55,3.3,1.93,1.03,8.3,1.3,3.4,1.95,1.8,1.75,1.91,1.25,1.3,1.3,1.02,1.69,2.71,13.0,25.0,38.0,1.25,1.1,2.0,1.6
15,Algeria Ligue 1,2025-05-26,18:45:00,27,US Biskra,MC Oran,2.74,1.83,5.25,1.65,2.1,4.4,1.2,10.0,1.02,0.0,0.0,1.95,2.9,4.44,1.08,5.65,1.65,2.1,3.0,1.33,2.54,1.48,1.82,1.33,1.38,1.19,1.22,2.41,8.0,12.0,39.0,0.92,0.77,0.15,1.19
16,Sweden Superettan,2025-05-26,19:00:00,10,Brage,Utsikten,2.35,2.2,4.2,1.35,2.95,2.65,1.42,6.55,1.05,0.0,0.0,1.75,3.51,3.8,1.05,10.0,1.28,3.65,1.82,1.88,1.75,1.93,1.95,1.22,1.22,2.03,1.74,3.77,13.0,38.0,75.0,0.25,1.22,1.0,1.11
17,Sweden Superettan,2025-05-26,19:00:00,10,Oddevold,Västerås SK,3.6,2.1,2.75,1.4,2.75,2.88,1.36,7.6,1.03,0.0,0.0,3.02,3.26,2.08,1.06,9.0,1.33,3.35,1.95,1.75,1.77,1.91,1.35,1.25,1.67,1.47,1.99,3.46,23.0,23.0,58.0,1.5,2.11,1.4,1.67
18,Sweden Superettan,2025-05-26,19:00:00,10,Landskrona,Falkenberg,2.25,2.25,4.33,1.33,3.1,2.5,1.48,6.35,1.06,0.0,0.0,1.7,3.61,3.96,1.05,10.0,1.25,3.95,1.74,1.96,1.7,2.0,2.0,1.2,1.2,1.9,1.72,3.62,10.0,33.0,65.0,1.8,1.78,1.0,1.44
19,Sweden Allsvenskan,2025-05-26,19:00:00,11,Norrköping,Mjällby,3.75,2.3,2.6,1.3,3.4,2.5,1.5,6.0,1.13,0.0,0.0,2.67,3.32,2.25,1.04,11.0,1.2,4.5,1.55,2.2,1.62,2.2,1.43,1.27,1.57,1.72,1.6,3.32,44.0,20.0,72.0,1.2,1.3,2.17,2.36
20,Norway Eliteserien,2025-05-26,19:00:00,8,KFUM,Vålerenga,3.4,2.05,3.4,1.44,2.63,3.25,1.33,9.0,1.07,0.0,0.0,2.56,3.04,2.5,1.06,8.5,1.35,3.1,1.96,1.74,1.91,1.91,1.44,1.31,1.49,1.1,1.19,2.29,46.0,17.0,75.0,1.0,0.57,1.0,1.0
21,Austria Bundesliga,2025-05-26,19:00:00,0,LASK Linz,Hartberg,2.3,2.2,4.33,1.34,3.0,2.5,1.46,6.25,1.1,0.0,0.0,1.7,3.53,4.0,1.05,9.5,1.25,3.7,1.73,1.91,1.73,1.98,1.98,1.26,1.22,1.5,1.24,2.74,16.0,28.0,58.0,1.69,1.69,1.38,1.38
22,Turkey Süper Lig,2025-05-26,19:00:00,37,Hatayspor,Fenerbahçe,7.5,3.25,1.57,1.14,5.5,1.67,2.1,3.25,1.33,0.0,0.0,9.59,7.03,1.2,1.01,29.0,1.06,8.5,1.22,4.2,1.53,2.38,1.07,1.11,3.8,1.3,1.66,2.96,33.0,24.0,65.0,0.82,0.68,2.35,2.38
23,Sweden Superettan,2025-05-26,19:00:00,10,Umeå,Örgryte,3.5,2.2,2.6,1.3,3.2,2.45,1.48,5.75,1.07,0.0,0.0,2.68,3.45,2.2,1.04,11.0,1.22,4.2,1.61,2.05,1.57,2.2,1.35,1.22,1.7,1.45,1.55,3.0,44.0,20.0,70.0,0.2,0.11,0.67,2.0
24,Sweden Allsvenskan,2025-05-26,19:10:00,11,Hammarby,Degerfors,1.83,2.5,7.5,1.3,3.4,2.38,1.53,6.0,1.13,0.0,0.0,1.45,4.0,5.5,1.04,11.0,1.22,4.33,1.62,2.15,1.95,1.8,2.55,1.2,1.12,2.14,1.4,3.54,25.0,39.0,55.0,2.17,1.91,1.8,1.3
25,Bulgaria First League,2025-05-26,19:45:00,6,Botev Plovdiv,CSKA Sofia,2.65,2.15,3.5,1.29,3.15,2.5,1.45,5.8,1.1,0.0,0.0,2.12,3.11,3.06,1.02,10.5,1.2,3.75,1.75,1.91,1.62,2.23,1.75,1.28,1.35,1.55,1.96,3.51,15.0,18.0,36.0,1.6,1.6,1.77,1.77
26,Bulgaria First League,2025-05-26,19:45:00,6,Beroe,Spartak Varna,2.3,2.3,4.2,1.31,3.15,2.57,1.44,6.0,1.09,0.0,0.0,1.72,3.47,4.0,1.02,8.1,1.2,3.86,1.7,1.95,1.7,2.0,2.03,1.25,1.25,1.36,1.34,2.7,18.0,21.0,46.0,1.31,1.31,1.46,1.46
27,Belarus Vysheyshaya Liga,2025-05-26,19:55:00,10,BATE,Smorgon,1.83,2.45,7.5,1.32,3.0,2.4,1.47,5.0,1.12,0.0,0.0,1.37,4.3,7.8,1.0,12.0,1.31,3.82,1.77,2.05,2.0,1.67,2.75,1.2,1.08,0.0,0.0,0.0,20.0,27.0,34.0,1.0,1.44,0.57,0.44
28,Saudi Arabia Professional League,2025-05-26,20:00:00,34,Al Orubah,Al Taawon,3.0,2.15,3.1,1.36,2.9,2.6,1.44,5.8,1.07,0.0,0.0,2.48,3.65,2.58,1.05,9.5,1.25,3.75,1.8,2.0,1.6,2.15,1.5,1.25,1.48,1.16,1.18,2.34,7.0,19.0,31.0,1.0,0.91,1.19,1.36
29,Algeria Ligue 1,2025-05-26,21:00:00,27,USM Alger,Oued Akbou,2.2,2.15,5.75,1.42,2.62,2.9,1.36,7.0,1.07,0.0,0.0,1.48,3.52,5.5,1.06,8.5,1.33,3.0,2.0,1.7,2.1,1.7,2.3,1.16,1.2,1.73,1.27,3.0,8.0,13.0,39.0,2.0,1.38,0.77,1.12
30,Paraguay Division Profesional,2025-05-26,21:30:00,21,Sportivo Ameliano,Atlético Tembetary,2.9,1.84,4.52,1.5,2.35,3.55,1.25,10.5,1.0,0.0,0.0,2.15,3.05,3.56,1.05,6.5,1.45,2.45,2.55,1.5,2.1,1.63,1.67,1.33,1.3,1.3,1.31,2.61,25.0,15.0,50.0,1.25,1.25,0.9,0.9
