,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,UkwG2uvf,2025-02-17,00:00,COSTA RICA - PRIMERA DIVISION,San Carlos,Puntarenas FC,CLAUSURA ,2.55,3.1,2.55,1.44,2.63,1.06,10.0,1.33,3.25,2.05,1.75,1.8,1.91
2,2,S8FhP3mS,2025-02-17,00:00,ECUADOR - LIGA PRO,Emelec,U. Catolica,FIRST STAGE ,2.88,3.1,2.6,1.44,2.63,1.07,9.0,1.33,3.25,2.1,1.7,1.83,1.83
3,3,zkTqWHKj,2025-02-17,00:00,MEXICO - LIGA MX,Queretaro,Monterrey,CLAUSURA ,4.2,3.4,1.9,1.4,2.75,1.05,11.0,1.25,3.75,1.9,1.95,1.75,2.0
4,4,b1kCTQYI,2025-02-17,00:30,PARAGUAY - COPA DE PRIMERA,Libertad Asuncion,Ameliano,APERTURA ,1.7,3.4,5.0,1.5,2.5,1.08,8.0,1.44,2.63,2.35,1.57,2.2,1.62
5,5,ljG4DO0d,2025-02-17,00:30,VENEZUELA - LIGA FUTVE,Zamora,Puerto Cabello,APERTURA ,2.25,3.1,2.8,1.5,2.4,1.07,7.5,1.4,2.75,2.2,1.6,1.95,1.75
6,6,fmiZnjUj,2025-02-17,01:30,ARGENTINA - TORNEO BETANO,Huracan,Union de Santa Fe,APERTURA ,2.05,2.9,4.5,1.67,2.1,1.14,5.5,1.62,2.2,3.1,1.36,2.38,1.53
7,7,MaST8XjA,2025-02-17,01:30,ARGENTINA - TORNEO BETANO,Talleres Cordoba,Atl. Tucuman,APERTURA ,1.55,3.75,7.0,1.44,2.63,1.06,10.0,1.33,3.25,2.1,1.7,2.2,1.62
8,8,h4Qgs875,2025-02-17,01:45,URUGUAY - LIGA AUF URUGUAYA,Montevideo City,River Plate,APERTURA ,1.95,2.9,3.9,1.67,2.1,1.13,6.0,1.62,2.2,3.1,1.36,2.5,1.5
9,9,bNEvhasA,2025-02-17,02:00,MEXICO - LIGA MX,Atl. San Luis,Club Leon,CLAUSURA ,2.45,3.5,2.75,1.36,3.0,1.04,12.0,1.25,3.75,1.85,2.0,1.67,2.1
10,10,2eLVgLCc,2025-02-17,02:05,MEXICO - LIGA MX,Pachuca,UNAM Pumas,CLAUSURA ,2.2,3.3,3.4,1.4,2.75,1.06,10.0,1.3,3.4,2.03,1.83,1.8,1.95
11,11,hfRVt6vn,2025-02-17,09:30,INDONESIA - LIGA 1,Arema FC,PSS Sleman,ROUND 23,1.83,3.3,3.7,1.38,2.8,1.03,9.0,1.33,3.1,1.95,1.75,1.85,1.83
12,12,Ek3ub7AF,2025-02-17,12:00,TURKEY - 1. LIG,Bandirmaspor,Istanbulspor AS,ROUND 25,2.4,3.4,2.88,1.36,3.0,1.04,12.0,1.22,4.0,1.8,2.0,1.62,2.2
13,13,0KUwup9b,2025-02-17,13:00,INDONESIA - LIGA 1,Bali United,Malut United,ROUND 23,1.91,3.3,3.5,1.36,2.9,1.02,10.0,1.28,3.3,1.85,1.83,1.75,1.95
14,14,hCOb5BfS,2025-02-17,13:00,THAILAND - THAI LEAGUE 1,Rayong FC,Lamphun Warrior,ROUND 22,2.5,3.25,2.4,1.33,3.0,1.02,10.0,1.28,3.4,1.83,1.91,1.7,2.05
15,15,WrFsrxld,2025-02-17,15:00,EGYPT - PREMIER LEAGUE,Ceramica Cleopatra,Enppi,ROUND 14,1.61,3.4,5.3,1.52,2.33,1.06,6.25,1.44,2.45,2.4,1.46,2.33,1.5
16,16,0YkGkTTs,2025-02-17,15:00,SERBIA - SUPER LIGA,Cukaricki,Novi Pazar,ROUND 23,1.61,3.4,4.8,1.4,2.7,1.04,8.5,1.33,3.0,2.0,1.73,2.0,1.73
17,17,hdj7C6P8,2025-02-17,15:00,TURKEY - 1. LIG,Adanaspor AS,Umraniyespor,ROUND 25,2.7,3.4,2.5,1.44,2.63,1.06,10.0,1.3,3.4,2.0,1.8,1.8,1.91
18,18,CMALI2TH,2025-02-17,16:00,ROMANIA - SUPERLIGA,U. Cluj,Unirea Slobozia,ROUND 27,1.45,4.0,7.0,1.44,2.63,1.06,10.0,1.36,3.0,2.1,1.7,2.38,1.53
