,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
14,MEXICO - LIGA MX,2025-03-31,03:05,Club Leon,UNAM Pumas, CLAUSURA,2.15,3.4,3.4,1.4,2.75,3.0,1.36,1.05,11.0,1.29,3.5,1.98,1.88,1.75,2.0
15,LATVIA - VIRSLIGA,2025-03-31,16:00,Tukums 2000,Super Nova, ROUND 4,2.45,3.35,2.45,1.35,2.9,2.6,1.42,1.03,8.0,1.25,3.35,1.8,1.85,1.68,2.05
16,TURKEY - 1. LIG,2025-03-31,16:00,Erokspor,Ankaragucu, ROUND 31,2.55,3.25,2.55,1.36,3.0,2.63,1.44,1.04,12.0,1.22,4.0,1.8,2.0,1.62,2.2
17,ROMANIA - SUPERLIGA,2025-03-31,16:30,Gloria Buzau,Otelul, RELEGATION GROUP,3.2,3.0,2.3,1.57,2.25,3.75,1.25,1.11,6.5,1.5,2.5,2.6,1.48,2.2,1.62
18,ITALY - SERIE A,2025-03-31,18:30,Verona,Parma, ROUND 30,2.45,3.1,3.1,1.44,2.63,3.25,1.33,1.07,9.0,1.36,3.2,2.1,1.73,1.8,1.95
19,DENMARK - SUPERLIGA,2025-03-31,19:00,FC Copenhagen,Randers FC, CHAMPIONSHIP GROUP,1.65,3.9,5.0,1.36,3.0,2.75,1.4,1.05,11.0,1.29,3.5,1.9,1.95,1.91,1.91
20,NORWAY - OBOS-LIGAEN,2025-03-31,19:00,Aalesund,Lillestrom, ROUND 1,2.7,3.4,2.38,1.33,3.25,2.63,1.44,1.04,13.0,1.2,4.33,1.7,2.1,1.57,2.25
21,NORWAY - OBOS-LIGAEN,2025-03-31,19:00,Egersund,Mjondalen, ROUND 1,1.75,3.9,3.75,1.3,3.4,2.38,1.53,1.03,17.0,1.18,4.5,1.6,2.3,1.62,2.2
22,NORWAY - OBOS-LIGAEN,2025-03-31,19:00,Kongsvinger,Asane, ROUND 1,1.65,3.8,4.33,1.3,3.4,2.5,1.5,1.03,15.0,1.18,4.5,1.62,2.25,1.62,2.2
23,NORWAY - OBOS-LIGAEN,2025-03-31,19:00,Odd,Skeid, ROUND 1,1.53,4.2,4.75,1.33,3.25,2.5,1.5,1.03,15.0,1.2,4.33,1.67,2.15,1.73,2.0
24,NORWAY - OBOS-LIGAEN,2025-03-31,19:00,Ranheim,Lyn, ROUND 1,2.45,3.6,2.5,1.3,3.4,2.5,1.5,1.03,15.0,1.18,4.5,1.62,2.25,1.53,2.38
25,NORWAY - OBOS-LIGAEN,2025-03-31,19:00,Stabaek,Hodd, ROUND 1,1.67,3.9,4.2,1.29,3.5,2.25,1.57,1.03,17.0,1.17,5.0,1.53,2.4,1.57,2.25
26,NORWAY - OBOS-LIGAEN,2025-03-31,19:00,Start,Sogndal, ROUND 1,1.85,3.75,3.4,1.3,3.4,2.5,1.5,1.03,15.0,1.2,4.33,1.65,2.2,1.57,2.25
27,POLAND - EKSTRAKLASA,2025-03-31,19:00,Zaglebie,Rakow, ROUND 26,4.2,3.5,1.91,1.44,2.63,3.25,1.33,1.06,10.0,1.33,3.25,2.08,1.73,1.95,1.8
28,PORTUGAL - LIGA PORTUGAL 2,2025-03-31,19:00,Benfica B,Academico Viseu, ROUND 27,2.1,3.1,3.3,1.44,2.63,3.4,1.3,1.07,8.5,1.36,3.0,2.15,1.67,1.83,1.83
29,SWEDEN - ALLSVENSKAN,2025-03-31,19:00,Varnamo,Sirius, ROUND 1,2.45,3.5,2.7,1.4,2.75,3.0,1.36,1.05,11.0,1.3,3.4,2.03,1.83,1.75,2.0
30,SWEDEN - SUPERETTAN,2025-03-31,19:00,Oddevold,Umea FC, ROUND 1,1.57,3.9,4.75,1.36,3.0,2.63,1.44,1.04,12.0,1.25,3.75,1.75,2.05,1.8,1.95
31,TURKEY - SUPER LIG,2025-03-31,19:00,Eyupspor,Basaksehir, ROUND 29,2.63,3.1,2.63,1.44,2.63,3.25,1.33,1.07,9.0,1.36,3.0,2.15,1.67,1.83,1.83
32,TURKEY - 1. LIG,2025-03-31,19:00,Kocaelispor,Sakaryaspor, ROUND 31,1.6,3.7,5.0,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.5,1.95,1.85,1.91,1.8
33,SWEDEN - ALLSVENSKAN,2025-03-31,19:10,GAIS,AIK, ROUND 1,2.63,3.25,2.63,1.5,2.5,3.4,1.3,1.07,9.0,1.36,3.0,2.15,1.67,1.95,1.8
34,ISRAEL - LIGAT HA'AL,2025-03-31,19:30,H. Beer Sheva,Maccabi Tel Aviv, CHAMPIONSHIP GROUP,2.25,3.2,3.0,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.73,2.08,1.57,2.25
35,ROMANIA - SUPERLIGA,2025-03-31,19:30,U. Cluj,CFR Cluj, CHAMPIONSHIP GROUP,3.1,3.0,2.3,1.57,2.25,3.75,1.25,1.1,7.0,1.5,2.5,2.6,1.48,2.1,1.67
36,SWITZERLAND - CHALLENGE LEAGUE,2025-03-31,19:30,Bellinzona,Aarau, ROUND 28,3.0,3.2,2.2,1.36,2.88,2.63,1.43,1.03,9.0,1.29,3.3,1.85,1.85,1.73,2.0
37,SWITZERLAND - CHALLENGE LEAGUE,2025-03-31,19:30,Xamax,Schaffhausen, ROUND 28,1.91,3.6,3.4,1.3,3.2,2.4,1.5,1.02,10.0,1.22,3.8,1.67,2.1,1.62,2.2
38,NETHERLANDS - EERSTE DIVISIE,2025-03-31,20:00,Jong Ajax,FC Volendam, ROUND 32,4.0,4.0,1.8,1.25,3.75,2.2,1.62,1.02,21.0,1.13,6.0,1.48,2.6,1.44,2.63
39,NETHERLANDS - EERSTE DIVISIE,2025-03-31,20:00,Jong AZ,Oss, ROUND 32,1.67,3.9,4.75,1.3,3.4,2.38,1.53,1.03,15.0,1.18,4.5,1.62,2.25,1.62,2.2
40,NETHERLANDS - EERSTE DIVISIE,2025-03-31,20:00,Jong PSV,Den Bosch, ROUND 32,3.1,3.6,2.1,1.29,3.5,2.25,1.57,1.03,17.0,1.14,5.5,1.53,2.4,1.44,2.63
41,SWITZERLAND - CHALLENGE LEAGUE,2025-03-31,20:15,Etoile-Carouge,Stade Nyonnais, ROUND 28,1.7,3.8,4.0,1.29,3.3,2.4,1.5,1.01,11.0,1.2,4.0,1.65,2.1,1.65,2.1
42,SWITZERLAND - CHALLENGE LEAGUE,2025-03-31,20:15,Lausanne Ouchy,Thun, ROUND 28,3.4,3.4,1.95,1.3,3.2,2.4,1.5,1.02,10.0,1.22,3.8,1.67,2.1,1.6,2.2
43,SPAIN - LALIGA2,2025-03-31,20:30,Cadiz CF,Eibar, ROUND 33,2.25,2.88,3.7,1.62,2.2,4.0,1.22,1.13,6.0,1.57,2.25,2.88,1.4,2.25,1.57
44,ITALY - SERIE A,2025-03-31,20:45,Lazio,Torino, ROUND 30,1.75,3.5,5.0,1.44,2.63,3.0,1.36,1.07,9.0,1.33,3.4,2.0,1.8,1.95,1.8
45,FRANCE - LIGUE 2,2025-03-31,20:45,Paris FC,Caen, ROUND 28,1.53,3.6,6.25,1.36,3.0,2.75,1.4,1.05,11.0,1.25,3.75,1.9,1.95,1.91,1.8
46,SPAIN - LALIGA,2025-03-31,21:00,Celta Vigo,Las Palmas, ROUND 29,1.55,4.1,5.75,1.36,3.0,2.63,1.44,1.05,11.0,1.25,4.0,1.88,2.02,1.91,1.91
47,PORTUGAL - LIGA PORTUGAL 2,2025-03-31,21:15,Mafra,Felgueiras, ROUND 27,2.88,2.9,2.45,1.53,2.38,3.75,1.25,1.1,7.0,1.44,2.63,2.4,1.53,2.0,1.73
48,COLOMBIA - PRIMERA B,2025-03-31,22:30,Real Santander,Cucuta, APERTURA,4.5,3.0,1.83,1.38,2.8,2.7,1.4,1.04,8.5,1.29,3.3,2.0,1.73,1.8,1.91
