,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,SOUTH AMERICA - COPA LIBERTADORES,2025-04-04,00:00,Bahia (Bra),Internacional (Bra), GROUP STAGE,2.25,3.25,3.25,1.44,2.63,3.25,1.33,1.07,9.0,1.36,3.0,2.15,1.67,1.91,1.91
2,SOUTH AMERICA - COPA LIBERTADORES,2025-04-04,00:00,Central Cordoba (Arg),LDU Quito (Ecu), GROUP STAGE,2.25,3.1,3.5,1.53,2.38,3.75,1.25,1.1,7.0,1.44,2.63,2.4,1.53,2.05,1.7
3,SOUTH AMERICA - COPA LIBERTADORES,2025-04-04,00:00,Sporting Cristal (Per),Palmeiras (Bra), GROUP STAGE,6.25,4.2,1.53,1.36,3.0,2.75,1.4,1.05,11.0,1.25,3.75,1.88,1.98,1.95,1.8
4,SOUTH AMERICA - COPA SUDAMERICANA,2025-04-04,00:00,GV San Jose (Bol),U. Espanola (Chi), GROUP STAGE,1.8,3.9,4.0,1.3,3.4,2.5,1.5,1.03,15.0,1.18,4.5,1.62,2.25,1.62,2.2
5,SOUTH AMERICA - COPA SUDAMERICANA,2025-04-04,00:00,Puerto Cabello (Ven),Lanus (Arg), GROUP STAGE,5.75,3.7,1.65,1.44,2.63,3.25,1.33,1.06,10.0,1.33,3.25,2.08,1.73,2.1,1.67
6,BOLIVIA - DIVISION PROFESIONAL,2025-04-04,02:00,Oriente Petrolero,Universitario de Vinto, ROUND 2,1.75,3.4,4.5,1.4,2.75,3.0,1.36,1.05,11.0,1.29,3.5,1.95,1.85,1.83,1.83
7,SOUTH AMERICA - COPA LIBERTADORES,2025-04-04,02:30,Dep. Tachira (Ven),Flamengo RJ (Bra), GROUP STAGE,7.5,4.5,1.42,1.36,3.0,2.63,1.44,1.04,13.0,1.25,3.75,1.85,2.0,2.05,1.7
8,COLOMBIA - PRIMERA B,2025-04-04,02:30,Real Cundinamarca,Cartagena, APERTURA,2.65,2.9,2.5,1.42,2.55,3.0,1.3,1.06,6.5,1.35,2.85,2.15,1.6,1.85,1.85
9,SOUTH AMERICA - COPA SUDAMERICANA,2025-04-04,02:30,Cerro Largo (Uru),Defensa y Justicia (Arg), GROUP STAGE,3.6,3.2,2.15,1.5,2.5,3.5,1.29,1.08,8.0,1.4,2.75,2.3,1.6,2.0,1.73
10,SOUTH AMERICA - COPA SUDAMERICANA,2025-04-04,04:00,Mushuc Runa (Ecu),Palestino (Chi), GROUP STAGE,1.67,3.8,5.25,1.36,3.0,2.75,1.4,1.05,11.0,1.29,3.5,1.93,1.93,1.83,1.83
11,AUSTRALIA - A-LEAGUE,2025-04-04,10:35,Brisbane Roar,Macarthur FC, ROUND 25,2.35,3.5,2.9,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.33,1.73,2.1,1.57,2.25
12,SINGAPORE - PREMIER LEAGUE,2025-04-04,13:45,Tampines,Geylang, ROUND 29,1.7,4.5,3.4,1.17,5.0,1.78,2.03,1.01,34.0,1.06,10.0,1.22,4.2,1.29,3.5
13,THAILAND - THAI LEAGUE 1,2025-04-04,14:00,Chiangrai Utd,Nong Bua Pitchaya, ROUND 28,2.05,3.0,3.3,1.36,2.9,2.55,1.42,1.02,10.0,1.22,3.6,1.77,1.9,1.65,2.1
14,UKRAINE - PREMIER LEAGUE,2025-04-04,14:30,Inhulets,Obolon, ROUND 23,2.85,2.9,2.4,1.5,2.45,3.25,1.3,1.07,6.25,1.42,2.55,2.3,1.53,1.95,1.75
15,LATVIA - VIRSLIGA,2025-04-04,16:00,Metta,RFS, ROUND 5,17.0,8.5,1.1,1.2,4.0,1.95,1.75,1.01,1.01,1.09,6.0,1.36,2.9,2.4,1.5
16,QATAR - QSL,2025-04-04,16:00,Al-Shahaniya,Al Ahli Doha, ROUND 20,3.8,3.7,1.7,1.25,3.35,2.2,1.57,1.02,9.0,1.15,4.33,1.53,2.3,1.55,2.3
17,QATAR - QSL,2025-04-04,16:00,Umm-Salal,Al Wakra, ROUND 20,3.25,3.5,1.9,1.29,3.2,2.35,1.5,1.03,8.5,1.18,4.0,1.6,2.15,1.53,2.38
18,TURKEY - 1. LIG,2025-04-04,16:00,Istanbulspor AS,Yeni Malatyaspor, ROUND 32,1.01,11.0,18.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
19,ROMANIA - SUPERLIGA,2025-04-04,16:30,Otelul,Poli Iasi, RELEGATION GROUP,2.0,3.0,3.8,1.57,2.25,3.75,1.25,1.11,6.5,1.5,2.5,2.6,1.48,2.2,1.62
20,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,2025-04-04,16:30,Al Kholood,Al Taawon, ROUND 26,2.4,3.4,2.7,1.4,2.75,2.75,1.4,1.02,11.0,1.25,3.75,1.88,1.93,1.73,2.0
21,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,2025-04-04,16:45,Al Orubah,Al Okhdood, ROUND 26,2.7,3.3,2.45,1.4,2.75,3.0,1.36,1.05,8.5,1.3,3.4,1.98,1.83,1.8,1.91
22,LATVIA - VIRSLIGA,2025-04-04,17:00,BFC Daugavpils,Auda, ROUND 5,4.75,3.75,1.57,1.35,2.95,2.6,1.44,1.03,8.0,1.25,3.4,1.75,1.91,1.82,1.87
23,AUSTRIA - 2. LIGA,2025-04-04,18:00,Bregenz,Stripfing, ROUND 22,2.25,3.2,2.75,1.33,3.0,2.55,1.42,1.02,10.0,1.22,3.6,1.77,1.9,1.67,2.1
24,AUSTRIA - 2. LIGA,2025-04-04,18:00,Kapfenberg,Lafnitz, ROUND 22,1.95,3.65,3.0,1.29,3.4,2.2,1.55,1.03,13.5,1.17,4.5,1.5,2.35,1.5,2.4
25,AUSTRIA - 2. LIGA,2025-04-04,18:00,Ried,Amstetten, ROUND 22,1.3,4.5,7.5,1.29,3.3,2.35,1.5,1.03,13.0,1.18,4.0,1.6,2.15,1.85,1.85
26,AUSTRIA - 2. LIGA,2025-04-04,18:00,SK Rapid II,First Vienna, ROUND 22,2.5,3.75,2.3,1.29,3.4,2.2,1.55,1.03,13.5,1.17,4.5,1.5,2.35,1.5,2.4
27,CROATIA - HNL,2025-04-04,18:00,Varazdin,Gorica, ROUND 28,2.2,2.9,3.5,1.57,2.25,3.75,1.25,1.13,6.0,1.5,2.5,2.6,1.48,2.2,1.62
28,POLAND - EKSTRAKLASA,2025-04-04,18:00,Stal Mielec,Cracovia, ROUND 27,2.45,3.4,2.8,1.4,2.75,2.75,1.4,1.05,11.0,1.25,3.75,1.88,1.98,1.67,2.1
29,QATAR - QSL,2025-04-04,18:15,Al Arabi,Al-Gharafa, ROUND 20,3.2,3.75,1.85,1.2,3.75,1.95,1.73,1.01,1.01,1.1,5.5,1.36,2.75,1.4,2.75
30,GERMANY - 2. BUNDESLIGA,2025-04-04,18:30,Braunschweig,Paderborn, ROUND 28,3.75,3.5,1.95,1.36,3.0,2.75,1.4,1.05,11.0,1.25,3.75,1.88,1.98,1.73,2.0
31,GERMANY - 2. BUNDESLIGA,2025-04-04,18:30,Karlsruher SC,Hannover, ROUND 28,3.1,3.3,2.25,1.33,3.25,2.5,1.5,1.04,13.0,1.2,4.33,1.7,2.1,1.53,2.38
32,LITHUANIA - A LYGA,2025-04-04,18:30,Suduva,Dainava Alytus, ROUND 5,1.77,2.9,4.75,1.57,2.25,3.4,1.29,1.01,1.01,1.55,2.25,2.65,1.42,2.32,1.47
33,DENMARK - SUPERLIGA,2025-04-04,19:00,Randers FC,Midtjylland, CHAMPIONSHIP GROUP,2.7,3.5,2.45,1.36,3.0,2.63,1.44,1.04,13.0,1.22,4.0,1.8,2.0,1.62,2.2
34,DENMARK - 1ST DIVISION,2025-04-04,19:00,Hillerod,Hobro, RELEGATION GROUP,1.9,3.6,3.8,1.36,3.0,2.75,1.4,1.05,11.0,1.29,3.5,1.93,1.93,1.73,2.0
35,DENMARK - 1ST DIVISION,2025-04-04,19:00,Koge,Vendsyssel, RELEGATION GROUP,2.8,3.25,2.45,1.4,2.75,3.0,1.36,1.05,11.0,1.29,3.5,2.0,1.85,1.73,2.0
36,DENMARK - 1ST DIVISION,2025-04-04,19:00,Roskilde,B.93, RELEGATION GROUP,2.05,3.6,3.25,1.36,3.0,2.63,1.44,1.04,13.0,1.22,4.0,1.75,2.05,1.67,2.1
37,GERMANY - 3. LIGA,2025-04-04,19:00,Hannover II,SG Dynamo Dresden, ROUND 31,4.5,4.33,1.62,1.25,3.75,2.25,1.57,1.02,19.0,1.17,5.0,1.53,2.4,1.57,2.25
38,TURKEY - SUPER LIG,2025-04-04,19:00,Adana Demirspor,Kayserispor, ROUND 30,7.0,4.75,1.4,1.25,3.75,2.1,1.67,1.02,19.0,1.13,6.0,1.48,2.6,1.67,2.1
39,TURKEY - 1. LIG,2025-04-04,19:00,Amedspor,Igdir FK, ROUND 32,2.05,3.25,3.4,1.5,2.5,3.4,1.3,1.07,9.0,1.36,3.0,2.15,1.67,1.91,1.8
40,TURKEY - 1. LIG,2025-04-04,19:00,Sanliurfaspor,Boluspor, ROUND 32,2.63,3.2,2.55,1.44,2.63,3.25,1.33,1.07,8.5,1.36,3.0,2.1,1.7,1.83,1.83
41,AUSTRIA - BUNDESLIGA,2025-04-04,19:30,Sturm Graz,SK Rapid, CHAMPIONSHIP GROUP,2.25,3.4,3.2,1.36,3.0,2.75,1.4,1.05,11.0,1.25,3.75,1.85,2.0,1.67,2.1
42,ROMANIA - SUPERLIGA,2025-04-04,19:30,Petrolul,Sepsi Sf. Gheorghe, RELEGATION GROUP,2.4,3.0,2.88,1.53,2.38,3.75,1.25,1.1,7.0,1.44,2.63,2.4,1.53,2.1,1.67
43,SWITZERLAND - CHALLENGE LEAGUE,2025-04-04,19:30,Stade Nyonnais,Wil, ROUND 29,2.9,3.25,2.3,1.33,3.0,2.63,1.44,1.02,10.0,1.22,3.6,1.77,1.9,1.65,2.1
44,NETHERLANDS - EREDIVISIE,2025-04-04,20:00,Heerenveen,Willem II, ROUND 28,1.5,4.33,6.0,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.5,1.95,1.9,2.0,1.75
45,BELGIUM - CHALLENGER PRO LEAGUE,2025-04-04,20:00,Beveren,Eupen, ROUND 28,1.91,3.4,3.5,1.36,3.0,2.75,1.4,1.05,11.0,1.25,3.75,1.88,1.98,1.73,2.0
46,BELGIUM - CHALLENGER PRO LEAGUE,2025-04-04,20:00,Patro Eisden,RWDM, ROUND 28,2.75,3.3,2.35,1.4,2.75,3.0,1.36,1.06,10.0,1.29,3.5,1.98,1.88,1.73,2.0
47,FRANCE - LIGUE 2,2025-04-04,20:00,AC Ajaccio,Amiens, ROUND 29,2.15,3.0,3.7,1.57,2.25,3.75,1.25,1.1,7.0,1.5,2.5,2.5,1.5,2.1,1.67
48,FRANCE - LIGUE 2,2025-04-04,20:00,Annecy,Bastia, ROUND 29,3.6,3.0,2.15,1.57,2.25,3.75,1.25,1.1,7.0,1.44,2.63,2.5,1.5,2.1,1.67
49,FRANCE - LIGUE 2,2025-04-04,20:00,Laval,Grenoble, ROUND 29,2.0,3.0,4.1,1.44,2.63,3.25,1.33,1.07,9.0,1.36,3.0,2.15,1.67,1.83,1.83
50,FRANCE - LIGUE 2,2025-04-04,20:00,Paris FC,Clermont, ROUND 29,1.48,4.0,8.0,1.36,3.0,2.63,1.44,1.05,11.0,1.22,4.0,1.8,2.0,1.91,1.8
51,FRANCE - LIGUE 2,2025-04-04,20:00,Rodez,Martigues, ROUND 29,1.42,4.75,6.5,1.29,3.5,2.38,1.53,1.03,17.0,1.17,5.0,1.57,2.35,1.8,1.91
52,NETHERLANDS - EERSTE DIVISIE,2025-04-04,20:00,Dordrecht,Jong Ajax, ROUND 33,1.62,4.33,4.5,1.29,3.5,2.25,1.57,1.03,17.0,1.17,5.0,1.57,2.35,1.62,2.2
