,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
26,KAZAKHSTAN - PREMIER LEAGUE,2025-04-19,12:00,Ulytau,Okzhetpes, ROUND 5,2.25,3.0,2.9,1.48,2.45,3.2,1.3,1.08,7.5,1.4,2.75,2.15,1.62,1.9,1.78
27,PORTUGAL - LIGA PORTUGAL 2,2025-04-19,12:00,Penafiel,Feirense, ROUND 30,2.5,3.1,2.8,1.44,2.63,3.25,1.33,1.07,9.0,1.36,3.0,2.1,1.7,1.83,1.83
28,SOUTH KOREA - K LEAGUE 1,2025-04-19,12:00,Seoul,Gwangju FC, ROUND 9,2.0,3.25,4.0,1.5,2.5,3.5,1.29,1.08,8.0,1.4,2.75,2.35,1.57,2.0,1.73
29,UKRAINE - PREMIER LEAGUE,2025-04-19,12:00,Karpaty Lviv,Rukh Lviv, ROUND 25,2.05,3.2,3.8,1.5,2.45,3.75,1.25,1.09,6.5,1.45,2.6,2.45,1.5,2.1,1.65
30,POLAND - EKSTRAKLASA,2025-04-19,12:15,Piast Gliwice,Korona Kielce, ROUND 29,2.15,3.0,3.4,1.57,2.25,3.75,1.25,1.1,7.0,1.5,2.5,2.5,1.5,2.1,1.67
31,TURKEY - SUPER LIG,2025-04-19,12:30,Kasimpasa,Sivasspor, ROUND 32,1.85,3.5,3.6,1.33,3.25,2.5,1.5,1.03,15.0,1.18,4.5,1.62,2.25,1.62,2.2
32,TURKEY - 1. LIG,2025-04-19,12:30,Erzurumspor,Istanbulspor AS, ROUND 35,2.0,3.4,3.1,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.5,1.9,1.9,1.73,2.0
33,BULGARIA - PARVA LIGA,2025-04-19,13:00,Botev Vratsa,Arda, ROUND 30,5.25,3.7,1.67,1.44,2.63,3.25,1.33,1.06,10.0,1.33,3.25,2.1,1.7,2.1,1.67
34,CHINA - SUPER LEAGUE,2025-04-19,13:00,Shanghai Shenhua,Wuhan Three Towns, ROUND 8,1.25,6.25,9.5,1.22,4.0,2.1,1.67,1.02,21.0,1.13,6.0,1.4,2.88,1.8,1.95
35,GERMANY - 2. BUNDESLIGA,2025-04-19,13:00,Braunschweig,Kaiserslautern, ROUND 30,2.63,3.5,2.45,1.3,3.4,2.5,1.5,1.03,15.0,1.18,4.5,1.62,2.25,1.5,2.5
36,GERMANY - 2. BUNDESLIGA,2025-04-19,13:00,Elversberg,Dusseldorf, ROUND 30,1.8,3.6,4.2,1.3,3.4,2.5,1.5,1.03,15.0,1.18,4.5,1.62,2.25,1.57,2.25
37,GERMANY - 2. BUNDESLIGA,2025-04-19,13:00,Nurnberg,Paderborn, ROUND 30,3.5,3.75,1.95,1.3,3.4,2.5,1.5,1.03,15.0,1.18,4.5,1.62,2.25,1.57,2.25
38,KAZAKHSTAN - PREMIER LEAGUE,2025-04-19,13:00,Atyrau,Kyzylzhar, ROUND 5,2.5,2.88,2.65,1.53,2.35,3.4,1.29,1.1,6.5,1.45,2.5,2.35,1.5,2.05,1.68
39,KAZAKHSTAN - PREMIER LEAGUE,2025-04-19,13:00,Ordabasy,Zhetysu Taldykorgan, ROUND 5,1.5,3.6,5.75,1.44,2.55,3.0,1.33,1.07,8.0,1.36,2.8,2.1,1.62,2.2,1.57
40,LATVIA - VIRSLIGA,2025-04-19,13:00,BFC Daugavpils,FK Liepaja, ROUND 8,2.9,3.4,2.2,1.3,3.2,2.5,1.5,1.01,11.0,1.22,4.0,1.67,2.1,1.57,2.25
41,THAILAND - THAI LEAGUE 1,2025-04-19,13:00,Ratchaburi,Buriram, ROUND 29,4.33,3.8,1.65,1.29,3.4,2.25,1.57,1.01,1.01,1.17,4.5,1.53,2.38,1.57,2.25
42,THAILAND - THAI LEAGUE 1,2025-04-19,13:00,Sukhothai,Chiangrai Utd, ROUND 29,1.95,3.4,3.4,1.33,3.0,2.63,1.44,1.02,10.0,1.25,3.75,1.8,1.91,1.67,2.1
43,HUNGARY - OTP BANK LIGA,2025-04-19,13:15,Debrecen,Zalaegerszegi, ROUND 28,2.05,3.4,3.6,1.36,3.0,2.63,1.44,1.04,13.0,1.22,4.0,1.75,2.05,1.62,2.2
44,ESTONIA - MEISTRILIIGA,2025-04-19,13:30,Tallinna Kalev,Levadia, ROUND 8,21.0,7.0,1.1,1.22,3.8,2.0,1.73,1.01,1.01,1.11,5.5,1.4,2.75,2.4,1.5
45,CHINA - SUPER LEAGUE,2025-04-19,13:35,Beijing Guoan,Shandong Taishan, ROUND 8,2.9,3.4,2.35,1.25,3.75,2.2,1.62,1.03,17.0,1.14,5.5,1.5,2.5,1.44,2.63
46,WALES - CYMRU PREMIER,2025-04-19,13:45,Aberystwyth,Connahs Q., RELEGATION GROUP,5.5,4.75,1.45,1.29,3.4,2.38,1.53,1.02,14.0,1.15,4.75,1.53,2.38,1.67,2.1
47,WALES - CYMRU PREMIER,2025-04-19,13:45,Barry,Briton Ferry, RELEGATION GROUP,1.45,4.75,5.5,1.25,3.6,2.25,1.57,1.01,1.01,1.15,4.75,1.53,2.38,1.67,2.1
48,WALES - CYMRU PREMIER,2025-04-19,13:45,Flint,Newtown, RELEGATION GROUP,2.1,3.6,3.0,1.29,3.4,2.25,1.57,1.03,12.5,1.15,4.75,1.53,2.38,1.5,2.4
49,WALES - CYMRU PREMIER,2025-04-19,13:45,Bala,Penybont, CHAMPIONSHIP GROUP,3.2,3.2,2.2,1.4,2.75,2.75,1.4,1.04,8.5,1.33,3.0,2.0,1.73,1.8,1.91
50,WALES - CYMRU PREMIER,2025-04-19,13:45,Caernarfon,Cardiff Metropolitan, CHAMPIONSHIP GROUP,2.3,3.6,2.6,1.33,3.0,2.63,1.44,1.02,10.0,1.22,4.0,1.67,2.1,1.57,2.25
51,WALES - CYMRU PREMIER,2025-04-19,13:45,Haverfordwest,TNS, CHAMPIONSHIP GROUP,7.0,4.33,1.4,1.3,3.2,2.5,1.5,1.02,10.0,1.22,4.0,1.67,2.1,1.91,1.8
52,SPAIN - LALIGA,2025-04-19,14:00,Rayo Vallecano,Valencia, ROUND 32,2.3,3.1,3.4,1.5,2.5,3.5,1.29,1.1,7.0,1.44,2.75,2.3,1.62,1.95,1.8
53,FINLAND - VEIKKAUSLIIGA,2025-04-19,14:00,VPS,Inter Turku,-,2.88,3.3,2.3,1.33,3.25,2.63,1.44,1.04,13.0,1.2,4.33,1.7,2.1,1.57,2.25
54,FRANCE - LIGUE 2,2025-04-19,14:00,Paris FC,Bastia, ROUND 31,1.75,3.5,4.33,1.44,2.63,3.0,1.36,1.06,10.0,1.3,3.4,2.05,1.8,1.83,1.83
55,GERMANY - 3. LIGA,2025-04-19,14:00,Arminia Bielefeld,Hansa Rostock, ROUND 34,1.85,3.7,3.9,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.5,1.93,1.93,1.8,1.91
56,GERMANY - 3. LIGA,2025-04-19,14:00,Cottbus,Viktoria Koln, ROUND 34,1.95,3.8,3.5,1.33,3.25,2.5,1.5,1.03,15.0,1.2,4.33,1.67,2.15,1.62,2.2
57,GERMANY - 3. LIGA,2025-04-19,14:00,Munich 1860,Alemannia Aachen, ROUND 34,2.25,3.0,3.4,1.5,2.5,3.4,1.3,1.08,8.0,1.36,3.0,2.2,1.65,1.83,1.83
58,GERMANY - 3. LIGA,2025-04-19,14:00,Sandhausen,RW Essen, ROUND 34,2.88,3.4,2.3,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.73,2.08,1.57,2.25
59,GERMANY - 3. LIGA,2025-04-19,14:00,Wehen,Unterhaching, ROUND 34,1.65,4.1,4.75,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.73,2.08,1.73,2.0
60,INDONESIA - LIGA 1,2025-04-19,14:00,Barito Putera,Persis Solo, ROUND 29,2.4,3.2,2.7,1.33,3.0,2.63,1.44,1.02,10.0,1.25,3.75,1.8,1.91,1.65,2.1
61,INDONESIA - LIGA 1,2025-04-19,14:00,Persik Kediri,Persija Jakarta, ROUND 29,2.5,3.2,2.6,1.36,2.88,2.75,1.4,1.03,9.0,1.29,3.4,1.91,1.8,1.67,2.1
62,ROMANIA - SUPERLIGA,2025-04-19,14:00,Farul Constanta,FC Hermannstadt, RELEGATION GROUP,2.55,3.1,2.7,1.44,2.63,3.25,1.33,1.06,10.0,1.33,3.25,2.05,1.75,1.8,1.91
63,SPAIN - LALIGA2,2025-04-19,14:00,Racing Club Ferrol,Eldense, ROUND 36,3.6,2.9,2.2,1.62,2.2,4.0,1.22,1.13,6.0,1.57,2.25,2.88,1.4,2.38,1.53
64,THAILAND - THAI LEAGUE 1,2025-04-19,14:00,Bangkok Utd,Pathum United, ROUND 29,1.6,4.0,4.5,1.25,3.6,2.1,1.67,1.01,1.01,1.13,5.25,1.44,2.63,1.5,2.4
65,THAILAND - THAI LEAGUE 1,2025-04-19,14:00,Lamphun Warrior,Nakhon Pathom, ROUND 29,1.75,3.6,4.0,1.33,3.0,2.63,1.44,1.02,10.0,1.25,3.75,1.73,2.0,1.7,2.05
66,MALAYSIA - SUPER LEAGUE,2025-04-19,14:15,Selangor,PDRM FC, ROUND 26,1.29,5.0,8.5,1.25,3.6,2.25,1.57,1.01,1.01,1.15,4.75,1.53,2.38,1.85,1.85
67,MALAYSIA - SUPER LEAGUE,2025-04-19,14:15,Sri Pahang,Penang, ROUND 26,2.0,3.6,3.1,1.29,3.3,2.25,1.57,1.01,1.01,1.18,4.33,1.57,2.25,1.55,2.3
68,SINGAPORE - PREMIER LEAGUE,2025-04-19,14:15,DPMM,Albirex Niigata, ROUND 31,2.45,3.5,2.35,1.29,3.5,2.25,1.57,1.02,19.0,1.14,5.5,1.53,2.4,1.44,2.63
69,UKRAINE - PREMIER LEAGUE,2025-04-19,14:30,Livyi Bereg,Polissya Zhytomyr, ROUND 25,3.5,3.2,2.15,1.5,2.45,3.25,1.3,1.08,7.0,1.4,2.8,2.2,1.6,2.2,1.6
70,POLAND - EKSTRAKLASA,2025-04-19,14:45,Slask Wroclaw,GKS Katowice, ROUND 29,1.85,3.5,3.7,1.33,3.25,2.63,1.44,1.04,13.0,1.2,4.33,1.7,2.1,1.62,2.2
71,ITALY - SERIE A,2025-04-19,15:00,Lecce,Como, ROUND 33,3.75,3.25,2.1,1.44,2.63,3.25,1.33,1.07,9.0,1.36,3.2,2.1,1.73,1.91,1.91
72,LATVIA - VIRSLIGA,2025-04-19,15:00,Riga FC,Grobina, ROUND 8,1.04,12.0,23.0,1.13,5.0,1.73,2.0,1.01,1.01,1.03,9.0,1.2,4.0,2.3,1.55
73,PORTUGAL - LIGA PORTUGAL 2,2025-04-19,15:00,Academico Viseu,Torreense, ROUND 30,2.4,3.2,2.7,1.44,2.63,3.4,1.3,1.07,9.0,1.36,3.0,2.15,1.67,1.83,1.83
74,PORTUGAL - LIGA 3,2025-04-19,15:00,Amarante,1º Dezembro, PROMOTION GROUP,1.83,3.25,3.7,1.44,2.55,3.0,1.33,1.05,8.0,1.36,2.8,2.1,1.62,2.0,1.73
75,SLOVENIA - PRVA LIGA,2025-04-19,15:00,Primorje,Nafta, ROUND 31,2.3,3.1,2.9,1.4,2.75,2.9,1.36,1.04,8.5,1.33,3.0,2.0,1.73,1.8,1.91
76,SWEDEN - ALLSVENSKAN,2025-04-19,15:00,Degerfors,Elfsborg, ROUND 4,3.9,3.5,1.9,1.44,2.63,3.0,1.36,1.06,10.0,1.33,3.25,2.05,1.75,1.91,1.91
77,SWEDEN - ALLSVENSKAN,2025-04-19,15:00,Norrkoping,Halmstad, ROUND 4,1.65,3.7,5.25,1.36,3.0,2.63,1.44,1.04,13.0,1.22,4.0,1.8,2.0,1.75,2.0
78,SWEDEN - SUPERETTAN,2025-04-19,15:00,Falkenberg,Oddevold, ROUND 4,2.25,3.3,2.9,1.5,2.5,3.4,1.3,1.07,8.5,1.4,2.75,2.2,1.65,1.95,1.8
79,SWEDEN - SUPERETTAN,2025-04-19,15:00,Orgryte,Orebro, ROUND 4,1.95,3.6,3.3,1.36,3.0,2.75,1.4,1.04,13.0,1.25,3.75,1.88,1.98,1.7,2.05
80,TURKEY - SUPER LIG,2025-04-19,15:00,Adana Demirspor,Trabzonspor, ROUND 32,9.5,7.0,1.18,1.22,4.0,2.03,1.78,1.01,26.0,1.1,7.0,1.36,3.1,1.83,1.83
81,TURKEY - 1. LIG,2025-04-19,15:00,Pendikspor,Sanliurfaspor, ROUND 35,1.62,3.6,4.75,1.36,3.0,2.75,1.4,1.05,11.0,1.25,3.75,1.85,1.95,1.83,1.83
82,GERMANY - BUNDESLIGA,2025-04-19,15:30,Freiburg,Hoffenheim, ROUND 30,1.95,3.7,3.7,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.33,1.73,2.1,1.67,2.1
83,GERMANY - BUNDESLIGA,2025-04-19,15:30,Heidenheim,Bayern Munich, ROUND 30,8.5,5.75,1.3,1.22,4.0,2.1,1.67,1.02,21.0,1.13,6.0,1.4,3.0,1.75,2.0
84,GERMANY - BUNDESLIGA,2025-04-19,15:30,Mainz,Wolfsburg, ROUND 30,2.05,3.6,3.6,1.36,3.0,2.63,1.44,1.04,12.0,1.25,4.0,1.84,2.06,1.67,2.1
85,GERMANY - BUNDESLIGA,2025-04-19,15:30,RB Leipzig,Holstein Kiel, ROUND 30,1.36,5.5,7.0,1.22,4.0,2.1,1.67,1.02,19.0,1.13,6.0,1.44,2.75,1.7,2.05
86,GERMANY - BUNDESLIGA,2025-04-19,15:30,Werder Bremen,Bochum, ROUND 30,1.7,4.2,4.5,1.29,3.5,2.25,1.57,1.03,17.0,1.17,5.0,1.57,2.38,1.57,2.25
87,BULGARIA - PARVA LIGA,2025-04-19,15:30,Lok. Plovdiv,Slavia Sofia, ROUND 30,2.63,3.0,2.8,1.44,2.63,3.25,1.33,1.07,8.5,1.33,3.25,2.1,1.7,1.8,1.91
88,ENGLAND - PREMIER LEAGUE,2025-04-19,16:00,Brentford,Brighton, ROUND 33,2.5,3.75,2.63,1.3,3.4,2.38,1.53,1.03,15.0,1.2,4.5,1.62,2.3,1.5,2.5
89,ENGLAND - PREMIER LEAGUE,2025-04-19,16:00,Crystal Palace,Bournemouth, ROUND 33,2.6,3.6,2.6,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.33,1.73,2.1,1.62,2.2
90,ENGLAND - PREMIER LEAGUE,2025-04-19,16:00,Everton,Manchester City, ROUND 33,3.8,3.7,1.91,1.36,3.0,2.63,1.44,1.05,11.0,1.25,4.0,1.85,2.05,1.7,2.05
91,ENGLAND - PREMIER LEAGUE,2025-04-19,16:00,West Ham,Southampton, ROUND 33,1.5,4.5,6.25,1.3,3.4,2.5,1.5,1.03,15.0,1.2,4.5,1.67,2.2,1.8,1.95
92,BELGIUM - JUPILER PRO LEAGUE,2025-04-19,16:00,Leuven,Dender, CONFERENCE LEAGUE GROUP,2.0,3.2,3.8,1.44,2.63,3.0,1.36,1.06,10.0,1.3,3.4,2.03,1.83,1.8,1.95
93,CROATIA - HNL,2025-04-19,16:00,Osijek,Gorica, ROUND 30,1.91,2.9,4.33,1.5,2.5,3.4,1.3,1.07,9.0,1.36,3.0,2.15,1.67,1.91,1.8
94,CZECH REPUBLIC - CHANCE LIGA,2025-04-19,16:00,FK Pardubice,Sparta Prague, ROUND 30,9.0,4.75,1.33,1.3,3.4,2.38,1.53,1.04,13.0,1.18,4.5,1.62,2.25,1.95,1.8
95,CZECH REPUBLIC - CHANCE LIGA,2025-04-19,16:00,Liberec,Karvina, ROUND 30,1.7,3.8,4.2,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.73,2.08,1.75,2.0
96,CZECH REPUBLIC - CHANCE LIGA,2025-04-19,16:00,Mlada Boleslav,Jablonec, ROUND 30,2.38,3.4,2.7,1.33,3.25,2.63,1.44,1.04,13.0,1.2,4.33,1.7,2.1,1.62,2.2
97,CZECH REPUBLIC - CHANCE LIGA,2025-04-19,16:00,Ostrava,Bohemians, ROUND 30,1.38,4.75,6.25,1.29,3.5,2.25,1.57,1.02,19.0,1.17,5.0,1.53,2.4,1.75,2.0
98,CZECH REPUBLIC - CHANCE LIGA,2025-04-19,16:00,Plzen,Dukla Prague, ROUND 30,1.25,5.75,8.5,1.29,3.5,2.25,1.57,1.02,19.0,1.17,5.0,1.53,2.4,2.0,1.75
99,CZECH REPUBLIC - CHANCE LIGA,2025-04-19,16:00,Sigma Olomouc,Ceske Budejovice, ROUND 30,1.29,5.0,9.5,1.3,3.4,2.38,1.53,1.04,13.0,1.18,4.5,1.6,2.3,2.0,1.75
100,CZECH REPUBLIC - CHANCE LIGA,2025-04-19,16:00,Slavia Prague,Slovacko, ROUND 30,1.11,8.5,17.0,1.25,3.75,2.1,1.67,1.02,21.0,1.13,6.0,1.44,2.7,2.5,1.5
101,CZECH REPUBLIC - CHANCE LIGA,2025-04-19,16:00,Teplice,Hradec Kralove, ROUND 30,2.35,3.1,2.88,1.44,2.63,3.4,1.3,1.07,9.0,1.36,3.0,2.1,1.7,1.91,1.91
102,ESTONIA - MEISTRILIIGA,2025-04-19,16:00,Narva,Kalju, ROUND 8,3.1,3.4,2.1,1.33,3.0,2.5,1.5,1.02,10.0,1.22,4.0,1.67,2.1,1.6,2.2
103,FINLAND - VEIKKAUSLIIGA,2025-04-19,16:00,Haka,AC Oulu,-,2.4,3.3,2.7,1.4,2.75,2.75,1.4,1.05,11.0,1.25,3.75,1.9,1.95,1.7,2.05
104,FINLAND - VEIKKAUSLIIGA,2025-04-19,16:00,KTP,Ilves,-,4.75,3.75,1.62,1.29,3.5,2.25,1.57,1.03,17.0,1.17,5.0,1.57,2.35,1.57,2.25
105,FINLAND - VEIKKAUSLIIGA,2025-04-19,16:00,Mariehamn,SJK,-,4.2,3.9,1.67,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.73,2.08,1.75,2.0
106,KAZAKHSTAN - PREMIER LEAGUE,2025-04-19,16:00,Tobol,Aktobe, ROUND 5,2.15,2.9,3.2,1.45,2.5,2.95,1.33,1.08,7.0,1.36,2.8,2.1,1.62,1.87,1.8
107,NORTHERN IRELAND - NIFL PREMIERSHIP,2025-04-19,16:00,Glenavon,Ballymena, RELEGATION GROUP,2.1,3.4,3.1,1.4,2.75,2.9,1.36,1.04,8.5,1.33,3.0,2.0,1.73,1.8,1.91
108,NORTHERN IRELAND - NIFL PREMIERSHIP,2025-04-19,16:00,Loughgall,Carrick Rangers, RELEGATION GROUP,3.3,3.3,2.0,1.33,3.0,2.75,1.4,1.02,10.0,1.29,3.4,1.83,1.83,1.67,2.1
109,NORTHERN IRELAND - NIFL PREMIERSHIP,2025-04-19,16:00,Portadown,Cliftonville, RELEGATION GROUP,3.1,3.1,2.2,1.44,2.63,2.9,1.36,1.04,8.5,1.36,2.88,2.1,1.67,1.8,1.91
110,NORTHERN IRELAND - NIFL PREMIERSHIP,2025-04-19,16:00,Crusaders,Coleraine, CHAMPIONSHIP GROUP,3.0,3.2,2.2,1.36,2.9,2.75,1.4,1.02,10.0,1.29,3.4,1.83,1.83,1.7,2.05
111,NORTHERN IRELAND - NIFL PREMIERSHIP,2025-04-19,16:00,Dungannon,Glentoran, CHAMPIONSHIP GROUP,3.4,3.3,2.0,1.36,2.88,2.75,1.4,1.02,10.0,1.29,3.4,1.91,1.8,1.73,2.0
112,SCOTLAND - CHAMPIONSHIP,2025-04-19,16:00,Airdrieonians,Morton, ROUND 34,2.1,3.5,3.0,1.4,2.75,3.0,1.36,1.05,8.5,1.29,3.5,1.98,1.88,1.8,1.91
113,SCOTLAND - CHAMPIONSHIP,2025-04-19,16:00,Dunfermline,Partick Thistle, ROUND 34,2.4,3.2,2.75,1.53,2.38,3.75,1.25,1.08,7.0,1.44,2.63,2.38,1.53,2.1,1.67
114,SCOTLAND - CHAMPIONSHIP,2025-04-19,16:00,Falkirk,Raith, ROUND 34,1.53,3.5,6.5,1.44,2.63,3.25,1.33,1.07,7.5,1.36,3.0,2.15,1.67,2.25,1.57
115,SCOTLAND - CHAMPIONSHIP,2025-04-19,16:00,Hamilton,Queen's Park, ROUND 34,1.85,3.75,3.4,1.44,2.63,3.0,1.36,1.05,8.5,1.33,3.25,2.05,1.8,1.91,1.8
116,SPAIN - LALIGA,2025-04-19,16:15,Barcelona,Celta Vigo, ROUND 32,1.29,6.0,9.0,1.2,4.33,2.03,1.83,1.01,26.0,1.1,7.0,1.36,3.2,1.67,2.1
117,HUNGARY - OTP BANK LIGA,2025-04-19,16:15,DVTK,Gyor, ROUND 28,2.88,3.5,2.35,1.33,3.25,2.5,1.5,1.04,13.0,1.2,4.33,1.67,2.15,1.57,2.25
118,SPAIN - LALIGA2,2025-04-19,16:15,Huesca,Racing Santander, ROUND 36,2.7,2.9,2.8,1.5,2.5,3.4,1.3,1.08,8.0,1.36,3.0,2.2,1.65,1.83,1.83
119,GERMANY - 3. LIGA,2025-04-19,16:30,Stuttgart II,Verl, ROUND 34,2.75,3.3,2.45,1.33,3.25,2.63,1.44,1.04,13.0,1.2,4.33,1.7,2.1,1.57,2.25
120,GERMANY - 3. LIGA,2025-04-19,16:30,VfL Osnabruck,Ingolstadt, ROUND 34,2.0,3.6,3.4,1.33,3.25,2.63,1.44,1.04,13.0,1.2,4.33,1.7,2.1,1.62,2.2
121,NETHERLANDS - EERSTE DIVISIE,2025-04-19,16:30,Vitesse,Roda, ROUND 35,2.55,3.7,2.5,1.29,3.5,2.25,1.57,1.03,17.0,1.17,5.0,1.53,2.4,1.44,2.63
