,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,hQeMYa9t,2025-02-14,00:00,ARGENTINA - TORNEO BETANO,San Lorenzo,Platense,APERTURA ,2.65,2.4,3.6,1.83,1.88,1.2,4.0,1.95,1.73,4.1,1.2,2.95,1.35
2,2,OUqfRZ7U,2025-02-14,00:00,ARGENTINA - TORNEO BETANO,San Martin S.J.,Talleres Cordoba,APERTURA ,4.6,3.0,1.93,1.55,2.3,1.1,6.25,1.53,2.35,2.8,1.38,2.35,1.55
3,3,hnRd2AZ7,2025-02-14,01:30,SOUTH AMERICA - COPA LIBERTADORES,EL Nacional (Ecu),Blooming (Bol),QUALIFICATION ,1.28,5.0,8.5,1.3,3.1,1.03,9.0,1.18,4.2,1.65,2.1,2.0,1.7
4,4,2eF4owgn,2025-02-14,02:15,ARGENTINA - TORNEO BETANO,Atl. Tucuman,Sarmiento Junin,APERTURA ,1.8,3.3,4.8,1.5,2.45,1.08,7.0,1.45,2.55,2.45,1.5,2.25,1.6
5,5,tMrDsehB,2025-02-14,02:15,ARGENTINA - TORNEO BETANO,Union de Santa Fe,Instituto,APERTURA ,2.55,2.75,3.25,1.63,2.15,1.13,5.25,1.65,2.15,3.0,1.33,2.35,1.55
6,6,Oj7oYHBl,2025-02-14,03:00,COSTA RICA - PRIMERA DIVISION,AD Santos,Herediano,CLAUSURA ,3.8,3.25,1.9,1.43,2.65,1.04,7.75,1.35,2.9,2.1,1.65,1.85,1.8
7,7,00GCpn1B,2025-02-14,03:00,COSTA RICA - PRIMERA DIVISION,Cartagines,Santa Ana,CLAUSURA ,1.45,3.95,6.25,1.33,2.9,1.01,10.0,1.25,3.5,1.85,1.83,1.93,1.73
8,8,Ma2wCouC,2025-02-14,09:30,INDONESIA - LIGA 1,Semen Padang,Persita,ROUND 23,2.1,3.1,3.1,1.38,2.8,1.03,8.0,1.3,3.15,2.0,1.7,1.75,1.93
9,9,AonBjvbs,2025-02-14,09:35,AUSTRALIA - A-LEAGUE,Melbourne Victory,Wellington Phoenix,ROUND 19,1.43,4.6,6.25,1.25,3.5,1.02,8.5,1.13,4.9,1.55,2.25,1.65,2.1
10,10,j3SPduDD,2025-02-14,11:00,JAPAN - J1 LEAGUE,Gamba Osaka,Cerezo Osaka,ROUND 1,2.0,3.4,3.7,1.4,2.7,1.05,7.75,1.3,3.2,2.0,1.7,1.8,1.9
11,11,SCXwAP9O,2025-02-14,13:00,INDONESIA - LIGA 1,Persik Kediri,Persis Solo,ROUND 23,1.93,3.25,3.3,1.33,3.0,1.02,9.0,1.25,3.5,1.85,1.8,1.73,1.95
12,12,rPuUGmkD,2025-02-14,13:00,PARAGUAY - COPA DE PRIMERA,2 de Mayo,Atl. Tembetary,APERTURA ,1.83,3.2,4.3,1.45,2.55,1.06,7.0,1.38,2.75,2.25,1.55,2.0,1.65
13,13,2a1ASfNc,2025-02-14,14:00,MALAYSIA - SUPER LEAGUE,Terengganu,Kuala Lumpur City,ROUND 21,1.83,3.15,3.8,1.35,2.75,1.04,9.0,1.25,3.3,1.9,1.8,1.75,1.95
14,14,YgAtdPzH,2025-02-14,15:00,INDIA - ISL,Odisha FC,Hyderabad,ROUND 22,1.6,3.9,4.3,1.28,3.25,1.02,10.0,1.15,4.7,1.55,2.25,1.53,2.3
