,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,URUGUAY - LIGA AUF URUGUAYA,2025-03-26,00:00,Cerro Largo,Montevideo City,APERTURA ,2.5,3.1,2.8,1.4,2.75,2.75,1.4,1.05,11.0,1.25,3.75,1.9,1.95,1.67,2.1
2,WORLD - WORLD CHAMPIONSHIP,2025-03-26,01:00,Argentina,Brazil,QUALIFICATION ,2.3,3.2,3.3,1.57,2.25,3.75,1.25,1.11,6.5,1.5,2.5,2.5,1.5,2.1,1.67
3,WORLD - WORLD CHAMPIONSHIP,2025-03-26,01:00,Chile,Ecuador,QUALIFICATION ,2.7,3.1,2.75,1.62,2.2,4.0,1.22,1.11,6.5,1.53,2.38,2.7,1.44,2.2,1.62
4,WORLD - WORLD CHAMPIONSHIP,2025-03-26,01:00,Colombia,Paraguay,QUALIFICATION ,1.6,3.5,7.0,1.5,2.5,3.5,1.29,1.1,7.0,1.4,2.75,2.35,1.57,2.25,1.57
5,WORLD - WORLD CHAMPIONSHIP,2025-03-26,01:00,Venezuela,Peru,QUALIFICATION ,2.1,3.2,3.8,1.62,2.2,4.0,1.22,1.13,6.0,1.57,2.25,2.7,1.44,2.25,1.57
6,COSTA RICA - PRIMERA DIVISION,2025-03-26,04:00,Liberia,Guanacasteca,CLAUSURA ,1.75,3.7,4.5,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.5,1.9,1.9,1.83,1.83
7,URUGUAY - LIGA AUF URUGUAYA,2025-03-26,18:00,Racing Montevideo,River Plate,APERTURA ,1.75,3.1,4.75,1.4,2.75,3.0,1.36,1.07,9.0,1.29,3.5,2.03,1.83,1.83,1.83
8,URUGUAY - LIGA AUF URUGUAYA,2025-03-26,20:30,Liverpool M.,Nacional,APERTURA ,3.9,3.7,1.9,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.7,2.1,1.62,2.2
9,COLOMBIA - PRIMERA A,2025-03-26,22:00,Alianza,Fortaleza,APERTURA ,2.0,3.1,4.0,1.53,2.38,3.5,1.29,1.1,7.0,1.44,2.63,2.35,1.57,2.1,1.67
10,URUGUAY - LIGA AUF URUGUAYA,2025-03-26,23:00,Plaza Colonia,Boston River,APERTURA ,2.2,3.25,3.2,1.57,2.25,3.75,1.25,1.11,6.5,1.53,2.38,2.6,1.48,2.25,1.57
