,League,Date,Time,Round,Home,Away,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_BTTS_Yes,HT_Odd_BTTS_No,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Lay_Home,FT_Odd_Lay_Draw,FT_Odd_Lay_Away,Pre_Match_Home_Expected_Goals,Pre_Match_Away_Expected_Goals,Pre_Match_Total_Expected_Goals,BTTS_First_Half_Potential,BTTS_Second_Half_Potential,BTTS_Potential,Pre_Match_Home_Points_per_Game,Pre_Match_Home_Overall_Points_per_Game,Pre_Match_Away_Points_per_Game,Pre_Match_Away_Overall_Points_per_Game
24,Germany 2. Bundesliga,2025-05-09,18:30:00,33,Nürnberg,Köln,4.5,2.5,2.2,1.25,3.75,2.2,1.62,5.0,1.17,0.0,0.0,3.39,3.78,1.96,1.03,11.0,1.18,4.75,1.53,2.25,1.57,2.25,1.21,1.23,2.05,1.44,1.53,2.97,31.0,19.0,47.0,1.63,1.41,1.69,1.72
25,Germany 2. Bundesliga,2025-05-09,18:30:00,33,Preußen Münster,Hertha BSC,2.88,2.4,3.1,1.29,3.5,2.25,1.57,5.5,1.14,0.0,0.0,2.58,3.75,2.41,1.03,11.0,1.18,4.75,1.53,2.25,1.5,2.5,1.58,1.26,1.42,1.34,1.57,2.91,31.0,22.0,63.0,1.0,1.0,1.69,1.34
26,Finland Veikkausliiga,2025-05-09,18:31:00,6,Ilves,Haka,1.88,2.7,6.0,1.25,3.42,2.32,1.65,4.6,1.12,0.0,0.0,1.35,4.6,6.0,1.02,15.0,1.16,5.4,1.5,2.41,1.67,2.1,2.8,0.0,1.11,1.49,1.94,3.43,25.0,50.0,100.0,3.0,1.8,1.0,1.4
29,Egypt Egyptian Premier League,2025-05-09,19:00:00,5,Pharco,Petrojet,3.43,2.0,3.57,1.5,2.4,3.28,1.3,9.0,1.04,0.0,0.0,2.77,2.8,2.7,1.08,6.5,1.43,2.62,2.24,1.52,1.91,1.8,1.45,1.36,1.33,1.2,1.42,2.62,27.0,32.0,51.0,1.45,1.45,1.19,1.19
27,Egypt Egyptian Premier League,2025-05-09,19:00:00,5,National Bank of Egypt,Pyramids FC,5.16,1.8,2.45,1.42,2.6,2.95,1.31,8.0,1.06,0.0,0.0,4.63,3.25,1.77,1.05,7.75,1.33,2.81,2.2,1.64,1.86,1.77,1.07,1.29,1.33,1.29,1.59,2.88,15.0,40.0,56.0,1.65,1.65,2.24,2.24
28,Germany 3. Liga,2025-05-09,19:00:00,37,Borussia Dortmund II,Stuttgart II,2.88,2.4,3.2,1.29,3.5,2.25,1.57,5.5,1.14,0.0,0.0,2.34,3.83,2.73,1.03,11.0,1.18,4.75,1.55,2.3,1.5,2.5,1.6,1.25,1.43,1.59,1.32,2.91,17.0,34.0,56.0,1.44,1.19,0.61,1.19
30,Bulgaria First League,2025-05-09,19:15:00,3,CSKA Sofia,Botev Plovdiv,1.84,2.51,7.0,1.28,3.1,2.45,1.45,6.0,1.12,0.0,0.0,1.36,4.33,6.5,1.02,12.0,1.22,3.89,1.74,2.07,1.9,1.73,3.0,1.19,1.08,1.92,1.5,3.42,7.0,30.0,36.0,1.66,1.66,1.66,1.66
42,France National,2025-05-09,19:30:00,33,Villefranche,Quevilly Rouen,3.6,1.78,4.35,1.62,2.4,3.8,1.22,9.1,1.0,0.0,0.0,2.8,2.45,3.1,1.13,5.47,1.5,2.3,2.66,1.42,2.05,1.65,1.4,1.48,1.28,1.2,1.23,2.43,27.0,24.0,47.0,1.2,1.1,0.93,1.13
41,France National,2025-05-09,19:30:00,33,Concarneau,Le Mans,4.75,1.97,2.43,1.46,2.55,3.24,1.28,8.0,1.05,0.0,0.0,4.5,3.25,1.8,1.02,7.0,1.36,2.7,2.25,1.53,2.05,1.66,1.22,1.26,1.3,1.31,1.32,2.63,11.0,28.0,57.0,1.6,1.3,1.93,1.83
40,France National,2025-05-09,19:30:00,33,Valenciennes,Nancy,4.0,1.97,2.9,1.48,2.4,3.1,1.28,9.25,1.04,0.0,0.0,3.3,3.0,2.25,1.07,7.0,1.4,2.59,2.2,1.55,1.95,1.75,1.29,1.31,1.36,1.33,1.58,2.91,13.0,27.0,40.0,1.6,1.3,1.87,2.03
39,France National,2025-05-09,19:30:00,33,Dijon,Boulogne,2.75,2.05,4.0,1.5,2.45,3.25,1.3,9.0,1.04,0.0,0.0,2.0,3.1,3.7,1.04,7.1,1.42,2.88,2.2,1.55,1.84,1.73,1.72,1.31,1.3,1.32,1.36,2.68,17.0,20.0,37.0,1.67,1.57,1.53,1.73
38,France National,2025-05-09,19:30:00,33,Châteauroux,Orléans,2.5,2.15,4.2,1.4,2.7,3.0,1.36,6.95,1.07,0.0,0.0,1.95,3.5,3.4,1.01,7.5,1.33,3.0,1.95,1.7,1.8,1.91,1.78,1.24,1.3,1.46,1.31,2.77,17.0,24.0,47.0,1.47,0.97,1.47,1.4
35,France National,2025-05-09,19:30:00,33,Rouen,Paris 13 Atletico,3.22,1.91,3.5,1.5,2.45,3.3,1.3,8.6,1.01,0.0,0.0,2.5,3.0,2.88,1.07,6.5,1.42,2.65,2.2,1.55,1.98,1.72,1.46,1.31,1.36,1.49,1.08,2.57,27.0,17.0,50.0,1.6,1.27,0.87,1.03
36,France National,2025-05-09,19:30:00,33,Sochaux,Bourg-en-Bresse,2.8,1.95,4.5,1.6,2.25,3.4,1.25,9.0,1.02,0.0,0.0,2.05,2.9,3.8,1.06,6.15,1.5,2.3,2.6,1.44,2.2,1.6,1.67,1.33,1.33,1.54,1.1,2.64,20.0,23.0,47.0,1.4,1.27,1.2,1.33
37,Austria Bundesliga,2025-05-09,19:30:00,8,Sturm Graz,Salzburg,3.25,2.3,2.88,1.33,3.25,2.5,1.5,6.0,1.13,0.0,0.0,2.63,3.19,2.35,1.05,9.5,1.22,4.0,1.65,2.05,1.57,2.25,1.44,1.28,1.53,1.75,1.57,3.32,18.0,22.0,47.0,2.29,2.03,1.43,1.76
31,Switzerland Challenge League,2025-05-09,19:30:00,34,Stade Lausanne-Ouchy,Bellinzona,2.35,2.2,3.92,1.36,2.95,2.62,1.44,6.25,1.1,0.0,0.0,2.09,3.23,3.03,1.02,9.5,1.25,3.6,1.74,1.96,1.67,2.1,1.57,0.0,1.23,1.7,1.53,3.23,28.0,28.0,66.0,1.31,1.39,0.88,1.21
32,Switzerland Challenge League,2025-05-09,19:30:00,34,FC Schaffhausen,Stade Nyonnais,3.0,2.25,3.0,1.31,3.1,2.39,1.55,5.5,1.13,0.0,0.0,2.36,3.21,2.6,1.01,13.0,1.19,4.4,1.69,2.04,1.55,2.4,1.5,0.0,1.57,1.51,1.28,2.79,29.0,32.0,66.0,0.5,0.85,0.81,0.97
34,France National,2025-05-09,19:30:00,33,Nîmes,Aubagne,2.2,2.0,4.65,1.42,2.55,3.2,1.33,8.25,1.06,0.0,0.0,1.87,3.3,4.0,1.03,7.5,1.35,2.8,2.1,1.61,1.83,1.73,1.8,1.27,1.29,1.35,1.23,2.58,10.0,24.0,33.0,1.4,0.93,1.0,1.4
33,Switzerland Challenge League,2025-05-09,19:30:00,34,Neuchâtel Xamax,Étoile Carouge,3.64,2.29,2.5,1.25,3.3,2.25,1.57,5.0,1.15,0.0,0.0,2.77,3.27,2.2,1.0,12.0,1.17,4.5,1.59,2.21,1.51,2.5,1.29,0.0,1.7,1.58,1.57,3.15,35.0,41.0,66.0,1.38,1.15,1.06,1.55
43,Romania Liga I,2025-05-09,20:00:00,8,Sepsi,Botoşani,2.9,2.0,3.5,1.43,2.6,3.0,1.34,8.0,1.07,0.0,0.0,2.0,3.04,3.45,1.06,8.0,1.36,3.0,2.0,1.67,1.85,1.83,1.58,1.31,1.37,1.47,1.4,2.87,3.0,11.0,29.0,1.32,1.16,0.95,1.11
44,Switzerland Challenge League,2025-05-09,20:15:00,34,Aarau,Wil,2.1,2.45,5.06,1.28,3.25,2.3,1.52,5.5,1.14,0.0,0.0,1.62,3.77,4.2,1.03,13.0,1.19,4.2,1.57,2.15,1.62,2.2,2.25,0.0,1.25,1.55,1.41,2.96,16.0,22.0,56.0,1.63,1.73,1.31,1.33
45,Spain Segunda División,2025-05-09,20:30:00,39,Cádiz,Almería,3.75,2.2,2.88,1.4,2.75,2.75,1.4,8.0,1.08,0.0,0.0,2.74,3.13,2.6,1.06,8.5,1.33,3.25,1.98,1.77,1.73,2.0,1.35,1.31,1.62,1.47,1.61,3.08,27.0,26.0,58.0,1.47,1.29,1.16,1.63
46,Germany Bundesliga,2025-05-09,20:30:00,33,Wolfsburg,Hoffenheim,2.63,2.4,3.4,1.25,3.75,2.25,1.57,5.5,1.14,0.0,0.0,1.93,3.77,3.47,1.04,10.0,1.18,4.75,1.55,2.3,1.5,2.5,1.68,1.27,1.35,1.52,1.36,2.88,22.0,44.0,69.0,0.94,1.22,0.88,0.97
47,Poland 1. Liga,2025-05-09,20:30:00,32,Tychy 71,Wisła Kraków,3.61,2.26,2.34,1.33,3.1,2.39,1.51,5.5,1.11,0.0,0.0,3.66,3.55,1.77,1.04,13.0,1.2,3.94,1.61,2.05,1.52,2.3,1.25,0.0,1.26,1.28,2.5,3.78,30.0,17.0,57.0,1.47,1.58,1.6,1.71
48,Austria 2. Liga,2025-05-09,20:30:00,28,Admira,Voitsberg,2.38,2.11,4.5,1.35,3.0,2.6,1.44,5.75,1.1,0.0,0.0,1.73,3.51,3.87,1.0,9.0,1.25,3.7,1.78,1.92,1.65,2.0,1.95,0.0,1.22,1.54,1.62,3.16,31.0,12.0,50.0,2.08,2.07,1.31,1.15
49,Poland Ekstraklasa,2025-05-09,20:30:00,32,Górnik Zabrze,Śląsk Wrocław,2.73,1.97,3.48,1.33,3.1,2.5,1.47,6.0,1.11,0.0,0.0,2.14,3.09,3.05,1.04,10.5,1.2,3.8,1.73,1.95,1.62,2.2,1.63,0.0,1.29,1.94,1.52,3.46,27.0,14.0,44.0,1.6,1.39,0.67,0.9
59,Republic of Ireland Premier Division,2025-05-09,20:45:00,15,Shamrock Rovers,Drogheda United,2.1,2.12,6.0,1.4,2.65,2.9,1.36,7.0,1.05,0.0,0.0,1.5,3.75,6.0,1.06,8.5,1.35,3.0,2.0,1.67,2.15,1.67,2.3,0.0,1.13,1.88,1.5,3.38,0.0,29.0,50.0,2.0,1.64,1.71,1.71
58,Belgium Pro League,2025-05-09,20:45:00,8,Sporting Charleroi,KVC Westerlo,2.4,2.4,4.0,1.29,3.5,2.25,1.57,5.5,1.14,0.0,0.0,1.82,3.63,3.4,1.03,11.0,1.18,4.75,1.55,2.36,1.53,2.38,1.82,1.26,1.29,1.71,1.59,3.3,17.0,33.0,53.0,1.72,1.38,1.06,1.27
57,Republic of Ireland Premier Division,2025-05-09,20:45:00,15,Shelbourne,St Patrick's Athl.,3.45,1.8,3.1,1.48,2.5,3.14,1.3,8.0,1.05,0.0,0.0,2.55,3.17,2.55,1.06,7.5,1.42,2.85,2.15,1.6,1.92,1.77,1.42,0.0,1.35,2.13,1.38,3.51,29.0,15.0,50.0,1.29,1.36,1.0,1.57
56,Republic of Ireland Premier Division,2025-05-09,20:45:00,15,Cork City,Derry City,4.6,2.06,2.44,1.4,2.6,3.29,1.32,6.8,1.07,0.0,0.0,4.3,3.31,1.77,1.03,7.5,1.36,2.8,2.0,1.67,1.99,1.75,1.22,0.0,1.3,1.54,1.26,2.8,31.0,31.0,68.0,1.43,0.86,1.17,1.64
53,Republic of Ireland First Division,2025-05-09,20:45:00,14,Dundalk,Bray Wanderers,1.8,2.45,9.5,1.3,2.89,2.62,1.44,6.25,1.1,0.0,0.0,1.3,4.6,8.9,1.04,9.1,1.25,3.8,1.78,1.92,1.95,1.67,3.02,0.0,1.2,1.98,1.24,3.22,16.0,17.0,32.0,2.33,2.38,1.71,2.08
54,Republic of Ireland First Division,2025-05-09,20:45:00,14,Wexford,Cobh Ramblers,3.22,2.1,2.98,1.35,2.9,2.6,1.44,5.5,1.09,0.0,0.0,2.6,3.35,2.4,1.05,11.0,1.22,3.6,1.81,1.89,1.67,2.05,1.32,0.0,1.28,1.83,1.36,3.19,9.0,33.0,55.0,1.43,1.54,1.67,2.0
52,Republic of Ireland First Division,2025-05-09,20:45:00,14,Kerry,Treaty United,3.46,2.1,3.03,1.38,2.9,2.8,1.4,6.8,1.08,0.0,0.0,2.7,3.4,2.3,1.05,10.0,1.29,3.47,1.88,1.82,1.73,2.0,1.42,0.0,1.55,1.67,1.35,3.02,0.0,15.0,15.0,1.0,1.0,1.14,1.38
50,Republic of Ireland First Division,2025-05-09,20:45:00,14,UCD,Longford Town,2.05,2.38,6.0,1.36,2.89,2.78,1.42,6.0,1.09,0.0,0.0,1.47,3.99,5.9,1.01,10.0,1.22,3.55,1.85,1.85,1.91,1.8,2.35,0.0,1.25,1.53,1.03,2.56,9.0,17.0,48.0,0.43,0.92,0.33,0.92
55,Republic of Ireland Premier Division,2025-05-09,20:45:00,15,Waterford,Galway United,4.1,2.0,2.7,1.4,2.64,3.0,1.35,6.8,1.07,0.0,0.0,3.2,3.3,2.07,1.04,10.0,1.36,3.3,1.91,1.73,1.91,1.8,1.33,0.0,1.3,1.51,1.65,3.16,15.0,30.0,61.0,1.0,1.29,1.43,1.43
51,Republic of Ireland First Division,2025-05-09,20:45:00,14,Finn Harps,Athlone Town,3.0,2.05,3.7,1.44,2.8,3.14,1.31,8.0,1.06,0.0,0.0,2.24,3.12,3.01,1.04,7.8,1.36,3.0,2.05,1.61,1.88,1.91,1.66,0.0,1.35,1.84,1.59,3.43,25.0,0.0,34.0,1.17,1.0,0.67,0.77
60,England Championship,2025-05-09,21:00:00,0,Coventry City,Sunderland,3.1,1.95,4.0,1.53,2.38,3.5,1.29,11.0,1.05,0.0,0.0,2.3,3.2,3.1,1.1,6.5,1.5,2.55,2.3,1.55,2.0,1.73,1.57,1.36,1.33,1.49,1.47,2.96,18.0,26.0,49.0,1.5,1.5,1.65,1.65
61,Spain La Liga,2025-05-09,21:00:00,35,UD Las Palmas,Rayo Vallecano,3.0,2.1,3.6,1.4,2.75,3.0,1.36,9.0,1.07,0.0,0.0,2.38,3.2,3.0,1.07,8.0,1.36,3.1,2.1,1.73,1.8,1.95,1.55,1.32,1.38,1.44,1.24,2.68,21.0,33.0,59.0,1.0,0.94,1.18,1.29
62,Paraguay Division Profesional,2025-05-09,22:00:00,18,Sportivo Trinidense,2 de Mayo,2.87,1.93,4.0,1.49,2.4,3.3,1.28,8.5,1.01,0.0,0.0,2.17,2.87,3.23,1.06,7.0,1.4,2.66,2.15,1.57,1.91,1.75,1.6,1.33,1.36,1.47,1.3,2.77,26.0,19.0,59.0,1.24,1.24,0.88,0.88
