,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
33,FRANCE - LIGUE 2,2025-03-14,20:00,Troyes,Guingamp,ROUND 27,2.25,3.2,3.0,1.5,2.5,3.5,1.29,1.08,8.0,1.4,2.75,2.25,1.62,1.91,1.8
34,NETHERLANDS - EERSTE DIVISIE,2025-03-14,20:00,Dordrecht,Venlo,ROUND 30,1.8,3.75,4.0,1.3,3.4,2.38,1.53,1.03,15.0,1.18,4.5,1.62,2.25,1.57,2.25
35,NETHERLANDS - EERSTE DIVISIE,2025-03-14,20:00,Eindhoven FC,Excelsior,ROUND 30,4.0,3.6,1.83,1.33,3.25,2.5,1.5,1.04,13.0,1.2,4.33,1.67,2.15,1.62,2.2
36,NETHERLANDS - EERSTE DIVISIE,2025-03-14,20:00,FC Emmen,Jong Utrecht,ROUND 30,1.33,5.0,8.0,1.29,3.5,2.25,1.57,1.03,17.0,1.17,5.0,1.57,2.35,1.83,1.83
37,NETHERLANDS - EERSTE DIVISIE,2025-03-14,20:00,Helmond,Jong PSV,ROUND 30,1.57,4.2,5.0,1.25,3.75,2.1,1.67,1.02,19.0,1.13,6.0,1.48,2.6,1.5,2.5
38,NETHERLANDS - EERSTE DIVISIE,2025-03-14,20:00,Maastricht,Jong AZ,ROUND 30,2.05,3.6,3.2,1.29,3.5,2.25,1.57,1.03,17.0,1.14,5.5,1.53,2.4,1.5,2.5
39,NETHERLANDS - EERSTE DIVISIE,2025-03-14,20:00,Telstar,Roda,ROUND 30,1.95,3.6,3.5,1.33,3.25,2.5,1.5,1.04,13.0,1.2,4.33,1.67,2.15,1.62,2.2
40,NETHERLANDS - EERSTE DIVISIE,2025-03-14,20:00,Vitesse,Den Haag,ROUND 30,2.8,4.0,2.15,1.29,3.5,2.38,1.53,1.03,17.0,1.17,5.0,1.57,2.35,1.5,2.5
41,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,2025-03-14,20:00,Al Khaleej,Al Wehda,ROUND 25,1.83,3.8,3.9,1.4,2.75,2.75,1.4,1.05,8.5,1.29,3.5,1.88,1.93,1.8,1.91
42,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,2025-03-14,20:00,Al Nassr,Al Kholood,ROUND 25,1.2,7.5,9.5,1.22,4.0,2.1,1.67,1.01,13.0,1.13,5.5,1.4,2.75,2.0,1.73
43,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,2025-03-14,20:00,Damac,Al Qadisiya,ROUND 25,6.0,5.0,1.44,1.33,3.25,2.5,1.5,1.03,10.0,1.2,4.33,1.65,2.2,1.83,1.83
44,GERMANY - BUNDESLIGA,2025-03-14,20:30,St. Pauli,Hoffenheim,ROUND 26,2.25,3.25,3.3,1.44,2.63,3.25,1.33,1.07,9.0,1.33,3.4,2.1,1.73,1.8,1.95
45,HUNGARY - OTP BANK LIGA,2025-03-14,20:30,Paks,Ujpest,ROUND 24,1.85,3.7,3.75,1.3,3.4,2.5,1.5,1.03,15.0,1.2,4.33,1.65,2.2,1.57,2.25
46,ITALY - SERIE B,2025-03-14,20:30,Palermo,Cremonese,ROUND 30,2.7,3.0,2.8,1.4,2.75,3.0,1.36,1.06,9.5,1.29,3.5,2.0,1.85,1.7,2.05
47,POLAND - EKSTRAKLASA,2025-03-14,20:30,Pogon Szczecin,Cracovia,ROUND 25,1.85,3.5,4.33,1.4,2.75,2.75,1.4,1.06,10.0,1.29,3.5,1.95,1.9,1.8,1.95
48,SPAIN - LALIGA2,2025-03-14,20:30,R. Oviedo,Elche,ROUND 31,2.3,3.0,3.4,1.62,2.2,4.0,1.22,1.13,6.0,1.53,2.38,2.7,1.44,2.2,1.62
49,FRANCE - LIGUE 1,2025-03-14,20:45,Nice,Auxerre,ROUND 26,1.57,4.0,6.0,1.33,3.25,2.5,1.5,1.04,13.0,1.2,4.5,1.67,2.2,1.75,2.0
50,ITALY - SERIE A,2025-03-14,20:45,Genoa,Lecce,ROUND 29,2.05,2.9,4.5,1.57,2.25,3.75,1.25,1.13,6.0,1.53,2.5,2.63,1.5,2.2,1.62
51,IRELAND - PREMIER DIVISION,2025-03-14,20:45,Drogheda,Shamrock Rovers,ROUND 6,3.9,3.25,1.85,1.53,2.38,3.5,1.29,1.08,8.0,1.44,2.63,2.35,1.57,2.1,1.67
52,IRELAND - PREMIER DIVISION,2025-03-14,20:45,Galway,Waterford,ROUND 6,1.8,3.4,4.2,1.44,2.63,3.25,1.33,1.07,9.0,1.4,2.75,2.2,1.65,1.95,1.8
53,IRELAND - PREMIER DIVISION,2025-03-14,20:45,Shelbourne,Cork City,ROUND 6,1.6,3.7,5.25,1.5,2.5,3.4,1.3,1.08,8.0,1.4,2.75,2.25,1.62,2.2,1.62
54,IRELAND - PREMIER DIVISION,2025-03-14,20:45,St. Patricks,Bohemians,ROUND 6,1.75,3.3,4.5,1.4,2.75,3.0,1.36,1.06,10.0,1.29,3.5,1.98,1.88,1.8,1.95
55,SCOTLAND - CHAMPIONSHIP,2025-03-14,20:45,Raith,Dunfermline,ROUND 29,2.1,3.4,3.1,1.57,2.25,3.75,1.25,1.08,7.0,1.5,2.5,2.5,1.5,2.25,1.57
56,SPAIN - LALIGA,2025-03-14,21:00,Las Palmas,Alaves,ROUND 28,3.0,3.1,2.5,1.57,2.25,3.75,1.25,1.11,6.5,1.5,2.63,2.63,1.5,2.05,1.7
57,ENGLAND - CHAMPIONSHIP,2025-03-14,21:00,Bristol City,Norwich,ROUND 38,2.0,3.3,3.8,1.4,2.75,3.0,1.36,1.06,10.0,1.3,3.5,1.98,1.88,1.73,2.0
58,PORTUGAL - LIGA PORTUGAL 2,2025-03-14,21:45,Alverca,Torreense,ROUND 26,1.91,3.25,4.0,1.44,2.63,3.25,1.33,1.07,8.5,1.33,3.25,2.1,1.7,1.91,1.8
59,CHILE - LIGA DE PRIMERA,2025-03-14,22:00,A. Italiano,U. De Chile,ROUND 5,4.1,3.4,1.9,1.44,2.63,3.25,1.33,1.06,10.0,1.3,3.4,2.05,1.75,1.83,1.83
60,ARGENTINA - TORNEO BETANO,2025-03-14,23:00,Argentinos Jrs,Aldosivi,APERTURA ,1.38,4.5,9.0,1.44,2.63,3.25,1.33,1.08,8.0,1.36,3.0,2.15,1.67,2.5,1.5
61,MOROCCO - BOTOLA PRO,2025-03-14,23:00,FAR Rabat,Maghreb Fez,ROUND 25,1.67,3.1,5.25,1.57,2.25,3.75,1.25,1.1,7.0,1.44,2.63,2.4,1.53,2.38,1.53
62,MOROCCO - BOTOLA PRO,2025-03-14,23:00,Olympique de Safi,Renaissance Zemamra,ROUND 25,2.15,2.88,3.3,1.62,2.2,4.0,1.22,1.13,6.0,1.53,2.38,2.7,1.44,2.2,1.62
63,PARAGUAY - COPA DE PRIMERA,2025-03-14,23:30,Guarani,Atl. Tembetary,APERTURA ,1.9,3.0,4.75,1.5,2.5,3.4,1.3,1.08,8.0,1.4,2.75,2.25,1.62,2.0,1.73
