,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,G2XCPkiL,2025-01-10,09:30,INDONESIA - LIGA 1,Barito Putera,Persija Jakarta,ROUND 18,3.25,3.0,2.1,1.38,2.75,1.06,9.0,1.3,3.2,2.07,1.7,1.8,1.93
2,2,rkZ4RBM8,2025-01-10,09:30,INDONESIA - LIGA 1,Malut United,Madura United,ROUND 18,1.57,3.65,4.9,1.32,3.05,1.04,11.0,1.26,3.6,1.89,1.84,1.9,1.82
3,3,W2HWf5K8,2025-01-10,09:35,AUSTRALIA - A-LEAGUE,Melbourne Victory,Western United,ROUND 13,1.73,4.0,4.33,1.29,3.5,1.03,15.0,1.17,5.0,1.49,2.45,1.57,2.25
4,4,nVPrmS3l,2025-01-10,10:30,MALAYSIA - SUPER LEAGUE,Kelantan DNFC,Kedah,ROUND 18,7.0,4.5,1.36,1.25,3.4,-1.0,-1.0,1.17,4.3,1.53,2.25,1.75,1.9
5,5,x02ga39l,2025-01-10,13:00,THAILAND - THAI LEAGUE 1,Nong Bua Pitchaya,Prachuap,ROUND 16,2.9,3.35,2.12,1.3,3.05,-1.0,-1.0,1.22,3.7,1.73,2.0,1.61,2.15
6,6,UDqChltR,2025-01-10,14:00,MALAYSIA - SUPER LEAGUE,Negeri Sembilan,Sri Pahang,ROUND 18,4.5,4.5,1.5,1.19,4.2,-1.0,-1.0,1.12,6.0,1.42,2.7,1.53,2.38
7,7,Gf5d9mTO,2025-01-10,14:15,QATAR - QSL,Umm-Salal,Al Rayyan,ROUND 12,3.35,4.1,1.75,1.25,3.6,1.02,12.0,1.15,5.0,1.53,2.38,1.58,2.25
8,8,r5cgJIy8,2025-01-10,15:00,EGYPT - PREMIER LEAGUE,Petrojet,Enppi,ROUND 8,2.5,2.65,3.2,1.63,2.12,1.11,5.0,1.6,2.1,2.95,1.32,2.35,1.54
9,9,zRWR0gLh,2025-01-10,15:00,INDIA - ISL,North East Utd,Punjab,ROUND 16,1.91,3.5,3.7,1.33,3.25,1.04,13.0,1.2,4.33,1.7,2.1,1.58,2.2
10,10,p8G7kTjR,2025-01-10,15:40,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Ettifaq,Al Kholood,ROUND 14,1.73,3.5,4.75,1.4,2.75,1.03,9.5,1.29,3.5,1.95,1.85,1.8,1.8
11,11,4IWt4S5K,2025-01-10,16:05,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Raed,Damac,ROUND 14,3.2,3.3,2.25,1.4,2.75,1.02,11.0,1.25,3.75,1.85,1.95,1.63,2.1
12,12,0ph35vSj,2025-01-10,16:30,QATAR - QSL,Al Arabi,Al-Shahaniya,ROUND 12,1.98,3.45,3.15,1.25,3.6,-1.0,-1.0,1.14,5.1,1.52,2.38,1.45,2.55
13,13,UROpN0xq,2025-01-10,18:00,EGYPT - PREMIER LEAGUE,El Gaish,Ceramica Cleopatra,ROUND 8,4.2,3.1,1.89,1.47,2.48,1.05,6.75,1.41,2.55,2.33,1.49,2.14,1.65
14,14,lMW4V7ae,2025-01-10,18:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Ahli SC,Al Shabab,ROUND 14,1.73,3.6,4.75,1.36,3.0,1.02,12.0,1.22,4.0,1.75,2.05,1.69,2.0
15,15,ANZGXzNM,2025-01-10,18:00,TURKEY - 1. LIG,Pendikspor,Bandirmaspor,ROUND 19,2.1,3.4,3.2,1.4,2.75,1.05,11.0,1.3,3.4,2.0,1.8,1.8,1.91
16,16,vFZBQsCC,2025-01-10,19:00,FRANCE - LIGUE 1,Nantes,Monaco,ROUND 17,4.5,3.6,1.77,1.4,2.75,1.05,11.0,1.29,3.75,1.89,1.89,1.8,1.95
17,17,YZkqAjno,2025-01-10,20:00,NETHERLANDS - EREDIVISIE,Sittard,G.A. Eagles,ROUND 18,2.7,3.3,2.62,1.4,2.75,1.05,11.0,1.25,3.75,1.82,1.92,1.67,2.1
18,18,pn3uWyeC,2025-01-10,20:00,BELGIUM - CHALLENGER PRO LEAGUE,Lokeren-Temse,Eupen,ROUND 17,2.7,3.3,2.45,1.36,3.0,1.05,11.0,1.25,3.75,1.84,1.89,1.62,2.2
19,19,OWEWXcQa,2025-01-10,20:00,BELGIUM - CHALLENGER PRO LEAGUE,Lommel SK,Francs Borains,ROUND 17,1.9,3.4,3.75,1.33,3.25,1.04,13.0,1.2,4.33,1.67,2.1,1.62,2.2
20,20,KYI8GVI8,2025-01-10,20:00,FRANCE - LIGUE 2,Annecy,Guingamp,ROUND 18,2.5,3.2,2.8,1.44,2.63,1.07,9.0,1.33,3.25,2.05,1.72,1.8,1.91
21,21,8pCNhSQ1,2025-01-10,20:00,FRANCE - LIGUE 2,Bastia,AC Ajaccio,ROUND 18,1.67,3.4,5.5,1.57,2.25,1.1,7.0,1.5,2.5,2.6,1.48,2.5,1.47
22,22,CWcm9mBr,2025-01-10,20:00,FRANCE - LIGUE 2,Laval,Red Star,ROUND 18,1.85,3.3,3.9,1.44,2.63,1.06,10.0,1.33,3.25,2.05,1.75,1.8,1.8
23,23,GnXr0AYR,2025-01-10,20:00,FRANCE - LIGUE 2,Martigues,Clermont,ROUND 18,4.33,3.5,1.73,1.4,2.75,1.05,11.0,1.29,3.5,1.98,1.88,1.77,1.87
24,24,tl7HE9mL,2025-01-10,20:00,FRANCE - LIGUE 2,Pau FC,Dunkerque,ROUND 18,2.35,3.25,2.88,1.4,2.75,1.06,10.0,1.3,3.4,2.03,1.83,1.77,1.87
25,25,h0SyF8Zi,2025-01-10,20:00,FRANCE - LIGUE 2,Rodez,Troyes,ROUND 18,2.2,3.25,3.1,1.4,2.75,1.05,11.0,1.29,3.5,1.98,1.88,1.69,2.0
26,26,I5YI2YlQ,2025-01-10,20:00,NETHERLANDS - EERSTE DIVISIE,De Graafschap,Den Haag,ROUND 21,2.15,3.9,2.75,1.29,3.5,1.02,19.0,1.14,5.5,1.5,2.5,1.47,2.5
27,27,rmIcejs0,2025-01-10,20:00,NETHERLANDS - EERSTE DIVISIE,Den Bosch,Jong Utrecht,ROUND 21,1.57,4.0,5.25,1.3,3.4,1.03,15.0,1.18,4.5,1.62,2.25,1.63,2.1
28,28,pxtWixh5,2025-01-10,20:00,NETHERLANDS - EERSTE DIVISIE,Eindhoven FC,FC Volendam,ROUND 21,3.4,3.9,1.91,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.4,1.5,2.37
