,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
11,SOUTH AMERICA - COPA SUDAMERICANA,2025-04-10,02:30,U. Espanola (Chi),Once Caldas (Col), GROUP STAGE,2.25,3.25,3.2,1.44,2.63,3.0,1.36,1.06,10.0,1.3,3.4,2.05,1.8,1.8,1.91
12,SOUTH AMERICA - COPA LIBERTADORES,2025-04-10,04:00,LDU Quito (Ecu),Dep. Tachira (Ven), GROUP STAGE,1.3,5.0,12.0,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.75,2.05,2.25,1.57
13,INDONESIA - LIGA 1,2025-04-10,10:30,PSM Makassar,Semen Padang, ROUND 28,1.43,4.33,6.0,1.3,3.2,2.4,1.5,1.02,10.0,1.22,3.8,1.73,2.0,1.91,1.8
14,THAILAND - THAI LEAGUE 1,2025-04-10,13:00,Port MTI FC,Prachuap, ROUND 22,1.57,3.8,4.5,1.29,3.3,2.2,1.55,1.01,11.0,1.15,4.75,1.5,2.35,1.57,2.25
15,TURKEY - 1. LIG,2025-04-10,13:00,Yeni Malatyaspor,Bandirmaspor, ROUND 33,20.0,12.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
16,INDONESIA - LIGA 1,2025-04-10,14:00,Bali United,Dewa United, ROUND 28,2.6,3.4,2.38,1.29,3.3,2.3,1.55,1.01,1.01,1.18,4.33,1.57,2.25,1.5,2.4
17,MALAYSIA - SUPER LEAGUE,2025-04-10,14:15,Johor DT,Kelantan DNFC, ROUND 24,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
18,EGYPT - PREMIER LEAGUE,2025-04-10,16:00,Enppi,Modern Sport, RELEGATION GROUP,2.9,2.55,2.63,1.65,2.05,4.33,1.18,1.14,4.5,1.65,2.05,3.0,1.33,2.4,1.5
19,SLOVENIA - PRVA LIGA,2025-04-10,16:00,Primorje,Bravo, ROUND 29,3.2,3.1,2.1,1.44,2.63,3.25,1.29,1.06,6.5,1.4,2.7,2.25,1.55,1.95,1.75
20,TURKEY - 1. LIG,2025-04-10,16:00,Genclerbirligi,Umraniyespor, ROUND 33,1.75,3.5,3.9,1.4,2.75,3.0,1.36,1.06,10.0,1.29,3.5,1.95,1.85,1.83,1.83
21,LATVIA - VIRSLIGA,2025-04-10,16:30,Jelgava,BFC Daugavpils, ROUND 6,2.9,3.2,2.2,1.38,2.8,2.75,1.4,1.03,9.0,1.25,3.3,1.83,1.83,1.73,2.0
22,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,2025-04-10,17:50,Al Shabab,Al Kholood, ROUND 27,1.5,4.33,4.75,1.25,3.75,2.2,1.62,1.02,11.0,1.14,5.0,1.41,2.62,1.54,2.25
23,LATVIA - VIRSLIGA,2025-04-10,18:00,Super Nova,Grobina, ROUND 6,1.95,3.6,3.2,1.33,3.0,2.5,1.48,1.02,10.0,1.25,3.6,1.73,2.0,1.65,2.1
24,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,2025-04-10,18:00,Damac,Al Wehda, ROUND 27,1.8,3.6,3.5,1.36,3.0,2.75,1.4,1.05,8.5,1.25,3.75,1.85,1.95,1.77,1.87
25,SLOVENIA - PRVA LIGA,2025-04-10,18:15,Mura,Domzale, ROUND 29,1.83,3.25,3.9,1.4,2.75,2.85,1.36,1.04,7.5,1.29,3.2,1.9,1.77,1.8,1.91
26,DENMARK - 1ST DIVISION,2025-04-10,18:30,Fredericia,Horsens, PROMOTION GROUP,3.0,3.2,2.4,1.4,2.75,2.75,1.4,1.05,11.0,1.25,3.75,1.9,1.95,1.67,2.1
27,EUROPE - EUROPA LEAGUE,2025-04-10,18:45,Bodo/Glimt,Lazio, PLAY OFFS,3.2,3.5,2.2,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.75,1.9,2.0,1.7,2.05
28,EUROPE - CONFERENCE LEAGUE,2025-04-10,18:45,Legia,Chelsea, PLAY OFFS,5.5,4.33,1.53,1.33,3.25,2.63,1.44,1.03,15.0,1.22,4.0,1.7,2.1,1.8,1.91
29,EGYPT - PREMIER LEAGUE,2025-04-10,19:00,El Ismaily,Al Ittihad, RELEGATION GROUP,2.63,2.55,2.9,1.7,1.95,4.5,1.17,1.14,4.5,1.7,2.0,3.2,1.29,2.4,1.5
30,NORWAY - ELITESERIEN,2025-04-10,19:00,Brann,Stromsgodset, ROUND 17,1.57,4.5,5.0,1.29,3.5,2.25,1.57,1.03,17.0,1.17,5.0,1.57,2.35,1.62,2.2
31,NORWAY - ELITESERIEN,2025-04-10,19:00,Viking,Kristiansund, ROUND 16,1.45,4.5,6.0,1.25,3.75,2.2,1.62,1.02,19.0,1.14,5.5,1.47,2.5,1.63,2.1
32,TURKEY - 1. LIG,2025-04-10,19:00,Adanaspor AS,Kocaelispor, ROUND 33,6.5,4.1,1.4,1.36,3.0,2.75,1.4,1.05,11.0,1.25,3.75,1.83,1.98,2.0,1.73
33,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,2025-04-10,20:00,Al Ittihad,Al Orubah, ROUND 27,1.2,6.5,9.0,1.2,4.33,1.95,1.8,1.01,15.0,1.1,6.5,1.3,3.25,1.77,1.87
34,EUROPE - EUROPA LEAGUE,2025-04-10,21:00,Lyon,Manchester Utd, PLAY OFFS,2.55,3.25,2.75,1.36,3.0,2.75,1.4,1.05,11.0,1.25,4.0,1.9,2.0,1.67,2.1
35,EUROPE - EUROPA LEAGUE,2025-04-10,21:00,Rangers,Ath Bilbao, PLAY OFFS,3.5,3.6,2.0,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.75,1.95,1.95,1.75,2.0
36,EUROPE - EUROPA LEAGUE,2025-04-10,21:00,Tottenham,Eintracht Frankfurt, PLAY OFFS,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.57,2.25
37,EUROPE - CONFERENCE LEAGUE,2025-04-10,21:00,Betis,Jagiellonia, PLAY OFFS,1.25,6.25,11.0,1.25,3.75,2.2,1.62,1.02,19.0,1.14,5.5,1.48,2.6,1.91,1.8
38,EUROPE - CONFERENCE LEAGUE,2025-04-10,21:00,Celje,Fiorentina, PLAY OFFS,6.5,4.75,1.42,1.3,3.4,2.38,1.53,1.03,15.0,1.18,4.5,1.62,2.25,1.83,1.83
39,EUROPE - CONFERENCE LEAGUE,2025-04-10,21:00,Djurgarden,SK Rapid, PLAY OFFS,3.0,3.2,2.4,1.4,2.75,3.0,1.36,1.06,10.0,1.29,3.5,2.0,1.85,1.73,2.0
40,ENGLAND - LEAGUE TWO,2025-04-10,21:00,Crewe,Cheltenham, ROUND 42,1.7,3.5,5.0,1.41,2.62,3.25,1.3,1.06,10.0,1.33,3.25,2.05,1.75,1.91,1.8
41,PARAGUAY - COPA DE PRIMERA,2025-04-10,23:00,2 de Mayo,Recoleta, APERTURA,2.0,3.0,3.7,1.53,2.38,3.75,1.25,1.1,7.0,1.44,2.63,2.4,1.5,2.1,1.63
42,ECUADOR - LIGA PRO,2025-04-10,23:30,Macara,Dep. Cuenca, ROUND 8,2.05,3.1,3.75,1.53,2.38,3.75,1.25,1.1,7.0,1.44,2.63,2.4,1.53,2.1,1.67
