,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,dpRhT0nJ,2025-01-20,00:00,MEXICO - LIGA MX,Queretaro,UNAM Pumas,CLAUSURA ,4.33,3.4,1.85,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,2.0,1.75
2,2,j91CLvSr,2025-01-20,01:00,COSTA RICA - PRIMERA DIVISION,Zeledon,Santa Ana,CLAUSURA ,1.9,3.2,4.33,1.44,2.63,1.07,9.0,1.33,3.25,2.1,1.7,1.91,1.8
3,3,Yc8oKU63,2025-01-20,09:00,AUSTRALIA - A-LEAGUE,Macarthur FC,Wellington Phoenix,ROUND 15,1.8,4.0,4.0,1.33,3.25,1.03,15.0,1.2,4.5,1.67,2.2,1.67,2.1
4,4,zutTnJln,2025-01-20,09:30,INDONESIA - LIGA 1,Semen Padang,Bali United,ROUND 19,3.2,3.35,2.0,1.35,2.9,1.05,10.0,1.29,3.35,2.0,1.74,1.85,1.87
5,5,YDroShqh,2025-01-20,12:00,THAILAND - THAI LEAGUE 1,Sukhothai,Port MTI FC,ROUND 18,3.5,3.75,1.75,1.29,3.3,-1.0,-1.0,1.18,4.4,1.57,2.25,1.57,2.25
6,6,dfUyocJb,2025-01-20,13:00,INDONESIA - LIGA 1,PSIS Semarang,Persis Solo,ROUND 19,1.95,3.3,3.3,1.44,2.6,1.05,8.0,1.33,3.0,2.0,1.73,1.85,1.83
7,7,vRDoQWD4,2025-01-20,13:00,THAILAND - THAI LEAGUE 1,Bangkok Utd,Nakhon Pathom,ROUND 18,1.25,5.5,7.0,1.25,3.6,-1.0,-1.0,1.13,5.0,1.44,2.5,1.83,1.85
8,8,tMI2W6uR,2025-01-20,16:00,ROMANIA - SUPERLIGA,Farul Constanta,UTA Arad,ROUND 22,2.1,3.1,3.4,1.44,2.63,1.06,10.0,1.33,3.25,2.05,1.75,1.8,1.91
9,9,zanoi1qT,2025-01-20,16:10,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Feiha,Al Kholood,ROUND 16,2.3,3.4,3.0,1.44,2.63,1.04,8.0,1.3,3.25,2.08,1.73,1.8,1.8
10,10,CK1Ld5Fi,2025-01-20,16:15,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Raed,Al Okhdood,ROUND 16,2.9,3.4,2.35,1.44,2.63,1.02,9.5,1.27,3.4,2.0,1.8,1.77,1.87
11,11,SY8cHfSk,2025-01-20,17:00,GREECE - SUPER LEAGUE,Panserraikos,Lamia,ROUND 19,1.95,3.3,4.0,1.53,2.38,1.08,8.0,1.44,2.63,2.35,1.57,2.05,1.7
12,12,YgEB7MT9,2025-01-20,18:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Ettifaq,Al Ahli SC,ROUND 16,4.5,3.9,1.7,1.36,3.0,1.05,8.5,1.25,3.75,1.85,1.95,1.8,1.91
13,13,MXHwyaVI,2025-01-20,18:00,TURKEY - SUPER LIG,Trabzonspor,Sivasspor,ROUND 20,1.48,4.5,5.5,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.4,1.67,2.1
14,14,jwo4gC0t,2025-01-20,18:00,TURKEY - 1. LIG,Genclerbirligi,Kocaelispor,ROUND 20,3.0,3.1,2.4,1.5,2.5,1.08,8.0,1.36,3.0,2.15,1.67,1.83,1.83
15,15,GImCrsb2,2025-01-20,19:00,ISRAEL - LIGAT HA'AL,Hapoel Hadera,Ironi Tiberias,ROUND 19,2.7,3.0,2.63,1.5,2.5,1.08,8.0,1.4,2.75,2.3,1.6,1.91,1.8
16,16,8hp4p3Tk,2025-01-20,19:00,ISRAEL - LIGAT HA'AL,Hapoel Haifa,SC Ashdod,ROUND 19,2.0,3.1,3.8,1.44,2.63,1.07,9.0,1.33,3.25,2.08,1.73,1.83,1.83
17,17,hE1HxivQ,2025-01-20,19:00,PORTUGAL - LIGA PORTUGAL 2,Oliveirense,Penafiel,ROUND 18,3.9,3.1,2.05,1.44,2.63,1.04,10.0,1.27,3.4,2.05,1.75,1.77,1.87
18,18,UoijN22D,2025-01-20,19:00,ROMANIA - SUPERLIGA,FC Rapid Bucuresti,Poli Iasi,ROUND 22,1.36,4.5,7.5,1.36,3.0,1.05,11.0,1.29,3.5,1.9,1.95,2.2,1.62
19,19,vueSbp5k,2025-01-20,20:00,NETHERLANDS - EERSTE DIVISIE,Jong Ajax,Jong PSV,ROUND 22,1.73,4.0,4.33,1.2,4.33,1.01,23.0,1.08,8.0,1.33,3.4,1.36,3.0
20,20,z7lycOZ1,2025-01-20,20:00,NETHERLANDS - EERSTE DIVISIE,Jong Utrecht,De Graafschap,ROUND 22,4.5,4.33,1.65,1.29,3.5,1.02,17.0,1.13,5.0,1.57,2.35,1.58,2.2
21,21,CS9Ei8tP,2025-01-20,20:00,NETHERLANDS - EERSTE DIVISIE,Roda,Cambuur,ROUND 21,2.45,3.4,2.75,1.33,3.25,1.02,15.0,1.15,4.5,1.65,2.2,1.5,2.37
22,22,Iyqg8j1E,2025-01-20,20:30,SPAIN - LALIGA2,Mirandes,Malaga,ROUND 23,2.05,3.0,4.1,1.62,2.2,1.14,5.5,1.57,2.25,2.88,1.4,2.38,1.53
23,23,SdXnfWMO,2025-01-20,20:45,ITALY - SERIE A,Como,Udinese,ROUND 21,2.15,3.4,3.4,1.44,2.63,1.07,9.0,1.36,3.2,2.1,1.73,1.8,1.95
24,24,bcVqDn44,2025-01-20,20:45,FRANCE - LIGUE 2,Troyes,Annecy,ROUND 19,2.0,3.2,3.8,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,1.91,1.8
25,25,KWZgIjDj,2025-01-20,21:00,ENGLAND - PREMIER LEAGUE,Chelsea,Wolves,ROUND 22,1.38,5.5,7.0,1.2,4.33,1.02,21.0,1.11,6.5,1.4,3.0,1.57,2.25
26,26,KbnqNZFc,2025-01-20,21:00,SPAIN - LALIGA,Villarreal,Mallorca,ROUND 20,1.75,3.5,5.0,1.44,2.63,1.07,9.0,1.33,3.4,2.08,1.82,1.95,1.8
27,27,U9RC6x75,2025-01-20,21:15,PORTUGAL - LIGA PORTUGAL,Boavista,Casa Pia,ROUND 18,3.5,3.0,2.25,1.53,2.38,1.07,7.0,1.41,2.62,2.4,1.53,2.0,1.72
