,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
13,13,EoBzTTem,2025-01-31,16:15,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Hilal,Al Okhdood,ROUND 18,1.17,9.0,12.0,1.2,4.33,1.01,29.0,1.08,7.0,1.3,3.4,1.83,1.83
14,14,xQZCzoqL,2025-01-31,16:45,QATAR - QSL,Al Wakra,Al-Shahaniya,ROUND 14,1.84,3.8,3.25,1.23,3.8,1.01,17.0,1.13,5.5,1.46,2.55,1.46,2.55
15,15,Sl1faUvJ,2025-01-31,17:00,CROATIA - HNL,Istra 1961,Gorica,ROUND 20,1.95,3.2,3.6,1.53,2.38,1.08,8.0,1.44,2.63,2.35,1.57,2.1,1.67
16,16,rLcIHrIb,2025-01-31,17:00,SERBIA - SUPER LIGA,Napredak,Vojvodina,ROUND 21,3.75,3.05,1.82,1.43,2.55,1.06,7.0,1.38,2.85,2.25,1.58,2.0,1.72
17,17,SIEulkbd,2025-01-31,18:00,EGYPT - PREMIER LEAGUE,Pyramids,Zamalek,ROUND 11,2.08,3.15,3.15,1.42,2.65,1.02,7.5,1.3,2.95,2.02,1.65,1.78,1.86
18,18,WboU4XXG,2025-01-31,18:00,POLAND - EKSTRAKLASA,GKS Katowice,Stal Mielec,ROUND 19,2.25,3.5,3.1,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.62,2.2
19,19,SWqHu7ug,2025-01-31,18:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Ettifaq,Al Shabab,ROUND 18,2.7,3.4,2.45,1.36,3.0,1.05,8.5,1.25,3.75,1.83,1.98,1.67,2.1
20,20,x2g5GRlS,2025-01-31,18:00,TURKEY - SUPER LIG,Eyupspor,Sivasspor,ROUND 22,1.8,3.6,3.9,1.33,3.25,1.04,13.0,1.22,4.0,1.7,2.1,1.67,2.1
21,21,hjVEWwuQ,2025-01-31,18:00,TURKEY - SUPER LIG,Konyaspor,Bodrumspor,ROUND 22,1.9,3.3,3.8,1.5,2.5,1.07,9.0,1.36,3.0,2.15,1.67,2.0,1.73
22,22,U3t07gR7,2025-01-31,18:00,TURKEY - 1. LIG,Corum,Bandirmaspor,ROUND 22,2.35,3.2,3.0,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,1.83,1.83
23,23,S665EXS9,2025-01-31,18:30,GERMANY - 2. BUNDESLIGA,Elversberg,Karlsruher SC,ROUND 20,2.05,3.7,3.3,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,1.5,2.5
24,24,zX9DCBcM,2025-01-31,18:30,GERMANY - 2. BUNDESLIGA,Nurnberg,Darmstadt,ROUND 20,2.4,3.6,2.75,1.3,3.4,1.03,15.0,1.17,5.0,1.6,2.3,1.5,2.5
25,25,b3dqL4X0,2025-01-31,19:00,GERMANY - 3. LIGA,Alemannia Aachen,Cottbus,ROUND 22,2.38,3.3,2.7,1.36,3.0,1.05,11.0,1.25,3.75,1.88,1.98,1.67,2.1
26,26,xjyHqK87,2025-01-31,19:00,PORTUGAL - LIGA PORTUGAL 2,Pacos Ferreira,Leixoes,ROUND 20,2.38,3.1,3.1,1.5,2.5,1.08,8.0,1.36,3.0,2.25,1.62,1.91,1.8
27,27,2XARiE74,2025-01-31,19:00,ROMANIA - SUPERLIGA,Unirea Slobozia,Din. Bucuresti,ROUND 24,3.3,3.0,2.2,1.57,2.25,1.1,7.0,1.44,2.63,2.5,1.5,2.1,1.67
28,28,zTkstwFi,2025-01-31,19:30,SWITZERLAND - CHALLENGE LEAGUE,Lausanne Ouchy,Etoile-Carouge,ROUND 20,2.12,3.2,3.2,1.28,3.35,1.03,10.0,1.17,4.25,1.62,2.14,1.47,2.38
29,29,KKLdYQeo,2025-01-31,19:30,SWITZERLAND - CHALLENGE LEAGUE,Schaffhausen,Thun,ROUND 20,3.8,3.8,1.75,1.26,3.5,1.03,11.0,1.18,4.2,1.63,2.12,1.6,2.12
30,30,QN5JmIi4,2025-01-31,20:00,NETHERLANDS - EREDIVISIE,NAC Breda,Heracles,ROUND 21,1.8,3.5,4.5,1.36,3.0,1.05,11.0,1.25,3.75,1.85,2.0,1.75,2.0
31,31,8pWI2Unl,2025-01-31,20:00,BELGIUM - CHALLENGER PRO LEAGUE,RFC Liege,Seraing,ROUND 20,1.91,3.6,3.6,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.62,2.2
32,32,nRX2wjMj,2025-01-31,20:00,FRANCE - LIGUE 2,Amiens,Annecy,ROUND 21,2.15,3.3,2.9,1.44,2.63,1.06,10.0,1.36,3.0,2.15,1.67,1.91,1.8
33,33,8f1pjT5d,2025-01-31,20:00,FRANCE - LIGUE 2,Bastia,Metz,ROUND 21,2.8,3.1,2.45,1.53,2.38,1.08,8.0,1.44,2.63,2.35,1.57,2.0,1.73
34,34,z1gWDWc3,2025-01-31,20:00,FRANCE - LIGUE 2,Clermont,AC Ajaccio,ROUND 21,1.7,3.25,5.25,1.5,2.5,1.08,8.0,1.4,2.75,2.25,1.62,2.1,1.67
35,35,SMAk1gEc,2025-01-31,20:00,FRANCE - LIGUE 2,Dunkerque,Martigues,ROUND 21,1.4,4.1,7.5,1.33,3.25,1.04,12.0,1.22,4.0,1.75,2.05,1.91,1.8
36,36,GrsXrCbT,2025-01-31,20:00,FRANCE - LIGUE 2,Grenoble,Rodez,ROUND 21,3.0,3.3,2.15,1.4,2.75,1.05,11.0,1.29,3.5,1.95,1.9,1.73,2.0
37,37,GdM5cBDM,2025-01-31,20:00,FRANCE - LIGUE 2,Pau FC,Laval,ROUND 21,2.1,3.2,3.25,1.4,2.75,1.06,10.0,1.3,3.4,2.05,1.8,1.8,1.91
38,38,8ERZYHnJ,2025-01-31,20:00,NETHERLANDS - EERSTE DIVISIE,Cambuur,Telstar,ROUND 24,1.95,3.8,3.5,1.3,3.4,1.03,15.0,1.18,4.5,1.6,2.3,1.53,2.38
39,39,hIyBvMIs,2025-01-31,20:00,NETHERLANDS - EERSTE DIVISIE,Den Bosch,FC Volendam,ROUND 24,3.75,3.75,1.91,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.4,1.5,2.5
40,40,YXfvpreK,2025-01-31,20:00,NETHERLANDS - EERSTE DIVISIE,Den Haag,Eindhoven FC,ROUND 24,1.8,4.1,3.8,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,1.57,2.25
41,41,0ruJx0mf,2025-01-31,20:00,NETHERLANDS - EERSTE DIVISIE,Dordrecht,De Graafschap,ROUND 24,2.38,3.75,2.63,1.25,3.75,1.02,19.0,1.13,6.0,1.44,2.7,1.4,2.75
42,42,McTRzvI6,2025-01-31,20:00,NETHERLANDS - EERSTE DIVISIE,FC Emmen,Jong PSV,ROUND 24,1.38,6.0,5.75,1.2,4.33,1.01,26.0,1.1,7.0,1.33,3.4,1.53,2.38
43,43,8tlkvHq4,2025-01-31,20:15,SWITZERLAND - CHALLENGE LEAGUE,Wil,Xamax,ROUND 20,2.06,3.35,3.15,1.28,3.35,1.03,11.0,1.18,4.1,1.64,2.1,1.52,2.25
44,44,Q9vokFfE,2025-01-31,20:30,GERMANY - BUNDESLIGA,Werder Bremen,Mainz,ROUND 20,2.25,3.3,3.2,1.36,3.0,1.05,11.0,1.25,4.0,1.86,2.04,1.67,2.1
45,45,fZPgL6XP,2025-01-31,20:30,ITALY - SERIE B,Palermo,Pisa,ROUND 24,2.3,3.0,3.4,1.5,2.5,1.08,7.5,1.36,3.0,2.25,1.62,1.95,1.8
46,46,EwumLhIc,2025-01-31,20:30,POLAND - EKSTRAKLASA,Lech Poznan,Widzew Lodz,ROUND 19,1.48,4.5,6.0,1.3,3.4,1.03,15.0,1.18,4.5,1.6,2.3,1.75,2.0
47,47,Cd3OvOyg,2025-01-31,20:30,SPAIN - LALIGA2,Eldense,Granada CF,ROUND 25,3.0,3.0,2.55,1.57,2.25,1.1,7.0,1.44,2.63,2.4,1.53,2.1,1.67
48,48,C4PyiJyg,2025-01-31,20:45,FRANCE - LIGUE 1,Montpellier,Lens,ROUND 20,4.5,3.7,1.83,1.36,3.0,1.05,11.0,1.25,4.0,1.8,2.0,1.7,2.05
49,49,EB0Jrczn,2025-01-31,20:45,ITALY - SERIE A,Parma,Lecce,ROUND 23,2.15,3.4,3.4,1.36,3.0,1.05,11.0,1.25,4.0,1.8,2.0,1.67,2.1
50,50,Iiqqm6s3,2025-01-31,20:45,BELGIUM - JUPILER PRO LEAGUE,Leuven,KV Mechelen,ROUND 24,2.35,3.25,3.0,1.4,2.75,1.06,10.0,1.29,3.5,2.0,1.85,1.75,2.0
51,51,hI5aq1U6,2025-01-31,20:45,SCOTLAND - CHAMPIONSHIP,Falkirk,Livingston,ROUND 23,1.7,3.4,4.75,1.4,2.75,1.06,8.0,1.3,3.4,2.03,1.83,1.91,1.8
52,52,joR48Cjm,2025-01-31,20:45,WALES - CYMRU PREMIER,Bala,Caernarfon,CHAMPIONSHIP GROUP ,2.0,3.3,3.35,1.32,3.05,1.04,11.0,1.24,3.75,1.84,1.89,1.68,2.08
53,53,GnZWxwCC,2025-01-31,21:00,SPAIN - LALIGA,Leganes,Rayo Vallecano,ROUND 22,3.3,3.0,2.38,1.57,2.25,1.11,6.5,1.5,2.63,2.63,1.5,2.05,1.7
54,54,zTBK6DMO,2025-01-31,21:00,ENGLAND - CHAMPIONSHIP,Blackburn,Preston,ROUND 30,2.15,3.1,3.6,1.53,2.38,1.1,7.0,1.44,2.75,2.38,1.57,2.0,1.73
55,55,M5HqQN3e,2025-01-31,21:15,PORTUGAL - LIGA PORTUGAL,Boavista,Famalicao,ROUND 20,3.4,3.0,2.25,1.53,2.38,1.08,8.0,1.4,2.75,2.3,1.6,2.0,1.75
