,League,Date,Time,Round,Home,Away,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_BTTS_Yes,HT_Odd_BTTS_No,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Lay_Home,FT_Odd_Lay_Draw,FT_Odd_Lay_Away,Pre_Match_Home_Expected_Goals,Pre_Match_Away_Expected_Goals,Pre_Match_Total_Expected_Goals,BTTS_First_Half_Potential,BTTS_Second_Half_Potential,BTTS_Potential,Pre_Match_Home_Points_per_Game,Pre_Match_Home_Overall_Points_per_Game,Pre_Match_Away_Points_per_Game,Pre_Match_Away_Overall_Points_per_Game
23,Sweden Superettan,2025-05-19,19:00:00,8,Landskrona,Helsingborg,2.62,2.1,3.75,1.36,2.88,2.65,1.42,6.7,1.05,0.0,0.0,2.07,3.41,2.9,1.05,10.0,1.3,3.55,1.8,1.9,1.7,2.0,1.7,1.25,1.3,1.65,1.4,3.05,0.0,13.0,38.0,2.0,2.14,1.0,1.29
26,Sweden Allsvenskan,2025-05-19,19:00:00,10,Sirius,Norrköping,2.75,2.3,3.6,1.3,3.4,2.5,1.5,6.0,1.13,0.0,0.0,2.11,3.4,2.85,1.04,11.0,1.2,4.5,1.6,2.1,1.57,2.25,1.67,1.22,1.35,1.49,1.28,2.77,25.0,25.0,50.0,1.0,1.0,1.0,1.11
25,Denmark Superliga,2025-05-19,19:00:00,9,Brøndby,Midtjylland,2.5,2.35,3.0,1.25,3.42,2.25,1.55,4.7,1.15,0.0,0.0,2.3,3.6,2.65,1.02,10.0,1.15,4.75,1.5,2.38,1.42,2.5,1.5,1.22,1.23,1.74,1.74,3.48,34.0,27.0,62.0,1.6,1.6,1.87,1.87
24,Turkey 1. Lig,2025-05-19,19:00:00,0,Boluspor,Bandırmaspor,2.88,2.0,3.6,1.38,2.93,2.92,1.38,6.7,1.07,0.0,0.0,2.3,3.0,2.8,1.06,9.0,1.3,3.4,2.0,1.8,1.67,2.1,1.51,1.3,1.43,1.43,1.46,2.89,22.0,26.0,53.0,1.64,1.64,1.72,1.72
27,Sweden Allsvenskan,2025-05-19,19:00:00,10,Mjällby,Brommapojkarna,2.2,2.4,4.75,1.3,3.4,2.38,1.53,6.0,1.13,0.0,0.0,1.52,3.8,5.1,1.04,11.0,1.2,4.5,1.55,2.2,1.67,2.1,2.35,1.18,1.14,1.37,1.68,3.05,23.0,45.0,68.0,2.5,2.22,1.4,1.25
33,Sweden Allsvenskan,2025-05-19,19:10:00,10,Elfsborg,Djurgården,2.75,2.2,3.75,1.4,2.75,2.75,1.4,8.0,1.08,0.0,0.0,2.03,3.45,2.97,1.05,10.0,1.33,3.4,1.93,1.77,1.8,1.95,1.7,1.22,1.33,1.63,1.34,2.97,37.0,20.0,47.0,2.6,2.11,2.0,1.38
34,Bulgaria First League,2025-05-19,19:15:00,6,Slavia Sofia,Lokomotiv Plovdiv,5.0,2.26,2.2,1.35,2.94,2.95,1.4,8.0,1.07,0.0,0.0,4.75,3.9,1.61,1.05,10.0,1.25,3.15,1.95,1.8,1.98,1.85,1.18,1.28,1.25,1.41,1.36,2.77,21.0,26.0,52.0,1.4,1.4,1.0,1.0
35,Israel Israeli Premier League,2025-05-19,19:30:00,9,Beitar Jerusalem,Hapoel Be'er Sheva,4.96,2.47,2.04,1.22,3.7,2.16,1.65,4.6,1.17,0.0,0.0,4.75,4.25,1.56,1.01,15.5,1.14,5.23,1.48,2.56,1.52,2.3,1.15,1.2,1.2,1.67,1.83,3.5,25.0,22.0,57.0,1.56,1.56,2.18,2.18
36,Israel Israeli Premier League,2025-05-19,19:30:00,9,Maccabi Haifa,Maccabi Tel Aviv,4.65,2.55,2.0,1.17,3.9,2.03,1.73,4.4,1.16,0.0,0.0,4.4,4.0,1.5,1.01,16.5,1.08,6.2,1.38,2.9,1.42,2.58,1.19,1.18,2.35,1.74,1.89,3.63,19.0,44.0,67.0,1.73,1.73,2.15,2.15
37,Romania Liga I,2025-05-19,19:30:00,9,Rapid Bucureşti,CFR Cluj,3.42,2.01,3.18,1.43,2.62,3.1,1.32,8.4,1.01,0.0,0.0,2.67,3.03,2.41,1.01,8.7,1.32,2.88,2.05,1.61,1.84,1.86,1.43,1.32,1.5,1.74,1.55,3.29,11.0,29.0,53.0,1.74,1.45,1.37,1.74
38,Hungary NB II,2025-05-19,20:00:00,29,Kazincbarcika,Mezőkövesd-Zsóry,2.3,2.16,4.6,1.35,2.85,2.7,1.4,6.2,1.09,0.0,0.0,1.65,3.75,4.4,1.0,9.0,1.32,3.5,1.9,1.85,1.81,1.97,1.83,0.0,1.2,1.45,1.25,2.7,7.0,29.0,57.0,2.14,1.82,1.43,1.43
39,Italy Serie B,2025-05-19,20:30:00,0,Salernitana,Frosinone,2.65,2.1,3.9,1.42,2.7,2.9,1.36,7.0,1.06,0.0,0.0,2.05,3.31,3.58,1.05,8.0,1.33,3.0,2.0,1.67,1.79,1.89,1.74,1.32,1.27,1.46,1.38,2.84,13.0,19.0,50.0,1.11,1.11,1.13,1.13
40,Spain Segunda División,2025-05-19,20:30:00,0,Córdoba,Mirandés,3.25,2.1,3.25,1.4,2.75,3.0,1.36,8.0,1.08,0.0,0.0,2.57,3.3,2.65,1.06,8.5,1.33,3.25,1.98,1.77,1.73,2.0,1.48,1.28,1.45,1.83,1.25,3.08,16.0,27.0,50.0,1.63,1.38,1.0,1.74
41,Republic of Ireland Premier Division,2025-05-19,20:45:00,24,Shelbourne,Drogheda United,2.56,1.96,4.65,1.5,2.57,3.4,1.29,8.7,1.04,0.0,0.0,1.91,3.1,3.6,1.08,8.0,1.4,2.7,2.3,1.57,2.07,1.72,1.77,1.28,1.22,2.02,1.39,3.41,19.0,25.0,57.0,1.5,1.38,1.5,1.56
42,England Premier League,2025-05-19,21:00:00,37,Brighton & Hove Albion,Liverpool,3.0,2.5,2.88,1.22,4.0,2.1,1.67,4.5,1.18,0.0,0.0,3.25,3.85,2.02,1.01,17.0,1.15,5.25,1.42,2.74,1.4,2.75,1.5,1.22,1.53,1.61,1.98,3.59,25.0,33.0,64.0,1.61,1.53,2.11,2.31
43,Republic of Ireland Premier Division,2025-05-19,21:00:00,24,Shamrock Rovers,St Patrick's Athl.,2.59,1.99,4.75,1.43,2.54,3.34,1.32,8.5,1.07,0.0,0.0,1.85,3.3,3.95,1.02,8.5,1.4,2.9,2.2,1.67,1.9,1.78,1.85,1.25,1.25,1.87,1.45,3.32,7.0,13.0,44.0,2.13,1.81,0.88,1.56
44,Chile Primera División,2025-05-19,21:00:00,11,Unión Española,Everton,2.63,2.3,3.75,1.33,3.25,2.63,1.44,6.5,1.11,0.0,0.0,2.05,3.3,3.5,1.02,10.0,1.17,3.96,1.75,2.05,1.62,2.2,1.75,1.3,1.3,1.65,1.28,2.93,10.0,13.0,33.0,0.75,0.67,0.2,0.6
45,Iceland Úrvalsdeild,2025-05-19,21:15:00,7,Breidablik,Valur,2.3,2.66,3.7,1.17,3.8,1.93,1.75,3.8,1.22,0.0,0.0,1.91,3.7,2.97,1.0,19.0,1.08,5.85,1.38,2.75,1.35,2.9,1.8,1.22,1.2,2.48,1.58,4.06,25.0,59.0,59.0,2.33,2.17,0.5,1.5
46,Iceland Úrvalsdeild,2025-05-19,21:15:00,7,ÍA,FH,3.0,2.35,2.89,1.22,3.8,2.08,1.72,4.3,1.18,0.0,0.0,2.45,3.6,2.3,1.01,21.0,1.14,5.52,1.41,2.7,1.36,2.8,1.5,1.24,1.25,1.61,1.3,2.91,25.0,25.0,38.0,1.5,1.0,0.0,0.67
47,Iceland Úrvalsdeild,2025-05-19,21:15:00,7,Stjarnan,Víkingur Reykjavík,3.65,2.5,2.35,1.21,3.8,2.09,1.7,4.55,1.2,0.0,0.0,2.98,3.65,1.93,1.0,16.5,1.13,5.7,1.46,2.6,1.44,2.65,1.27,0.0,1.21,1.56,1.49,3.05,25.0,25.0,63.0,2.25,1.5,0.5,2.17
