,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,KtNeK45d,2025-03-10,00:00,COSTA RICA - PRIMERA DIVISION,Puntarenas FC,Guanacasteca,CLAUSURA ,1.62,3.7,5.25,1.44,2.63,1.06,10.0,1.33,3.25,2.05,1.75,2.0,1.73
2,2,vwpHD9qh,2025-03-10,00:00,ECUADOR - LIGA PRO,Vinotinto,Emelec,ROUND 4,1.95,3.2,4.0,1.57,2.25,1.1,7.0,1.5,2.5,2.5,1.5,2.2,1.62
3,3,SEfdkAkL,2025-03-10,00:00,MEXICO - LIGA MX,Santos Laguna,Club Leon,CLAUSURA ,3.9,4.1,1.8,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,1.57,2.25
4,4,ETcKV76l,2025-03-10,00:00,USA - MLS,Los Angeles Galaxy,St. Louis City,-,1.91,3.75,3.75,1.33,3.25,1.04,13.0,1.22,4.0,1.7,2.1,1.57,2.25
5,5,8Clmk9JU,2025-03-10,00:00,VENEZUELA - LIGA FUTVE,Metropolitanos,Zamora,APERTURA ,1.91,3.4,3.5,1.4,2.7,1.03,9.0,1.3,3.2,2.0,1.73,1.8,1.91
6,6,EcPKMS9r,2025-03-10,00:30,CHILE - LIGA DE PRIMERA,Colo Colo,Everton,ROUND 4,1.42,4.33,7.5,1.36,3.0,1.05,11.0,1.25,3.75,1.88,1.98,2.0,1.73
7,7,GpI6P1TH,2025-03-10,00:30,PARAGUAY - COPA DE PRIMERA,Olimpia Asuncion,2 de Mayo,APERTURA ,1.6,3.6,6.25,1.44,2.63,1.08,8.0,1.33,3.25,2.1,1.7,2.1,1.67
8,8,Y7clD10n,2025-03-10,01:30,ARGENTINA - TORNEO BETANO,Instituto,Godoy Cruz,APERTURA ,2.05,3.0,4.1,1.67,2.1,1.14,5.5,1.57,2.25,2.88,1.4,2.38,1.53
9,9,ttZCrjee,2025-03-10,01:30,ARGENTINA - TORNEO BETANO,Newells Old Boys,Belgrano,APERTURA ,2.35,3.2,3.2,1.53,2.38,1.08,8.0,1.44,2.63,2.4,1.53,2.05,1.7
10,10,AaHYEbBc,2025-03-10,01:30,PERU - LIGA 1,Cienciano,Comerciantes Unidos,APERTURA ,1.42,4.75,5.75,1.33,3.25,1.03,15.0,1.22,4.0,1.73,2.08,1.91,1.8
11,11,x2c55U3B,2025-03-10,01:30,VENEZUELA - LIGA FUTVE,Puerto Cabello,Rayo Zuliano,APERTURA ,1.91,3.25,3.75,1.43,2.63,1.05,8.0,1.36,2.9,2.1,1.67,1.91,1.8
12,12,48RT6ne5,2025-03-10,01:45,URUGUAY - LIGA AUF URUGUAYA,Miramar,Danubio,APERTURA ,3.25,3.25,2.1,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,1.91,1.8
13,13,nayTqlDr,2025-03-10,04:00,MEXICO - LIGA MX,Club Tijuana,Atlas,CLAUSURA ,1.91,3.9,3.5,1.3,3.4,1.03,15.0,1.18,4.5,1.6,2.3,1.57,2.25
14,14,ph8RmHm1,2025-03-10,11:30,TURKEY - 1. LIG,Keciorengucu,Erzurumspor,ROUND 29,2.63,2.9,2.75,1.44,2.63,1.07,9.0,1.33,3.25,2.1,1.7,1.8,1.91
15,15,pSCBg7yK,2025-03-10,14:00,TURKEY - 1. LIG,Boluspor,Istanbulspor AS,ROUND 29,2.45,3.2,2.88,1.44,2.63,1.07,9.0,1.33,3.25,2.08,1.73,1.83,1.83
16,16,jTHP0Orm,2025-03-10,14:00,TURKEY - 1. LIG,Pendikspor,Amedspor,ROUND 29,2.4,3.25,2.8,1.5,2.5,1.07,8.5,1.36,3.0,2.2,1.65,1.91,1.8
17,17,jN4pxxfA,2025-03-10,14:30,INDONESIA - LIGA 1,Dewa United,Borneo,ROUND 27,1.75,3.75,3.8,1.29,3.3,1.01,11.0,1.18,4.33,1.62,2.2,1.57,2.25
18,18,UL3KQec5,2025-03-10,15:00,INDIA - ISL,Mohammedan,Punjab,ROUND 26,3.1,3.5,2.1,1.36,3.0,1.04,12.0,1.25,3.75,1.8,2.0,1.67,2.1
19,19,bm8hzGOM,2025-03-10,15:00,INDONESIA - LIGA 1,Semen Padang,Persib Bandung,ROUND 27,3.6,3.2,1.95,1.36,2.88,1.03,9.0,1.29,3.4,1.85,1.85,1.73,2.0
20,20,Yii15nff,2025-03-10,16:00,ROMANIA - SUPERLIGA,FC Botosani,Unirea Slobozia,ROUND 30,1.75,3.6,4.75,1.5,2.5,1.07,9.0,1.36,3.0,2.2,1.65,2.1,1.67
21,21,OGMlVsDt,2025-03-10,16:30,BULGARIA - PARVA LIGA,Septemvri Sofia,Hebar,ROUND 24,1.8,3.5,4.5,1.5,2.5,1.08,8.0,1.36,3.0,2.2,1.65,2.0,1.73
22,22,6RrimufC,2025-03-10,18:00,LATVIA - VIRSLIGA,Riga FC,Auda,ROUND 2,1.36,4.5,6.5,1.29,3.3,1.03,8.5,1.2,3.85,1.62,2.1,1.93,1.77
23,23,IkGtHDcT,2025-03-10,18:30,TURKEY - SUPER LIG,Besiktas,Gaziantep,ROUND 27,1.48,4.5,5.5,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,1.73,2.0
24,24,vkl7rsTI,2025-03-10,18:30,TURKEY - 1. LIG,Kocaelispor,Ankaragucu,ROUND 29,1.7,3.7,4.75,1.44,2.63,1.06,10.0,1.33,3.25,2.05,1.75,2.0,1.73
25,25,z7QniO46,2025-03-10,19:00,DENMARK - SUPERLIGA,Randers FC,Brondby,ROUND 21,3.0,3.4,2.3,1.4,2.75,1.05,11.0,1.29,3.5,1.93,1.93,1.7,2.05
