,League,Date,Time,Round,Home,Away,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_BTTS_Yes,HT_Odd_BTTS_No,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Lay_Home,FT_Odd_Lay_Draw,FT_Odd_Lay_Away,Pre_Match_Home_Expected_Goals,Pre_Match_Away_Expected_Goals,Pre_Match_Total_Expected_Goals,BTTS_First_Half_Potential,BTTS_Second_Half_Potential,BTTS_Potential,Pre_Match_Home_Points_per_Game,Pre_Match_Home_Overall_Points_per_Game,Pre_Match_Away_Points_per_Game,Pre_Match_Away_Overall_Points_per_Game
0,South America Copa Libertadores,2025-05-28,00:00:00,6,Libertad,Alianza Lima,2.38,2.2,5.0,1.4,2.75,3.0,1.36,8.0,1.08,0.0,0.0,1.7,3.35,4.3,1.06,8.5,1.35,3.1,1.95,1.75,1.95,1.8,2.0,1.28,1.19,1.1,1.58,2.68,10.0,0.0,42.0,1.6,1.6,1.36,1.36
1,South America Copa Libertadores,2025-05-28,00:00:00,6,São Paulo,Talleres Córdoba,2.38,2.05,6.0,1.5,2.5,3.5,1.29,11.0,1.05,0.0,0.0,1.64,3.26,4.9,1.08,7.5,1.45,2.7,2.1,1.6,2.25,1.57,2.05,1.28,1.17,1.55,1.86,3.41,0.0,50.0,30.0,2.2,2.2,0.8,0.8
2,Brazil Serie B,2025-05-28,00:30:00,9,América Mineiro,Atlético GO,2.5,2.01,4.55,1.47,2.4,3.22,1.3,8.0,1.06,0.0,0.0,1.81,3.27,3.83,1.05,7.0,1.4,2.74,2.25,1.53,1.9,1.73,1.85,1.31,1.22,1.96,1.58,3.54,13.0,13.0,50.0,2.5,1.25,0.75,1.38
3,South America Copa Libertadores,2025-05-28,02:30:00,6,Estudiantes,Carabobo,1.44,3.0,15.0,1.25,3.75,2.2,1.62,5.0,1.17,0.0,0.0,1.1,7.2,14.0,1.01,17.0,1.15,5.25,1.45,2.55,2.5,1.5,5.5,1.08,1.02,1.53,0.98,2.51,25.0,0.0,40.0,1.8,1.8,0.2,0.2
4,South America Copa Libertadores,2025-05-28,02:30:00,6,River Plate,Universitario,1.8,2.5,7.5,1.3,3.4,2.5,1.5,6.0,1.13,0.0,0.0,1.3,4.7,7.4,1.03,11.0,1.2,4.33,1.76,1.94,2.0,1.75,3.1,1.18,1.07,1.89,1.47,3.36,25.0,0.0,40.0,2.2,2.2,1.4,1.4
5,South America Copa Libertadores,2025-05-28,02:30:00,6,Botafogo,Universidad Chile,2.2,2.25,6.0,1.4,2.75,2.75,1.4,8.0,1.08,0.0,0.0,1.53,3.69,5.1,1.05,9.0,1.33,3.3,1.92,1.78,2.0,1.75,2.25,1.25,1.15,1.69,1.54,3.23,50.0,25.0,40.0,1.8,1.8,2.0,2.0
6,South America Copa Libertadores,2025-05-28,02:30:00,6,CSD Independiente del Valle,Barcelona,2.4,2.3,4.5,1.33,3.25,2.63,1.44,6.5,1.11,0.0,0.0,1.75,3.45,3.87,1.05,9.5,1.28,3.65,1.76,1.94,1.7,2.05,1.93,1.26,1.23,1.34,1.34,2.68,0.0,0.0,41.0,1.0,1.0,1.22,1.22
9,South Korea K League 1,2025-05-28,12:30:00,16,Gangwon,Anyang,2.75,2.05,3.8,1.42,2.62,3.0,1.33,8.1,1.02,0.0,0.0,2.08,3.17,3.09,1.06,8.5,1.36,3.1,2.05,1.68,1.83,1.85,1.67,1.25,1.3,1.5,1.44,2.94,0.0,22.0,43.0,1.29,1.4,0.86,1.06
10,Japan J1 League,2025-05-28,12:30:00,22,Urawa Reds,Cerezo Osaka,2.63,2.2,4.0,1.36,3.0,2.75,1.4,7.0,1.1,0.0,0.0,1.94,3.21,3.41,1.06,9.0,1.28,3.3,1.89,1.81,1.75,2.0,1.71,1.31,1.29,1.47,1.47,2.94,34.0,33.0,56.0,2.33,1.58,1.11,1.39
7,South Korea K League 1,2025-05-28,12:30:00,16,Gwangju,Ulsan,3.4,2.05,3.0,1.42,2.62,3.0,1.33,8.1,1.02,0.0,0.0,2.71,3.14,2.31,1.06,8.5,1.36,3.1,2.0,1.67,1.83,1.85,1.4,1.25,1.53,1.53,1.82,3.35,7.0,19.0,38.0,1.63,1.47,1.75,1.65
