,League,Date,Time,Round,Home,Away,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_BTTS_Yes,HT_Odd_BTTS_No,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Lay_Home,FT_Odd_Lay_Draw,FT_Odd_Lay_Away,Pre_Match_Home_Expected_Goals,Pre_Match_Away_Expected_Goals,Pre_Match_Total_Expected_Goals,BTTS_First_Half_Potential,BTTS_Second_Half_Potential,BTTS_Potential,Pre_Match_Home_Points_per_Game,Pre_Match_Home_Overall_Points_per_Game,Pre_Match_Away_Points_per_Game,Pre_Match_Away_Overall_Points_per_Game
8,South Korea K League 1,2025-05-28,12:30:00,16,Sangju Sangmu,FC Seoul,3.1,2.05,3.2,1.41,2.65,2.85,1.36,7.5,1.07,0.0,0.0,2.59,3.27,2.34,1.06,8.5,1.35,3.1,1.89,1.81,1.8,1.88,1.47,1.33,1.44,1.74,1.79,3.53,0.0,15.0,15.0,1.83,1.6,1.25,1.27
11,Estonia Meistriliiga,2025-05-28,18:00:00,14,Tallinna FC Levadia,Vaprus,1.55,2.75,10.85,1.26,3.4,2.25,1.55,5.15,1.13,0.0,0.0,1.14,7.0,10.0,1.03,11.9,1.18,4.7,1.41,2.69,2.1,1.51,4.6,1.06,1.13,2.37,1.53,3.9,9.0,9.0,34.0,2.67,2.15,1.5,1.08
12,Estonia Meistriliiga,2025-05-28,18:00:00,14,Nõmme Kalju,Paide,2.75,2.3,3.3,1.29,3.3,2.38,1.53,4.5,1.12,0.0,0.0,2.44,3.51,2.35,1.03,13.0,1.18,4.4,1.52,2.37,1.5,2.45,1.6,1.28,1.24,2.19,1.95,4.14,17.0,33.0,50.0,2.17,2.15,1.0,1.77
13,Georgia Erovnuli Liga,2025-05-28,18:00:00,18,Dila,Dinamo Tbilisi,2.77,2.06,4.1,1.43,2.63,2.85,1.37,7.3,1.06,0.0,0.0,1.96,3.35,3.45,1.04,8.5,1.33,3.0,2.0,1.72,1.84,1.92,1.65,1.3,1.27,2.03,1.61,3.64,18.0,25.0,42.0,2.0,2.06,1.11,1.71
14,Norway Eliteserien,2025-05-28,19:00:00,18,Fredrikstad,Rosenborg,3.75,2.1,2.88,1.44,2.63,3.0,1.36,9.0,1.07,0.0,0.0,2.72,3.26,2.25,1.06,8.5,1.33,3.25,1.86,1.84,1.91,1.91,1.35,1.32,1.6,1.11,1.21,2.32,13.0,13.0,25.0,3.0,2.0,1.75,2.0
15,Egypt Egyptian Premier League,2025-05-28,19:00:00,8,Al Ahly,Pharco,1.67,2.75,12.0,1.27,3.2,2.49,1.5,4.9,1.12,0.0,0.0,1.21,5.8,12.0,1.02,12.5,1.15,4.4,1.65,2.15,2.4,1.52,4.2,1.09,1.06,1.76,1.25,3.01,19.0,25.0,48.0,2.39,2.39,1.39,1.39
16,Egypt Egyptian Premier League,2025-05-28,19:00:00,9,Al Masry,Haras El Hodood,2.25,2.05,6.0,1.46,2.5,3.26,1.3,8.5,1.06,0.0,0.0,1.55,3.6,5.8,1.04,7.8,1.41,2.8,2.2,1.59,2.25,1.57,2.3,1.25,1.29,1.29,0.98,2.27,18.0,17.0,33.0,1.63,1.63,1.0,1.0
17,Egypt Egyptian Premier League,2025-05-28,19:00:00,9,Petrojet,National Bank of Egypt,4.43,1.89,2.8,1.37,2.75,2.85,1.35,8.1,1.02,0.0,0.0,3.55,2.95,2.15,1.06,7.8,1.3,3.1,2.05,1.69,1.75,1.9,1.25,1.35,1.28,1.47,1.25,2.72,23.0,31.0,61.0,1.08,1.08,1.54,1.54
18,Egypt Egyptian Premier League,2025-05-28,19:00:00,9,Ceramica Cleopatra,Pyramids FC,4.8,1.87,2.4,1.39,2.76,2.89,1.38,7.0,1.05,0.0,0.0,3.97,3.36,1.84,1.01,8.4,1.27,3.14,1.97,1.83,1.8,1.95,1.1,1.26,1.28,1.52,1.56,3.08,20.0,39.0,52.0,1.54,1.54,2.21,2.21
19,South Africa Premier Soccer League,2025-05-28,19:30:00,0,Orlando Pirates,Magesi,1.8,2.3,7.75,1.38,2.8,2.8,1.37,7.25,1.08,0.0,0.0,1.32,4.2,8.8,1.06,8.5,1.35,3.1,2.0,1.67,2.55,1.44,3.2,1.17,1.06,1.85,0.9,2.75,12.0,4.0,31.0,2.38,2.22,0.69,1.11
20,Norway Eliteserien,2025-05-28,21:00:00,19,FK Bodo - Glimt,Viking,1.95,2.75,5.0,1.2,4.33,2.0,1.73,4.33,1.2,0.0,0.0,1.27,5.3,7.2,1.01,17.0,1.11,6.25,1.36,2.99,1.5,2.5,2.37,1.19,1.17,2.02,1.86,3.88,0.0,38.0,38.0,3.0,2.17,2.25,2.3
