,League,Date,Time,Round,Home,Away,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_BTTS_Yes,HT_Odd_BTTS_No,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Lay_Home,FT_Odd_Lay_Draw,FT_Odd_Lay_Away,Pre_Match_Home_Expected_Goals,Pre_Match_Away_Expected_Goals,Pre_Match_Total_Expected_Goals,BTTS_First_Half_Potential,BTTS_Second_Half_Potential,BTTS_Potential,Pre_Match_Home_Points_per_Game,Pre_Match_Home_Overall_Points_per_Game,Pre_Match_Away_Points_per_Game,Pre_Match_Away_Overall_Points_per_Game
0,USA USL Championship,2025-06-08,00:00:00,0,Loudoun United,Charleston Battery,3.35,2.15,2.75,1.33,3.1,2.4,1.44,5.5,1.1,0.0,0.0,2.24,3.55,2.6,1.02,10.0,1.21,3.9,1.58,2.24,1.6,2.2,1.37,0.0,1.55,1.75,1.39,3.14,38.0,25.0,75.0,3.0,2.1,2.25,2.4
1,Canada Canadian Premier League,2025-06-08,00:00:00,0,Pacific FC,Atlético Ottawa,3.1,2.25,2.95,1.34,3.02,2.4,1.52,5.5,1.11,0.0,0.0,3.25,3.4,1.96,1.01,11.0,1.18,4.0,1.61,2.05,1.53,2.3,1.44,0.0,1.3,1.04,1.69,2.73,23.0,30.0,53.0,1.5,0.89,1.6,2.0
2,USA USL Championship,2025-06-08,01:00:00,0,Rhode Island,Miami FC II,1.8,2.5,6.5,1.32,3.13,2.4,1.47,5.5,1.12,0.0,0.0,1.57,3.65,5.0,1.02,12.0,1.17,4.0,1.95,1.77,1.87,1.77,3.1,1.22,1.13,1.41,1.62,3.03,0.0,0.0,67.0,0.67,1.2,2.0,1.11
3,USA USL Championship,2025-06-08,01:00:00,0,Pittsburgh Riverhounds,Detroit City FC,2.67,1.97,4.5,1.5,2.4,3.4,1.29,9.8,1.0,0.0,0.0,2.06,3.2,3.2,1.03,5.8,1.42,2.5,2.05,1.69,2.05,1.62,1.78,1.28,1.23,1.51,1.34,2.85,7.0,22.0,29.0,2.0,1.1,1.71,1.55
4,USA MLS,2025-06-08,01:30:00,0,DC United,Chicago Fire,3.2,2.3,3.1,1.33,3.25,2.5,1.5,6.5,1.11,0.0,0.0,2.43,3.35,2.44,1.05,9.5,1.25,3.9,1.64,2.12,1.62,2.2,1.47,1.29,1.49,1.42,1.55,2.97,45.0,22.0,78.0,1.11,1.06,1.67,1.47
5,Brazil Serie B,2025-06-08,01:30:00,11,Avaí,CRB,2.23,2.07,4.7,1.47,2.4,3.1,1.31,6.8,1.06,0.0,0.0,1.69,3.18,4.6,1.04,7.9,1.42,2.7,2.0,1.67,2.28,1.61,2.0,1.25,1.25,1.79,1.74,3.53,20.0,20.0,60.0,2.2,1.6,1.0,1.8
6,USA USL Championship,2025-06-08,02:00:00,0,Louisville City,Tampa Bay Rowdies,2.15,2.31,4.75,1.32,2.95,2.69,1.4,5.5,1.09,0.0,0.0,1.44,3.85,6.4,1.0,9.3,1.22,3.5,1.81,1.9,1.85,1.93,2.2,1.22,1.25,1.8,1.1,2.9,10.0,10.0,30.0,2.5,2.2,0.8,0.5
7,USA USL Championship,2025-06-08,03:00:00,0,New Mexico United,Colorado Springs,2.62,2.04,3.4,1.4,2.65,2.76,1.4,6.5,1.08,0.0,0.0,1.7,3.65,4.1,1.02,8.1,1.29,3.3,1.72,2.01,1.67,2.0,1.6,0.0,1.28,1.43,1.31,2.74,22.0,41.0,56.0,2.25,2.1,0.86,1.0
8,USA USL Championship,2025-06-08,03:00:00,0,San Antonio,Las Vegas Lights,2.3,2.15,5.54,1.35,2.8,2.93,1.37,8.0,1.08,0.0,0.0,1.74,3.55,4.0,1.01,8.5,1.27,3.3,1.86,1.86,1.91,1.85,2.05,0.0,1.27,1.46,1.19,2.65,7.0,7.0,36.0,1.43,1.55,0.67,1.09
9,USA MLS,2025-06-08,03:30:00,0,Colorado Rapids,Austin,2.75,2.2,4.0,1.36,3.0,2.75,1.4,7.0,1.1,0.0,0.0,2.02,3.33,3.08,1.05,9.25,1.28,3.67,1.81,1.89,1.75,2.0,1.66,1.3,1.33,1.67,1.14,2.81,13.0,25.0,38.0,1.75,1.38,0.88,1.18
10,USA USL Championship,2025-06-08,04:00:00,0,Monterey Bay,Lexington,2.83,2.09,3.1,1.36,2.8,2.62,1.4,7.0,1.04,0.0,0.0,1.72,3.45,4.2,1.01,9.0,1.25,3.07,2.0,1.73,1.73,2.1,1.54,1.24,1.27,1.15,1.14,2.29,45.0,23.0,78.0,2.0,1.33,0.25,0.73
11,USA USL Championship,2025-06-08,04:00:00,0,Oakland Roots,El Paso Locomotive,3.1,2.08,2.72,1.36,2.89,2.75,1.36,7.8,1.08,0.0,0.0,2.55,3.5,2.31,1.03,9.0,1.31,3.24,1.69,2.05,1.76,1.9,1.3,1.24,1.3,1.08,1.4,2.48,42.0,0.0,50.0,0.67,0.91,1.33,1.73
