,League,Date,Time,Round,Home,Away,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_BTTS_Yes,HT_Odd_BTTS_No,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Lay_Home,FT_Odd_Lay_Draw,FT_Odd_Lay_Away,Pre_Match_Home_Expected_Goals,Pre_Match_Away_Expected_Goals,Pre_Match_Total_Expected_Goals,BTTS_First_Half_Potential,BTTS_Second_Half_Potential,BTTS_Potential,Pre_Match_Home_Points_per_Game,Pre_Match_Home_Overall_Points_per_Game,Pre_Match_Away_Points_per_Game,Pre_Match_Away_Overall_Points_per_Game
12,USA USL Championship,2025-06-08,04:30:00,0,Phoenix Rising,Orange County SC,2.78,2.15,3.78,1.38,2.8,2.89,1.37,6.8,1.06,0.0,0.0,2.25,3.55,2.6,1.02,9.25,1.32,3.08,1.64,2.13,1.77,1.85,1.62,1.23,1.3,1.26,1.16,2.42,20.0,10.0,30.0,1.0,1.45,0.0,1.3
13,USA USL Championship,2025-06-08,05:00:00,0,Sacramento Republic,Tulsa Roughnecks,2.7,2.05,4.0,1.48,2.5,2.95,1.3,7.2,1.05,0.0,0.0,1.93,3.2,3.35,1.03,8.0,1.32,3.1,2.0,1.64,1.86,1.9,1.57,1.18,1.25,1.31,1.29,2.6,10.0,40.0,70.0,1.8,1.44,2.0,1.7
14,Japan J2 League,2025-06-08,07:00:00,17,Omiya Ardija,Ehime,2.0,2.4,5.5,1.3,3.3,2.45,1.5,6.0,1.12,0.0,0.0,1.49,3.97,5.1,1.01,11.0,1.15,4.2,1.65,2.0,1.75,2.0,2.4,1.22,1.15,1.81,1.26,3.07,36.0,35.0,78.0,2.33,2.0,1.13,0.65
15,Australia New South Wales NPL,2025-06-08,07:00:00,18,Sydney United,Manly United,2.38,2.2,4.0,1.34,3.04,2.4,1.52,5.5,1.12,0.0,0.0,1.87,3.62,3.47,1.02,10.0,1.16,4.4,1.67,2.1,1.55,2.2,1.83,1.2,1.25,1.74,1.48,3.22,28.0,17.0,53.0,1.78,1.59,1.83,1.44
16,Japan J2 League,2025-06-08,07:00:00,17,Kataller Toyama,Mito Hollyhock,4.0,2.1,2.62,1.4,2.7,3.0,1.36,8.5,1.07,0.0,0.0,3.16,3.15,2.06,1.02,7.9,1.33,2.83,2.08,1.66,1.91,1.85,1.33,1.35,1.62,1.23,1.43,2.66,7.0,27.0,53.0,1.13,0.94,1.43,1.88
17,Australia New South Wales NPL,2025-06-08,07:00:00,18,Marconi Stallions,Rockdale City Suns,2.95,2.38,3.12,1.26,3.3,2.46,1.55,5.0,1.12,0.0,0.0,2.37,3.5,2.4,1.01,11.0,1.2,4.0,1.65,2.2,1.55,2.3,1.5,1.19,1.22,2.04,1.9,3.94,32.0,25.0,82.0,1.88,2.47,2.38,2.22
18,South Korea K League 2,2025-06-08,12:00:00,15,Incheon United,Bucheon 1995,2.25,2.2,5.5,1.4,2.75,3.0,1.36,8.0,1.08,0.0,0.0,1.62,3.56,4.6,1.0,9.2,1.26,3.22,1.94,1.76,2.0,1.73,2.05,1.3,1.18,1.75,1.58,3.33,15.0,15.0,48.0,2.75,2.5,1.57,1.57
19,South Korea K League 2,2025-06-08,12:00:00,15,Gimpo Citizen,Cheonan City,2.5,2.2,4.5,1.4,2.75,3.0,1.36,8.0,1.08,0.0,0.0,1.82,3.31,3.71,1.01,8.5,1.27,3.14,1.95,1.75,1.83,1.83,1.85,1.3,1.22,1.56,1.27,2.83,40.0,22.0,54.0,0.71,0.93,0.0,0.36
20,Sweden Damallsvenskan,2025-06-08,15:00:00,10,Norrköping W,Piteå Women,2.63,1.98,4.6,1.47,2.4,3.11,1.28,8.5,1.04,0.0,0.0,1.68,3.01,3.8,1.07,6.8,1.39,2.72,2.26,1.6,1.83,1.83,1.89,1.21,1.11,1.6,0.92,2.52,20.0,33.0,65.0,1.0,1.11,0.4,1.22
21,Sweden Damallsvenskan,2025-06-08,15:00:00,10,Hammarby,Vittsjö,1.25,3.5,11.0,1.19,4.0,2.04,1.74,3.7,1.22,0.0,0.0,1.08,7.8,23.0,1.0,19.0,1.08,5.75,1.35,2.9,2.3,1.52,7.0,1.0,1.01,1.72,1.13,2.85,25.0,50.0,75.0,3.0,2.11,0.5,1.33
22,Spain Segunda División,2025-06-08,18:30:00,0,Racing Santander,Mirandés,2.76,2.07,4.28,1.44,2.65,3.08,1.34,7.9,1.03,0.0,0.0,2.15,3.33,3.29,1.05,8.0,1.33,3.0,1.91,1.83,1.85,1.91,1.74,1.33,1.32,1.55,1.42,2.97,12.0,24.0,53.0,1.69,1.69,1.79,1.79
23,Brazil Serie B,2025-06-08,21:00:00,11,Goiás,Volta Redonda,2.38,1.95,5.0,1.5,2.42,3.4,1.3,10.0,1.04,0.0,0.0,1.76,3.26,4.75,1.1,6.5,1.44,2.5,2.45,1.53,2.2,1.57,2.0,1.32,1.1,1.73,1.45,3.18,30.0,20.0,40.0,2.6,2.3,0.4,1.0
24,Canada Canadian Premier League,2025-06-08,21:30:00,0,Forge FC,HFX Wanderers FC,2.7,2.15,3.75,1.36,2.85,2.65,1.42,6.0,1.09,0.0,0.0,2.12,3.16,3.55,1.04,9.0,1.32,3.14,1.8,1.91,1.67,2.0,1.67,1.29,1.33,1.38,1.19,2.57,25.0,23.0,58.0,1.5,1.75,2.0,1.89
25,Brazil Serie B,2025-06-08,23:00:00,11,Atlético PR,Atlético GO,2.5,1.98,4.0,1.5,2.4,3.55,1.29,9.0,1.03,0.0,0.0,1.82,3.38,4.65,1.1,6.5,1.47,2.5,2.43,1.5,2.41,1.55,1.95,1.3,1.33,1.63,1.54,3.17,20.0,20.0,60.0,2.0,1.4,0.6,1.1
