,League,Date,Time,Round,Home,Away,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_BTTS_Yes,HT_Odd_BTTS_No,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Lay_Home,FT_Odd_Lay_Draw,FT_Odd_Lay_Away,Pre_Match_Home_Expected_Goals,Pre_Match_Away_Expected_Goals,Pre_Match_Total_Expected_Goals,BTTS_First_Half_Potential,BTTS_Second_Half_Potential,BTTS_Potential,Pre_Match_Home_Points_per_Game,Pre_Match_Home_Overall_Points_per_Game,Pre_Match_Away_Points_per_Game,Pre_Match_Away_Overall_Points_per_Game
10,Oman Professional League,2025-08-17,15:50:00,1,Sur,Al Nasr,4.2,1.8,3.25,1.65,2.1,3.8,1.22,10.0,1.02,0,0,2.53,2.84,2.84,1.11,5.5,1.6,2.2,2.74,1.4,2.25,1.57,1.35,1.41,1.42,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
19,Iceland Úrvalsdeild,2025-08-17,16:00:00,19,ÍBV,Valur,4.4,2.45,2.3,1.27,3.4,2.2,1.61,4.4,1.15,0,0,3.78,4.1,1.68,1.02,12.0,1.12,4.75,1.46,2.52,1.5,2.45,1.25,1.18,1.25,1.2,1.47,2.67,33,22,56,1.56,1.17,1.56,2.06
18,Finland Veikkausliiga,2025-08-17,16:00:00,20,KuPS,Inter Turku,3.3,2.1,2.85,1.35,2.95,2.5,1.5,5.3,1.12,0,0,3.0,3.49,2.24,1.01,10.5,1.17,4.0,1.65,2.1,1.57,2.36,1.38,1.25,1.24,1.59,1.48,3.07,22,26,43,2.4,1.95,2.33,2.26
17,Estonia Meistriliiga,2025-08-17,16:00:00,24,Nõmme Kalju,Trans,2.35,2.17,4.1,1.3,3.3,2.37,1.48,4.5,1.15,0,0,2.09,3.57,2.78,1.02,12.0,1.22,3.9,1.56,2.27,1.59,2.2,1.94,1.23,1.25,1.98,1.48,3.46,14,32,50,2.0,1.91,1.55,1.7
16,England Championship,2025-08-17,16:00:00,2,Hull City,Oxford United,2.6,2.05,4.75,1.5,2.5,3.4,1.3,10.0,1.06,0,0,2.1,3.3,3.6,1.08,7.5,1.42,2.8,2.2,1.68,2.1,1.67,1.8,1.25,1.22,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0,0.0
20,Uzbekistan Uzbekistan Super League,2025-08-17,16:00:00,19,Mash'al,Andijan,3.9,1.94,2.7,1.4,2.52,2.9,1.32,7.0,1.05,0,0,3.5,3.1,2.0,1.02,8.2,1.3,2.97,2.08,1.7,1.82,1.85,1.3,1.33,1.33,0.89,1.25,2.14,33,33,67,0.67,0.83,1.11,1.17
14,Russia FNL,2025-08-17,16:00:00,5,Volga Ulyanovsk,SKA Khabarovsk,4.44,1.93,2.57,1.47,2.5,3.38,1.3,8.6,1.01,0,0,3.58,3.17,2.05,1.02,7.8,1.33,2.82,2.28,1.65,1.89,1.81,1.28,1.33,1.34,1.21,1.15,2.36,75,25,100,0.0,0.25,2.0,2.0
13,Denmark Superliga,2025-08-17,16:00:00,5,Viborg,Silkeborg,2.65,2.2,3.4,1.3,3.2,2.25,1.55,5.2,1.12,0,0,2.1,3.7,3.2,1.03,12.0,1.2,4.33,1.63,2.25,1.52,2.52,1.65,1.22,1.35,0.98,1.37,2.35,25,25,25,1.5,1.5,0.0,0.75
12,Belgium Pro League,2025-08-17,16:00:00,4,Sint-Truiden,RAAL La Louvière,2.25,2.25,5.0,1.36,3.0,2.75,1.4,7.0,1.1,0,0,1.66,3.29,4.7,1.05,9.0,1.3,3.45,1.76,1.94,1.8,1.95,2.15,1.22,1.17,1.57,0.61,2.18,0,25,25,3.0,2.33,0.0,1.0
11,Sweden Damallsvenskan,2025-08-17,16:00:00,14,Malmö FF W,AIK Women,1.91,2.16,6.58,1.34,3.02,2.7,1.44,6.1,1.09,0,0,1.41,4.6,5.7,1.04,11.6,1.21,3.58,1.61,2.05,1.85,1.85,2.7,1.13,1.2,1.41,1.14,2.55,0,9,16,2.17,2.23,1.0,1.69
15,Iceland Úrvalsdeild,2025-08-17,16:00:00,19,Stjarnan,Vestri,2.0,2.5,4.9,1.23,3.6,2.2,1.62,4.55,1.17,0,0,1.56,4.1,4.7,1.01,10.0,1.14,5.0,1.5,2.41,1.5,2.3,2.43,1.15,1.21,1.69,0.96,2.65,22,35,64,2.11,1.56,1.0,1.44
21,UAE Arabian Gulf League,2025-08-17,16:05:00,1,Al Khaleej,Al Jazira,4.0,2.4,2.25,1.28,3.4,2.2,1.59,4.8,1.15,0,0,3.66,3.8,1.79,1.03,10.0,1.15,4.55,1.55,2.3,1.5,2.34,1.29,1.27,1.16,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
22,UAE Arabian Gulf League,2025-08-17,16:05:00,1,Ajman,Al Wahda,5.0,2.3,2.15,1.3,3.2,2.38,1.53,5.25,1.13,0,0,3.45,3.65,1.87,1.04,9.5,1.15,4.3,1.55,2.2,1.65,2.15,1.15,1.29,1.25,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
27,Sweden Allsvenskan,2025-08-17,16:30:00,20,Häcken,Öster,2.1,2.5,4.75,1.29,3.5,2.25,1.57,5.5,1.14,0,0,1.56,3.87,4.5,1.03,12.0,1.2,4.75,1.54,2.3,1.62,2.2,2.25,1.17,1.17,1.76,0.94,2.7,10,45,55,1.1,1.21,0.9,0.79
26,Azerbaijan Premyer Liqası,2025-08-17,16:30:00,1,Sabah,Qarabağ,5.1,2.12,2.29,1.36,2.85,2.62,1.38,6.0,1.09,0,0,4.25,3.5,1.7,1.01,9.45,1.23,3.5,1.85,1.85,1.75,1.95,1.2,1.3,1.3,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
28,Sweden Allsvenskan,2025-08-17,16:30:00,20,Hammarby,GAIS,2.6,2.25,4.0,1.36,3.0,2.63,1.44,7.0,1.1,0,0,1.93,3.55,3.13,1.05,10.0,1.28,3.7,1.8,1.9,1.75,2.0,1.8,1.25,1.28,2.18,1.69,3.87,25,25,50,2.5,2.21,1.7,1.68
24,Croatia Druga HNL,2025-08-17,16:30:00,1,Rudeš,Sesvete,2.66,2.0,4.0,1.43,2.57,3.05,1.32,8.2,1.05,0,0,2.0,3.1,3.6,1.04,7.6,1.36,2.88,2.15,1.57,1.95,1.75,1.75,1.28,1.28,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
23,Sweden Allsvenskan,2025-08-17,16:30:00,20,Mjällby,Djurgården,2.75,2.2,3.6,1.36,3.0,2.63,1.44,7.0,1.1,0,0,2.07,3.21,3.06,1.06,9.5,1.28,3.65,1.79,1.91,1.7,2.05,1.67,1.25,1.33,1.37,1.45,2.82,11,17,39,2.56,2.42,1.44,1.42
25,Portugal Liga NOS,2025-08-17,16:30:00,2,Rio Ave FC,CD Nacional,2.9,2.05,3.5,1.42,2.65,2.8,1.38,7.0,1.07,0,0,2.35,3.25,3.15,1.07,8.0,1.35,3.1,2.05,1.77,1.75,1.95,1.57,1.28,1.35,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
29,Netherlands Eredivisie,2025-08-17,16:45:00,2,Volendam,AZ,5.25,2.65,2.01,1.22,3.8,2.0,1.7,4.0,1.2,0,0,5.8,5.0,1.49,1.02,11.0,1.13,6.0,1.43,2.7,1.52,2.48,1.13,1.13,2.62,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0,3.0
30,Netherlands Eerste Divisie,2025-08-17,16:45:00,2,Willem II,Eindhoven,2.2,2.4,4.2,1.28,3.3,2.25,1.55,5.4,1.15,0,0,1.72,3.8,3.85,1.03,12.0,1.2,4.63,1.54,2.25,1.6,2.23,2.15,1.2,1.26,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0
43,Kazakhstan Kazakhstan Premier League,2025-08-17,17:00:00,21,Aktobe,Okzhetpes,2.05,2.2,6.0,1.41,2.69,3.04,1.33,7.0,1.02,0,0,1.63,3.56,4.9,1.0,9.1,1.36,3.1,1.94,1.76,2.05,1.7,2.45,1.22,1.25,1.51,1.19,2.7,10,22,42,1.78,1.74,1.5,1.45
52,Norway First Division,2025-08-17,17:00:00,19,Hødd,Skeid,2.6,2.2,3.9,1.32,2.95,2.65,1.42,6.6,1.1,0,0,1.99,3.45,3.25,1.0,10.0,1.22,3.7,1.82,1.88,1.72,2.0,1.7,1.28,1.3,1.08,0.98,2.06,17,29,70,1.63,1.22,0.67,0.56
51,Sweden Superettan,2025-08-17,17:00:00,19,Sandviken,Landskrona,2.75,2.2,3.3,1.3,3.2,2.4,1.5,5.25,1.09,0,0,2.12,3.3,2.9,1.05,10.0,1.22,4.33,1.65,2.1,1.5,2.35,1.62,1.22,1.38,1.78,1.59,3.37,12,47,60,1.44,1.33,1.38,1.44
50,Portugal Liga 3,2025-08-17,17:00:00,2,Paredes,Fafe,3.1,2.12,3.65,1.42,2.8,3.0,1.32,8.0,1.06,0,0,2.48,3.29,2.7,1.05,8.3,1.33,2.88,2.1,1.6,1.91,1.91,1.53,1.28,1.3,1.18,1.98,3.16,0,0,0,0.0,0.0,0.0,0.0
49,Norway Eliteserien,2025-08-17,17:00:00,18,KFUM,Molde,3.1,2.1,3.6,1.44,2.63,3.0,1.36,9.0,1.07,0,0,2.19,3.23,2.82,1.07,8.0,1.33,3.25,1.77,1.93,1.8,1.95,1.53,1.28,1.38,1.3,1.32,2.62,25,26,51,1.63,1.47,1.25,1.35
48,Kazakhstan Kazakhstan Premier League,2025-08-17,17:00:00,21,Zhetysu,Atyrau,3.1,1.94,3.6,1.47,2.4,3.25,1.3,7.9,1.04,0,0,2.12,3.14,3.23,1.04,6.75,1.4,2.62,2.35,1.52,1.93,1.75,1.57,1.3,1.33,1.22,0.86,2.08,11,6,33,1.33,1.1,0.44,0.5
47,Poland 1. Liga,2025-08-17,17:00:00,5,Tychy 71,Górnik Łęczna,2.4,2.07,3.9,1.37,2.9,2.72,1.4,6.0,1.08,0,0,1.8,3.47,3.62,1.02,10.0,1.29,3.4,1.81,1.89,1.75,2.0,1.85,1.26,1.3,0.85,1.06,1.91,25,75,100,1.5,1.75,0.5,0.5
46,FYR Macedonia First Football League,2025-08-17,17:00:00,2,Shkupi,Sileks,4.6,2.15,2.25,1.35,2.85,2.72,1.41,6.5,1.08,0,0,4.08,3.5,1.67,1.01,9.9,1.24,3.3,1.85,1.83,1.79,1.87,1.14,1.2,1.98,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0
45,Russia Russian Premier League,2025-08-17,17:00:00,5,Dinamo Moskva,CSKA Moskva,3.12,2.16,3.3,1.37,2.93,2.72,1.42,6.45,1.06,0,0,2.51,3.47,2.6,1.01,9.0,1.27,3.4,1.8,1.9,1.68,2.06,1.54,1.33,1.5,1.2,1.34,2.54,0,0,50,2.0,1.25,1.0,2.0
44,Spain La Liga,2025-08-17,17:00:00,1,Celta de Vigo,Getafe CF,2.38,2.05,6.0,1.5,2.5,3.5,1.29,11.0,1.05,0,0,1.73,3.5,5.25,1.09,7.0,1.48,2.65,2.38,1.57,2.25,1.57,2.05,1.25,1.15,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
42,Russia FNL,2025-08-17,17:00:00,5,Neftekhimik,KAMAZ,3.25,1.82,4.05,1.58,2.25,3.75,1.21,11.0,1.02,0,0,2.53,2.98,2.88,1.11,6.57,1.53,2.39,2.6,1.39,2.18,1.61,1.52,1.41,1.39,0.68,0.78,1.46,25,25,50,1.0,1.5,2.0,1.75
36,Austria Bundesliga,2025-08-17,17:00:00,3,Rapid Wien,Rheindorf Altach,2.2,2.25,5.5,1.36,3.0,2.75,1.4,7.0,1.1,0,0,1.51,3.75,5.2,1.0,9.3,1.26,3.32,1.86,1.84,1.95,1.8,2.3,1.25,1.15,1.82,1.56,3.38,0,0,0,3.0,3.0,3.0,3.0
40,Ukraine Ukrainian Premier League,2025-08-17,17:00:00,3,Polessya,LNZ Cherkasy,2.52,2.14,4.98,1.45,2.63,3.12,1.34,7.9,1.06,0,0,1.69,3.15,3.84,1.01,8.8,1.32,2.88,2.16,1.67,2.01,1.73,1.96,1.31,1.2,0.86,0.93,1.79,0,0,0,0.0,1.5,1.0,2.0
39,Norway Eliteserien,2025-08-17,17:00:00,18,Kristiansund,Sandefjord,3.4,2.5,2.63,1.25,3.75,2.2,1.62,5.0,1.17,0,0,2.92,3.47,2.04,1.01,17.0,1.17,5.0,1.48,2.54,1.44,2.63,1.35,1.22,1.7,1.18,1.32,2.5,25,19,51,1.0,1.12,0.38,1.59
38,Kazakhstan Kazakhstan Premier League,2025-08-17,17:00:00,21,Ordabasy,Tobol,3.06,1.95,3.6,1.48,2.45,3.2,1.3,8.5,1.04,0,0,3.13,3.13,2.17,1.09,7.0,1.42,2.75,2.25,1.57,1.91,1.83,1.5,1.3,1.35,1.45,1.47,2.92,6,17,38,1.6,1.47,2.0,2.11
37,Austria Bundesliga,2025-08-17,17:00:00,3,Wolfsberger AC,Blau-Weiß Linz,2.38,2.25,4.75,1.36,3.0,2.63,1.44,7.0,1.1,0,0,1.66,3.61,4.2,1.01,11.0,1.23,3.55,1.8,1.9,1.8,1.95,2.05,1.29,1.2,1.07,0.5,1.57,0,0,0,0.0,1.5,0.0,0.0
41,Faroe Islands Faroe Islands Premier League,2025-08-17,17:00:00,19,B68,Suduroy,2.25,2.48,3.75,1.25,3.6,2.2,1.63,4.75,1.15,0,0,1.45,4.7,5.7,1.01,15.0,1.1,4.75,1.47,2.5,1.45,2.4,1.95,1.14,1.25,1.39,1.16,2.55,22,28,56,1.44,1.0,0.67,0.67
35,Kazakhstan Kazakhstan Premier League,2025-08-17,17:00:00,21,Astana,Ulytau,1.56,2.68,9.6,1.22,3.8,2.0,1.67,4.33,1.18,0,0,1.19,6.2,10.0,1.02,14.5,1.13,5.2,1.57,2.15,2.1,1.65,4.4,1.07,1.09,1.93,0.84,2.77,22,11,44,2.22,2.22,0.7,0.72
34,Norway First Division,2025-08-17,17:00:00,19,Moss,Odd,2.78,2.43,3.05,1.28,3.1,2.4,1.5,4.9,1.12,0,0,2.34,3.41,2.63,1.03,11.5,1.17,4.0,1.65,2.1,1.55,2.3,1.55,1.27,1.25,1.34,1.25,2.59,6,56,62,2.0,1.17,0.44,1.22
33,Austria Bundesliga,2025-08-17,17:00:00,3,LASK Linz,Austria Wien,3.1,2.3,3.1,1.33,3.25,2.5,1.5,6.5,1.11,0,0,2.65,3.41,2.23,1.01,11.0,1.2,3.85,1.7,1.95,1.62,2.2,1.44,1.3,1.53,1.19,1.74,2.93,50,50,50,0.0,0.0,1.0,0.5
32,Norway Eliteserien,2025-08-17,17:00:00,18,HamKam,Bryne,2.88,2.2,3.5,1.36,3.0,2.75,1.4,7.0,1.1,0,0,2.15,3.23,2.9,1.05,9.0,1.3,3.45,1.79,1.91,1.7,2.05,1.55,1.25,1.4,1.19,0.99,2.18,25,32,76,1.13,1.0,0.63,1.12
31,Spain La Liga,2025-08-17,17:00:00,1,Celta de Vigo,Getafe CF,2.3,2.05,6.0,1.5,2.5,3.5,1.29,11.0,1.05,0,0,1.67,3.6,5.25,1.08,7.5,1.45,2.7,2.38,1.57,2.25,1.57,2.15,1.25,1.14,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
53,France Ligue 1,2025-08-17,17:15:00,1,Auxerre,Lorient,3.0,2.2,3.5,1.36,3.0,2.75,1.4,8.0,1.08,0,0,2.33,3.32,2.94,1.05,9.0,1.3,3.4,1.89,1.85,1.75,2.0,1.57,1.25,1.38,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
54,France Ligue 1,2025-08-17,17:15:00,1,Angers SCO,Paris,3.75,2.1,3.0,1.44,2.63,3.25,1.33,9.0,1.07,0,0,2.98,3.15,2.4,1.07,8.0,1.38,3.0,2.0,1.75,1.91,1.91,1.38,1.28,1.55,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
55,France Ligue 1,2025-08-17,17:15:00,1,Metz,Strasbourg,3.6,2.2,2.88,1.36,3.0,2.75,1.4,7.0,1.1,0,0,3.01,3.35,2.28,1.05,9.0,1.28,3.5,1.85,1.89,1.7,2.05,1.36,1.25,1.6,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
56,Uzbekistan Uzbekistan Super League,2025-08-17,17:15:00,19,Bunyodkor,Buxoro,2.38,2.1,4.5,1.4,2.6,2.8,1.36,7.0,1.07,0,0,1.74,3.35,4.0,1.01,8.4,1.34,3.0,2.0,1.65,1.9,1.75,1.97,1.3,1.21,1.47,1.15,2.62,33,22,56,1.44,1.72,0.56,0.78
57,Lithuania A Lyga,2025-08-17,17:25:00,25,Sūduva,Banga,2.25,2.0,5.6,1.48,2.56,3.1,1.29,9.0,1.05,0,0,1.68,3.31,4.9,1.02,7.0,1.4,2.81,2.17,1.62,2.12,1.67,2.01,1.27,1.25,1.25,0.86,2.11,5,23,36,1.82,1.7,1.09,1.22
58,Romania Liga I,2025-08-17,17:30:00,6,CFR Cluj,Botoşani,2.15,2.15,5.25,1.38,2.8,2.75,1.4,8.0,1.07,0,0,1.68,3.33,4.4,1.06,8.0,1.36,3.0,1.95,1.75,2.0,1.67,2.25,1.22,1.1,1.82,1.07,2.89,17,42,59,1.0,1.0,0.5,1.6
59,Hungary NB II,2025-08-17,17:30:00,4,Mezőkövesd-Zsóry,Szentlőrinc SE,2.4,2.11,4.58,1.4,2.79,2.8,1.36,6.5,1.08,0,0,1.75,3.55,4.0,1.0,9.0,1.33,3.14,1.91,1.73,1.8,1.85,1.85,1.22,1.22,1.24,0.92,2.16,0,0,50,3.0,2.33,1.0,0.67
60,Poland Ekstraklasa,2025-08-17,17:30:00,5,Pogoń Szczecin,Górnik Zabrze,2.52,2.3,3.6,1.35,3.1,2.3,1.55,5.5,1.12,0,0,1.89,3.65,3.14,1.01,8.5,1.17,4.2,1.68,2.2,1.62,2.35,1.75,1.22,1.29,1.44,1.79,3.23,50,25,75,1.0,1.0,1.5,1.5
61,England Premier League,2025-08-17,17:30:00,1,Manchester United,Arsenal,4.0,2.25,2.6,1.36,3.0,2.63,1.44,7.0,1.1,0,0,3.45,3.5,2.1,1.05,9.5,1.28,3.65,1.88,1.92,1.7,2.05,1.28,1.25,1.77,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
62,Bosnia and Herzegovina Premier League of Bosnia,2025-08-17,17:30:00,4,Sloga Doboj,Borac Banja Luka,4.33,2.2,2.38,1.36,3.0,2.75,1.4,6.5,1.1,0,0,9.6,4.8,1.27,1.04,11.0,1.2,3.68,1.76,1.94,1.83,1.83,1.09,1.2,2.35,1.04,1.1,2.14,25,50,100,3.0,3.0,1.0,2.0
63,Poland Ekstraklasa,2025-08-17,17:30:00,5,Radomiak Radom,Jagiellonia Białystok,3.0,2.37,3.36,1.32,3.26,2.43,1.48,5.8,1.07,0,0,2.45,3.27,2.46,1.02,9.5,1.22,3.88,1.76,1.94,1.55,2.25,1.5,1.25,1.26,1.35,1.72,3.07,0,50,71,1.75,1.75,2.0,2.0
64,Hungary NB II,2025-08-17,17:30:00,4,Karcag SE,Vasas,5.09,2.4,2.11,1.28,3.4,2.25,1.57,4.9,1.12,0,0,4.1,3.6,1.73,1.0,12.0,1.18,4.33,1.53,2.25,1.63,2.1,1.23,1.21,1.22,1.44,1.21,2.65,50,50,100,3.0,1.33,3.0,2.0
65,Hungary NB I,2025-08-17,17:45:00,4,Győri ETO,MTK,2.5,2.62,3.4,1.22,3.7,2.1,1.7,4.8,1.13,0,0,2.75,3.75,2.22,1.02,17.0,1.09,5.24,1.5,2.43,1.4,2.6,1.75,1.23,1.22,2.38,2.3,4.68,0,50,50,1.0,1.0,0.0,1.33
66,Hungary NB I,2025-08-17,17:45:00,15,MTK,Győri ETO,2.98,2.5,3.0,1.27,3.56,2.17,1.64,4.8,1.18,0,0,2.17,3.66,2.73,1.03,17.0,1.13,5.2,1.44,2.59,1.41,2.6,1.48,0.0,1.24,1.55,1.77,3.32,25,25,75,2.0,1.33,1.0,1.0
80,Portugal Campeonato de Portugal Group B,2025-08-17,18:00:00,2,Vila Real,Cinfães,3.3,2.0,3.2,1.44,2.55,3.0,1.33,8.0,1.05,0,0,2.55,3.1,2.48,1.05,8.0,1.33,2.85,2.05,1.61,1.83,1.85,1.46,1.27,1.27,0.78,0.91,1.69,0,0,0,3.0,3.0,0.0,0.0
78,Russia FNL,2025-08-17,18:00:00,5,FK Chernomorets Novorossiysk,Fakel,3.44,1.95,2.99,1.47,2.5,3.34,1.28,9.3,1.0,0,0,3.02,3.15,2.35,1.02,7.8,1.37,2.67,2.33,1.58,2.03,1.73,1.34,1.33,1.33,0.86,0.96,1.82,0,25,75,0.0,0.5,3.0,3.0
77,Lithuania A Lyga,2025-08-17,18:00:00,25,Džiugas Telšiai,Kauno Žalgiris,5.82,2.15,2.23,1.42,2.6,2.88,1.41,8.5,1.05,0,0,5.6,2.98,1.7,1.06,7.5,1.36,2.85,1.9,1.8,2.05,1.68,1.12,1.24,1.3,1.41,1.59,3.0,9,18,39,0.83,1.42,2.45,2.33
76,Turkey 1. Lig,2025-08-17,18:00:00,2,Van BB,Erokspor,3.0,2.2,3.4,1.36,3.0,2.63,1.44,7.0,1.1,0,0,2.42,3.26,2.72,1.01,11.0,1.22,3.8,1.81,1.9,1.67,2.1,1.55,1.33,1.4,0.0,0.0,0.0,0,0,0,0.0,3.0,0.0,1.0
75,Turkey Süper Lig,2025-08-17,18:00:00,2,Gençlerbirliği,Antalyaspor,3.2,2.05,3.2,1.4,2.7,2.8,1.38,7.0,1.07,0,0,2.72,3.19,2.71,1.07,8.0,1.35,3.1,1.98,1.73,1.77,1.95,1.45,1.3,1.45,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0
74,Portugal Campeonato de Portugal Group B,2025-08-17,18:00:00,2,Leça,Florgrade,1.82,2.3,7.25,1.33,2.92,2.72,1.38,6.0,1.09,0,0,1.24,4.7,9.6,1.02,10.0,1.23,3.4,1.8,1.83,2.3,1.55,3.24,1.11,1.17,2.02,1.6,3.62,0,0,50,0.0,0.0,0.0,0.0
79,Lithuania A Lyga,2025-08-17,18:00:00,25,Hegelmann Litauen,Panevėžys,2.3,2.2,4.4,1.32,2.9,2.6,1.44,6.0,1.1,0,0,1.88,3.47,3.56,1.02,10.0,1.25,3.5,1.82,1.88,1.75,1.96,2.0,1.26,1.22,1.53,1.15,2.68,18,31,62,2.25,2.0,1.36,1.35
72,Turkey 1. Lig,2025-08-17,18:00:00,2,Sivasspor,BB Bodrumspor,3.25,2.2,3.1,1.36,3.0,2.75,1.4,7.0,1.1,0,0,2.61,3.35,2.45,1.01,11.0,1.22,3.8,1.84,1.87,1.73,2.0,1.4,1.33,1.53,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0
