,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,CHILE - LIGA DE PRIMERA,2025-03-29,00:30,Nublense,Deportes Iquique, ROUND 6,2.0,3.4,3.6,1.36,3.0,2.63,1.44,1.04,12.0,1.22,4.0,1.8,2.0,1.67,2.1
2,PARAGUAY - COPA DE PRIMERA,2025-03-29,00:30,Cerro Porteno,Atl. Tembetary, APERTURA,1.67,3.7,5.0,1.4,2.75,3.0,1.36,1.05,11.0,1.29,3.5,1.95,1.85,1.83,1.83
3,BOLIVIA - DIVISION PROFESIONAL,2025-03-29,01:00,Bolivar,Real Oruro, ROUND 1,1.17,6.5,12.0,1.14,5.5,1.67,2.1,1.01,29.0,1.05,11.0,1.22,4.2,1.62,2.2
4,ECUADOR - LIGA PRO,2025-03-29,01:00,Barcelona SC,Delfin, ROUND 6,1.42,4.2,7.5,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.5,1.9,1.9,2.1,1.67
5,USA - USL CHAMPIONSHIP,2025-03-29,01:00,FC Tulsa,Sacramento Republic,-,2.75,3.1,2.3,1.48,2.45,3.3,1.29,1.08,7.5,1.42,2.7,2.2,1.57,1.93,1.77
6,VENEZUELA - LIGA FUTVE,2025-03-29,01:00,Carabobo,Rayo Zuliano, APERTURA,1.53,3.4,6.0,1.5,2.5,3.3,1.29,1.08,6.5,1.42,2.55,2.35,1.5,2.4,1.5
7,ARGENTINA - TORNEO BETANO,2025-03-29,01:30,Platense,Atl. Tucuman, APERTURA,1.9,3.1,4.75,1.67,2.1,4.33,1.2,1.13,6.0,1.62,2.2,2.88,1.4,2.63,1.44
8,ARGENTINA - TORNEO BETANO,2025-03-29,01:30,Velez Sarsfield,Dep. Riestra, APERTURA,1.9,3.2,4.75,1.62,2.2,4.0,1.22,1.11,6.5,1.57,2.25,2.88,1.4,2.5,1.5
9,COLOMBIA - PRIMERA A,2025-03-29,01:30,Bucaramanga,Atl. Nacional, APERTURA,2.6,3.0,2.9,1.57,2.25,3.75,1.25,1.1,7.0,1.5,2.5,2.6,1.48,2.1,1.67
10,MEXICO - LIGA MX,2025-03-29,02:00,Necaxa,Queretaro, CLAUSURA,1.5,4.33,6.0,1.33,3.25,2.63,1.44,1.03,15.0,1.22,4.0,1.7,2.1,1.8,1.95
11,PERU - LIGA 1,2025-03-29,02:00,U. de Deportes,Sport Huancayo, APERTURA,1.27,4.75,12.0,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.5,1.98,1.88,2.63,1.44
12,MEXICO - LIGA MX,2025-03-29,04:00,Mazatlan FC,Atlas, CLAUSURA,2.63,3.0,2.88,1.5,2.5,3.5,1.29,1.08,8.0,1.4,2.75,2.25,1.62,1.95,1.8
13,AUSTRALIA - A-LEAGUE,2025-03-29,05:00,Wellington Phoenix,WS Wanderers, ROUND 24,4.33,4.33,1.65,1.25,3.75,2.2,1.62,1.02,19.0,1.14,5.5,1.5,2.63,1.53,2.38
14,JAPAN - J1 LEAGUE,2025-03-29,05:00,Okayama,Yokohama F. Marinos, ROUND 7,2.8,3.25,2.55,1.44,2.63,3.25,1.33,1.06,10.0,1.33,3.25,2.05,1.75,1.8,1.95
15,JAPAN - J1 LEAGUE,2025-03-29,05:00,Shimizu S-Pulse,Shonan Bellmare, ROUND 7,2.55,3.3,2.75,1.44,2.63,3.4,1.3,1.07,9.0,1.36,3.0,2.15,1.67,1.91,1.91
16,JAPAN - J1 LEAGUE,2025-03-29,06:00,Albirex Niigata,Gamba Osaka, ROUND 7,2.5,3.3,2.8,1.5,2.5,3.5,1.29,1.08,8.0,1.4,2.75,2.3,1.6,2.0,1.75
17,JAPAN - J1 LEAGUE,2025-03-29,06:00,Kashiwa Reysol,Verdy, ROUND 7,2.05,3.25,3.75,1.53,2.38,3.5,1.29,1.08,7.5,1.44,2.63,2.35,1.57,2.05,1.7
18,JAPAN - J1 LEAGUE,2025-03-29,06:00,Kyoto,Sanfrecce Hiroshima, ROUND 7,3.8,3.5,1.91,1.44,2.63,3.25,1.33,1.06,10.0,1.33,3.25,2.05,1.75,1.95,1.8
19,JAPAN - J1 LEAGUE,2025-03-29,06:00,Nagoya Grampus,Yokohama FC, ROUND 7,2.63,2.88,3.1,1.67,2.1,4.33,1.2,1.14,5.5,1.62,2.2,3.1,1.36,2.38,1.53
20,JAPAN - J2 LEAGUE,2025-03-29,06:00,Hokkaido Consadole Sapporo,Kofu, ROUND 7,1.91,3.6,3.8,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.5,1.95,1.9,1.73,2.0
21,SOUTH KOREA - K LEAGUE 1,2025-03-29,06:00,Seoul,Daegu, ROUND 6,1.8,3.6,4.33,1.44,2.63,3.0,1.36,1.06,10.0,1.33,3.25,2.05,1.75,1.83,1.83
22,SOUTH KOREA - K LEAGUE 2,2025-03-29,06:00,Ansan Greeners,Hwaseong, ROUND 5,3.0,3.25,2.25,1.44,2.63,3.25,1.33,1.06,10.0,1.33,3.25,2.1,1.7,1.83,1.83
23,SOUTH KOREA - K LEAGUE 2,2025-03-29,06:00,Suwon Bluewings,Jeonnam, ROUND 5,1.95,3.4,3.25,1.4,2.75,3.0,1.36,1.05,11.0,1.3,3.4,1.98,1.83,1.83,1.83
24,AUSTRALIA - A-LEAGUE,2025-03-29,07:00,Sydney FC,Melbourne City, ROUND 24,2.55,3.4,2.75,1.3,3.4,2.38,1.53,1.03,15.0,1.17,5.0,1.62,2.3,1.5,2.5
25,JAPAN - J1 LEAGUE,2025-03-29,07:00,Avispa Fukuoka,Machida, ROUND 7,3.0,2.9,2.63,1.73,2.08,4.5,1.18,1.14,5.5,1.67,2.1,3.4,1.33,2.5,1.5
26,JAPAN - J1 LEAGUE,2025-03-29,07:00,Kashima Antlers,Vissel Kobe, ROUND 7,3.5,3.1,2.2,1.44,2.63,3.25,1.33,1.07,9.0,1.36,3.0,2.15,1.67,1.91,1.91
27,CHINA - SUPER LEAGUE,2025-03-29,08:30,Dalian Yingbo,Changchun Yatai, ROUND 3,2.4,3.4,2.8,1.4,2.75,3.0,1.36,1.05,11.0,1.29,3.5,1.98,1.88,1.75,2.0
28,CHINA - SUPER LEAGUE,2025-03-29,08:30,Tianjin Jinmen Tiger,Qingdao Hainiu, ROUND 3,1.6,3.7,6.0,1.4,2.75,3.0,1.36,1.06,9.5,1.29,3.5,2.0,1.85,1.95,1.8
29,SOUTH KOREA - K LEAGUE 1,2025-03-29,08:30,Daejeon,Gwangju FC, ROUND 6,2.35,2.8,3.1,1.5,2.5,3.5,1.29,1.08,8.0,1.4,2.75,2.3,1.6,1.91,1.8
30,SOUTH KOREA - K LEAGUE 1,2025-03-29,08:30,Pohang,Ulsan HD, ROUND 6,3.3,3.25,2.0,1.44,2.63,3.25,1.33,1.06,10.0,1.33,3.25,2.1,1.7,1.83,1.83
31,SOUTH KOREA - K LEAGUE 2,2025-03-29,08:30,Gyeongnam,Cheongju, ROUND 5,2.2,3.0,3.1,1.44,2.63,3.25,1.33,1.07,9.0,1.33,3.25,2.08,1.73,1.83,1.83
32,SOUTH KOREA - K LEAGUE 2,2025-03-29,08:30,Incheon,Busan, ROUND 5,2.05,2.9,3.75,1.5,2.5,3.4,1.3,1.08,8.0,1.36,3.0,2.2,1.65,1.83,1.83
33,JAPAN - J1 LEAGUE,2025-03-29,09:00,FC Tokyo,Kawasaki Frontale, ROUND 7,3.6,3.6,2.0,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.5,1.93,1.93,1.75,2.0
34,AUSTRALIA - A-LEAGUE,2025-03-29,09:35,Melbourne Victory,Adelaide United, ROUND 24,2.2,3.9,2.9,1.22,4.0,2.1,1.67,1.02,19.0,1.14,5.5,1.44,2.75,1.4,2.75
35,CHINA - SUPER LEAGUE,2025-03-29,11:00,Henan Songshan Longmen,Shanghai Shenhua, ROUND 3,3.6,3.4,2.05,1.36,3.0,2.75,1.4,1.05,11.0,1.25,3.75,1.9,1.95,1.7,2.05
36,KAZAKHSTAN - PREMIER LEAGUE,2025-03-29,11:00,Kaisar Kyzylorda,Okzhetpes, ROUND 3,2.3,3.0,2.95,1.48,2.5,3.1,1.3,1.06,6.5,1.4,2.65,2.15,1.6,1.93,1.77
37,BULGARIA - PARVA LIGA,2025-03-29,11:15,CSKA 1948 Sofia,Krumovgrad, ROUND 26,1.5,4.1,6.25,1.44,2.63,3.25,1.33,1.06,10.0,1.36,3.0,2.1,1.7,2.25,1.57
38,ESTONIA - MEISTRILIIGA,2025-03-29,11:30,Tammeka,Parnu JK Vaprus, ROUND 4,1.55,3.9,4.75,1.33,3.1,2.45,1.48,1.03,8.5,1.22,3.7,1.7,2.0,1.73,2.0
39,TURKEY - SUPER LIG,2025-03-29,11:30,Sivasspor,Adana Demirspor, ROUND 29,1.25,6.0,8.5,1.22,4.0,2.0,1.73,1.02,21.0,1.11,6.5,1.4,2.88,1.8,1.91
40,TURKEY - 1. LIG,2025-03-29,11:30,Keciorengucu,Amedspor, ROUND 31,2.2,3.2,2.88,1.44,2.63,3.25,1.33,1.07,9.0,1.36,3.0,2.15,1.67,1.83,1.83
41,TURKEY - 1. LIG,2025-03-29,11:30,Yeni Malatyaspor,Karagumruk, ROUND 31,21.0,13.0,1.02,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
