,League,Date,Time,Round,Home,Away,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_BTTS_Yes,HT_Odd_BTTS_No,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Lay_Home,FT_Odd_Lay_Draw,FT_Odd_Lay_Away,Pre_Match_Home_Expected_Goals,Pre_Match_Away_Expected_Goals,Pre_Match_Total_Expected_Goals,BTTS_First_Half_Potential,BTTS_Second_Half_Potential,BTTS_Potential,Pre_Match_Home_Points_per_Game,Pre_Match_Home_Overall_Points_per_Game,Pre_Match_Away_Points_per_Game,Pre_Match_Away_Overall_Points_per_Game
0,Brazil Serie C,2025-06-30,00:00:00,0,Tombense,Náutico,2.73,1.87,4.1,1.5,2.38,3.3,1.25,9.75,1.03,0.0,0.0,2.03,3.1,3.75,1.08,8.5,1.36,2.5,2.49,1.47,2.07,1.72,1.62,1.33,1.3,1.47,1.32,2.79,25.0,0.0,50.0,2.0,1.22,1.0,1.33
1,Brazil Serie C,2025-06-30,00:00:00,0,Caxias,Ituano,2.77,2.0,4.73,1.5,2.33,3.42,1.28,9.2,1.03,0.0,0.0,1.95,3.35,4.0,1.04,6.5,1.4,2.65,2.28,1.52,2.05,1.73,1.72,1.29,1.3,1.36,1.27,2.63,25.0,25.0,50.0,3.0,2.0,1.75,1.44
2,Brazil Serie B,2025-06-30,00:00:00,0,Chapecoense,Goiás,3.2,1.65,4.0,1.53,2.31,3.6,1.25,7.5,1.0,0.0,0.0,2.6,2.88,2.96,1.1,6.15,1.53,2.3,2.6,1.45,2.17,1.58,1.44,1.37,1.3,1.57,1.35,2.92,17.0,34.0,50.0,2.5,1.46,1.67,2.0
3,USA MLS,2025-06-30,00:00:00,0,Columbus Crew,Philadelphia Union,2.5,2.38,3.75,1.3,3.4,2.5,1.5,6.0,1.13,0.0,0.0,1.87,3.3,3.53,1.04,10.0,1.22,4.2,1.65,2.1,1.57,2.25,1.85,1.22,1.25,1.88,1.61,3.49,29.0,26.0,59.0,1.91,1.74,2.11,2.11
4,Brazil Serie B,2025-06-30,00:00:00,0,Novorizontino,Amazonas,2.08,1.9,6.4,1.52,2.34,3.45,1.26,8.7,1.01,0.0,0.0,1.54,3.8,6.73,1.05,6.0,1.5,2.4,2.55,1.44,2.5,1.5,2.2,1.28,1.22,1.83,1.16,2.99,31.0,23.0,54.0,2.43,1.92,0.17,1.0
5,China Chinese Super League,2025-06-30,13:00:00,16,Henan Jianye,Shandong Luneng,3.0,2.5,2.88,1.22,4.0,2.1,1.67,4.5,1.18,0.0,0.0,2.67,3.83,2.16,1.01,17.0,1.06,6.15,1.43,2.62,1.4,2.75,1.5,1.24,1.54,1.68,2.04,3.72,29.0,43.0,70.0,1.0,1.0,1.6,1.6
6,China Chinese Super League,2025-06-30,13:35:00,16,Beijing Guoan,Yunnan Yukun,1.8,2.75,6.5,1.22,4.0,2.1,1.67,4.5,1.18,0.0,0.0,1.35,5.0,6.3,1.01,23.0,1.1,5.1,1.4,2.73,1.67,2.1,2.86,1.17,1.09,1.65,1.46,3.11,14.0,20.0,60.0,2.33,2.33,1.33,1.33
7,China Chinese Super League,2025-06-30,13:35:00,16,Dalian Zhixing,Zhejiang FC,3.1,2.3,3.1,1.33,3.25,2.5,1.5,6.5,1.11,0.0,0.0,2.45,3.45,2.48,1.01,11.0,1.18,3.9,1.7,1.95,1.62,2.2,1.49,1.28,1.5,1.49,1.46,2.95,7.0,26.0,57.0,1.13,1.13,1.33,1.33
8,China Chinese Super League,2025-06-30,14:00:00,16,Sichuan Jiuniu,Shanghai SIPG,3.75,2.3,2.63,1.33,3.25,2.5,1.5,6.0,1.13,0.0,0.0,3.25,3.9,1.95,1.01,13.0,1.15,4.25,1.7,2.1,1.67,2.1,1.33,1.26,1.73,1.17,1.87,3.04,30.0,47.0,67.0,0.93,0.93,2.07,2.07
9,Uzbekistan Uzbekistan Super League,2025-06-30,17:00:00,0,AGMK,Termez Surkhon,2.1,2.25,5.5,1.36,2.9,2.62,1.42,6.0,1.09,0.0,0.0,1.54,3.6,5.4,1.01,10.0,1.29,3.4,1.84,1.92,1.91,1.8,2.38,0.0,1.25,1.57,1.53,3.1,22.0,22.0,50.0,2.14,1.85,0.14,1.08
10,Norway Eliteserien,2025-06-30,19:00:00,11,Brann,Sandefjord,1.95,2.63,5.0,1.22,4.0,2.1,1.67,4.5,1.18,0.0,0.0,1.46,4.2,5.0,1.01,17.0,1.13,5.75,1.41,2.78,1.53,2.38,2.4,1.19,1.16,1.99,1.68,3.67,35.0,35.0,76.0,2.0,1.92,0.6,1.8
11,Sweden Allsvenskan,2025-06-30,19:00:00,13,Mjällby,Malmö FF,3.25,2.2,3.2,1.36,3.0,2.75,1.4,8.0,1.08,0.0,0.0,2.56,3.13,2.44,1.06,9.0,1.33,3.4,1.88,1.82,1.7,2.05,1.44,1.31,1.49,1.34,1.44,2.78,17.0,25.0,42.0,2.67,2.31,1.33,1.69
12,Sweden Allsvenskan,2025-06-30,19:00:00,13,Djurgården,Norrköping,2.25,2.4,4.75,1.3,3.4,2.38,1.53,6.0,1.13,0.0,0.0,1.65,3.7,4.1,1.04,11.0,1.22,4.33,1.65,2.05,1.67,2.1,2.0,1.25,1.21,1.58,1.18,2.76,29.0,29.0,65.0,1.0,1.25,1.4,1.17
13,Brazil Serie C,2025-06-30,21:00:00,0,Floresta,Brusque,3.62,1.83,4.0,1.65,2.1,4.0,1.21,12.5,1.03,0.0,0.0,2.65,2.66,2.88,1.14,6.25,1.58,2.11,2.3,1.5,2.25,1.55,1.48,1.43,1.32,1.52,1.73,3.25,13.0,13.0,25.0,1.75,1.33,1.25,1.67
