,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
32,ENGLAND - CHAMPIONSHIP,2025-04-18,16:00,Bristol City,Sunderland, ROUND 43,2.3,3.5,2.9,1.44,2.63,3.25,1.33,1.06,10.0,1.36,3.2,2.1,1.73,1.83,1.83
33,ENGLAND - CHAMPIONSHIP,2025-04-18,16:00,Coventry,West Brom, ROUND 43,2.15,3.6,3.1,1.4,2.75,3.0,1.36,1.05,11.0,1.3,3.5,1.98,1.88,1.73,2.0
34,ENGLAND - CHAMPIONSHIP,2025-04-18,16:00,Middlesbrough,Plymouth, ROUND 43,1.4,5.0,6.5,1.29,3.5,2.38,1.53,1.03,15.0,1.2,4.5,1.57,2.38,1.8,1.91
35,ENGLAND - CHAMPIONSHIP,2025-04-18,16:00,Norwich,Portsmouth, ROUND 43,1.8,3.75,4.2,1.36,3.0,2.75,1.4,1.05,11.0,1.25,4.0,1.85,2.0,1.73,2.0
36,ENGLAND - CHAMPIONSHIP,2025-04-18,16:00,Preston,QPR, ROUND 43,2.25,3.1,3.4,1.53,2.38,3.75,1.25,1.1,7.0,1.5,2.63,2.5,1.53,2.1,1.67
37,ENGLAND - CHAMPIONSHIP,2025-04-18,16:00,Stoke,Sheffield Wed, ROUND 43,2.2,3.3,3.25,1.44,2.63,3.25,1.33,1.07,9.0,1.33,3.4,2.1,1.73,1.83,1.83
38,ENGLAND - CHAMPIONSHIP,2025-04-18,16:00,Swansea,Hull, ROUND 43,2.35,3.3,3.0,1.5,2.5,3.4,1.3,1.07,9.0,1.4,3.0,2.2,1.67,1.91,1.8
39,ENGLAND - CHAMPIONSHIP,2025-04-18,16:00,Watford,Burnley, ROUND 43,4.75,3.4,1.8,1.5,2.5,3.5,1.29,1.08,8.0,1.44,2.75,2.3,1.62,2.1,1.67
40,ENGLAND - LEAGUE ONE,2025-04-18,16:00,Birmingham,Crawley, ROUND 43,1.33,4.75,9.5,1.29,3.5,2.25,1.57,1.03,17.0,1.14,5.5,1.53,2.4,1.91,1.91
41,ENGLAND - LEAGUE ONE,2025-04-18,16:00,Bolton,Wycombe, ROUND 43,2.6,3.2,2.7,1.44,2.63,3.25,1.33,1.06,10.0,1.33,3.25,2.05,1.75,1.8,1.95
42,ENGLAND - LEAGUE ONE,2025-04-18,16:00,Charlton,Northampton, ROUND 43,1.6,3.9,5.25,1.4,2.75,3.0,1.36,1.06,10.0,1.3,3.4,2.03,1.83,2.0,1.75
43,ENGLAND - LEAGUE ONE,2025-04-18,16:00,Huddersfield,Cambridge Utd, ROUND 43,1.6,3.7,5.5,1.4,2.75,2.75,1.4,1.06,10.0,1.29,3.5,1.93,1.93,1.91,1.91
44,ENGLAND - LEAGUE ONE,2025-04-18,16:00,Leyton Orient,Barnsley, ROUND 43,1.67,3.7,4.75,1.3,3.4,2.5,1.5,1.03,15.0,1.2,4.33,1.67,2.15,1.67,2.1
45,ENGLAND - LEAGUE ONE,2025-04-18,16:00,Peterborough,Stockport County, ROUND 43,3.3,3.5,2.05,1.36,3.0,2.63,1.44,1.04,13.0,1.22,4.0,1.75,2.05,1.67,2.1
46,ENGLAND - LEAGUE ONE,2025-04-18,16:00,Reading,Lincoln, ROUND 43,2.2,3.5,3.0,1.44,2.63,3.0,1.36,1.05,11.0,1.33,3.25,2.05,1.8,1.8,1.95
47,ENGLAND - LEAGUE ONE,2025-04-18,16:00,Rotherham,Mansfield, ROUND 43,2.4,3.3,2.8,1.4,2.75,3.0,1.36,1.05,11.0,1.29,3.5,1.98,1.88,1.7,2.05
48,ENGLAND - LEAGUE ONE,2025-04-18,16:00,Shrewsbury,Wigan, ROUND 43,3.6,3.25,2.05,1.62,2.2,4.0,1.22,1.1,7.0,1.53,2.38,2.6,1.48,2.25,1.57
49,ENGLAND - LEAGUE ONE,2025-04-18,16:00,Stevenage,Blackpool, ROUND 43,2.88,3.0,2.55,1.44,2.63,3.4,1.3,1.07,9.0,1.36,3.0,2.15,1.67,1.91,1.91
50,ENGLAND - LEAGUE ONE,2025-04-18,16:00,Wrexham,Bristol Rovers, ROUND 43,1.42,5.0,5.75,1.4,2.75,3.0,1.36,1.04,13.0,1.3,3.4,1.95,1.9,2.25,1.57
51,ENGLAND - LEAGUE TWO,2025-04-18,16:00,AFC Wimbledon,Chesterfield, ROUND 43,2.2,3.4,3.1,1.44,2.63,3.25,1.33,1.06,10.0,1.33,3.25,2.1,1.7,1.83,1.83
52,ENGLAND - LEAGUE TWO,2025-04-18,16:00,Bromley,Morecambe, ROUND 43,1.9,3.5,3.8,1.36,3.0,2.75,1.4,1.05,11.0,1.25,3.75,1.88,1.98,1.73,2.0
53,ENGLAND - LEAGUE TWO,2025-04-18,16:00,Carlisle,Port Vale, ROUND 43,3.4,3.4,2.05,1.4,2.75,3.0,1.36,1.06,10.0,1.3,3.4,2.05,1.8,1.8,1.91
54,ENGLAND - LEAGUE TWO,2025-04-18,16:00,Cheltenham,Gillingham, ROUND 43,2.7,3.2,2.6,1.5,2.5,3.4,1.3,1.07,9.0,1.36,3.0,2.2,1.65,1.83,1.83
55,ENGLAND - LEAGUE TWO,2025-04-18,16:00,Colchester,Crewe, ROUND 43,2.05,3.4,3.4,1.5,2.5,3.4,1.3,1.07,8.5,1.4,2.75,2.2,1.65,2.0,1.73
56,ENGLAND - LEAGUE TWO,2025-04-18,16:00,Fleetwood,Barrow, ROUND 43,2.25,3.25,3.1,1.44,2.63,3.25,1.33,1.07,8.5,1.36,3.0,2.1,1.7,1.83,1.83
57,ENGLAND - LEAGUE TWO,2025-04-18,16:00,Grimsby,Swindon, ROUND 43,1.83,3.4,4.33,1.36,3.0,2.75,1.4,1.05,11.0,1.25,3.75,1.83,2.03,1.73,2.0
58,ENGLAND - LEAGUE TWO,2025-04-18,16:00,MK Dons,Newport, ROUND 43,1.53,4.5,5.0,1.3,3.4,2.38,1.53,1.03,15.0,1.18,4.5,1.6,2.3,1.73,2.0
59,ENGLAND - LEAGUE TWO,2025-04-18,16:00,Salford,Accrington, ROUND 43,1.8,3.4,4.5,1.44,2.63,3.25,1.33,1.06,10.0,1.33,3.25,2.08,1.73,1.91,1.8
60,ENGLAND - LEAGUE TWO,2025-04-18,16:00,Tranmere,Doncaster, ROUND 43,3.6,3.4,2.0,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.5,1.93,1.93,1.73,2.0
61,ENGLAND - LEAGUE TWO,2025-04-18,16:00,Walsall,Harrogate, ROUND 43,1.5,3.9,6.5,1.4,2.75,3.0,1.36,1.05,11.0,1.29,3.5,1.98,1.88,2.0,1.73
62,ENGLAND - NATIONAL LEAGUE,2025-04-18,16:00,AFC Fylde,FC Halifax, ROUND 43,3.0,3.3,2.2,1.44,2.63,3.25,1.33,1.06,9.5,1.33,3.25,2.05,1.75,1.8,1.95
63,ENGLAND - NATIONAL LEAGUE,2025-04-18,16:00,Aldershot,Sutton, ROUND 43,2.3,3.2,2.9,1.4,2.75,2.75,1.4,1.06,10.0,1.29,3.5,1.93,1.88,1.7,2.05
64,ENGLAND - NATIONAL LEAGUE,2025-04-18,16:00,Altrincham,Rochdale, ROUND 43,2.7,3.5,2.3,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.5,1.9,1.9,1.75,2.0
65,ENGLAND - NATIONAL LEAGUE,2025-04-18,16:00,Boston Utd,Wealdstone, ROUND 43,2.1,3.3,3.25,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.5,1.9,1.9,1.7,2.05
66,ENGLAND - NATIONAL LEAGUE,2025-04-18,16:00,Dag & Red,Ebbsfleet, ROUND 43,1.53,4.0,5.5,1.36,3.0,2.75,1.4,1.05,11.0,1.25,3.75,1.83,1.98,1.95,1.8
67,ENGLAND - NATIONAL LEAGUE,2025-04-18,16:00,Maidenhead,Woking, ROUND 43,2.25,3.3,2.88,1.44,2.63,3.0,1.36,1.06,10.0,1.3,3.4,2.03,1.78,1.8,1.95
68,ENGLAND - NATIONAL LEAGUE,2025-04-18,16:00,Oldham,Hartlepool, ROUND 43,2.05,3.5,3.2,1.44,2.63,3.0,1.36,1.06,10.0,1.33,3.25,2.03,1.78,1.91,1.91
69,ENGLAND - NATIONAL LEAGUE,2025-04-18,16:00,Southend,Braintree, ROUND 43,1.73,3.6,4.33,1.4,2.75,3.0,1.36,1.06,10.0,1.29,3.5,1.95,1.85,1.91,1.91
70,ENGLAND - NATIONAL LEAGUE,2025-04-18,16:00,Tamworth,Solihull Moors, ROUND 43,1.85,3.6,3.6,1.36,3.0,2.75,1.4,1.04,12.0,1.25,3.75,1.85,1.95,1.75,2.0
71,ENGLAND - NATIONAL LEAGUE,2025-04-18,16:00,Yeovil,Forest Green, ROUND 43,2.9,3.3,2.25,1.53,2.38,3.5,1.29,1.08,7.5,1.44,2.63,2.35,1.57,2.05,1.7
72,ESTONIA - MEISTRILIIGA,2025-04-18,16:00,Kuressaare,Parnu JK Vaprus, ROUND 8,2.7,3.3,2.4,1.36,2.9,2.75,1.4,1.02,10.0,1.29,3.4,1.8,1.91,1.65,2.1
73,LATVIA - VIRSLIGA,2025-04-18,16:00,Auda,Tukums 2000, ROUND 8,1.15,6.5,13.0,1.25,3.6,2.2,1.62,1.01,11.0,1.2,4.33,1.53,2.38,2.3,1.55
74,ROMANIA - SUPERLIGA,2025-04-18,16:00,Otelul,Unirea Slobozia, RELEGATION GROUP,1.75,3.1,5.0,1.57,2.25,3.75,1.25,1.1,7.0,1.5,2.5,2.5,1.5,2.25,1.57
75,PORTUGAL - LIGA PORTUGAL,2025-04-18,16:30,Rio Ave,Santa Clara, ROUND 30,2.88,2.9,2.7,1.53,2.38,3.75,1.25,1.1,7.0,1.44,2.63,2.4,1.53,2.0,1.75
76,PORTUGAL - LIGA PORTUGAL,2025-04-18,16:30,SC Farense,Boavista, ROUND 30,1.8,3.4,4.75,1.44,2.63,3.25,1.33,1.07,9.0,1.36,3.0,2.15,1.67,2.0,1.75
77,UKRAINE - PREMIER LEAGUE,2025-04-18,17:00,Dyn. Kyiv,Obolon, ROUND 25,1.29,4.75,9.0,1.3,3.2,2.4,1.5,1.02,10.0,1.22,3.8,1.7,2.05,2.25,1.57
78,QATAR - QSL,2025-04-18,17:30,Al Khor,Al-Duhail, ROUND 22,9.0,6.0,1.22,1.2,4.0,1.91,1.8,1.01,1.01,1.08,6.5,1.3,3.25,1.67,2.1
79,QATAR - QSL,2025-04-18,17:30,Al Rayyan,Qatar SC, ROUND 22,1.45,4.75,5.5,1.18,4.33,1.91,1.8,1.01,1.01,1.09,6.0,1.33,3.0,1.48,2.5
80,QATAR - QSL,2025-04-18,17:30,Al-Gharafa,Al-Shahaniya, ROUND 22,2.1,3.8,2.9,1.25,3.6,2.1,1.67,1.01,1.01,1.13,5.25,1.44,2.63,1.43,2.63
81,QATAR - QSL,2025-04-18,17:30,Al-Sadd,Al Ahli Doha, ROUND 22,1.18,6.5,11.0,1.18,4.33,1.83,1.83,1.01,1.01,1.08,6.5,1.3,3.25,1.75,1.95
82,QATAR - QSL,2025-04-18,17:30,Shamal,Al Wakra, ROUND 22,2.2,3.6,2.8,1.25,3.6,2.2,1.62,1.01,1.01,1.13,5.0,1.5,2.5,1.43,2.63
83,QATAR - QSL,2025-04-18,17:30,Umm-Salal,Al Arabi, ROUND 22,2.8,3.6,2.2,1.22,3.8,2.1,1.67,1.01,1.01,1.11,5.5,1.44,2.63,1.4,2.7
84,AUSTRIA - 2. LIGA,2025-04-18,18:00,A. Lustenau,Liefering, ROUND 24,2.4,3.2,2.7,1.36,2.88,2.75,1.4,1.03,9.0,1.29,3.4,1.83,1.83,1.73,2.0
85,AUSTRIA - 2. LIGA,2025-04-18,18:00,Floridsdorfer AC,SK Rapid II, ROUND 24,1.9,3.4,3.6,1.36,2.9,2.75,1.4,1.02,10.0,1.29,3.4,1.83,1.83,1.73,2.0
86,AUSTRIA - 2. LIGA,2025-04-18,18:00,Horn,Bregenz, ROUND 24,2.9,3.3,2.2,1.36,2.9,2.75,1.4,1.02,10.0,1.29,3.4,1.8,1.91,1.67,2.1
87,AUSTRIA - 2. LIGA,2025-04-18,18:00,Kapfenberg,Amstetten, ROUND 24,2.4,3.3,2.6,1.3,3.2,2.5,1.5,1.02,10.0,1.22,4.0,1.67,2.1,1.57,2.25
88,AUSTRIA - 2. LIGA,2025-04-18,18:00,Lafnitz,ASK Voitsberg, ROUND 24,3.4,3.4,1.95,1.3,3.2,2.5,1.5,1.01,11.0,1.22,4.0,1.67,2.1,1.57,2.25
89,AUSTRIA - 2. LIGA,2025-04-18,18:00,St. Polten,Ried, ROUND 24,2.8,3.2,2.3,1.36,2.88,2.75,1.4,1.03,9.0,1.29,3.4,1.83,1.83,1.73,2.0
90,AUSTRIA - 2. LIGA,2025-04-18,18:00,Sturm Graz II,First Vienna, ROUND 24,3.2,3.6,2.0,1.29,3.3,2.38,1.53,1.01,11.0,1.2,4.33,1.62,2.2,1.55,2.3
91,BULGARIA - PARVA LIGA,2025-04-18,18:00,Krumovgrad,CSKA Sofia, ROUND 30,10.0,4.75,1.33,1.44,2.63,3.25,1.33,1.06,10.0,1.36,3.0,2.1,1.7,2.75,1.4
92,ESTONIA - MEISTRILIIGA,2025-04-18,18:00,Harju JK Laagri,Tammeka, ROUND 8,2.5,3.3,2.55,1.33,3.0,2.38,1.53,1.01,1.01,1.2,4.33,1.62,2.2,1.5,2.4
93,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,2025-04-18,18:05,Al Kholood,Damac, ROUND 28,2.2,3.1,3.1,1.33,3.25,2.5,1.5,1.04,9.0,1.2,4.33,1.65,2.2,1.53,2.38
94,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,2025-04-18,18:20,Al Ahli SC,Al Fayha, ROUND 28,1.3,5.25,9.0,1.3,3.4,2.38,1.53,1.03,10.0,1.2,4.33,1.62,2.25,2.1,1.67
95,ENGLAND - CHAMPIONSHIP,2025-04-18,18:30,Sheffield Utd,Cardiff, ROUND 43,1.6,4.0,5.5,1.4,2.75,2.75,1.4,1.06,10.0,1.3,3.5,1.95,1.9,1.91,1.8
96,ENGLAND - NATIONAL LEAGUE,2025-04-18,18:30,Barnet,Eastleigh, ROUND 43,1.29,5.25,8.0,1.33,3.25,2.5,1.5,1.04,13.0,1.2,4.33,1.67,2.15,2.05,1.7
97,CROATIA - HNL,2025-04-18,18:45,Varazdin,Hajduk Split, ROUND 30,4.0,3.1,1.91,1.57,2.25,3.75,1.25,1.1,7.0,1.5,2.5,2.5,1.5,2.2,1.62
98,DENMARK - SUPERLIGA,2025-04-18,19:00,Brondby,Nordsjaelland, CHAMPIONSHIP GROUP,2.1,3.8,3.1,1.3,3.4,2.5,1.5,1.03,15.0,1.2,4.33,1.67,2.15,1.57,2.25
99,PORTUGAL - LIGA PORTUGAL,2025-04-18,19:00,FC Porto,Famalicao, ROUND 30,1.48,4.75,5.75,1.4,2.75,2.75,1.4,1.04,13.0,1.29,3.5,1.93,1.93,2.05,1.7
100,ROMANIA - SUPERLIGA,2025-04-18,19:00,UTA Arad,Sepsi Sf. Gheorghe, RELEGATION GROUP,2.8,3.1,2.45,1.44,2.63,3.25,1.33,1.07,8.5,1.33,3.25,2.1,1.7,1.83,1.83
101,SPAIN - LALIGA2,2025-04-18,19:00,Gijon,Mirandes, ROUND 36,2.45,3.1,2.9,1.57,2.25,3.75,1.25,1.08,8.0,1.44,2.63,2.35,1.57,2.1,1.67
102,TURKEY - SUPER LIG,2025-04-18,19:00,Galatasaray,Bodrumspor, ROUND 32,1.27,5.5,8.0,1.29,3.5,2.25,1.57,1.02,19.0,1.17,5.0,1.53,2.4,2.0,1.73
103,TURKEY - SUPER LIG,2025-04-18,19:00,Hatayspor,Konyaspor, ROUND 32,3.9,3.6,1.8,1.36,3.0,2.63,1.44,1.04,13.0,1.22,4.0,1.75,2.05,1.67,2.1
104,TURKEY - 1. LIG,2025-04-18,19:00,Manisa FK,Ankaragucu, ROUND 35,2.8,3.3,2.25,1.36,3.0,2.75,1.4,1.04,12.0,1.25,3.75,1.8,2.0,1.67,2.1
105,URUGUAY - LIGA AUF URUGUAYA,2025-04-18,19:00,Danubio,Boston River, APERTURA,2.3,3.2,2.9,1.57,2.25,3.75,1.25,1.08,8.0,1.5,2.5,2.5,1.5,2.1,1.67
106,AUSTRIA - BUNDESLIGA,2025-04-18,19:30,LASK,Tirol, RELEGATION GROUP,1.6,4.1,5.25,1.36,3.0,2.75,1.4,1.05,11.0,1.25,3.75,1.88,1.98,1.95,1.8
107,SWITZERLAND - CHALLENGE LEAGUE,2025-04-18,19:30,Bellinzona,Stade Nyonnais, ROUND 31,1.9,3.4,3.6,1.36,2.9,2.75,1.4,1.02,10.0,1.29,3.4,1.83,1.83,1.73,2.0
108,SWITZERLAND - CHALLENGE LEAGUE,2025-04-18,19:30,Lausanne Ouchy,Xamax, ROUND 31,1.75,3.6,4.0,1.29,3.3,2.38,1.53,1.03,13.0,1.18,4.33,1.57,2.25,1.57,2.25
109,BELGIUM - CHALLENGER PRO LEAGUE,2025-04-18,20:00,Anderlecht U23,Beveren, ROUND 30,3.5,3.7,1.85,1.29,3.5,2.38,1.53,1.03,17.0,1.17,5.0,1.57,2.35,1.53,2.38
110,BELGIUM - CHALLENGER PRO LEAGUE,2025-04-18,20:00,Club Brugge KV U23,Francs Borains, ROUND 30,1.95,3.6,3.1,1.29,3.5,2.38,1.53,1.03,17.0,1.17,5.0,1.57,2.35,1.5,2.5
111,BELGIUM - CHALLENGER PRO LEAGUE,2025-04-18,20:00,Genk U23,K. Lierse S.K., ROUND 30,3.0,3.8,2.0,1.29,3.5,2.25,1.57,1.03,17.0,1.17,5.0,1.57,2.35,1.5,2.5
112,BELGIUM - CHALLENGER PRO LEAGUE,2025-04-18,20:00,Lommel SK,RAAL La Louviere, ROUND 30,5.25,4.1,1.5,1.3,3.4,2.5,1.5,1.03,15.0,1.2,4.33,1.67,2.15,1.73,2.0
113,BELGIUM - CHALLENGER PRO LEAGUE,2025-04-18,20:00,Patro Eisden,Eupen, ROUND 30,1.53,4.0,5.0,1.33,3.25,2.5,1.5,1.03,15.0,1.2,4.33,1.67,2.15,1.73,2.0
114,BELGIUM - CHALLENGER PRO LEAGUE,2025-04-18,20:00,Seraing,Lokeren-Temse, ROUND 30,4.2,3.8,1.67,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.67,2.1
115,BELGIUM - CHALLENGER PRO LEAGUE,2025-04-18,20:00,Waregem,RWDM, ROUND 30,2.35,3.25,2.75,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.5,1.93,1.93,1.73,2.0
116,FRANCE - LIGUE 2,2025-04-18,20:00,AC Ajaccio,Pau FC, ROUND 31,2.5,3.0,2.9,1.53,2.38,3.5,1.29,1.08,7.5,1.4,2.75,2.35,1.57,1.87,1.77
117,FRANCE - LIGUE 2,2025-04-18,20:00,Amiens,Guingamp, ROUND 31,4.1,3.5,1.83,1.44,2.63,3.0,1.36,1.06,10.0,1.33,3.25,2.05,1.75,1.83,1.83
118,FRANCE - LIGUE 2,2025-04-18,20:00,Caen,Martigues, ROUND 31,1.6,3.7,5.5,1.36,3.0,2.75,1.4,1.05,11.0,1.25,3.75,1.85,2.0,1.83,1.83
119,FRANCE - LIGUE 2,2025-04-18,20:00,Clermont,Troyes, ROUND 31,3.2,3.2,2.2,1.44,2.63,3.4,1.3,1.07,9.0,1.36,3.0,2.15,1.67,1.83,1.83
120,FRANCE - LIGUE 2,2025-04-18,20:00,Dunkerque,Grenoble, ROUND 31,1.73,3.6,4.75,1.4,2.75,3.0,1.36,1.05,11.0,1.25,3.75,1.88,1.98,1.83,1.83
121,FRANCE - LIGUE 2,2025-04-18,20:00,Laval,Rodez, ROUND 31,2.9,3.3,2.35,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.5,1.93,1.93,1.73,2.0
122,NETHERLANDS - EERSTE DIVISIE,2025-04-18,20:00,Den Bosch,Venlo, ROUND 35,1.91,3.5,3.6,1.33,3.25,2.63,1.44,1.03,13.0,1.19,4.0,1.75,2.05,1.62,2.2
123,NETHERLANDS - EERSTE DIVISIE,2025-04-18,20:00,Eindhoven FC,Telstar, ROUND 35,3.2,3.4,2.15,1.36,3.0,2.63,1.44,1.04,13.0,1.22,4.0,1.75,2.05,1.62,2.2
