,League,Date,Time,Round,Home,Away,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_BTTS_Yes,HT_Odd_BTTS_No,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Lay_Home,FT_Odd_Lay_Draw,FT_Odd_Lay_Away,Pre_Match_Home_Expected_Goals,Pre_Match_Away_Expected_Goals,Pre_Match_Total_Expected_Goals,BTTS_First_Half_Potential,BTTS_Second_Half_Potential,BTTS_Potential,Pre_Match_Home_Points_per_Game,Pre_Match_Home_Overall_Points_per_Game,Pre_Match_Away_Points_per_Game,Pre_Match_Away_Overall_Points_per_Game
12,Greece Super League,2025-05-14,19:00:00,8,Kallithea,Panserraikos,2.3,2.15,4.5,1.38,2.8,2.75,1.4,7.1,1.04,0.0,0.0,1.96,3.4,3.65,1.05,8.5,1.27,3.44,1.85,1.8,1.77,1.85,2.0,1.22,1.18,1.49,1.19,2.68,22.0,38.0,57.0,0.94,0.88,0.75,1.09
16,Bulgaria First League,2025-05-14,19:15:00,4,Arda,Levski Sofia,3.65,1.96,2.92,1.44,2.48,3.2,1.29,6.8,1.04,0.0,0.0,2.73,2.92,2.43,1.04,7.0,1.37,2.8,2.1,1.6,1.92,1.85,1.33,1.36,1.34,1.35,1.88,3.23,13.0,29.0,52.0,1.7,1.7,2.03,2.03
17,South Africa Premier Soccer League,2025-05-14,19:30:00,0,Chippa United,Mamelodi Sundowns,6.0,2.2,2.0,1.4,2.7,2.9,1.36,7.0,1.05,0.0,0.0,6.0,3.7,1.47,1.06,8.5,1.35,3.1,2.0,1.65,2.1,1.62,1.11,1.2,2.45,1.3,1.64,2.94,23.0,4.0,35.0,1.62,1.15,2.15,2.58
24,Netherlands Eredivisie,2025-05-14,20:00:00,33,PSV,Heracles,1.44,3.2,13.0,1.2,4.33,1.91,1.8,4.0,1.22,0.0,0.0,1.14,7.2,21.0,1.01,29.0,1.09,7.0,1.38,2.75,2.1,1.67,7.0,1.05,1.01,2.56,1.05,3.61,25.0,29.0,50.0,2.44,2.28,0.81,1.19
26,Netherlands Eredivisie,2025-05-14,20:00:00,33,Twente,AZ,2.75,2.3,3.4,1.3,3.4,2.5,1.5,6.0,1.13,0.0,0.0,2.27,3.45,2.95,1.05,9.5,1.22,4.0,1.7,2.1,1.57,2.25,1.6,1.25,1.38,1.8,1.48,3.28,19.0,29.0,50.0,2.13,1.69,1.63,1.66
25,Netherlands Eredivisie,2025-05-14,20:00:00,33,Almere City,Fortuna Sittard,2.45,2.15,4.0,1.33,3.0,2.45,1.48,5.5,1.11,0.0,0.0,1.88,3.47,3.97,1.05,9.5,1.25,3.75,1.8,1.94,1.62,2.15,1.77,1.25,1.28,1.6,1.0,2.6,19.0,19.0,54.0,0.63,0.63,0.94,1.22
23,Netherlands Eredivisie,2025-05-14,20:00:00,33,Groningen,Ajax,6.0,2.63,1.91,1.25,3.75,2.2,1.62,5.0,1.17,0.0,0.0,6.8,4.4,1.44,1.01,13.0,1.17,5.0,1.63,2.19,1.67,2.1,1.1,1.14,2.75,1.51,1.44,2.95,16.0,25.0,44.0,1.81,1.19,2.19,2.31
18,Netherlands Eredivisie,2025-05-14,20:00:00,33,Utrecht,Sparta Rotterdam,2.1,2.5,5.0,1.25,3.75,2.25,1.57,5.5,1.14,0.0,0.0,1.58,3.79,5.8,1.04,10.0,1.22,4.2,1.55,2.29,1.62,2.2,1.95,1.22,1.2,1.6,1.52,3.12,22.0,35.0,50.0,1.81,1.94,1.25,1.19
21,Netherlands Eredivisie,2025-05-14,20:00:00,33,NEC,NAC Breda,2.88,2.2,3.6,1.4,2.75,2.75,1.4,8.0,1.08,0.0,0.0,2.23,3.21,3.21,1.06,8.5,1.3,3.35,1.92,1.82,1.75,2.0,1.6,1.28,1.35,1.62,1.16,2.78,29.0,38.0,66.0,1.31,1.16,0.56,1.0
20,Netherlands Eredivisie,2025-05-14,20:00:00,33,Feyenoord,RKC Waalwijk,1.53,3.0,11.0,1.22,4.0,2.1,1.67,4.5,1.18,0.0,0.0,1.19,6.5,13.0,1.01,23.0,1.14,5.5,1.29,3.4,2.1,1.67,5.75,1.06,1.02,1.86,1.27,3.13,25.0,32.0,69.0,2.06,2.03,0.44,0.69
19,Netherlands Eredivisie,2025-05-14,20:00:00,33,Go Ahead Eagles,Heerenveen,2.5,2.5,3.6,1.25,3.75,2.2,1.62,5.0,1.17,0.0,0.0,2.23,3.21,3.21,1.05,9.5,1.18,4.75,1.67,2.05,1.5,2.5,1.67,1.22,1.36,1.68,1.26,2.94,19.0,25.0,53.0,1.94,1.5,0.44,1.25
22,Netherlands Eredivisie,2025-05-14,20:00:00,33,Willem II,PEC Zwolle,3.25,2.2,3.1,1.36,3.0,2.75,1.4,7.0,1.1,0.0,0.0,2.27,3.45,2.95,1.06,8.5,1.3,3.45,1.77,1.98,1.7,2.05,1.45,1.28,1.5,1.24,1.15,2.39,13.0,25.0,56.0,0.75,0.78,0.81,1.09
27,Switzerland Super League,2025-05-14,20:30:00,36,Grasshopper,Yverdon Sport,2.85,2.05,3.55,1.4,2.75,2.75,1.4,8.0,1.08,0.0,0.0,2.21,3.01,2.99,1.07,8.0,1.36,3.1,1.95,1.75,1.77,1.91,1.57,1.3,1.35,1.45,1.26,2.71,12.0,38.0,71.0,1.0,0.94,0.71,1.0
28,Switzerland Super League,2025-05-14,20:30:00,36,Lausanne Sport,Basel,2.85,2.3,3.0,1.25,3.45,2.2,1.6,4.65,1.12,0.0,0.0,2.61,3.3,2.3,1.04,10.0,1.18,4.75,1.5,2.48,1.45,2.5,1.55,1.22,1.45,1.85,1.86,3.71,23.0,37.0,58.0,1.94,1.46,1.71,1.91
29,Poland Ekstraklasa,2025-05-14,20:30:00,31,Pogoń Szczecin,Motor Lublin,1.86,2.6,6.0,1.23,3.66,2.23,1.61,4.75,1.11,0.0,0.0,1.38,4.55,6.2,1.03,17.0,1.11,5.6,1.5,2.45,1.7,2.0,2.91,1.12,1.14,1.87,1.4,3.27,23.0,23.0,40.0,2.47,1.71,1.4,1.39
30,Scotland Premiership,2025-05-14,20:45:00,37,Dundee,Ross County,2.5,2.1,4.0,1.36,2.85,2.65,1.42,6.25,1.09,0.0,0.0,1.94,3.25,3.38,1.05,9.0,1.28,3.55,1.77,1.93,1.7,2.05,1.77,1.25,1.28,1.43,1.01,2.44,36.0,17.0,56.0,1.06,1.03,0.83,0.97
31,Scotland Premiership,2025-05-14,20:45:00,37,St. Mirren,Hibernian,3.4,2.05,3.0,1.4,2.75,2.8,1.38,6.5,1.08,0.0,0.0,2.62,3.08,2.42,1.06,8.5,1.33,3.25,1.79,1.91,1.73,2.0,1.4,1.28,1.53,1.37,1.35,2.72,35.0,22.0,55.0,1.47,1.33,1.17,1.56
32,Scotland Premiership,2025-05-14,20:45:00,37,Motherwell,Kilmarnock,3.25,2.2,3.1,1.36,3.0,2.63,1.44,7.0,1.1,0.0,0.0,2.88,3.1,2.22,1.06,8.5,1.28,3.5,1.84,1.86,1.67,2.1,1.42,1.28,1.5,1.16,1.24,2.4,23.0,23.0,58.0,1.53,1.25,0.67,1.22
33,Scotland Premiership,2025-05-14,20:45:00,37,Rangers,Dundee United,1.95,2.5,5.5,1.25,3.75,2.25,1.57,5.5,1.14,0.0,0.0,1.45,4.0,5.5,1.03,11.0,1.18,4.75,1.4,2.73,1.67,2.1,2.55,1.15,1.12,2.16,1.3,3.46,9.0,14.0,42.0,2.28,1.97,1.44,1.39
34,Scotland Premiership,2025-05-14,20:45:00,37,Hearts,St. Johnstone,2.25,2.3,5.0,1.36,3.0,2.63,1.44,7.0,1.1,0.0,0.0,1.41,4.1,5.9,1.05,9.5,1.28,3.55,1.6,2.2,1.8,1.95,2.1,1.22,1.17,1.74,1.05,2.79,14.0,22.0,53.0,1.5,1.28,0.67,0.89
36,England EFL League One,2025-05-14,21:00:00,0,Stockport County,Leyton Orient,2.5,2.2,4.5,1.36,3.0,2.75,1.4,8.0,1.08,0.0,0.0,1.76,3.28,4.0,1.06,8.5,1.3,3.35,1.95,1.75,1.8,1.95,1.85,1.25,1.22,1.51,1.36,2.87,17.0,24.0,48.0,1.87,1.87,1.68,1.68
35,Scotland Premiership,2025-05-14,21:00:00,37,Aberdeen,Celtic,5.0,2.3,2.25,1.33,3.25,2.63,1.44,6.5,1.11,0.0,0.0,4.7,3.52,1.61,1.05,9.5,1.25,3.7,1.61,2.15,1.75,2.0,1.17,1.2,2.15,1.54,1.97,3.51,23.0,22.0,53.0,1.89,1.47,2.17,2.44
37,Spain La Liga,2025-05-14,21:30:00,36,Real Madrid,RCD Mallorca,1.62,2.75,10.0,1.25,3.75,2.2,1.62,5.0,1.17,0.0,0.0,1.22,6.5,11.0,1.03,11.0,1.17,5.0,1.57,2.38,2.1,1.67,3.9,1.11,1.04,2.11,1.11,3.22,15.0,27.0,44.0,2.53,2.14,1.18,1.34
