,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,OWSpVMH6,2025-01-19,00:00,MEXICO - LIGA MX,Juarez,Cruz Azul,CLAUSURA ,5.5,3.9,1.62,1.36,3.0,1.04,13.0,1.25,3.75,1.85,2.0,1.91,1.91
2,2,M7WTY4Is,2025-01-19,02:00,MEXICO - LIGA MX,Toluca,Monterrey,CLAUSURA ,1.73,4.0,4.33,1.29,3.5,1.03,17.0,1.17,5.0,1.54,2.35,1.57,2.25
3,3,hYa6C1kS,2025-01-19,03:00,COSTA RICA - PRIMERA DIVISION,Alajuelense,Herediano,CLAUSURA ,1.6,3.75,6.0,1.44,2.63,1.07,8.5,1.33,3.25,2.1,1.7,2.1,1.67
4,4,UXZyXrmf,2025-01-19,04:00,MEXICO - LIGA MX,Atlas,Club Leon,CLAUSURA ,2.3,3.4,3.1,1.44,2.63,1.06,10.0,1.3,3.4,2.05,1.8,1.8,1.95
5,5,ll7AUyZH,2025-01-19,09:30,INDONESIA - LIGA 1,Borneo,Arema FC,ROUND 19,1.71,3.6,4.0,1.26,3.4,1.02,14.0,1.18,4.5,1.64,2.17,1.6,2.23
6,6,Gz92Wc45,2025-01-19,09:30,INDONESIA - LIGA 1,Persik Kediri,PSS Sleman,ROUND 19,1.73,3.5,3.8,1.33,3.0,1.02,10.0,1.22,3.75,1.7,2.0,1.7,2.05
7,7,vqZZ4GWP,2025-01-19,11:00,SINGAPORE - PREMIER LEAGUE,Hougang,Balestier Khalsa,ROUND 23,3.5,4.75,1.67,1.11,6.5,1.01,34.0,1.03,15.0,1.14,5.5,1.2,4.33
8,8,MVnXfgMi,2025-01-19,11:30,TURKEY - SUPER LIG,Goztepe,Antalyaspor,ROUND 20,1.53,3.9,5.75,1.33,3.25,1.04,13.0,1.22,4.0,1.75,2.05,1.83,1.83
9,9,6mbccL1E,2025-01-19,11:30,TURKEY - 1. LIG,Igdir FK,Boluspor,ROUND 20,1.67,3.9,4.75,1.44,2.63,1.06,10.0,1.33,3.25,2.05,1.75,2.1,1.67
10,10,S4gIZH97,2025-01-19,11:30,TURKEY - 1. LIG,Keciorengucu,Sakaryaspor,ROUND 20,2.2,3.4,3.2,1.36,3.0,1.05,11.0,1.25,3.75,1.88,1.93,1.67,2.1
11,11,pCtdV8Wa,2025-01-19,12:00,PORTUGAL - LIGA PORTUGAL 2,Vizela,Leiria,ROUND 18,1.95,3.4,3.9,1.5,2.5,1.07,9.0,1.4,2.75,2.2,1.65,2.0,1.73
