,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,rqGHotQc,2024-12-31,09:00,AUSTRALIA - A-LEAGUE,Central Coast Mariners,Melbourne City,ROUND 11,3.2,3.6,2.15,1.3,3.4,1.04,13.0,1.2,4.5,1.67,2.2,1.53,2.38
2,2,SnKeV6K0,2024-12-31,13:30,WALES - CYMRU PREMIER,Bala,Caernarfon,ROUND 21,1.78,3.6,3.75,1.27,3.35,1.02,14.0,1.19,4.4,1.66,2.12,1.6,2.23
3,3,EsPFz2dt,2024-12-31,13:30,WALES - CYMRU PREMIER,Briton Ferry,Barry,ROUND 21,3.25,3.75,1.87,1.22,3.8,1.02,12.0,1.14,5.3,1.5,2.48,1.47,2.55
4,4,bu2Du9hA,2024-12-31,14:00,EGYPT - PREMIER LEAGUE,Ceramica Cleopatra,Al Masry,ROUND 7,2.75,2.8,2.7,1.47,2.48,1.06,6.75,1.38,2.7,2.23,1.54,1.88,1.84
5,5,zDN3TpkD,2024-12-31,15:30,WALES - CYMRU PREMIER,TNS,Connahs Q.,ROUND 21,1.17,6.5,11.0,1.22,3.8,-1.0,-1.0,1.12,5.25,1.4,2.7,2.0,1.7
6,6,0S6BZVak,2024-12-31,16:00,SCOTLAND - CHAMPIONSHIP,Morton,Partick Thistle,ROUND 15,3.3,3.3,2.0,1.44,2.63,1.04,9.0,1.33,3.25,2.05,1.75,1.83,1.83
7,7,KGLkEvmf,2024-12-31,18:30,ISRAEL - LIGAT HA'AL,Ironi Tiberias,Kiryat Shmona,ROUND 16,2.8,2.9,2.7,1.5,2.5,1.08,8.0,1.36,3.0,2.25,1.62,1.91,1.8
8,8,2yegYavQ,2024-12-31,18:45,ISRAEL - LIGAT HA'AL,Maccabi Petah Tikva,Hapoel Hadera,ROUND 16,2.2,3.25,3.1,1.5,2.5,1.07,8.5,1.36,3.0,2.2,1.65,1.91,1.8
9,9,lKJvVcQH,2024-12-31,18:45,WALES - CYMRU PREMIER,Penybont,Cardiff Metropolitan,ROUND 21,1.53,3.8,5.0,1.3,3.2,1.03,10.0,1.22,3.75,1.73,2.0,1.8,1.91
10,10,EFEbCIH6,2024-12-31,19:00,ISRAEL - LIGAT HA'AL,SC Ashdod,Sakhnin,ROUND 16,2.63,2.9,2.88,1.5,2.5,1.08,8.0,1.36,3.0,2.2,1.65,1.83,1.83
