,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,QPhSquC7,2025-01-14,11:45,AUSTRALIA - A-LEAGUE,Perth Glory,WS Wanderers,ROUND 14,4.75,4.5,1.57,1.22,4.0,1.02,21.0,1.13,6.0,1.44,2.75,1.5,2.5
2,2,AD01csv1,2025-01-14,12:00,THAILAND - THAI LEAGUE 1,Lamphun Warrior,Nakhon Ratchasima FC,ROUND 17,1.6,3.7,4.5,1.33,2.9,1.03,9.0,1.25,3.6,1.75,1.95,1.8,1.91
3,3,foMEtcp3,2025-01-14,13:00,INDONESIA - LIGA 1,Borneo,Semen Padang,ROUND 18,1.3,4.5,7.0,1.26,3.45,1.02,15.0,1.19,4.4,1.65,2.12,1.96,1.77
4,4,ncK3FFan,2025-01-14,13:00,THAILAND - THAI LEAGUE 1,Nakhon Pathom,Nong Bua Pitchaya,ROUND 17,2.05,3.4,3.0,1.29,3.1,1.03,9.0,1.22,3.9,1.67,2.05,1.61,2.2
5,5,McN1DW4b,2025-01-14,15:00,INDIA - ISL,North East Utd,Goa,ROUND 17,2.3,4.0,2.55,1.3,3.4,1.03,17.0,1.18,4.5,1.6,2.3,1.53,2.38
6,6,fg6k6hDF,2025-01-14,18:30,GERMANY - BUNDESLIGA,Holstein Kiel,Dortmund,ROUND 17,5.5,4.75,1.5,1.25,3.75,1.02,19.0,1.14,5.5,1.44,2.75,1.57,2.25
7,7,pvqPLago,2025-01-14,18:30,ITALY - SERIE A,Como,AC Milan,ROUND 19,4.0,3.4,1.95,1.36,3.0,1.05,11.0,1.25,4.0,1.8,2.0,1.67,2.1
8,8,xW0bbdMH,2025-01-14,20:30,ENGLAND - PREMIER LEAGUE,Brentford,Manchester City,ROUND 21,5.0,4.2,1.62,1.19,4.0,1.02,19.0,1.13,6.0,1.4,3.0,1.44,2.63
9,9,A1GB5DTp,2025-01-14,20:30,ENGLAND - PREMIER LEAGUE,Chelsea,Bournemouth,ROUND 21,1.57,4.5,5.25,1.22,3.75,1.02,19.0,1.13,6.0,1.44,2.75,1.53,2.38
10,10,EVUuBZ5N,2025-01-14,20:30,ENGLAND - PREMIER LEAGUE,West Ham,Fulham,ROUND 21,2.8,3.5,2.45,1.3,3.25,1.04,13.0,1.22,4.33,1.73,2.1,1.57,2.25
11,11,xdblwfqT,2025-01-14,20:30,GERMANY - BUNDESLIGA,Bayer Leverkusen,Mainz,ROUND 17,1.36,5.5,7.5,1.25,3.75,1.03,17.0,1.17,5.0,1.53,2.5,1.8,1.95
12,12,Kzh7gFT9,2025-01-14,20:30,GERMANY - BUNDESLIGA,Eintracht Frankfurt,Freiburg,ROUND 17,1.75,4.1,4.1,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.38,1.57,2.25
13,13,CYWonXLq,2025-01-14,20:30,GERMANY - BUNDESLIGA,Wolfsburg,B. Monchengladbach,ROUND 17,2.0,3.75,3.5,1.3,3.4,1.03,15.0,1.17,5.0,1.57,2.38,1.53,2.38
14,14,z5cgRLVN,2025-01-14,20:45,ITALY - SERIE A,Atalanta,Juventus,ROUND 19,2.0,3.3,3.9,1.41,2.62,1.07,9.0,1.36,3.2,2.1,1.73,1.91,1.91
15,15,AP0vT4Gi,2025-01-14,20:45,ENGLAND - CHAMPIONSHIP,Cardiff,Watford,ROUND 19,2.4,3.3,2.9,1.4,2.75,1.06,10.0,1.33,3.4,2.03,1.83,1.73,2.0
16,16,Ox4LwYXr,2025-01-14,20:45,ENGLAND - CHAMPIONSHIP,Plymouth,Oxford Utd,ROUND 19,2.4,3.4,2.9,1.4,2.75,1.05,11.0,1.29,3.75,1.95,1.9,1.73,2.0
17,17,ILjXdfwf,2025-01-14,20:45,ENGLAND - LEAGUE ONE,Exeter,Mansfield,ROUND 11,3.25,3.2,2.2,1.36,3.0,1.05,11.0,1.25,3.75,1.88,1.98,1.67,2.1
18,18,ETB3RS8L,2025-01-14,20:45,SCOTLAND - CHAMPIONSHIP,Dunfermline,Ayr,ROUND 21,3.3,2.8,2.25,1.5,2.5,1.08,7.0,1.4,2.75,2.3,1.6,1.83,1.83
19,19,INgVuSNE,2025-01-14,20:45,SCOTLAND - CHAMPIONSHIP,Livingston,Airdrieonians,ROUND 21,1.3,4.75,8.5,1.33,3.25,1.02,12.0,1.22,4.0,1.73,2.08,2.2,1.62
20,20,zBhcmutn,2025-01-14,20:45,WALES - CYMRU PREMIER,Barry,Haverfordwest,ROUND 22,3.2,3.25,2.05,1.38,2.8,1.05,9.0,1.28,3.3,1.85,1.83,1.75,1.95
21,21,dQt6oJAb,2025-01-14,20:45,WALES - CYMRU PREMIER,Caernarfon,Flint,ROUND 22,1.8,3.7,3.4,1.22,3.8,-1.0,-1.0,1.12,5.5,1.4,2.7,1.44,2.62
22,22,UifDqcuB,2025-01-14,20:45,WALES - CYMRU PREMIER,Cardiff Metropolitan,TNS,ROUND 22,9.0,6.0,1.2,1.22,3.8,-1.0,-1.0,1.11,5.75,1.36,2.8,1.83,1.85
23,23,QJmMsyAN,2025-01-14,20:45,WALES - CYMRU PREMIER,Connahs Q.,Bala,ROUND 22,1.85,3.3,3.7,1.43,2.63,1.05,8.5,1.3,3.25,1.91,1.8,1.8,1.91
24,24,MkZixFXp,2025-01-14,20:45,WALES - CYMRU PREMIER,Newtown,Penybont,ROUND 22,6.0,3.75,1.55,1.3,3.15,1.03,12.0,1.22,4.0,1.75,1.98,1.76,1.97
25,25,I3yXCeyB,2025-01-14,21:00,ENGLAND - PREMIER LEAGUE,Nottingham,Liverpool,ROUND 21,5.25,4.1,1.62,1.3,3.4,1.03,15.0,1.2,4.5,1.67,2.2,1.67,2.1
26,26,nq5rOXoo,2025-01-14,21:00,SCOTLAND - PREMIERSHIP,Dundee FC,Celtic,ROUND 17,11.0,7.0,1.2,1.22,4.0,1.02,21.0,1.13,6.0,1.44,2.75,2.0,1.75
