,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,fJ3bPaJM,2025-01-23,14:30,QATAR - QSL,Al-Sadd,Qatar SC,ROUND 13,1.3,5.1,6.25,1.2,4.0,-1.0,-1.0,1.1,6.0,1.32,3.1,1.56,2.28
2,2,nuckssoC,2025-01-23,15:00,EGYPT - PREMIER LEAGUE,Petrojet,Al Masry,ROUND 9,2.95,2.75,2.43,1.63,2.12,1.1,5.1,1.58,2.15,2.85,1.34,2.3,1.52
3,3,xhrKRMP8,2025-01-23,15:00,INDIA - ISL,Hyderabad,Jamshedpur,ROUND 18,2.75,3.25,2.45,1.33,3.25,1.04,13.0,1.2,4.33,1.7,2.1,1.57,2.25
4,4,I9zrgka6,2025-01-23,16:00,MOROCCO - BOTOLA PRO,COD Meknes,FAR Rabat,ROUND 17,5.25,3.7,1.53,1.44,2.63,1.06,10.0,1.36,3.0,2.1,1.7,2.2,1.62
5,5,Y3FkRLlA,2025-01-23,16:45,QATAR - QSL,Al Rayyan,Al-Duhail,ROUND 13,3.15,3.5,1.95,1.25,3.6,-1.0,-1.0,1.12,5.6,1.44,2.6,1.4,2.75
6,6,vFgsq3Ga,2025-01-23,18:00,EGYPT - PREMIER LEAGUE,Modern Sport,Zamalek,ROUND 9,4.1,3.15,1.84,1.53,2.32,1.06,6.25,1.46,2.43,2.48,1.44,2.2,1.55
7,7,lUrRdXas,2025-01-23,18:00,MOROCCO - BOTOLA PRO,Raja Casablanca,IR Tanger,ROUND 17,1.57,3.7,5.0,1.44,2.63,1.07,8.5,1.36,3.0,2.15,1.67,2.2,1.62
8,8,Kdm4JZhg,2025-01-23,18:45,EUROPE - EUROPA LEAGUE,AZ Alkmaar,AS Roma,LEAGUE PHASE ,3.1,3.6,2.2,1.36,3.0,1.04,13.0,1.25,4.0,1.8,2.0,1.67,2.1
9,9,AHE14II6,2025-01-23,18:45,EUROPE - EUROPA LEAGUE,Bodo/Glimt,Maccabi Tel Aviv,LEAGUE PHASE ,1.57,4.1,5.5,1.29,3.5,1.03,15.0,1.2,4.5,1.62,2.3,1.67,2.1
10,10,ANklXbZQ,2025-01-23,18:45,EUROPE - EUROPA LEAGUE,FC Porto,Olympiacos Piraeus,LEAGUE PHASE ,1.6,3.8,6.0,1.36,3.0,1.05,11.0,1.29,3.75,1.89,2.01,1.91,1.91
11,11,zN2X0qCE,2025-01-23,18:45,EUROPE - EUROPA LEAGUE,Fenerbahce,Lyon,LEAGUE PHASE ,2.1,3.5,3.4,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.38,1.44,2.63
12,12,pxQjCibf,2025-01-23,18:45,EUROPE - EUROPA LEAGUE,Hoffenheim,Tottenham,LEAGUE PHASE ,2.9,3.7,2.25,1.25,3.75,1.02,19.0,1.14,5.5,1.44,2.75,1.4,2.75
13,13,2LUPRtiB,2025-01-23,18:45,EUROPE - EUROPA LEAGUE,Malmo FF,Twente,LEAGUE PHASE ,2.8,3.25,2.55,1.33,3.25,1.04,13.0,1.22,4.33,1.73,2.1,1.57,2.25
14,14,IZ1TqFCd,2025-01-23,18:45,EUROPE - EUROPA LEAGUE,Plzen,Anderlecht,LEAGUE PHASE ,2.1,3.5,3.5,1.36,3.0,1.04,12.0,1.25,4.0,1.8,2.0,1.62,2.2
15,15,OCQXfuLc,2025-01-23,18:45,EUROPE - EUROPA LEAGUE,Qarabag,FCSB,LEAGUE PHASE ,2.2,3.3,3.4,1.4,2.75,1.05,11.0,1.29,3.75,1.91,1.99,1.67,2.1
16,16,pdxzeBUg,2025-01-23,20:00,MOROCCO - BOTOLA PRO,Berkane,Olympique de Safi,ROUND 17,1.5,3.6,6.25,1.53,2.38,1.1,7.0,1.44,2.63,2.4,1.53,2.63,1.44
17,17,2HnO94y3,2025-01-23,21:00,EUROPE - EUROPA LEAGUE,Eintracht Frankfurt,Ferencvaros,LEAGUE PHASE ,1.53,4.75,5.25,1.29,3.5,1.02,19.0,1.17,5.0,1.5,2.63,1.67,2.1
18,18,hl82bZrm,2025-01-23,21:00,EUROPE - EUROPA LEAGUE,Elfsborg,Nice,LEAGUE PHASE ,3.0,3.5,2.3,1.33,3.25,1.04,13.0,1.2,4.5,1.67,2.2,1.57,2.25
19,19,SOXNAavm,2025-01-23,21:00,EUROPE - EUROPA LEAGUE,Lazio,Real Sociedad,LEAGUE PHASE ,2.3,3.2,3.3,1.5,2.5,1.08,8.0,1.4,3.0,2.2,1.67,1.95,1.8
20,20,fNaGycJq,2025-01-23,21:00,EUROPE - EUROPA LEAGUE,Ludogorets,Midtjylland,LEAGUE PHASE ,2.45,3.1,3.1,1.4,2.75,1.06,10.0,1.29,3.75,2.01,1.89,1.7,2.05
21,21,bm03lFgJ,2025-01-23,21:00,EUROPE - EUROPA LEAGUE,Manchester Utd,Rangers,LEAGUE PHASE ,1.4,4.75,8.0,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.38,1.8,1.95
22,22,OlbAxfB6,2025-01-23,21:00,EUROPE - EUROPA LEAGUE,PAOK,Slavia Prague,LEAGUE PHASE ,2.55,3.5,2.63,1.36,3.0,1.05,11.0,1.25,4.0,1.88,2.02,1.67,2.1
23,23,ETRDlFMi,2025-01-23,21:00,EUROPE - EUROPA LEAGUE,RFS,Ajax,LEAGUE PHASE ,8.5,5.25,1.33,1.25,3.75,1.03,17.0,1.17,5.0,1.5,2.63,1.8,1.95
24,24,4CwwZTNc,2025-01-23,21:00,EUROPE - EUROPA LEAGUE,Royale Union SG,Braga,LEAGUE PHASE ,1.95,3.6,3.7,1.3,3.4,1.03,15.0,1.2,4.5,1.67,2.2,1.57,2.25
25,25,Cp9fGa1k,2025-01-23,21:00,ENGLAND - LEAGUE ONE,Wrexham,Birmingham,ROUND 28,3.3,3.3,2.15,1.5,2.5,1.06,10.0,1.36,3.0,2.1,1.7,1.95,1.8
26,26,23w2aB0U,2025-01-23,23:00,ARGENTINA - TORNEO BETANO,Godoy Cruz,Rosario Central,APERTURA ,2.38,3.0,3.4,1.62,2.2,1.11,6.5,1.53,2.38,2.7,1.44,2.2,1.62
27,27,A90TFWpB,2025-01-23,23:00,ARGENTINA - TORNEO BETANO,Tigre,Velez Sarsfield,APERTURA ,4.1,3.2,2.05,1.53,2.38,1.1,7.0,1.44,2.63,2.4,1.53,2.1,1.67
28,28,f1bTHdR7,2025-01-23,23:00,COSTA RICA - PRIMERA DIVISION,Guanacasteca,Zeledon,CLAUSURA ,2.25,3.2,3.3,1.5,2.5,1.08,7.5,1.4,2.75,2.3,1.6,2.0,1.73
