,League,Date,Time,Round,Home,Away,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_BTTS_Yes,HT_Odd_BTTS_No,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Lay_Home,FT_Odd_Lay_Draw,FT_Odd_Lay_Away,Pre_Match_Home_Expected_Goals,Pre_Match_Away_Expected_Goals,Pre_Match_Total_Expected_Goals,BTTS_First_Half_Potential,BTTS_Second_Half_Potential,BTTS_Potential,Pre_Match_Home_Points_per_Game,Pre_Match_Home_Overall_Points_per_Game,Pre_Match_Away_Points_per_Game,Pre_Match_Away_Overall_Points_per_Game
8,Iran Persian Gulf Pro League,2025-05-08,18:00:00,29,Tractor Sazi,Nassaji Mazandaran,1.8,2.2,12.4,1.44,2.6,2.9,1.36,6.9,1.07,0.0,0.0,1.3,4.2,10.0,1.05,7.5,1.39,2.75,2.15,1.57,2.85,1.4,3.3,1.19,1.17,2.46,0.97,3.43,11.0,11.0,29.0,2.07,2.29,0.79,0.79
9,Iran Persian Gulf Pro League,2025-05-08,18:00:00,29,Zob Ahan,Mes Rafsanjan,3.02,1.81,4.94,1.59,2.2,3.6,1.25,8.9,1.03,0.0,0.0,2.2,2.45,4.0,1.14,5.0,1.6,2.1,2.94,1.35,2.36,1.56,1.55,1.47,1.47,1.02,0.95,1.97,11.0,18.0,29.0,1.29,1.29,1.07,0.96
10,Egypt Egyptian Premier League,2025-05-08,19:00:00,5,Al Ahly,Al Masry,1.94,2.45,5.2,1.4,2.7,2.88,1.36,7.0,1.07,0.0,0.0,1.38,4.0,7.0,1.0,9.0,1.2,3.58,1.77,1.7,1.85,1.65,2.7,1.23,1.11,1.78,1.24,3.02,5.0,35.0,38.0,2.3,2.3,1.75,1.75
11,Georgia Erovnuli Liga,2025-05-08,19:00:00,13,Gareji,Kolkheti Poti,3.0,2.05,3.4,1.44,2.63,3.2,1.3,8.5,1.05,0.0,0.0,2.25,3.0,3.2,1.07,8.0,1.4,2.88,1.85,1.8,1.91,1.8,1.53,1.32,1.34,0.9,1.39,2.29,0.0,10.0,20.0,1.0,0.75,0.6,0.92
13,Morocco Botola Pro,2025-05-08,21:00:00,29,Riadi Salmi,Wydad Casablanca,5.5,2.21,2.02,1.4,2.8,2.74,1.4,7.5,1.06,0.0,0.0,6.0,3.75,1.55,1.01,8.0,1.25,3.3,1.91,1.84,2.0,1.8,1.1,1.24,1.25,1.34,1.54,2.88,14.0,18.0,47.0,1.14,0.82,1.43,1.71
14,England Championship,2025-05-08,21:00:00,0,Bristol City,Sheffield United,3.6,1.91,3.6,1.57,2.25,3.75,1.25,13.0,1.04,0.0,0.0,2.59,3.19,2.69,1.1,6.5,1.5,2.4,2.3,1.55,2.2,1.62,1.44,1.37,1.43,1.46,1.45,2.91,16.0,18.0,49.0,1.48,1.48,1.98,1.98
20,Morocco Botola Pro,2025-05-08,21:00:00,29,FUS Rabat,Hassania Agadir,1.87,2.25,7.0,1.41,2.65,3.0,1.35,8.0,1.06,0.0,0.0,1.33,4.33,9.0,1.08,9.0,1.35,2.9,2.0,1.67,2.4,1.48,2.8,1.22,1.17,1.72,1.09,2.81,14.0,22.0,36.0,2.0,1.68,0.71,1.04
17,Morocco Botola Pro,2025-05-08,21:00:00,29,Ittihad Tanger,CODM Meknès,2.05,2.01,6.5,1.4,2.6,3.25,1.31,8.5,1.06,0.0,0.0,1.5,3.75,6.5,1.02,7.5,1.35,2.85,2.3,1.5,2.35,1.6,2.6,1.23,1.25,1.52,1.12,2.64,14.0,18.0,57.0,1.43,1.21,0.79,1.29
18,Morocco Botola Pro,2025-05-08,21:00:00,29,Raja Casablanca,Difaâ El Jadida,2.2,2.11,5.0,1.37,2.7,2.89,1.37,6.5,1.08,0.0,0.0,1.62,3.75,5.0,1.06,7.5,1.25,3.2,2.15,1.57,1.95,1.8,2.15,1.22,1.1,1.53,1.3,2.83,15.0,18.0,50.0,1.79,1.5,1.07,1.39
19,Morocco Botola Pro,2025-05-08,21:00:00,29,CR Khemis Zemamra,UTS Rabat,2.61,1.7,4.1,1.5,2.35,3.3,1.27,9.5,1.06,0.0,0.0,2.1,2.9,3.25,1.11,6.5,1.48,2.55,2.5,1.53,2.1,1.67,1.65,1.34,1.36,1.43,1.42,2.85,23.0,19.0,50.0,1.71,1.57,1.0,1.18
12,Morocco Botola Pro,2025-05-08,21:00:00,29,Olympic Safi,Maghreb Fès,3.25,1.83,3.8,1.57,2.27,3.5,1.29,8.8,1.04,0.0,0.0,2.72,2.73,3.0,1.09,5.5,1.51,2.4,2.7,1.38,2.0,1.67,1.49,1.41,1.32,1.61,1.22,2.83,11.0,14.0,50.0,1.64,1.5,1.36,1.64
21,Morocco Botola Pro,2025-05-08,21:00:00,29,FAR Rabat,Moghreb Tétouan,1.7,2.2,7.0,1.35,2.72,2.7,1.4,7.0,1.09,0.0,0.0,1.44,4.0,6.5,1.02,8.0,1.3,3.2,2.05,1.61,2.1,1.65,2.75,1.21,1.22,1.43,1.16,2.59,22.0,7.0,47.0,2.29,1.82,0.64,0.82
