,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,6XiIqlVj,2025-01-01,05:00,AUSTRALIA - A-LEAGUE,Auckland FC,Melbourne Victory,ROUND 11,2.2,3.5,3.2,1.36,3.0,1.05,11.0,1.29,3.75,1.88,1.98,1.67,2.05
2,2,2oWIqKfA,2025-01-01,08:00,AUSTRALIA - A-LEAGUE,WS Wanderers,Macarthur FC,ROUND 11,2.1,4.0,3.0,1.25,3.75,1.02,19.0,1.14,5.5,1.41,2.7,1.44,2.63
3,3,GAsj2ICk,2025-01-01,13:30,ENGLAND - CHAMPIONSHIP,Plymouth,Bristol City,ROUND 25,4.1,3.8,1.8,1.36,3.0,1.04,12.0,1.25,4.0,1.76,1.96,1.73,2.0
4,4,M7pb0ds2,2025-01-01,13:30,ENGLAND - CHAMPIONSHIP,QPR,Watford,ROUND 25,2.6,3.3,2.62,1.44,2.63,1.06,10.0,1.33,3.4,2.03,1.83,1.8,1.91
5,5,M9PHKQSG,2025-01-01,14:00,ENGLAND - CHAMPIONSHIP,Millwall,Oxford Utd,ROUND 25,1.63,3.75,5.0,1.5,2.5,1.08,8.0,1.44,2.75,2.25,1.57,2.2,1.62
6,6,M7SNYuRh,2025-01-01,15:30,WALES - CYMRU PREMIER,Flint,Newtown,ROUND 21,2.65,3.55,2.4,1.23,3.7,1.02,14.0,1.14,5.25,1.5,2.45,1.43,2.65
7,7,G6LWWJe5,2025-01-01,15:30,WALES - CYMRU PREMIER,Haverfordwest,Aberystwyth,ROUND 21,1.25,5.3,10.0,1.28,3.3,1.03,13.0,1.22,3.95,1.77,1.97,2.43,1.5
8,8,2D84sVNc,2025-01-01,16:00,EGYPT - PREMIER LEAGUE,Modern Sport,El Ismaily,ROUND 7,2.05,2.75,3.75,1.62,2.2,1.13,5.25,1.57,2.25,2.75,1.4,2.3,1.55
9,9,Glfq6RDN,2025-01-01,16:00,ENGLAND - CHAMPIONSHIP,Burnley,Stoke,ROUND 25,1.53,4.0,6.0,1.44,2.63,1.04,10.0,1.3,3.4,2.1,1.73,2.2,1.62
10,10,hdUsadf3,2025-01-01,16:00,ENGLAND - CHAMPIONSHIP,Cardiff,Coventry,ROUND 25,3.0,3.5,2.2,1.4,2.75,1.05,11.0,1.29,3.75,1.93,1.93,1.73,2.0
11,11,hUX0O8Ti,2025-01-01,16:00,ENGLAND - CHAMPIONSHIP,Leeds,Blackburn,ROUND 25,1.33,5.0,7.5,1.36,3.0,1.05,11.0,1.29,3.75,1.85,2.0,2.2,1.62
12,12,ldR9Mnb4,2025-01-01,16:00,ENGLAND - CHAMPIONSHIP,Luton,Norwich,ROUND 25,2.5,3.4,2.7,1.36,3.0,1.05,11.0,1.29,3.75,1.93,1.93,1.73,2.0
13,13,0MXkczPF,2025-01-01,16:00,ENGLAND - CHAMPIONSHIP,Portsmouth,Swansea,ROUND 25,3.0,3.4,2.3,1.4,2.75,1.05,11.0,1.29,3.75,1.95,1.9,1.73,2.0
14,14,23NpOaZ8,2025-01-01,16:00,ENGLAND - CHAMPIONSHIP,Sheffield Wed,Derby,ROUND 25,2.0,3.4,3.8,1.44,2.63,1.07,9.0,1.4,3.0,2.15,1.62,1.83,1.83
15,15,UD7PGHRr,2025-01-01,16:00,ENGLAND - CHAMPIONSHIP,West Brom,Preston,ROUND 25,1.8,3.4,4.5,1.5,2.5,1.08,8.0,1.44,2.75,2.25,1.57,2.1,1.67
