,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,l8VtxQ5k,2025-01-27,00:45,PARAGUAY - PRIMERA DIVISION,Cerro Porteno,Libertad Asuncion,APERTURA ,2.0,3.3,3.7,1.53,2.38,1.08,8.0,1.44,2.63,2.4,1.53,2.1,1.67
2,2,zTJKnYGO,2025-01-27,01:00,ARGENTINA - TORNEO BETANO,Central Cordoba,Aldosivi,APERTURA ,1.95,3.2,4.33,1.57,2.25,1.1,7.0,1.5,2.5,2.5,1.5,2.2,1.62
3,3,4p5EyiIt,2025-01-27,01:00,COSTA RICA - PRIMERA DIVISION,Alajuelense,Zeledon,CLAUSURA ,1.33,4.33,9.0,1.36,3.0,1.05,11.0,1.22,4.0,1.8,2.0,2.1,1.67
4,4,25lnUQGU,2025-01-27,01:00,COSTA RICA - PRIMERA DIVISION,San Carlos,Guanacasteca,CLAUSURA ,1.73,3.7,4.2,1.44,2.63,1.06,10.0,1.33,3.25,2.05,1.75,1.91,1.8
5,5,pEDNgIn9,2025-01-27,01:00,VENEZUELA - LIGA FUTVE,Portuguesa,Yaracuyanos,ROUND 1,2.0,3.1,3.6,1.44,2.6,1.06,7.5,1.36,2.88,2.2,1.62,1.91,1.8
6,6,Wlt6lWPj,2025-01-27,09:30,INDONESIA - LIGA 1,Dewa United,PSM Makassar,ROUND 20,1.85,3.4,3.4,1.3,3.2,1.02,10.0,1.25,3.7,1.73,2.0,1.67,2.1
7,7,h00cyCEj,2025-01-27,15:00,EGYPT - PREMIER LEAGUE,Zamalek,El Gouna,ROUND 10,1.53,3.8,5.3,1.43,2.55,1.02,8.0,1.32,2.95,2.05,1.64,2.1,1.61
8,8,IPYEGdH7,2025-01-27,15:00,INDIA - ISL,Mohun Bagan,Bengaluru FC,ROUND 19,1.62,3.6,4.5,1.33,3.25,1.04,13.0,1.22,4.0,1.7,2.1,1.73,2.0
9,9,MXRXCH5k,2025-01-27,15:05,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Damac,Al Ittihad,ROUND 17,4.75,5.0,1.53,1.29,3.5,1.02,11.0,1.17,4.5,1.53,2.38,1.73,2.0
10,10,vHI2Scvg,2025-01-27,16:00,ROMANIA - SUPERLIGA,Petrolul,FC Botosani,ROUND 23,1.85,3.3,4.33,1.57,2.25,1.1,7.0,1.5,2.5,2.5,1.5,2.25,1.57
11,11,MJnabIjd,2025-01-27,16:10,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Shabab,Al Feiha,ROUND 17,1.62,4.5,4.5,1.4,2.75,1.04,9.0,1.29,3.5,1.9,1.9,2.0,1.73
12,12,63QWkBTq,2025-01-27,18:00,EGYPT - PREMIER LEAGUE,Al Masry,Enppi,ROUND 10,1.76,3.15,4.5,1.56,2.23,1.06,6.25,1.48,2.38,2.55,1.41,2.28,1.52
