,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
125,DENMARK - SUPERLIGA,2025-04-21,18:00,FC Copenhagen,Aarhus, CHAMPIONSHIP GROUP,1.85,3.7,3.9,1.44,2.63,3.0,1.36,1.06,10.0,1.36,3.0,2.1,1.7,1.95,1.8
126,IRELAND - PREMIER DIVISION,2025-04-21,18:00,Cork City,Waterford, ROUND 11,2.1,3.25,3.1,1.44,2.63,3.0,1.36,1.06,9.5,1.3,3.4,2.05,1.8,1.8,1.95
127,IRELAND - PREMIER DIVISION,2025-04-21,18:00,Drogheda,St. Patricks, ROUND 11,3.7,3.1,1.9,1.5,2.5,3.4,1.3,1.07,9.0,1.36,3.0,2.2,1.65,1.95,1.8
128,IRELAND - PREMIER DIVISION,2025-04-21,18:00,Shelbourne,Galway, ROUND 11,2.2,2.9,3.2,1.67,2.1,4.33,1.2,1.13,6.0,1.62,2.2,2.88,1.4,2.38,1.53
129,ENGLAND - CHAMPIONSHIP,2025-04-21,18:30,Burnley,Sheffield Utd, ROUND 44,1.95,3.5,3.9,1.53,2.38,3.75,1.25,1.08,8.0,1.5,2.63,2.38,1.57,2.2,1.62
130,HUNGARY - OTP BANK LIGA,2025-04-21,18:30,Kecskemeti TE,Ujpest, ROUND 28,2.45,3.3,2.8,1.44,2.63,3.0,1.36,1.06,9.5,1.3,3.4,2.05,1.8,1.8,1.91
131,TURKEY - SUPER LIG,2025-04-21,19:00,Alanyaspor,Samsunspor, ROUND 32,2.38,3.1,2.8,1.5,2.5,3.5,1.29,1.07,9.0,1.4,2.75,2.25,1.62,1.91,1.8
132,TURKEY - 1. LIG,2025-04-21,19:00,Igdir FK,Sakaryaspor, ROUND 35,1.48,4.0,5.75,1.36,3.0,2.75,1.4,1.04,13.0,1.25,3.75,1.85,1.95,1.91,1.8
133,NORWAY - ELITESERIEN,2025-04-21,19:15,Molde,Bodo/Glimt, ROUND 3,3.2,3.4,2.2,1.3,3.4,2.5,1.5,1.03,15.0,1.18,4.5,1.65,2.2,1.53,2.38
134,ISRAEL - LIGAT HA'AL,2025-04-21,19:30,Beitar Jerusalem,Maccabi Tel Aviv, CHAMPIONSHIP GROUP,3.7,3.75,1.85,1.3,3.4,2.5,1.5,1.03,15.0,1.18,4.5,1.62,2.25,1.57,2.25
135,ROMANIA - SUPERLIGA,2025-04-21,20:00,Din. Bucuresti,Univ. Craiova, CHAMPIONSHIP GROUP,3.5,3.1,2.1,1.44,2.63,3.25,1.33,1.05,9.0,1.33,3.0,2.15,1.67,1.83,1.83
136,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,2025-04-21,20:00,Al Ittihad,Al Ettifaq, ROUND 29,1.42,5.25,5.25,1.25,3.75,2.1,1.67,1.02,12.0,1.13,5.5,1.44,2.63,1.62,2.2
137,POLAND - EKSTRAKLASA,2025-04-21,20:15,Lech Poznan,Cracovia, ROUND 29,1.62,4.1,5.0,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.73,2.08,1.8,1.95
138,ITALY - SERIE B,2025-04-21,20:30,Pisa,Cremonese, ROUND 34,2.3,3.3,3.1,1.4,2.75,3.0,1.36,1.03,11.0,1.25,3.5,2.0,1.85,1.75,2.0
139,SPAIN - LALIGA2,2025-04-21,20:30,Eibar,Malaga, ROUND 36,1.73,3.4,5.25,1.53,2.38,3.75,1.25,1.1,7.0,1.44,2.63,2.4,1.53,2.38,1.53
140,ITALY - SERIE A,2025-04-21,20:45,Parma,Juventus, ROUND 33,4.75,3.6,1.75,1.4,2.75,3.0,1.36,1.06,10.0,1.3,3.5,2.04,1.86,1.91,1.91
141,FRANCE - LIGUE 2,2025-04-21,20:45,Annecy,Lorient, ROUND 31,5.25,4.0,1.6,1.4,2.75,2.75,1.4,1.06,10.0,1.29,3.5,1.98,1.88,2.0,1.73
142,ENGLAND - PREMIER LEAGUE,2025-04-21,21:00,Tottenham,Nottingham, ROUND 33,2.6,3.5,2.63,1.3,3.4,2.38,1.53,1.03,15.0,1.2,4.5,1.62,2.3,1.5,2.5
143,SPAIN - LALIGA,2025-04-21,21:00,Girona,Betis, ROUND 32,2.88,3.3,2.45,1.4,2.75,3.0,1.36,1.06,10.0,1.3,3.5,2.03,1.87,1.75,2.0
144,COLOMBIA - PRIMERA B,2025-04-21,22:30,Inter Palmira,Tigres, APERTURA,1.55,3.6,6.0,1.53,2.38,3.4,1.29,1.09,6.0,1.5,2.5,2.5,1.5,2.4,1.5
145,BRAZIL - SERIE B,2025-04-21,23:00,Amazonas,Avai, ROUND 4,2.38,3.1,3.1,1.62,2.2,4.0,1.22,1.11,6.5,1.53,2.38,2.7,1.44,2.2,1.62
146,PARAGUAY - COPA DE PRIMERA,2025-04-21,23:00,2 de Mayo,Ameliano, APERTURA,2.2,3.1,3.4,1.57,2.25,3.75,1.25,1.1,7.0,1.5,2.5,2.5,1.5,2.1,1.67
