,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,UXwZJEVQ,2025-02-03,00:00,MEXICO - LIGA MX,Santos Laguna,Puebla,CLAUSURA ,2.5,3.25,2.88,1.4,2.75,1.05,11.0,1.29,3.5,2.0,1.85,1.75,2.0
2,2,SbKd97ro,2025-02-03,00:30,PARAGUAY - COPA DE PRIMERA,Libertad Asuncion,Recoleta,APERTURA ,1.42,4.5,7.0,1.4,2.75,1.05,11.0,1.29,3.5,1.9,1.9,2.2,1.62
3,3,8EB76GmC,2025-02-03,00:30,VENEZUELA - LIGA FUTVE,Carabobo,Portuguesa,APERTURA ,1.7,3.3,4.75,1.48,2.5,1.07,7.0,1.4,2.7,2.25,1.57,2.1,1.65
4,4,ljM80ft0,2025-02-03,01:30,ARGENTINA - TORNEO BETANO,Independiente,Gimnasia L.P.,APERTURA ,1.67,3.5,6.0,1.57,2.25,1.1,7.0,1.5,2.5,2.6,1.48,2.5,1.5
5,5,b5Fy8xlQ,2025-02-03,01:30,ARGENTINA - TORNEO BETANO,Instituto,Velez Sarsfield,APERTURA ,2.55,3.2,2.88,1.57,2.25,1.1,7.0,1.5,2.5,2.6,1.48,2.1,1.67
6,6,2srqqfs4,2025-02-03,02:00,COSTA RICA - PRIMERA DIVISION,Alajuelense,Cartagines,CLAUSURA ,1.45,3.9,6.5,1.36,3.0,1.06,10.0,1.25,3.75,1.88,1.93,2.0,1.73
7,7,0GU4Ehgl,2025-02-03,02:00,MEXICO - LIGA MX,Atl. San Luis,UNAM Pumas,CLAUSURA ,2.75,3.3,2.55,1.44,2.63,1.07,9.0,1.36,3.0,2.1,1.7,1.8,1.95
8,8,ADv84rGl,2025-02-03,09:30,INDONESIA - LIGA 1,Arema FC,Bali United,ROUND 21,2.16,3.3,2.7,1.3,3.05,1.01,10.0,1.22,3.8,1.73,1.98,1.56,2.17
9,9,IwrG2Mp1,2025-02-03,13:00,INDONESIA - LIGA 1,PSIS Semarang,Dewa United,ROUND 21,3.5,3.3,1.91,1.33,3.0,1.02,10.0,1.25,3.7,1.75,1.95,1.67,2.1
10,10,hxCrXAzh,2025-02-03,13:00,PARAGUAY - COPA DE PRIMERA,2 de Mayo,Guarani,APERTURA ,2.6,3.1,2.6,1.57,2.25,1.1,7.0,1.5,2.5,2.5,1.5,2.1,1.67
11,11,xjsGqeof,2025-02-03,15:00,INDIA - ISL,Odisha FC,North East Utd,ROUND 20,2.15,3.4,2.8,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,1.5,2.5
12,12,MFvbHFqm,2025-02-03,17:00,GREECE - SUPER LEAGUE,Asteras Tripolis,Lamia,ROUND 21,1.65,3.6,5.5,1.53,2.38,1.08,8.0,1.44,2.63,2.4,1.53,2.38,1.53
13,13,GYeQFMnB,2025-02-03,17:00,SERBIA - SUPER LIGA,Radnicki 1923,OFK Beograd,ROUND 21,1.75,3.4,3.9,1.33,3.0,1.02,10.0,1.25,3.5,1.8,1.91,1.75,1.95
14,14,rajMleGt,2025-02-03,18:00,CZECH REPUBLIC - CHANCE LIGA,Sigma Olomouc,Plzen,ROUND 20,4.2,4.0,1.65,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.75,2.0
15,15,zkc3EvJs,2025-02-03,18:00,TURKEY - SUPER LIG,Gaziantep,Galatasaray,ROUND 22,6.5,4.5,1.4,1.22,4.0,1.02,21.0,1.11,6.5,1.4,2.88,1.57,2.25
16,16,84npctW7,2025-02-03,19:00,POLAND - EKSTRAKLASA,Slask Wroclaw,Piast Gliwice,ROUND 19,2.75,3.0,2.75,1.57,2.25,1.1,7.0,1.5,2.5,2.5,1.5,2.1,1.67
17,17,65HIgzwh,2025-02-03,19:00,ROMANIA - SUPERLIGA,Farul Constanta,Petrolul,ROUND 24,2.35,3.0,3.1,1.53,2.38,1.1,7.0,1.44,2.63,2.4,1.53,2.0,1.73
