,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
11,COLOMBIA - PRIMERA A,2025-04-28,01:20,America De Cali,Dep. Cali, APERTURA,1.85,3.25,4.5,1.5,2.5,3.4,1.3,1.08,7.5,1.4,2.75,2.3,1.6,2.1,1.67
12,BOLIVIA - DIVISION PROFESIONAL,2025-04-28,01:30,Bolivar,Blooming, ROUND 5,1.18,6.5,15.0,1.17,5.0,1.8,2.0,1.01,26.0,1.07,9.0,1.29,3.6,1.8,1.91
13,BRAZIL - SERIE A BETANO,2025-04-28,01:30,Santos,Bragantino, ROUND 6,1.95,3.1,4.5,1.5,2.5,3.4,1.3,1.1,7.0,1.44,2.75,2.4,1.53,2.05,1.7
14,VENEZUELA - LIGA FUTVE,2025-04-28,02:00,Puerto Cabello,Portuguesa, APERTURA,2.3,3.0,3.1,1.62,2.2,3.2,1.3,1.07,7.0,1.53,2.38,2.63,1.44,1.95,1.75
15,ARGENTINA - TORNEO BETANO,2025-04-28,02:15,Independiente,Dep. Riestra, APERTURA,1.57,3.5,7.0,1.53,2.38,3.75,1.25,1.1,7.0,1.5,2.5,2.6,1.48,2.63,1.44
16,USA - MLS,2025-04-28,03:00,Los Angeles Galaxy,Portland Timbers,-,2.15,3.6,3.1,1.25,3.75,2.2,1.62,1.03,17.0,1.14,5.5,1.5,2.5,1.44,2.63
17,COLOMBIA - PRIMERA A,2025-04-28,03:30,Bucaramanga,Millonarios, APERTURA,2.2,2.8,3.8,1.62,2.2,4.0,1.22,1.11,6.5,1.53,2.38,2.7,1.44,2.2,1.62
18,MEXICO - LIGA MX,2025-04-28,03:30,Monterrey,Pachuca, CLAUSURA,1.95,3.5,3.9,1.33,3.25,2.5,1.5,1.04,13.0,1.2,4.33,1.7,2.1,1.62,2.2
19,INDONESIA - LIGA 1,2025-04-28,10:30,Arema FC,Persebaya, ROUND 30,2.1,3.4,3.0,1.33,3.0,2.5,1.48,1.02,10.0,1.25,3.6,1.75,1.95,1.65,2.1
20,INDONESIA - LIGA 1,2025-04-28,14:00,Madura United,Persik Kediri, ROUND 30,2.2,3.3,3.0,1.33,3.0,2.63,1.44,1.02,10.0,1.25,3.75,1.8,1.91,1.6,2.2
21,EGYPT - PREMIER LEAGUE,2025-04-28,16:00,El Gouna,Smouha, RELEGATION GROUP,2.7,2.6,2.9,1.62,2.2,4.0,1.2,1.17,5.0,1.62,2.2,2.88,1.36,2.25,1.57
22,BULGARIA - PARVA LIGA,2025-04-28,16:30,Septemvri Sofia,Lok. Plovdiv, RELEGATION GROUP,3.5,3.2,2.15,1.5,2.5,3.4,1.3,1.07,9.0,1.4,2.75,2.25,1.62,1.91,1.8
23,SERBIA - SUPER LIGA,2025-04-28,16:30,Napredak,Jedinstvo U., RELEGATION GROUP,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
24,CROATIA - HNL,2025-04-28,17:00,Istra 1961,Slaven Belupo, ROUND 32,2.2,3.0,3.1,1.44,2.63,3.4,1.3,1.07,9.0,1.36,3.0,2.15,1.67,1.83,1.83
25,GREECE - SUPER LEAGUE,2025-04-28,17:00,Levadiakos,Lamia, RELEGATION GROUP,1.36,4.33,9.5,1.44,2.63,3.25,1.33,1.07,9.0,1.4,2.75,2.2,1.65,2.63,1.44
26,GREECE - SUPER LEAGUE,2025-04-28,17:00,Panetolikos,Athens Kallithea, RELEGATION GROUP,2.63,3.2,2.7,1.53,2.38,3.5,1.29,1.08,8.0,1.44,2.63,2.4,1.53,2.05,1.7
27,ROMANIA - SUPERLIGA,2025-04-28,17:00,Petrolul,Farul Constanta, RELEGATION GROUP,2.5,3.0,2.9,1.44,2.63,3.4,1.3,1.07,9.0,1.36,3.0,2.15,1.67,1.83,1.83
28,SERBIA - SUPER LIGA,2025-04-28,17:00,Cukaricki,Sp. Subotica, RELEGATION GROUP,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
29,SLOVENIA - PRVA LIGA,2025-04-28,17:30,Bravo,Mura, ROUND 32,1.9,3.3,3.8,1.4,2.75,2.9,1.36,1.03,9.0,1.33,3.0,2.0,1.73,1.85,1.85
30,FINLAND - VEIKKAUSLIIGA,2025-04-28,18:00,SJK,Haka,-,1.55,4.33,5.5,1.25,3.75,2.25,1.57,1.03,17.0,1.17,5.0,1.57,2.35,1.67,2.1
31,QATAR - QSL,2025-04-28,18:00,Umm-Salal,Al Markhiya, RELEGATION,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32,SERBIA - SUPER LIGA,2025-04-28,18:00,Mladost,Novi Pazar, CHAMPIONSHIP GROUP,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
33,ITALY - SERIE A,2025-04-28,18:30,Udinese,Bologna, ROUND 34,4.5,3.4,1.85,1.44,2.63,3.25,1.33,1.08,8.0,1.4,3.0,2.2,1.67,2.0,1.75
34,SERBIA - SUPER LIGA,2025-04-28,18:30,Zeleznicar Pancevo,Radnicki Nis, RELEGATION GROUP,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
35,BULGARIA - PARVA LIGA,2025-04-28,19:00,CSKA 1948 Sofia,Botev Vratsa, RELEGATION GROUP,1.5,4.5,5.75,1.33,3.25,2.63,1.44,1.04,12.0,1.25,3.75,1.83,2.03,1.91,1.8
36,DENMARK - SUPERLIGA,2025-04-28,19:00,Aalborg,Vejle, RELEGATION GROUP,2.35,3.4,2.9,1.33,3.25,2.63,1.44,1.04,13.0,1.25,3.75,1.83,2.03,1.62,2.2
37,EGYPT - PREMIER LEAGUE,2025-04-28,19:00,El Gaish,Al Ittihad, RELEGATION GROUP,2.3,2.55,3.6,1.67,2.1,4.5,1.17,1.18,4.5,1.73,2.0,3.25,1.3,2.4,1.5
38,EGYPT - PREMIER LEAGUE,2025-04-28,19:00,El Ismaily,ZED, RELEGATION GROUP,3.1,2.55,2.6,1.67,2.1,4.0,1.2,1.17,5.0,1.67,2.1,3.0,1.33,2.3,1.55
39,GREECE - SUPER LEAGUE,2025-04-28,19:00,Volos,Panserraikos, RELEGATION GROUP,1.55,3.8,6.25,1.4,2.75,3.0,1.36,1.07,9.0,1.3,3.4,2.05,1.8,2.05,1.7
40,NORWAY - OBOS-LIGAEN,2025-04-28,19:00,Asane,Aalesund, ROUND 4,3.0,3.9,1.95,1.3,3.4,2.38,1.53,1.03,15.0,1.2,4.33,1.65,2.2,1.62,2.2
41,NORWAY - OBOS-LIGAEN,2025-04-28,19:00,Mjondalen,Start, ROUND 4,3.2,3.7,1.95,1.33,3.25,2.63,1.44,1.04,13.0,1.25,3.75,1.75,2.05,1.67,2.1
42,NORWAY - OBOS-LIGAEN,2025-04-28,19:00,Raufoss,Egersund, ROUND 4,2.55,3.9,2.25,1.29,3.5,2.38,1.53,1.03,17.0,1.18,4.5,1.62,2.25,1.57,2.25
43,NORWAY - OBOS-LIGAEN,2025-04-28,19:00,Skeid,Kongsvinger, ROUND 4,3.5,3.4,1.9,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.75,2.05,1.67,2.1
44,NORWAY - OBOS-LIGAEN,2025-04-28,19:00,Sogndal,Odd, ROUND 4,2.88,3.4,2.25,1.33,3.25,2.5,1.5,1.04,13.0,1.22,4.0,1.73,2.08,1.62,2.2
45,POLAND - EKSTRAKLASA,2025-04-28,19:00,Zaglebie,Stal Mielec, ROUND 30,2.05,3.4,3.5,1.36,3.0,2.63,1.44,1.05,11.0,1.25,3.75,1.88,1.98,1.7,2.05
46,PORTUGAL - LIGA PORTUGAL 2,2025-04-28,19:00,Benfica B,Mafra, ROUND 31,1.83,3.5,3.9,1.36,3.0,2.63,1.44,1.05,11.0,1.25,3.75,1.9,1.95,1.8,1.91
47,PORTUGAL - LIGA PORTUGAL 2,2025-04-28,19:00,Chaves,Alverca, ROUND 31,2.2,3.2,3.2,1.44,2.63,3.25,1.33,1.07,9.0,1.33,3.25,2.05,1.75,1.8,1.91
48,SWEDEN - ALLSVENSKAN,2025-04-28,19:00,Brommapojkarna,Djurgarden, ROUND 6,2.75,3.7,2.3,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.73,2.08,1.62,2.2
49,SWEDEN - SUPERETTAN,2025-04-28,19:00,Utsikten,Vasteras SK, ROUND 5,3.75,3.5,1.85,1.3,3.4,2.5,1.5,1.04,13.0,1.2,4.33,1.7,2.1,1.62,2.2
50,TURKEY - SUPER LIG,2025-04-28,19:00,Goztepe,Basaksehir, ROUND 33,2.25,3.3,3.1,1.44,2.63,3.0,1.36,1.07,9.0,1.33,3.25,2.08,1.73,1.83,1.83
51,SWEDEN - ALLSVENSKAN,2025-04-28,19:10,Goteborg,GAIS, ROUND 6,2.05,3.5,3.4,1.44,2.63,3.25,1.33,1.06,10.0,1.36,3.0,2.1,1.7,1.95,1.8
52,CROATIA - HNL,2025-04-28,19:15,Sibenik,Gorica, ROUND 32,2.45,2.8,2.88,1.53,2.38,3.5,1.29,1.1,7.0,1.44,2.63,2.4,1.53,2.0,1.73
53,ISRAEL - LIGAT HA'AL,2025-04-28,19:30,Beitar Jerusalem,Maccabi Haifa, CHAMPIONSHIP GROUP,2.3,3.5,2.75,1.25,3.75,2.2,1.62,1.03,17.0,1.14,5.5,1.53,2.4,1.44,2.63
54,ICELAND - BESTA DEILD KARLA,2025-04-28,19:45,Stjarnan,Vestmannaeyjar, ROUND 4,1.65,4.33,4.0,1.2,4.0,1.91,1.8,1.01,18.5,1.09,6.0,1.33,3.0,1.38,2.8
55,ARGENTINA - TORNEO BETANO,2025-04-28,20:00,Barracas Central,Union de Santa Fe, APERTURA,2.1,3.25,3.75,1.57,2.25,3.75,1.25,1.11,6.5,1.5,2.5,2.6,1.48,2.2,1.62
56,NETHERLANDS - EERSTE DIVISIE,2025-04-28,20:00,Jong Ajax,Helmond, ROUND 36,2.5,3.6,2.6,1.25,3.75,2.2,1.62,1.03,17.0,1.14,5.5,1.53,2.4,1.44,2.63
57,NETHERLANDS - EERSTE DIVISIE,2025-04-28,20:00,Jong AZ,Den Bosch, ROUND 36,2.4,3.5,2.75,1.25,3.75,2.2,1.62,1.03,17.0,1.14,5.5,1.5,2.5,1.44,2.63
58,NETHERLANDS - EERSTE DIVISIE,2025-04-28,20:00,Jong PSV,Eindhoven FC, ROUND 36,2.3,3.5,2.9,1.22,4.0,2.0,1.73,1.02,19.0,1.13,6.0,1.44,2.7,1.36,3.0
59,NETHERLANDS - EERSTE DIVISIE,2025-04-28,20:00,Jong Utrecht,FC Volendam, ROUND 36,5.0,4.5,1.57,1.22,4.0,2.1,1.67,1.02,21.0,1.13,6.0,1.44,2.7,1.53,2.38
60,NETHERLANDS - EERSTE DIVISIE,2025-04-28,20:00,Venlo,De Graafschap, ROUND 36,3.5,3.8,1.91,1.25,3.75,2.2,1.62,1.02,19.0,1.14,5.5,1.5,2.5,1.5,2.5
61,PERU - LIGA 1,2025-04-28,20:00,Sporting Cristal,Juan Pablo II, APERTURA,1.33,4.5,8.0,1.22,4.0,2.0,1.73,1.02,19.0,1.13,6.0,1.44,2.7,1.73,2.0
62,ROMANIA - SUPERLIGA,2025-04-28,20:00,Din. Bucuresti,CFR Cluj, CHAMPIONSHIP GROUP,3.9,3.4,1.9,1.5,2.5,3.4,1.3,1.08,8.0,1.4,2.75,2.3,1.6,2.1,1.67
63,URUGUAY - LIGA AUF URUGUAYA,2025-04-28,20:00,Racing Montevideo,Cerro Largo, APERTURA,2.3,2.8,3.6,1.5,2.5,3.5,1.29,1.1,7.0,1.44,2.63,2.4,1.53,2.0,1.73
64,SPAIN - LALIGA2,2025-04-28,20:30,Almeria,Racing Club Ferrol, ROUND 37,1.3,4.75,11.0,1.33,3.25,2.63,1.44,1.05,11.0,1.25,3.75,1.8,2.0,2.25,1.57
65,ITALY - SERIE A,2025-04-28,20:45,Lazio,Parma, ROUND 34,1.45,4.5,6.5,1.33,3.25,2.5,1.5,1.04,13.0,1.25,4.0,1.73,2.1,1.91,1.91
66,ITALY - SERIE A,2025-04-28,20:45,Verona,Cagliari, ROUND 34,2.45,2.75,3.4,1.53,2.38,3.5,1.29,1.11,6.5,1.5,2.63,2.63,1.5,2.0,1.75
67,ENGLAND - CHAMPIONSHIP,2025-04-28,21:00,Leeds,Bristol City, ROUND 45,1.53,4.0,6.0,1.33,3.25,2.63,1.44,1.05,11.0,1.25,4.0,1.83,2.03,1.83,1.83
68,ICELAND - BESTA DEILD KARLA,2025-04-28,21:15,Fram,Afturelding, ROUND 4,1.7,4.0,3.8,1.29,3.3,2.25,1.57,1.03,13.0,1.17,4.5,1.53,2.38,1.57,2.25
69,ICELAND - BESTA DEILD KARLA,2025-04-28,21:15,Valur,Vikingur Reykjavik, ROUND 4,2.3,3.6,2.6,1.22,3.8,2.0,1.73,1.01,16.5,1.11,5.5,1.4,2.75,1.36,2.88
70,PORTUGAL - LIGA PORTUGAL,2025-04-28,21:15,Casa Pia,Estoril, ROUND 31,2.0,3.1,4.0,1.44,2.63,3.25,1.33,1.07,9.0,1.36,3.0,2.15,1.67,1.95,1.8
71,ARGENTINA - TORNEO BETANO,2025-04-28,22:15,Godoy Cruz,Atl. Tucuman, APERTURA,2.7,3.2,2.75,1.53,2.38,3.75,1.25,1.08,8.0,1.44,2.63,2.4,1.53,2.1,1.67
72,COLOMBIA - PRIMERA B,2025-04-28,22:30,Orsomarso,Real Cundinamarca, APERTURA,2.38,3.0,2.9,1.5,2.4,3.3,1.29,1.08,6.5,1.43,2.63,2.3,1.55,1.95,1.75
73,PERU - LIGA 1,2025-04-28,22:30,AD Tarma,Cusco, APERTURA,1.91,3.4,3.8,1.29,3.5,2.38,1.53,1.03,15.0,1.17,5.0,1.6,2.3,1.5,2.5
74,PARAGUAY - COPA DE PRIMERA,2025-04-28,23:00,Sportivo Trinidense,Olimpia Asuncion, APERTURA,3.75,3.3,1.9,1.4,2.75,3.0,1.36,1.05,11.0,1.29,3.5,1.98,1.83,1.83,1.83
