,League,Date,Time,Round,Home,Away,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_BTTS_Yes,HT_Odd_BTTS_No,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Lay_Home,FT_Odd_Lay_Draw,FT_Odd_Lay_Away,Pre_Match_Home_Expected_Goals,Pre_Match_Away_Expected_Goals,Pre_Match_Total_Expected_Goals,BTTS_First_Half_Potential,BTTS_Second_Half_Potential,BTTS_Potential,Pre_Match_Home_Points_per_Game,Pre_Match_Home_Overall_Points_per_Game,Pre_Match_Away_Points_per_Game,Pre_Match_Away_Overall_Points_per_Game
10,Sweden Superettan,2025-06-14,15:00:00,12,Falkenberg,Helsingborg,2.63,2.2,4.0,1.36,3.0,2.75,1.4,7.0,1.1,0,0,1.88,3.25,3.55,1.06,9.0,1.3,3.45,1.86,1.84,1.75,2.0,1.77,1.25,1.28,1.85,1.27,3.12,40,30,40,1.8,1.55,1.0,1.09
14,Faroe Islands Faroe Islands Premier League,2025-06-14,16:00:00,13,07 Vestur,KÍ,11.0,3.5,1.38,1.2,4.2,1.95,1.8,3.74,1.23,0,0,16.0,8.5,1.07,1.01,21.0,1.06,6.15,1.35,3.0,2.25,1.57,1.02,1.02,6.2,1.67,2.24,3.91,33,0,59,1.0,0.58,2.67,2.83
13,Finland Veikkausliiga,2025-06-14,16:00:00,10,Oulu,HJK,5.5,2.4,2.05,1.34,3.27,2.35,1.5,5.75,1.11,0,0,5.1,3.91,1.5,1.01,12.5,1.18,4.46,1.66,2.08,1.73,2.1,1.14,1.22,2.5,1.48,1.85,3.33,23,25,58,0.25,0.5,1.4,1.7
12,Norway First Division,2025-06-14,16:00:00,10,Kongsvinger,Sogndal,2.0,2.65,4.4,1.2,3.9,2.02,1.72,4.35,1.2,0,0,1.61,4.0,4.33,1.02,21.0,1.12,5.8,1.41,2.69,1.47,2.55,2.45,1.2,1.22,2.07,1.5,3.57,13,38,75,1.75,1.56,1.5,1.78
11,Estonia Meistriliiga,2025-06-14,16:00:00,16,Kuressaare,Tallinna FC Levadia,10.0,3.27,1.44,1.18,4.4,1.91,1.8,3.6,1.25,0,0,10.0,6.5,1.15,1.01,17.5,1.09,6.15,1.33,3.25,1.88,1.73,1.02,1.04,1.03,1.48,2.33,3.81,14,28,48,1.29,0.87,1.88,2.13
15,Faroe Islands Faroe Islands Premier League,2025-06-14,16:30:00,13,TB,Víkingur,9.6,2.96,1.49,1.2,4.15,2.02,1.75,3.65,1.22,0,0,11.0,7.3,1.13,1.01,21.0,1.1,6.0,1.36,2.8,1.95,1.75,1.03,1.06,4.9,1.07,1.47,2.54,16,40,55,0.83,0.5,1.43,1.42
16,Kazakhstan Kazakhstan Premier League,2025-06-14,17:00:00,12,Turan Turkistan,Zhenys,2.89,2.0,3.84,1.47,2.5,3.2,1.3,8.5,1.02,0,0,2.29,3.08,2.79,1.04,7.5,1.37,2.7,2.15,1.57,1.8,1.76,1.57,1.29,1.36,1.91,1.46,3.37,10,17,55,1.33,1.0,0.8,0.64
17,Sweden Superettan,2025-06-14,17:00:00,12,Umeå,GIF Sundsvall,3.75,2.2,2.75,1.4,2.75,2.75,1.4,8.0,1.08,0,0,2.94,3.45,2.05,1.05,10.0,1.3,3.5,1.91,1.79,1.8,1.95,1.35,1.25,1.65,1.5,1.14,2.64,17,25,45,0.33,0.27,2.0,1.36
18,Finland Veikkausliiga,2025-06-14,18:00:00,10,Gnistan,KTP,2.19,2.5,3.93,1.25,3.5,2.2,1.6,5.35,1.14,0,0,1.59,4.0,4.2,1.0,12.0,1.18,5.0,1.51,2.38,1.6,2.2,2.15,1.22,1.22,1.67,1.22,2.89,50,33,59,1.0,1.22,1.0,0.67
19,Finland Veikkausliiga,2025-06-14,18:00:00,10,KuPS,Ilves,2.9,2.1,3.35,1.35,2.9,2.6,1.42,6.5,1.07,0,0,2.3,3.4,2.87,1.01,9.5,1.25,3.5,1.8,1.87,1.75,2.1,1.6,1.33,1.25,2.11,2.17,4.28,10,19,29,2.5,2.09,1.2,1.9
20,Finland Veikkausliiga,2025-06-14,18:00:00,10,Mariehamn,VPS,4.1,2.22,2.4,1.32,3.33,2.54,1.43,5.8,1.09,0,0,3.71,3.5,1.77,1.05,11.0,1.21,3.74,1.77,1.93,1.69,2.05,1.2,1.29,1.91,1.16,1.21,2.37,20,60,70,0.8,1.1,1.4,1.56
21,Norway First Division,2025-06-14,18:00:00,10,Hødd,Lillestrøm,6.5,2.4,1.86,1.34,3.2,2.3,1.52,5.8,1.12,0,0,5.9,4.1,1.46,1.0,9.7,1.14,4.8,1.82,1.88,1.75,1.92,1.01,1.22,1.17,1.26,1.96,3.22,10,35,45,1.5,1.56,2.2,2.56
22,Finland Veikkausliiga,2025-06-14,18:00:00,10,SJK,Jaro,2.0,2.41,5.0,1.29,3.4,2.25,1.55,5.0,1.13,0,0,1.58,3.63,4.7,1.0,15.0,1.14,4.2,1.67,2.0,1.68,2.1,2.38,1.25,1.22,1.77,1.13,2.9,20,20,40,1.4,1.36,1.4,0.89
23,Chile Primera División,2025-06-14,18:30:00,14,Palestino,La Serena,2.38,2.2,5.0,1.4,2.75,2.75,1.4,8.0,1.08,0,0,1.75,3.75,4.33,1.01,8.4,1.28,3.1,2.0,1.8,1.91,1.8,2.0,1.3,1.2,1.8,1.29,3.09,15,38,68,1.67,1.85,0.57,1.23
24,Chile Primera B,2025-06-14,18:30:00,0,Deportes Temuco,Univ. Concepción,2.89,1.99,3.6,1.44,2.6,3.1,1.35,7.8,1.05,0,0,2.2,3.25,2.93,1.06,8.1,1.37,2.9,2.1,1.65,1.85,1.85,1.57,1.3,1.25,1.72,1.32,3.04,17,17,33,1.67,1.25,1.67,1.92
25,Argentina Prim B Nacional,2025-06-14,18:40:00,0,Defensores de Belgrano,Gimnasia Jujuy,3.5,1.67,4.5,1.86,1.96,4.75,1.15,12.0,1.02,0,0,2.6,2.41,3.3,1.2,4.0,1.9,1.85,3.58,1.29,2.63,1.4,1.3,1.45,1.27,0.93,1.29,2.22,25,0,44,1.63,1.47,1.88,1.94
26,Belarus Vysheyshaya Liga,2025-06-14,19:00:00,0,Dinamo Minsk,Slutsk,1.6,2.6,12.1,1.31,3.3,2.37,1.54,5.3,1.14,0,0,1.27,5.6,11.0,1.02,11.0,1.21,4.1,1.7,2.16,2.37,1.56,4.0,1.16,1.16,0.0,0.0,0.0,29,17,59,3.0,2.3,0.75,0.73
27,Faroe Islands Faroe Islands Premier League,2025-06-14,19:00:00,13,B68,HB,5.65,2.46,1.67,1.25,3.4,2.1,1.62,4.95,1.12,0,0,6.29,4.46,1.42,1.03,14.0,1.15,4.75,1.47,2.38,1.65,2.2,1.08,1.17,2.6,1.54,1.62,3.16,9,27,45,2.0,1.17,2.4,2.08
28,Faroe Islands Faroe Islands Premier League,2025-06-14,19:00:00,0,EB - Streymur,Suduroy,1.97,2.45,5.75,1.27,3.3,2.25,1.55,5.25,1.08,0,0,1.46,4.0,6.0,1.02,13.0,1.15,4.2,1.58,2.15,1.67,1.85,2.63,1.12,1.2,1.14,1.25,2.39,25,9,33,1.17,1.42,0.5,0.5
29,Belarus Vysheyshaya Liga,2025-06-14,19:00:00,0,BATE,Neman Grodno,4.7,1.95,2.68,1.43,2.54,3.1,1.31,9.3,1.0,0,0,3.61,3.3,2.08,1.01,8.8,1.4,2.83,2.25,1.64,1.95,1.81,1.25,0.0,1.33,0.0,0.0,0.0,33,10,33,1.0,1.27,2.25,1.5
30,Argentina Prim B Nacional,2025-06-14,20:00:00,18,Tristán Suárez,San Miguel,3.55,1.57,3.65,1.7,2.13,4.0,1.2,13.0,1.02,0,0,2.62,2.75,2.85,1.15,4.75,1.66,2.1,2.92,1.35,2.25,1.53,1.4,1.4,1.44,1.48,0.97,2.45,19,19,50,2.0,1.53,0.63,1.41
31,Argentina Prim B Nacional,2025-06-14,20:00:00,18,Talleres Remedios,Central Norte,3.3,1.62,4.28,1.62,2.2,3.6,1.22,10.0,1.04,0,0,2.3,2.92,3.37,1.07,7.0,1.57,2.2,2.7,1.4,2.25,1.55,1.53,1.34,1.4,1.12,1.11,2.23,7,7,19,0.5,0.35,0.13,0.88
32,Argentina Prim B Nacional,2025-06-14,20:00:00,0,Chacarita Juniors,Agropecuario,2.61,1.86,5.0,1.57,2.33,3.7,1.25,10.0,1.0,0,0,2.03,3.05,3.81,1.13,6.25,1.45,2.38,2.5,1.47,2.2,1.62,1.7,1.33,1.24,0.92,1.04,1.96,7,13,44,1.38,1.71,0.38,1.47
33,Republic of Ireland First Division,2025-06-14,20:30:00,18,Longford Town,Cobh Ramblers,5.45,2.16,2.08,1.34,2.98,2.77,1.42,5.75,1.08,0,0,4.6,3.73,1.58,1.0,12.0,1.25,3.9,1.77,1.93,1.88,1.91,1.15,1.21,1.25,1.26,1.45,2.71,19,26,51,1.38,0.82,2.0,2.06
34,Argentina Prim B Nacional,2025-06-14,20:30:00,0,Deportivo Maipú,Racing Córdoba,3.1,1.81,4.1,1.52,2.3,3.7,1.29,10.0,1.04,0,0,2.2,2.9,3.41,1.07,6.0,1.5,2.3,2.7,1.44,2.2,1.62,1.57,1.34,1.4,1.7,0.98,2.68,25,0,44,1.75,1.41,1.0,1.29
35,Argentina Prim B Nacional,2025-06-14,20:30:00,0,Estudiantes Caseros,Chaco For Ever,3.1,1.57,5.0,1.76,2.04,4.45,1.18,12.0,1.02,0,0,2.05,2.78,4.29,1.12,4.33,1.76,2.06,3.14,1.32,2.5,1.5,1.7,1.35,1.44,1.0,1.16,2.16,7,19,25,1.75,1.53,1.0,1.53
36,Republic of Ireland Premier Division,2025-06-14,20:45:00,19,Sligo Rovers,Waterford,2.9,2.12,3.17,1.33,3.0,2.8,1.42,6.4,1.09,0,0,2.28,3.3,2.64,1.01,8.7,1.23,3.5,1.8,1.9,1.68,2.05,1.5,1.25,1.25,1.43,1.07,2.5,11,45,62,0.56,0.67,1.44,1.28
41,Chile Primera B,2025-06-14,21:00:00,0,Curicó Unido,Recoleta,2.76,2.05,4.2,1.42,2.55,3.3,1.29,8.4,1.04,0,0,1.88,3.1,3.0,1.06,7.5,1.38,2.65,2.25,1.6,2.0,1.83,1.62,1.31,1.36,2.22,1.64,3.86,22,14,57,1.14,1.33,0.86,1.38
40,Brazil Serie B,2025-06-14,21:00:00,12,CRB,Goiás,3.0,1.85,4.2,1.57,2.25,3.5,1.22,10.0,1.04,0,0,2.39,2.95,3.16,1.12,5.8,1.57,2.35,2.62,1.45,2.24,1.73,1.53,1.37,1.4,1.72,1.19,2.91,20,10,30,2.6,1.64,2.0,2.36
38,Argentina Prim B Nacional,2025-06-14,21:00:00,0,San Martín Tucumán,Almagro,2.55,1.62,6.75,1.66,2.15,4.2,1.22,13.0,1.03,0,0,1.7,2.9,4.53,1.15,4.75,1.69,2.25,3.4,1.33,2.7,1.44,1.95,1.32,1.36,1.17,1.26,2.43,19,13,57,1.63,1.82,0.88,1.47
37,Chile Primera División,2025-06-14,21:00:00,14,Universidad Católica,Huachipato,2.3,2.25,5.0,1.36,3.0,2.75,1.4,7.0,1.1,0,0,1.72,3.77,4.63,1.0,9.1,1.24,3.36,1.9,1.9,1.83,1.83,2.1,1.29,1.18,1.74,1.29,3.03,17,17,52,2.4,1.5,0.71,1.31
39,Canada Canadian Premier League,2025-06-14,21:00:00,0,HFX Wanderers FC,Cavalry FC,3.1,1.95,3.3,1.4,2.75,2.95,1.33,7.6,1.05,0,0,2.45,3.1,2.63,1.06,8.5,1.33,3.1,2.0,1.7,1.75,1.95,1.41,0.0,1.33,1.37,1.63,3.0,25,13,38,1.75,1.7,1.75,1.67
42,Iceland Úrvalsdeild,2025-06-14,21:15:00,11,Stjarnan,Valur,3.7,2.65,2.18,1.2,4.1,1.9,1.78,4.2,1.22,0,0,3.58,4.1,1.74,1.01,19.0,1.08,6.61,1.33,3.05,1.38,3.0,1.25,1.2,1.19,1.53,1.47,3.0,50,46,67,2.17,1.4,1.0,1.8
43,Argentina Prim B Nacional,2025-06-14,21:40:00,0,Temperley,Colón,3.42,1.64,4.4,1.7,2.0,5.15,1.17,10.5,1.02,0,0,2.45,2.58,3.33,1.2,4.6,1.83,1.91,3.65,1.22,2.62,1.38,1.5,1.44,1.5,1.48,1.2,2.68,7,25,32,2.0,1.53,0.88,1.24
44,Brazil Serie C,2025-06-14,22:00:00,9,Ponte Preta,ABC,2.4,1.93,7.1,1.55,2.2,3.8,1.23,11.5,1.02,0,0,1.56,3.1,6.0,1.13,5.5,1.52,2.19,2.75,1.4,2.6,1.42,2.0,1.27,1.32,1.51,1.5,3.01,0,25,38,1.5,2.0,1.5,1.13
45,Brazil Serie C,2025-06-14,22:00:00,9,Ituano,São Bernardo,3.55,1.86,3.35,1.53,2.45,3.4,1.29,9.0,1.03,0,0,2.61,2.8,2.75,1.02,7.8,1.4,2.51,2.33,1.5,1.95,1.75,1.41,1.33,1.36,1.44,1.61,3.05,0,13,13,1.25,1.5,1.5,1.38
46,USA MLS,2025-06-14,22:30:00,0,St. Louis City,LA Galaxy,2.63,2.4,3.5,1.29,3.5,2.25,1.57,5.5,1.14,0,0,2.03,3.51,2.93,1.04,10.0,1.2,4.33,1.58,2.22,1.5,2.5,1.66,1.27,1.35,1.68,1.21,2.89,23,24,53,1.13,0.82,0.22,0.41
47,USA NWSL,2025-06-14,23:00:00,0,Chicago Red Stars,Seattle Reign,3.4,2.05,3.04,1.4,2.65,2.9,1.36,7.0,1.07,0,0,2.61,3.25,2.38,1.04,8.5,1.28,3.2,2.0,1.71,1.73,1.93,1.48,0.0,1.43,1.47,1.28,2.75,30,40,70,0.0,0.45,2.0,1.55
48,Argentina Prim B Nacional,2025-06-14,23:00:00,18,Estudiantes Río Cuarto,Gimnasia Mendoza,3.7,1.67,4.0,1.7,1.97,4.5,1.15,12.5,1.02,0,0,2.7,2.34,3.34,1.18,3.95,1.79,2.04,3.3,1.3,2.5,1.5,1.4,1.48,1.5,1.75,1.06,2.81,0,13,32,2.0,1.76,1.63,1.88
50,Chile Primera B,2025-06-14,23:30:00,0,Santiago Wanderers,Cobreloa,2.7,2.1,3.9,1.32,2.95,2.62,1.4,6.0,1.09,0,0,2.22,3.25,3.1,1.05,10.0,1.25,3.5,1.91,1.8,1.75,2.0,1.73,1.28,1.3,2.0,1.56,3.56,0,33,59,1.33,1.42,1.17,1.5
49,Brazil Serie B,2025-06-14,23:30:00,12,Atlético PR,Remo,2.35,2.19,5.5,1.45,2.75,3.15,1.32,8.7,1.07,0,0,1.77,3.5,4.7,1.02,8.35,1.36,2.9,2.1,1.7,2.05,1.7,2.05,1.28,1.25,1.63,1.49,3.12,20,50,65,1.67,1.27,0.8,1.82
51,Argentina Prim B Nacional,2025-06-14,23:40:00,0,Deportivo Morón,Almirante Brown,2.7,1.83,5.0,1.65,2.1,4.1,1.22,9.0,1.02,0,0,1.92,3.0,4.6,1.11,4.5,1.67,2.1,2.9,1.33,2.57,1.44,1.8,1.33,1.4,1.36,1.05,2.41,25,19,38,2.5,1.76,0.88,0.94
