,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,Ei0iVl54,2025-02-04,00:00,PARAGUAY - COPA DE PRIMERA,Olimpia Asuncion,Atl. Tembetary,APERTURA ,1.42,4.2,7.0,1.4,2.75,1.05,11.0,1.29,3.5,1.9,1.9,2.1,1.67
2,2,vZJjAblm,2025-02-04,00:00,VENEZUELA - LIGA FUTVE,Caracas,Metropolitanos,APERTURA ,2.15,3.0,3.1,1.5,2.4,1.08,7.0,1.4,2.7,2.25,1.57,2.0,1.73
3,3,0hbjpfDG,2025-02-04,01:30,ARGENTINA - TORNEO BETANO,Argentinos Jrs,Platense,APERTURA ,2.1,2.8,4.33,1.83,1.98,1.17,5.0,1.8,1.91,3.6,1.29,2.75,1.4
4,4,t4sQkwSs,2025-02-04,01:30,ARGENTINA - TORNEO BETANO,Belgrano,Ind. Rivadavia,APERTURA ,1.91,3.3,4.33,1.57,2.25,1.1,7.0,1.44,2.63,2.4,1.53,2.2,1.62
5,5,pGSH2VLM,2025-02-04,15:00,ROMANIA - SUPERLIGA,Gloria Buzau,FC Botosani,ROUND 25,2.7,3.0,2.7,1.5,2.5,1.08,8.0,1.4,2.75,2.3,1.6,1.91,1.8
6,6,SfMzJj63,2025-02-04,17:00,ROMANIA - SUPERLIGA,FC Rapid Bucuresti,Unirea Slobozia,ROUND 25,1.45,4.1,6.5,1.44,2.63,1.06,10.0,1.33,3.25,2.08,1.73,2.25,1.57
7,7,tnEmc9qp,2025-02-04,19:30,ROMANIA - SUPERLIGA,Din. Bucuresti,Otelul,ROUND 25,1.6,3.6,5.75,1.5,2.5,1.08,8.0,1.4,2.75,2.3,1.6,2.25,1.57
8,8,WWp90WXG,2025-02-04,19:30,SWITZERLAND - CHALLENGE LEAGUE,Schaffhausen,Lausanne Ouchy,ROUND 15,3.25,3.4,2.02,1.3,3.2,1.05,10.5,1.22,3.75,1.75,1.95,1.61,2.08
9,9,8K4se1xe,2025-02-04,20:30,SWITZERLAND - SUPER LEAGUE,Grasshoppers,Lausanne,ROUND 22,2.8,3.3,2.45,1.36,3.0,1.05,11.0,1.25,3.75,1.85,2.0,1.67,2.1
10,10,UZhjgu77,2025-02-04,20:30,SWITZERLAND - SUPER LEAGUE,Sion,Servette,ROUND 22,3.1,3.5,2.2,1.36,3.0,1.05,11.0,1.25,3.75,1.85,2.0,1.67,2.1
11,11,nkn7STro,2025-02-04,20:45,ENGLAND - CHAMPIONSHIP,Burnley,Oxford Utd,ROUND 31,1.48,3.9,7.5,1.5,2.5,1.08,8.0,1.4,3.0,2.3,1.62,2.5,1.5
12,12,YLxsu7Sj,2025-02-04,20:45,ENGLAND - CHAMPIONSHIP,QPR,Blackburn,ROUND 31,2.55,3.1,2.9,1.53,2.38,1.1,7.0,1.44,2.75,2.38,1.57,2.0,1.73
13,13,A14PTPll,2025-02-04,20:45,ENGLAND - LEAGUE TWO,Newport,Morecambe,ROUND 25,2.5,3.3,2.7,1.4,2.75,1.05,11.0,1.25,3.75,1.9,1.95,1.67,2.1
14,14,bFpf7Srm,2025-02-04,20:45,ENGLAND - LEAGUE TWO,Salford,Bromley,ROUND 17,2.0,3.4,3.6,1.44,2.63,1.06,10.0,1.33,3.25,2.05,1.75,1.83,1.83
15,15,AVNtRqDN,2025-02-04,20:45,NORTHERN IRELAND - NIFL PREMIERSHIP,Carrick Rangers,Larne,ROUND 3,3.35,3.2,2.05,1.38,2.75,1.06,9.5,1.33,3.2,2.1,1.68,1.86,1.87
16,16,80ngm9tf,2025-02-04,20:45,NORTHERN IRELAND - NIFL PREMIERSHIP,Coleraine,Cliftonville,ROUND 12,2.08,3.4,3.05,1.3,3.15,1.04,12.0,1.24,3.85,1.83,1.93,1.68,2.08
17,17,A5AHbYAC,2025-02-04,23:00,ARGENTINA - TORNEO BETANO,Godoy Cruz,Talleres Cordoba,APERTURA ,3.75,3.1,2.15,1.53,2.38,1.1,7.0,1.44,2.63,2.4,1.53,2.05,1.7
