,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,BRAZIL - SERIE B,2025-04-22,00:00,Novorizontino,Criciuma, ROUND 4,1.9,3.3,4.2,1.53,2.38,3.75,1.25,1.1,7.0,1.5,2.5,2.5,1.5,2.2,1.62
2,BRAZIL - SERIE A BETANO,2025-04-22,01:00,Bahia,Ceara, ROUND 5,1.67,3.7,5.25,1.4,2.75,3.0,1.36,1.06,10.0,1.33,3.4,2.07,1.83,1.95,1.8
3,COLOMBIA - PRIMERA A,2025-04-22,01:00,Chico,Fortaleza, APERTURA,2.55,3.0,2.9,1.62,2.2,4.0,1.22,1.11,6.5,1.57,2.25,2.7,1.44,2.25,1.57
4,PARAGUAY - COPA DE PRIMERA,2025-04-22,01:15,Nacional Asuncion,Recoleta, APERTURA,1.95,3.25,3.9,1.5,2.5,3.4,1.3,1.07,9.0,1.36,3.0,2.2,1.65,1.91,1.8
5,BRAZIL - SERIE B,2025-04-22,02:30,Remo,Coritiba, ROUND 4,2.35,2.8,3.5,1.62,2.2,4.0,1.22,1.11,6.5,1.5,2.5,2.6,1.48,2.2,1.62
6,COLOMBIA - PRIMERA A,2025-04-22,03:10,Dep. Pasto,Aguilas, APERTURA,1.95,2.88,4.75,1.73,2.08,4.5,1.18,1.14,5.5,1.67,2.1,3.4,1.33,2.63,1.44
7,COSTA RICA - PRIMERA DIVISION,2025-04-22,04:00,Alajuelense,Saprissa, CLAUSURA,1.95,3.25,4.1,1.5,2.5,3.5,1.29,1.08,8.0,1.4,2.75,2.3,1.6,2.0,1.73
8,AUSTRALIA - A-LEAGUE,2025-04-22,11:00,Brisbane Roar,Adelaide United, ROUND 16,3.1,4.1,2.05,1.2,4.33,2.0,1.8,1.01,23.0,1.1,7.0,1.33,3.4,1.33,3.25
9,CROATIA - HNL,2025-04-22,17:00,Slaven Belupo,Varazdin, ROUND 31,2.25,3.1,3.5,1.53,2.38,3.75,1.25,1.08,8.0,1.44,2.63,2.4,1.5,2.1,1.67
10,ESTONIA - MEISTRILIIGA,2025-04-22,17:00,Kalju,Tallinna Kalev, ROUND 9,1.13,7.5,15.0,1.2,4.1,1.8,1.91,1.01,1.01,1.04,6.5,1.3,3.25,2.05,1.68
11,ESTONIA - MEISTRILIIGA,2025-04-22,17:00,Tammeka,Kuressaare, ROUND 9,2.1,3.4,3.1,1.28,3.3,2.38,1.53,1.01,1.01,1.2,4.33,1.62,2.2,1.58,2.2
12,SERBIA - SUPER LIGA,2025-04-22,17:00,Radnicki Nis,IMT Novi Beograd, RELEGATION GROUP,2.3,3.1,2.9,1.37,2.85,2.63,1.44,1.01,1.01,1.29,3.4,1.83,1.83,1.66,2.05
13,ESTONIA - MEISTRILIIGA,2025-04-22,18:00,Flora,Harju JK Laagri, ROUND 9,1.29,5.0,8.5,1.23,3.75,2.1,1.67,1.01,1.01,1.08,5.4,1.5,2.5,1.78,1.9
