,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,CZECH REPUBLIC - CHANCE LIGA,2025-04-09,18:00,Slovacko,Hradec Kralove, ROUND 23,2.88,3.0,2.6,1.5,2.5,3.4,1.3,1.08,8.0,1.36,3.0,2.25,1.62,1.91,1.91
2,SOUTH AMERICA - COPA LIBERTADORES,2025-04-09,00:00,Botafogo RJ (Bra),Carabobo (Ven), GROUP STAGE,1.14,8.0,17.0,1.25,3.75,2.2,1.62,1.02,19.0,1.14,5.5,1.5,2.5,2.63,1.44
3,SOUTH AMERICA - COPA LIBERTADORES,2025-04-09,00:00,Libertad Asuncion (Par),Talleres Cordoba (Arg), GROUP STAGE,2.55,3.0,3.1,1.62,2.2,4.0,1.22,1.13,6.0,1.53,2.38,2.7,1.44,2.1,1.67
4,SOUTH AMERICA - COPA SUDAMERICANA,2025-04-09,00:00,Caracas (Ven),Cienciano (Per), GROUP STAGE,2.15,3.2,3.7,1.44,2.63,3.4,1.3,1.08,8.0,1.36,3.0,2.25,1.62,1.91,1.8
5,SOUTH AMERICA - COPA SUDAMERICANA,2025-04-09,00:00,Gremio (Bra),Grau (Per), GROUP STAGE,1.2,6.25,15.0,1.3,3.4,2.5,1.5,1.04,13.0,1.2,4.33,1.65,2.2,2.38,1.53
6,SOUTH AMERICA - COPA SUDAMERICANA,2025-04-09,00:00,Independiente (Arg),Boston River (Uru), GROUP STAGE,1.33,5.0,9.5,1.36,3.0,2.75,1.4,1.05,11.0,1.29,3.5,1.93,1.93,2.5,1.5
7,SOUTH AMERICA - COPA LIBERTADORES,2025-04-09,02:00,Penarol (Uru),SA Bulo Bulo (Bol), GROUP STAGE,1.13,8.5,19.0,1.22,4.0,2.05,1.75,1.02,21.0,1.11,6.5,1.4,2.88,2.25,1.57
8,SOUTH AMERICA - COPA LIBERTADORES,2025-04-09,02:30,Estudiantes L.P. (Arg),U. De Chile (Chi), GROUP STAGE,1.62,4.0,5.5,1.4,2.75,3.0,1.36,1.06,9.5,1.33,3.25,2.05,1.8,2.05,1.7
9,SOUTH AMERICA - COPA LIBERTADORES,2025-04-09,02:30,River Plate (Arg),Barcelona SC (Ecu), GROUP STAGE,1.4,4.5,8.0,1.33,3.25,2.5,1.5,1.04,13.0,1.22,4.0,1.7,2.1,1.95,1.8
10,COLOMBIA - PRIMERA B,2025-04-09,02:30,Real Cundinamarca,Tigres, APERTURA,1.95,2.88,3.85,1.55,2.2,3.75,1.23,1.13,5.5,1.55,2.25,2.7,1.4,2.4,1.5
