,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,jPwpHlb6,2025-02-27,01:30,SOUTH AMERICA - COPA LIBERTADORES,Barcelona SC (Ecu),EL Nacional (Ecu),QUALIFICATION ,1.44,4.33,8.0,1.33,3.25,1.04,12.0,1.22,4.0,1.73,2.08,1.91,1.8
2,2,fknYmHy8,2025-02-27,01:30,SOUTH AMERICA - COPA LIBERTADORES,Corinthians (Bra),Universidad Central (Ven),QUALIFICATION ,1.06,11.0,29.0,1.2,4.33,1.02,21.0,1.13,6.0,1.44,2.7,3.5,1.29
3,3,jJ4BBpv0,2025-02-27,02:00,MEXICO - LIGA MX,Pachuca,Puebla,CLAUSURA ,1.48,4.33,6.5,1.33,3.25,1.03,15.0,1.2,4.33,1.7,2.1,1.91,1.91
4,4,fB1S72wP,2025-02-27,04:00,MEXICO - LIGA MX,Toluca,Queretaro,CLAUSURA ,1.27,6.0,9.0,1.25,3.75,1.02,19.0,1.13,6.0,1.44,2.7,1.91,1.91
5,5,bq8J9O8C,2025-02-27,04:05,MEXICO - LIGA MX,Atl. San Luis,Guadalajara Chivas,CLAUSURA ,3.4,3.6,2.05,1.4,2.75,1.05,11.0,1.29,3.5,1.93,1.93,1.75,2.0
6,6,CKcVOANb,2025-02-27,12:45,SINGAPORE - PREMIER LEAGUE,Albirex Niigata,Balestier Khalsa,ROUND 27,2.4,3.7,2.4,1.17,5.0,1.01,34.0,1.06,10.0,1.25,4.0,1.25,3.75
7,7,8nivNlhB,2025-02-27,12:45,SINGAPORE - PREMIER LEAGUE,Geylang,Tanjong Pagar,ROUND 27,1.18,6.5,10.0,1.13,6.0,1.01,34.0,1.04,13.0,1.18,4.5,1.5,2.5
8,8,A7BnU7b2,2025-02-27,14:00,MALAYSIA - SUPER LEAGUE,Sri Pahang,Terengganu,ROUND 22,3.0,3.3,2.15,1.33,3.0,1.02,10.0,1.25,3.6,1.75,1.95,1.65,2.1
9,9,IHWydhBb,2025-02-27,14:45,QATAR - QSL,Al Khor,Al Wakra,ROUND 17,3.8,3.65,1.74,1.3,3.2,1.03,12.0,1.16,4.75,1.57,2.25,1.55,2.3
10,10,nDj9N475,2025-02-27,15:00,EGYPT - PREMIER LEAGUE,El Gaish,National Bank Egypt,ROUND 16,2.9,2.63,2.63,1.78,1.92,1.14,4.4,1.77,1.87,3.45,1.23,2.6,1.4
11,11,8SvILrxI,2025-02-27,15:00,EGYPT - PREMIER LEAGUE,Smouha,Al Masry,ROUND 16,2.9,2.8,2.48,1.63,2.15,1.09,5.4,1.57,2.16,2.8,1.35,2.28,1.52
12,12,Yi9xEcd2,2025-02-27,15:00,INDIA - ISL,Punjab,Goa,ROUND 24,2.7,3.4,2.3,1.36,3.0,1.04,12.0,1.25,3.75,1.83,1.98,1.67,2.1
13,13,48kCDiwn,2025-02-27,17:00,SERBIA - SUPER LIGA,Napredak,Tekstilac Odzaci,ROUND 25,1.81,3.15,3.65,1.38,2.75,1.07,7.0,1.32,3.15,2.08,1.68,1.88,1.82
14,14,vmm1PQxg,2025-02-27,18:00,EGYPT - PREMIER LEAGUE,Zamalek,ZED,ROUND 16,1.78,3.2,4.2,1.49,2.4,1.05,6.5,1.4,2.63,2.25,1.53,2.07,1.63
15,15,bH9HOqKq,2025-02-27,18:00,MOROCCO - BOTOLA PRO,Chabab Mohammedia,Moghreb Tetouan,ROUND 23,5.0,3.0,1.8,1.62,2.2,1.13,6.0,1.57,2.25,2.88,1.4,2.5,1.5
16,16,t0TpU5dM,2025-02-27,18:00,MOROCCO - BOTOLA PRO,IR Tanger,Jeunesse Sportive Soualem,ROUND 23,2.0,3.0,3.6,1.53,2.38,1.1,7.0,1.44,2.63,2.35,1.57,2.1,1.67
17,17,CYhKBV7b,2025-02-27,18:30,SERBIA - SUPER LIGA,Radnicki 1923,Novi Pazar,ROUND 25,1.73,3.5,4.0,1.3,3.2,1.02,10.0,1.22,3.8,1.7,2.05,1.67,2.05
18,18,rkqCzzDc,2025-02-27,19:00,DENMARK - 1ST DIVISION,Hvidovre IF,Fredericia,ROUND 20,2.15,3.4,3.2,1.33,3.25,1.04,13.0,1.22,4.0,1.75,2.05,1.62,2.2
19,19,vm90i1Mq,2025-02-27,19:00,SERBIA - SUPER LIGA,TSC,Cukaricki,ROUND 25,2.0,3.2,3.05,1.34,2.95,1.02,10.0,1.27,3.5,1.91,1.81,1.74,1.98
20,20,WU7PMNld,2025-02-27,20:00,MOROCCO - BOTOLA PRO,COD Meknes,Hassania Agadir,ROUND 23,2.15,2.75,3.6,1.62,2.2,1.11,6.5,1.53,2.38,2.7,1.44,2.2,1.62
21,21,8f71RSPs,2025-02-27,20:45,ITALY - SERIE A,Bologna,AC Milan,ROUND 9,2.8,3.25,2.6,1.4,2.75,1.06,10.0,1.3,3.5,2.04,1.86,1.75,2.0
22,22,W4vHttEb,2025-02-27,21:00,ENGLAND - PREMIER LEAGUE,West Ham,Leicester,ROUND 27,1.62,4.2,5.0,1.33,3.25,1.04,13.0,1.22,4.33,1.73,2.1,1.75,2.0
23,23,dl9SnKDG,2025-02-27,21:00,ENGLAND - LEAGUE TWO,Barrow,Carlisle,ROUND 34,2.0,3.4,3.6,1.5,2.5,1.07,8.5,1.36,3.0,2.2,1.65,2.0,1.73
24,24,Kfbc3G3U,2025-02-27,21:30,PERU - LIGA 1,AD Tarma,Sport Boys,APERTURA ,1.38,4.33,6.5,1.36,3.0,1.04,13.0,1.25,3.75,1.83,2.03,2.1,1.67
