,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,v5Me8fiT,2024-12-30,15:00,INDIA - ISL,Mumbai City,North East Utd,ROUND 14,1.65,3.75,4.2,1.33,3.25,1.03,15.0,1.2,4.33,1.67,2.15,1.67,2.1
2,2,jZvnPm8T,2024-12-30,16:00,EGYPT - PREMIER LEAGUE,El Gouna,Pyramids,ROUND 7,5.75,3.6,1.5,1.44,2.6,1.06,7.5,1.36,2.87,2.1,1.65,2.25,1.57
3,3,jFG4CAON,2024-12-30,16:00,EGYPT - PREMIER LEAGUE,Enppi,Al Ahly,ROUND 7,7.0,3.9,1.4,1.48,2.5,1.07,7.5,1.4,2.7,2.2,1.6,2.6,1.44
4,4,OtlnKnIt,2024-12-30,18:30,ITALY - SERIE A,Como,Lecce,ROUND 18,1.73,3.6,5.0,1.44,2.63,1.06,10.0,1.33,3.4,2.1,1.73,1.95,1.8
5,5,pxxvR9wH,2024-12-30,19:00,EGYPT - PREMIER LEAGUE,Pharco,Smouha,ROUND 7,3.3,3.0,2.1,1.5,2.4,1.08,6.5,1.4,2.62,2.25,1.57,2.0,1.73
6,6,lArVSV84,2024-12-30,19:00,EGYPT - PREMIER LEAGUE,ZED,Petrojet,ROUND 7,1.95,2.87,3.8,1.57,2.25,1.11,5.75,1.55,2.3,2.62,1.44,2.3,1.55
7,7,0O6wpopA,2024-12-30,20:45,ENGLAND - PREMIER LEAGUE,Aston Villa,Brighton,ROUND 19,1.95,3.75,3.7,1.3,3.4,1.03,15.0,1.2,4.5,1.67,2.2,1.57,2.25
8,8,zsLLdOTF,2024-12-30,20:45,ENGLAND - PREMIER LEAGUE,Ipswich,Chelsea,ROUND 19,7.5,5.0,1.38,1.25,3.75,1.02,19.0,1.13,6.0,1.44,2.75,1.67,2.1
9,9,S07zFit1,2024-12-30,20:45,ITALY - SERIE A,Bologna,Verona,ROUND 18,1.5,4.1,7.0,1.4,2.75,1.06,10.0,1.3,3.5,1.99,1.91,2.05,1.7
10,10,lW5AxSoI,2024-12-30,20:45,NORTHERN IRELAND - NIFL PREMIERSHIP,Ballymena,Glenavon,ROUND 24,2.5,3.3,2.5,1.37,2.85,1.06,10.0,1.32,3.25,2.07,1.71,1.86,1.86
11,11,rXNrKJVj,2024-12-30,20:45,NORTHERN IRELAND - NIFL PREMIERSHIP,Carrick Rangers,Crusaders,ROUND 24,2.6,3.5,2.32,1.28,3.35,1.03,13.0,1.21,4.2,1.72,2.06,1.62,2.18
12,12,AwGUsNNc,2024-12-30,20:45,NORTHERN IRELAND - NIFL PREMIERSHIP,Cliftonville,Dungannon,ROUND 24,1.62,3.95,4.25,1.27,3.4,1.03,14.0,1.21,4.2,1.72,2.06,1.75,1.98
13,13,Wh4wt1hA,2024-12-30,20:45,NORTHERN IRELAND - NIFL PREMIERSHIP,Linfield,Larne,ROUND 24,1.9,3.2,3.75,1.42,2.63,1.07,8.5,1.38,2.9,2.28,1.58,2.04,1.71
14,14,I92ovuNM,2024-12-30,20:45,NORTHERN IRELAND - NIFL PREMIERSHIP,Loughgall,Coleraine,ROUND 24,3.75,3.65,1.78,1.27,3.4,1.03,14.0,1.2,4.35,1.68,2.1,1.64,2.16
15,15,xfqIYIpp,2024-12-30,20:45,NORTHERN IRELAND - NIFL PREMIERSHIP,Portadown,Glentoran,ROUND 24,3.6,3.35,1.9,1.35,2.9,1.05,10.5,1.29,3.45,1.98,1.78,1.83,1.9
16,16,Sv00ktMk,2024-12-30,21:00,ENGLAND - PREMIER LEAGUE,Manchester Utd,Newcastle,ROUND 19,2.7,3.4,2.55,1.3,3.4,1.03,15.0,1.17,5.0,1.62,2.3,1.5,2.5
17,17,OU7IVHqe,2024-12-30,21:00,ENGLAND - LEAGUE TWO,AFC Wimbledon,Gillingham,ROUND 23,1.75,3.5,4.5,1.5,2.5,1.07,9.0,1.4,2.75,2.2,1.65,2.1,1.67
18,18,4YzVQ0gD,2024-12-30,21:15,PORTUGAL - LIGA PORTUGAL,Famalicao,Santa Clara,ROUND 16,2.7,2.9,2.8,1.62,2.2,1.11,6.5,1.53,2.38,2.7,1.44,2.2,1.62
