,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,NETHERLANDS - EERSTE DIVISIE,2025-04-01,20:00,Jong Utrecht,Venlo, ROUND 26,2.9,3.8,2.2,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.73,2.08,1.62,2.2
2,URUGUAY - LIGA AUF URUGUAYA,2025-04-01,00:00,CA Cerro,Wanderers, APERTURA,2.7,2.9,2.7,1.67,2.1,4.0,1.22,1.13,6.0,1.57,2.25,2.88,1.4,2.25,1.57
3,BRAZIL - SERIE A BETANO,2025-04-01,01:00,Bragantino,Ceara, ROUND 1,1.95,3.3,4.0,1.5,2.5,3.4,1.3,1.08,8.0,1.4,3.0,2.2,1.65,1.95,1.8
4,COSTA RICA - PRIMERA DIVISION,2025-04-01,02:00,AD Santos,Liberia, CLAUSURA,2.15,3.3,3.1,1.44,2.63,3.25,1.33,1.06,10.0,1.36,3.0,2.1,1.7,1.83,1.83
5,URUGUAY - LIGA AUF URUGUAYA,2025-04-01,02:15,Defensor Sp.,Miramar, APERTURA,1.85,3.1,4.5,1.5,2.5,3.5,1.29,1.08,7.5,1.4,2.75,2.3,1.6,2.0,1.73
6,COLOMBIA - PRIMERA A,2025-04-01,02:30,La Equidad,Junior, APERTURA,2.35,3.1,3.2,1.53,2.38,3.75,1.25,1.1,7.0,1.44,2.63,2.4,1.53,2.1,1.67
7,COSTA RICA - PRIMERA DIVISION,2025-04-01,04:00,Zeledon,Alajuelense, CLAUSURA,4.2,3.4,1.8,1.53,2.38,3.5,1.29,1.08,8.0,1.44,2.63,2.4,1.53,2.2,1.62
8,SOUTH KOREA - K LEAGUE 1,2025-04-01,12:30,Ulsan HD,Daejeon, ROUND 18,2.0,3.5,3.7,1.4,2.75,3.0,1.36,1.05,11.0,1.29,3.5,2.0,1.85,1.8,1.91
9,CHINA - SUPER LEAGUE,2025-04-01,13:00,Henan Songshan Longmen,Qingdao West Coast, ROUND 4,2.1,3.4,3.5,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.75,2.05,1.62,2.2
10,CHINA - SUPER LEAGUE,2025-04-01,13:35,Zhejiang Professional,Shenzhen Xinpengcheng, ROUND 4,1.65,3.9,5.25,1.3,3.4,2.5,1.5,1.04,13.0,1.18,4.5,1.65,2.2,1.67,2.1
11,BULGARIA - PARVA LIGA,2025-04-01,15:15,Spartak Varna,Botev Vratsa, ROUND 27,1.7,3.6,5.5,1.44,2.63,3.0,1.36,1.06,10.0,1.3,3.4,2.05,1.8,1.91,1.8
12,BULGARIA - PARVA LIGA,2025-04-01,17:45,Slavia Sofia,Septemvri Sofia, ROUND 27,1.65,3.8,5.0,1.44,2.63,3.25,1.33,1.06,10.0,1.36,3.0,2.15,1.67,2.1,1.67
13,NORWAY - OBOS-LIGAEN,2025-04-01,19:00,Raufoss,Moss, ROUND 1,2.75,3.5,2.35,1.36,3.0,2.75,1.4,1.04,12.0,1.25,3.75,1.85,2.0,1.67,2.1
