,League,Date,Time,Round,Home,Away,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_BTTS_Yes,HT_Odd_BTTS_No,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Lay_Home,FT_Odd_Lay_Draw,FT_Odd_Lay_Away,Pre_Match_Home_Expected_Goals,Pre_Match_Away_Expected_Goals,Pre_Match_Total_Expected_Goals,BTTS_First_Half_Potential,BTTS_Second_Half_Potential,BTTS_Potential,Pre_Match_Home_Points_per_Game,Pre_Match_Home_Overall_Points_per_Game,Pre_Match_Away_Points_per_Game,Pre_Match_Away_Overall_Points_per_Game
0,Paraguay Division Profesional,2025-06-01,00:00:00,22,Atlético Tembetary,Cerro Porteño,4.75,1.99,2.33,1.42,2.55,3.28,1.32,9.1,1.06,0.0,0.0,4.4,3.28,1.71,1.01,8.0,1.36,2.9,2.1,1.6,2.0,1.7,1.14,1.27,2.0,1.28,1.58,2.86,25.0,35.0,52.0,0.86,0.86,1.71,1.71
1,Brazil Serie C,2025-06-01,00:30:00,8,Caxias,Londrina,3.0,2.0,3.81,1.5,2.4,3.2,1.3,9.5,1.05,0.0,0.0,1.96,3.18,3.4,1.03,7.6,1.4,2.62,2.05,1.61,2.0,1.66,1.37,1.3,1.3,1.04,1.29,2.33,0.0,0.0,17.0,3.0,1.71,2.33,1.86
2,Brazil Serie C,2025-06-01,00:30:00,8,Floresta,Itabaiana,2.98,2.0,3.8,1.5,2.25,3.6,1.27,8.5,1.03,0.0,0.0,2.17,3.06,3.01,1.09,6.0,1.47,2.4,2.25,1.53,2.0,1.7,1.62,1.32,1.37,1.6,1.79,3.39,17.0,17.0,17.0,1.33,1.29,0.0,1.0
3,Canada Canadian Premier League,2025-06-01,01:00:00,0,York9 FC,HFX Wanderers FC,2.85,2.15,2.95,1.33,2.9,2.6,1.42,6.4,1.08,0.0,0.0,2.35,3.25,2.65,1.06,9.0,1.3,3.2,1.91,1.73,1.75,1.95,1.36,1.3,1.33,1.2,1.26,2.46,25.0,13.0,63.0,1.0,0.88,2.5,2.13
9,USA MLS,2025-06-01,01:30:00,0,Montreal Impact,New England Revolution,3.1,2.25,3.1,1.33,3.25,2.63,1.44,6.5,1.11,0.0,0.0,2.72,3.5,2.15,1.05,9.5,1.25,3.8,1.55,2.3,1.67,2.1,1.47,1.27,1.53,1.55,1.43,2.98,28.0,20.0,56.0,0.5,0.5,1.44,1.43
8,USA MLS,2025-06-01,01:30:00,0,Orlando City,Chicago Fire,2.1,2.5,5.0,1.29,3.5,2.25,1.57,5.5,1.14,0.0,0.0,1.46,3.89,5.6,1.04,10.0,1.2,4.33,1.6,2.2,1.67,2.1,2.45,1.2,1.13,1.92,1.59,3.51,44.0,44.0,82.0,2.13,1.69,1.5,1.36
7,USA MLS,2025-06-01,01:30:00,0,FC Cincinnati,DC United,2.1,2.5,5.0,1.29,3.5,2.25,1.57,5.5,1.14,0.0,0.0,1.55,3.6,5.1,1.04,10.0,1.2,4.33,1.6,2.2,1.67,2.1,2.25,1.25,1.15,1.94,1.65,3.59,15.0,43.0,57.0,2.43,1.88,0.71,0.94
10,USA MLS,2025-06-01,01:30:00,0,New York RB,Atlanta United FC,2.63,2.38,3.6,1.3,3.4,2.38,1.53,6.0,1.13,0.0,0.0,1.97,3.34,3.19,1.04,10.0,1.22,4.2,1.61,2.15,1.57,2.25,1.71,1.29,1.31,1.58,1.39,2.97,19.0,38.0,57.0,2.38,1.5,0.33,1.06
5,Brazil Serie B,2025-06-01,01:30:00,10,Athletic Club,Cuiabá,3.57,1.95,3.5,1.5,2.52,3.4,1.27,9.5,1.01,0.0,0.0,2.26,2.96,2.96,1.1,6.5,1.44,2.72,2.0,1.65,1.98,1.79,1.44,1.3,1.4,1.76,1.77,3.53,13.0,25.0,63.0,0.75,0.67,1.25,1.67
4,USA MLS,2025-06-01,01:30:00,0,Inter Miami,Columbus Crew,2.75,2.38,3.4,1.3,3.4,2.38,1.53,6.0,1.13,0.0,0.0,2.14,3.27,2.89,1.04,10.0,1.2,4.33,1.61,2.15,1.53,2.38,1.61,1.29,1.37,1.55,1.44,2.99,47.0,40.0,81.0,1.75,1.73,1.71,1.75
6,USA MLS,2025-06-01,01:30:00,0,Toronto,Charlotte,3.1,2.3,3.1,1.3,3.4,2.5,1.5,6.0,1.13,0.0,0.0,2.45,3.31,2.45,1.04,10.0,1.22,4.2,1.76,1.94,1.57,2.25,1.47,1.29,1.47,1.4,1.23,2.63,31.0,36.0,48.0,0.56,0.81,0.5,1.38
11,Chile Primera División,2025-06-01,02:00:00,13,Everton,Audax Italiano,3.1,2.2,3.4,1.4,2.75,2.75,1.4,8.0,1.08,0.0,0.0,2.41,3.34,2.9,1.03,9.0,1.25,3.6,1.95,1.85,1.73,2.0,1.53,1.33,1.39,1.81,1.21,3.02,35.0,10.0,54.0,1.0,0.83,1.2,2.08
12,Brazil Serie A,2025-06-01,02:00:00,11,Vasco da Gama,Bragantino,3.1,1.91,3.8,1.5,2.35,3.34,1.29,9.5,1.01,0.0,0.0,2.26,3.05,2.86,1.07,7.0,1.53,2.4,2.55,1.45,2.05,1.73,1.45,1.34,1.35,1.38,1.75,3.13,0.0,48.0,58.0,2.0,1.0,1.75,2.0
13,USA MLS,2025-06-01,02:30:00,0,FC Dallas,Philadelphia Union,3.25,2.3,2.88,1.33,3.25,2.5,1.5,6.0,1.13,0.0,0.0,2.72,3.63,2.1,1.04,10.0,1.22,4.2,1.67,2.05,1.62,2.2,1.4,1.25,1.63,1.17,1.78,2.95,23.0,30.0,54.0,0.67,1.13,2.14,2.06
14,USA MLS,2025-06-01,02:30:00,0,Houston Dynamo,Sporting KC,2.5,2.25,4.33,1.36,3.0,2.63,1.44,7.0,1.1,0.0,0.0,1.83,3.45,3.53,1.05,9.5,1.28,3.65,1.8,1.9,1.75,2.0,1.83,1.28,1.26,1.72,1.34,3.06,25.0,32.0,63.0,1.25,1.25,0.63,0.87
15,USA MLS,2025-06-01,04:30:00,0,LA Galaxy,Real Salt Lake,2.88,2.3,3.4,1.3,3.4,2.5,1.5,6.0,1.13,0.0,0.0,2.35,3.32,2.54,1.04,10.0,1.22,4.2,1.65,2.1,1.57,2.25,1.51,1.29,1.46,1.52,1.57,3.09,24.0,26.0,62.0,0.29,0.25,0.89,0.94
16,Australia New South Wales NPL,2025-06-01,07:00:00,17,Marconi Stallions,Mt Druitt Town,1.53,3.0,8.6,1.15,4.0,1.91,1.8,3.7,1.22,0.0,0.0,1.2,6.6,12.0,1.0,20.0,1.1,6.0,1.33,3.0,1.77,1.93,4.25,1.05,1.11,1.99,1.31,3.3,7.0,7.0,48.0,1.71,2.44,0.88,0.56
17,Japan J2 League,2025-06-01,07:00:00,18,Iwaki,Roasso Kumamoto,3.4,2.05,3.25,1.44,2.63,3.25,1.33,9.0,1.07,0.0,0.0,2.55,3.08,2.48,1.02,7.7,1.32,2.88,2.0,1.67,1.83,1.83,1.44,1.33,1.44,1.63,1.37,3.0,13.0,18.0,55.0,0.78,0.88,1.14,1.0
18,Australia New South Wales NPL,2025-06-01,07:00:00,17,Sydney United,Sydney II,2.4,2.38,3.35,1.29,3.4,2.26,1.57,5.0,1.14,0.0,0.0,2.1,3.4,2.85,1.0,12.0,1.13,5.2,1.57,2.35,1.42,2.55,1.7,1.22,1.22,1.74,1.2,2.94,13.0,13.0,44.0,1.63,1.5,0.88,1.31
19,Australia New South Wales NPL,2025-06-01,07:00:00,17,Rockdale City Suns,St. George Saints,1.47,2.95,6.5,1.2,4.3,1.9,1.81,3.4,1.25,0.0,0.0,1.3,5.0,7.5,1.01,21.0,1.03,7.5,1.26,3.0,1.57,2.3,3.4,1.1,1.1,1.57,1.52,3.09,44.0,20.0,82.0,2.0,2.18,1.0,1.38
20,Japan J1 League,2025-06-01,08:00:00,19,Shonan Bellmare,Fagiano Okayama,3.25,1.95,3.75,1.53,2.38,3.5,1.29,11.0,1.05,0.0,0.0,2.33,2.89,2.9,1.1,6.5,1.48,2.6,2.3,1.5,2.05,1.7,1.52,1.34,1.38,1.45,1.29,2.74,13.0,7.0,32.0,1.25,1.17,0.63,1.28
21,Japan J1 League,2025-06-01,08:00:00,19,Cerezo Osaka,Shimizu S-Pulse,2.8,2.1,3.4,1.35,2.9,2.55,1.44,6.25,1.1,0.0,0.0,2.39,3.12,2.63,1.05,9.0,1.28,3.65,1.85,1.85,1.65,2.1,1.6,1.31,1.36,1.88,1.55,3.43,11.0,28.0,50.0,1.67,1.37,1.11,1.39
23,China China League One,2025-06-01,09:00:00,11,Yanbian Longding,Suzhou Dongwu,4.33,1.98,2.6,1.48,2.52,3.35,1.28,9.0,1.05,0.0,0.0,3.64,3.3,1.88,1.06,7.7,1.42,2.75,2.25,1.61,2.05,1.75,1.25,1.31,1.3,1.34,1.37,2.71,13.0,23.0,33.0,3.0,1.4,1.6,1.7
22,Japan J1 League,2025-06-01,09:00:00,19,Urawa Reds,Yokohama,2.75,1.9,4.33,1.52,2.35,3.4,1.28,9.5,1.04,0.0,0.0,2.02,2.91,3.57,1.1,6.25,1.47,2.5,2.37,1.48,2.1,1.65,1.7,1.35,1.25,1.49,1.23,2.72,12.0,33.0,39.0,2.2,1.55,0.63,1.06
24,China China League One,2025-06-01,09:30:00,11,Shaanxi Union,Shenzhen Juniors,1.93,2.29,5.75,1.29,3.07,2.35,1.5,5.3,1.09,0.0,0.0,1.4,4.33,5.89,1.02,11.0,1.15,4.2,1.6,2.2,1.62,2.0,2.42,1.23,1.16,1.44,1.07,2.51,33.0,23.0,68.0,1.75,1.1,0.0,1.2
25,South Korea K League 2,2025-06-01,09:30:00,14,Asan Mugunghwa,Gimpo Citizen,2.7,2.1,4.0,1.4,2.75,3.0,1.36,8.5,1.07,0.0,0.0,2.11,3.24,3.25,1.01,8.4,1.33,2.83,2.17,1.62,1.85,1.85,1.65,1.36,1.3,1.82,1.31,3.13,9.0,17.0,42.0,1.5,1.15,1.33,1.0
26,South Korea K League 2,2025-06-01,12:00:00,14,Suwon Bluewings,Bucheon 1995,2.3,2.3,4.4,1.33,3.1,2.6,1.44,6.5,1.11,0.0,0.0,1.69,3.62,3.95,1.0,9.0,1.24,3.34,1.86,1.84,1.73,2.05,2.0,1.29,1.2,1.85,1.64,3.49,17.0,24.0,62.0,2.43,1.92,1.83,1.69
27,South Korea K League 2,2025-06-01,12:00:00,14,Cheonan City,Incheon United,6.5,2.4,1.85,1.3,3.25,2.5,1.5,6.0,1.11,0.0,0.0,6.9,4.4,1.34,1.01,11.0,1.16,4.15,1.78,1.92,1.91,1.83,1.08,1.2,3.0,1.19,1.29,2.48,17.0,17.0,35.0,0.57,0.31,2.4,2.62
28,South Korea K League 1,2025-06-01,12:00:00,17,Daegu,Gwangju,3.65,2.1,2.7,1.38,2.8,2.8,1.38,7.2,1.03,0.0,0.0,3.03,3.29,2.06,1.05,9.0,1.3,3.4,1.9,1.8,1.73,1.95,1.33,1.25,1.67,1.83,1.07,2.9,7.0,27.0,47.0,1.13,0.69,1.29,1.44
29,South Korea K League 1,2025-06-01,12:00:00,17,Sangju Sangmu,Suwon,2.1,2.3,4.6,1.3,3.2,2.4,1.49,5.75,1.12,0.0,0.0,1.55,3.77,4.75,1.04,10.0,1.22,4.2,1.65,2.0,1.75,1.95,2.2,1.22,1.18,1.8,1.27,3.07,7.0,14.0,26.0,1.57,1.5,0.38,0.94
30,South Korea K League 1,2025-06-01,12:00:00,17,Pohang Steelers,Gangwon,2.55,2.1,4.0,1.4,2.75,2.8,1.38,7.1,1.04,0.0,0.0,1.95,3.25,3.34,1.06,8.5,1.33,3.3,1.93,1.77,1.77,1.91,1.77,1.25,1.28,1.62,0.92,2.54,7.0,7.0,25.0,1.63,1.56,1.5,1.31
31,China China League One,2025-06-01,13:00:00,11,Shanghai Jiading,Dalian Huayi,4.33,1.94,2.7,1.46,2.4,3.28,1.3,8.5,1.04,0.0,0.0,3.6,3.15,2.02,1.08,7.25,1.4,2.7,2.25,1.6,1.97,1.73,1.29,1.31,1.73,1.26,1.25,2.51,13.0,58.0,58.0,1.4,1.1,1.0,1.5
33,China China League One,2025-06-01,13:30:00,11,Nantong Zhiyun,Heilongjiang Lava Spring,2.25,2.08,4.81,1.38,2.72,2.77,1.37,6.75,1.04,0.0,0.0,1.77,3.6,4.4,1.04,9.0,1.29,3.28,1.83,1.82,1.72,1.93,2.1,1.22,1.29,1.59,0.88,2.47,10.0,35.0,35.0,1.8,1.4,0.25,0.8
32,Estonia Meistriliiga,2025-06-01,13:30:00,15,Vaprus,Kuressaare,2.35,2.23,4.35,1.3,3.4,2.44,1.5,5.5,1.12,0.0,0.0,1.9,3.47,3.27,1.0,10.9,1.18,3.92,1.65,2.0,1.65,1.95,1.85,1.24,1.3,1.34,0.98,2.32,22.0,15.0,57.0,0.71,1.07,0.57,0.93
36,Sweden Allsvenskan,2025-06-01,14:00:00,12,Malmö FF,Häcken,1.95,2.45,5.0,1.25,3.55,2.2,1.6,4.9,1.11,0.0,0.0,1.44,4.2,5.4,1.01,13.0,1.18,5.0,1.61,2.23,1.6,2.15,2.45,1.15,1.14,2.35,1.75,4.1,10.0,27.0,45.0,1.83,1.58,1.4,1.36
35,Sweden Allsvenskan,2025-06-01,14:00:00,12,Halmstad,Djurgården,4.2,2.15,2.4,1.36,2.88,2.65,1.42,7.4,1.03,0.0,0.0,3.52,3.27,1.89,1.06,9.5,1.3,3.55,2.05,1.68,1.73,1.95,1.22,1.22,1.9,1.29,1.18,2.47,35.0,9.0,44.0,1.0,0.91,1.8,1.36
34,Sweden Allsvenskan,2025-06-01,14:00:00,12,Brommapojkarna,IFK Göteborg,3.1,2.1,3.1,1.36,2.9,2.6,1.44,6.1,1.06,0.0,0.0,2.27,3.45,2.57,1.05,10.0,1.25,3.85,1.66,2.08,1.6,2.15,1.48,1.25,1.48,1.68,1.24,2.92,0.0,10.0,30.0,0.6,0.91,1.8,1.45
37,Norway Eliteserien,2025-06-01,14:30:00,9,Fredrikstad,Sarpsborg 08,2.5,2.2,3.75,1.33,3.0,2.45,1.48,5.85,1.07,0.0,0.0,1.93,3.45,3.21,1.04,10.0,1.25,3.95,1.72,2.0,1.6,2.15,1.77,1.22,1.3,1.15,1.66,2.81,23.0,25.0,35.0,2.4,1.78,2.0,1.5
