,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,A1SCrMKE,2025-01-30,01:30,ARGENTINA - TORNEO BETANO,River Plate,Instituto,APERTURA ,1.38,5.0,7.5,1.4,2.75,1.05,11.0,1.3,3.4,2.0,1.85,2.25,1.57
2,2,SnI4n8Wb,2025-01-30,02:00,COSTA RICA - PRIMERA DIVISION,San Carlos,Alajuelense,CLAUSURA ,5.25,3.5,1.67,1.44,2.63,1.07,9.0,1.36,3.0,2.1,1.7,2.0,1.73
3,3,QBJBAkyG,2025-01-30,02:00,MEXICO - LIGA MX,Atlas,Monterrey,CLAUSURA ,3.5,3.3,2.15,1.44,2.63,1.07,9.0,1.33,3.25,2.08,1.73,1.91,1.91
4,4,p2B3CB63,2025-01-30,02:00,MEXICO - LIGA MX,Queretaro,Pachuca,CLAUSURA ,3.9,3.6,1.91,1.4,2.75,1.06,10.0,1.3,3.4,2.0,1.85,1.8,1.95
5,5,fHvyoGCi,2025-01-30,03:00,COSTA RICA - PRIMERA DIVISION,Saprissa,AD Santos,CLAUSURA ,1.33,4.75,7.0,1.33,3.25,1.04,13.0,1.22,4.0,1.75,2.05,2.1,1.67
6,6,bPHJ8T5S,2025-01-30,04:00,MEXICO - LIGA MX,Juarez,Santos Laguna,CLAUSURA ,1.8,3.8,4.33,1.36,3.0,1.05,11.0,1.25,3.75,1.9,1.95,1.75,2.0
7,7,I9bj37Tk,2025-01-30,04:05,MEXICO - LIGA MX,UNAM Pumas,Toluca,CLAUSURA ,2.5,3.4,2.75,1.4,2.75,1.05,11.0,1.29,3.5,2.0,1.85,1.75,2.0
8,8,GnXuxw3S,2025-01-30,14:30,QATAR - QSL,Qatar SC,Shamal,ROUND 14,3.0,3.5,2.0,1.22,3.8,1.02,13.0,1.13,5.25,1.44,2.62,1.4,2.7
9,9,QVetXH1l,2025-01-30,15:00,INDIA - ISL,Chennaiyin,Kerala Blasters,ROUND 19,2.63,3.3,2.5,1.36,3.0,1.04,12.0,1.25,3.75,1.8,2.0,1.62,2.2
10,10,rR2iPoeC,2025-01-30,15:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Orubah,Al Ahli SC,ROUND 18,9.0,5.25,1.3,1.3,3.4,1.01,15.0,1.2,4.33,1.6,2.3,2.0,1.73
11,11,UetYyPvI,2025-01-30,16:15,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Riyadh,Al Wehda,ROUND 18,1.95,3.4,3.7,1.4,2.75,1.05,8.5,1.25,3.75,1.85,1.95,1.73,2.0
12,12,Q10mQMOQ,2025-01-30,18:00,MOROCCO - BOTOLA PRO,Raja Casablanca,Olympique de Safi,ROUND 19,1.8,3.3,4.33,1.57,2.25,1.11,6.5,1.5,2.5,2.5,1.5,2.38,1.53
13,13,GhGbNPPO,2025-01-30,18:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Raed,Al Nassr,ROUND 18,9.0,7.0,1.22,1.25,3.75,1.02,12.0,1.13,5.5,1.44,2.63,2.0,1.73
