,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
13,WORLD - WORLD CHAMPIONSHIP,2025-03-21,17:00,South Africa,Lesotho,QUALIFICATION ,1.25,5.5,15.0,1.4,2.75,3.0,1.36,1.05,11.0,1.3,3.4,2.03,1.83,3.0,1.36
14,WORLD - WORLD CHAMPIONSHIP,2025-03-21,18:00,Cyprus,San Marino,QUALIFICATION,1.2,6.0,17.0,1.3,3.4,2.38,1.53,1.04,12.0,1.18,4.5,1.62,2.25,2.38,1.53
15,WORLD - WORLD CHAMPIONSHIP,2025-03-21,20:00,Burundi,Ivory Coast,QUALIFICATION ,15.0,5.0,1.27,1.5,2.5,3.4,1.3,1.07,9.0,1.36,3.0,2.2,1.65,3.4,1.3
16,WORLD - WORLD CHAMPIONSHIP,2025-03-21,20:00,Ghana,Chad,QUALIFICATION ,1.03,21.0,34.0,1.14,5.5,1.73,2.0,1.01,23.0,1.06,10.0,1.22,4.2,4.33,1.2
17,SPAIN - LALIGA2,2025-03-21,20:30,Burgos CF,Almeria,ROUND 32,2.9,3.25,2.4,1.53,2.38,3.5,1.29,1.08,8.0,1.44,2.63,2.4,1.5,2.0,1.73
18,WORLD - WORLD CHAMPIONSHIP,2025-03-21,20:45,Andorra,Latvia,QUALIFICATION,4.5,3.1,1.95,1.62,2.2,4.0,1.22,1.11,6.5,1.53,2.38,2.7,1.44,2.25,1.57
19,WORLD - WORLD CHAMPIONSHIP,2025-03-21,20:45,England,Albania,QUALIFICATION,1.14,8.0,17.0,1.29,3.5,2.38,1.53,1.04,13.0,1.18,4.5,1.57,2.35,2.63,1.44
20,WORLD - WORLD CHAMPIONSHIP,2025-03-21,20:45,Malta,Finland,QUALIFICATION,6.5,3.5,1.62,1.44,2.63,3.25,1.33,1.07,9.0,1.36,3.0,2.1,1.7,2.1,1.67
21,WORLD - WORLD CHAMPIONSHIP,2025-03-21,20:45,Poland,Lithuania,QUALIFICATION,1.14,7.5,23.0,1.29,3.5,2.25,1.57,1.03,17.0,1.17,5.0,1.53,2.4,2.63,1.44
22,WORLD - WORLD CHAMPIONSHIP,2025-03-21,20:45,Romania,Bosnia & Herzegovina,QUALIFICATION,1.8,3.5,4.75,1.44,2.63,3.25,1.33,1.06,10.0,1.33,3.25,2.08,1.73,1.95,1.8
23,SCOTLAND - CHAMPIONSHIP,2025-03-21,20:45,Partick Thistle,Raith,ROUND 30,2.35,2.9,3.1,1.57,2.25,3.75,1.25,1.1,6.5,1.44,2.63,2.5,1.47,2.1,1.67
24,WORLD - WORLD CHAMPIONSHIP,2025-03-21,22:00,Ethiopia,Egypt,QUALIFICATION ,15.0,6.0,1.22,1.44,2.63,3.25,1.33,1.07,9.0,1.33,3.25,2.08,1.73,3.5,1.29
25,WORLD - WORLD CHAMPIONSHIP,2025-03-21,22:00,Guinea,Somalia,QUALIFICATION ,1.07,13.0,21.0,1.25,3.75,2.2,1.62,1.02,21.0,1.17,5.0,1.53,2.4,4.0,1.22
26,WORLD - WORLD CHAMPIONSHIP,2025-03-21,22:00,Ecuador,Venezuela,QUALIFICATION ,1.42,4.2,9.0,1.44,2.63,3.25,1.33,1.08,8.0,1.36,3.0,2.15,1.67,2.5,1.5
27,WORLD - WORLD CHAMPIONSHIP,2025-03-21,22:30,Niger,Morocco,QUALIFICATION ,41.0,9.0,1.09,1.29,3.5,2.38,1.53,1.04,12.0,1.18,4.5,1.6,2.3,3.75,1.25
28,PARAGUAY - COPA DE PRIMERA,2025-03-21,23:30,Sportivo Trinidense,Recoleta,APERTURA ,2.0,3.4,3.75,1.4,2.75,3.0,1.36,1.06,10.0,1.3,3.4,2.0,1.8,1.73,2.0
