,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
25,JAPAN - J2 LEAGUE,2025-04-05,07:00,Renofa Yamaguchi,Ehime, ROUND 8,1.9,3.6,3.9,1.5,2.5,3.4,1.3,1.07,9.0,1.4,2.75,2.2,1.65,2.0,1.73
26,JAPAN - J2 LEAGUE,2025-04-05,07:00,Sagan Tosu,Fujieda MYFC, ROUND 8,2.1,3.3,3.5,1.44,2.63,3.25,1.33,1.06,10.0,1.33,3.25,2.1,1.7,1.83,1.83
27,SOUTH KOREA - K LEAGUE 1,2025-04-05,07:00,Ulsan HD,Seoul, ROUND 7,2.2,3.4,3.2,1.44,2.63,3.4,1.3,1.07,9.0,1.36,3.0,2.15,1.67,1.83,1.83
28,SOUTH KOREA - K LEAGUE 2,2025-04-05,07:00,Hwaseong,Incheon, ROUND 6,4.33,3.9,1.73,1.4,2.75,3.0,1.36,1.05,11.0,1.29,3.5,1.95,1.85,1.91,1.8
29,SOUTH KOREA - K LEAGUE 2,2025-04-05,07:00,Seoul E-Land,Cheonan City, ROUND 6,1.62,4.1,4.75,1.33,3.25,2.63,1.44,1.04,13.0,1.25,3.75,1.75,2.05,1.8,1.91
30,AUSTRALIA - A-LEAGUE,2025-04-05,08:00,Melbourne City,Central Coast Mariners, ROUND 25,1.42,4.33,8.0,1.3,3.4,2.5,1.5,1.04,13.0,1.2,4.5,1.67,2.2,1.91,1.91
31,AUSTRALIA - A-LEAGUE,2025-04-05,09:00,Western United,Perth Glory, ROUND 25,1.33,5.25,7.5,1.2,4.33,1.98,1.83,1.01,23.0,1.1,7.0,1.33,3.4,1.57,2.25
32,SOUTH KOREA - K LEAGUE 1,2025-04-05,09:30,Daejeon,Jeonbuk, ROUND 7,2.6,3.3,2.63,1.4,2.75,3.0,1.36,1.06,10.0,1.3,3.4,2.05,1.8,1.73,2.0
33,SOUTH KOREA - K LEAGUE 1,2025-04-05,09:30,Gimcheon Sangmu,Daegu, ROUND 7,1.91,3.6,3.9,1.36,3.0,2.75,1.4,1.04,13.0,1.22,4.0,1.8,2.0,1.73,2.0
34,SOUTH KOREA - K LEAGUE 2,2025-04-05,09:30,Busan,Jeonnam, ROUND 6,2.3,3.4,3.0,1.44,2.63,3.4,1.3,1.06,10.0,1.36,3.0,2.15,1.67,1.91,1.8
35,AUSTRALIA - A-LEAGUE,2025-04-05,10:35,Adelaide United,Sydney FC, ROUND 25,2.25,3.9,2.75,1.2,4.33,1.98,1.83,1.01,29.0,1.1,7.0,1.33,3.4,1.3,3.4
36,ESTONIA - MEISTRILIIGA,2025-04-05,11:30,Paide,Tammeka, ROUND 5,1.25,5.0,9.0,1.29,3.3,2.25,1.57,1.01,1.01,1.18,4.0,1.57,2.2,1.91,1.8
37,KAZAKHSTAN - PREMIER LEAGUE,2025-04-05,12:00,Okzhetpes,Tobol, ROUND 4,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
38,PORTUGAL - LIGA PORTUGAL 2,2025-04-05,12:00,Tondela,Feirense, ROUND 28,1.8,3.3,4.33,1.5,2.5,3.4,1.3,1.08,8.0,1.4,2.75,2.25,1.62,2.0,1.73
39,SINGAPORE - PREMIER LEAGUE,2025-04-05,12:00,Balestier Khalsa,Tanjong Pagar, ROUND 29,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
40,SINGAPORE - PREMIER LEAGUE,2025-04-05,12:00,Hougang,Albirex Niigata, ROUND 29,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
41,SOUTH KOREA - K LEAGUE 1,2025-04-05,12:00,Suwon FC,Pohang, ROUND 7,3.0,3.1,2.5,1.4,2.75,3.0,1.36,1.06,9.5,1.29,3.5,2.03,1.83,1.73,2.0
42,UKRAINE - PREMIER LEAGUE,2025-04-05,12:00,Vorskla Poltava,FK Zorya Luhansk, ROUND 23,2.7,3.0,2.5,1.5,2.4,3.2,1.3,1.07,7.0,1.4,2.7,2.25,1.57,1.91,1.8
43,TURKEY - SUPER LIG,2025-04-05,12:30,Rizespor,Sivasspor, ROUND 30,1.85,3.8,3.75,1.36,3.0,2.63,1.44,1.04,13.0,1.25,3.75,1.75,2.05,1.73,2.0
44,TURKEY - 1. LIG,2025-04-05,12:30,Manisa FK,Keciorengucu, ROUND 32,2.55,3.2,2.63,1.4,2.75,2.75,1.4,1.05,11.0,1.25,3.75,1.88,1.93,1.67,2.1
45,DENMARK - 1ST DIVISION,2025-04-05,13:00,Fredericia,Odense, PROMOTION GROUP,3.4,3.2,2.15,1.36,3.0,2.75,1.4,1.05,11.0,1.22,4.0,1.77,1.97,1.62,2.2
46,GERMANY - 2. BUNDESLIGA,2025-04-05,13:00,Darmstadt,Greuther Furth, ROUND 28,1.85,3.5,4.2,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.75,2.05,1.67,2.1
47,GERMANY - 2. BUNDESLIGA,2025-04-05,13:00,Dusseldorf,Preussen Munster, ROUND 28,1.95,3.6,3.7,1.36,3.0,2.75,1.4,1.04,13.0,1.25,3.75,1.85,2.0,1.73,2.0
48,GERMANY - 2. BUNDESLIGA,2025-04-05,13:00,Nurnberg,Hamburger SV, ROUND 28,3.1,3.75,2.1,1.3,3.4,2.5,1.5,1.03,15.0,1.18,4.5,1.62,2.25,1.53,2.38
49,KAZAKHSTAN - PREMIER LEAGUE,2025-04-05,13:00,Zhetysu Taldykorgan,Zhenis, ROUND 4,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
50,LATVIA - VIRSLIGA,2025-04-05,13:00,Tukums 2000,Grobina, ROUND 5,2.38,3.35,2.55,1.33,3.1,2.4,1.5,1.03,8.5,1.2,3.85,1.62,2.1,1.57,2.25
51,SWEDEN - SUPERETTAN,2025-04-05,13:00,Utsikten,Oddevold, ROUND 2,2.75,3.2,2.55,1.4,2.75,3.0,1.36,1.06,10.0,1.3,3.4,2.03,1.83,1.75,2.0
52,THAILAND - THAI LEAGUE 1,2025-04-05,13:00,Prachuap,Lamphun Warrior, ROUND 28,1.85,3.3,3.6,1.33,3.0,2.55,1.42,1.02,10.0,1.22,3.6,1.77,1.9,1.73,2.0
53,ENGLAND - PREMIER LEAGUE,2025-04-05,13:30,Everton,Arsenal, ROUND 31,5.5,3.25,1.75,1.5,2.5,3.5,1.29,1.08,8.0,1.44,2.75,2.3,1.62,2.1,1.67
54,CZECH REPUBLIC - CHANCE LIGA,2025-04-05,13:30,FK Pardubice,Bohemians, ROUND 28,3.9,3.3,1.95,1.4,2.75,3.0,1.36,1.03,11.0,1.25,3.5,2.0,1.85,1.8,1.95
55,CZECH REPUBLIC - CHANCE LIGA,2025-04-05,13:30,Sigma Olomouc,Karvina, ROUND 28,1.85,3.5,4.33,1.36,3.0,2.63,1.44,1.03,13.0,1.19,4.0,1.8,2.0,1.7,2.05
56,ENGLAND - CHAMPIONSHIP,2025-04-05,13:30,Coventry,Burnley, ROUND 40,3.1,3.2,2.38,1.5,2.5,3.4,1.3,1.08,8.0,1.4,3.0,2.2,1.67,1.87,1.77
57,ENGLAND - CHAMPIONSHIP,2025-04-05,13:30,Luton,Leeds, ROUND 40,5.25,4.1,1.6,1.4,2.75,3.0,1.36,1.05,11.0,1.3,3.5,2.0,1.85,2.0,1.69
58,ENGLAND - CHAMPIONSHIP,2025-04-05,13:30,West Brom,Sunderland, ROUND 40,2.4,3.25,2.9,1.44,2.63,3.4,1.3,1.07,9.0,1.36,3.2,2.1,1.73,1.8,1.8
59,ENGLAND - LEAGUE ONE,2025-04-05,13:30,Reading,Wycombe, ROUND 41,3.9,3.5,1.85,1.4,2.75,3.0,1.36,1.06,10.0,1.29,3.5,1.98,1.88,1.8,1.95
60,ENGLAND - LEAGUE ONE,2025-04-05,13:30,Wrexham,Burton, ROUND 41,1.57,3.8,5.75,1.4,2.75,3.0,1.36,1.05,11.0,1.3,3.4,2.0,1.85,2.0,1.75
61,ENGLAND - LEAGUE TWO,2025-04-05,13:30,Cheltenham,Doncaster, ROUND 41,4.75,3.7,1.7,1.4,2.75,3.0,1.36,1.03,11.0,1.25,3.5,1.98,1.88,1.83,1.83
62,ENGLAND - LEAGUE TWO,2025-04-05,13:30,Walsall,Port Vale, ROUND 41,2.15,3.1,3.5,1.53,2.38,3.5,1.29,1.08,8.0,1.44,2.63,2.35,1.57,2.0,1.73
63,ENGLAND - NATIONAL LEAGUE,2025-04-05,13:30,AFC Fylde,York City, ROUND 41,4.0,4.33,1.65,1.3,3.4,2.5,1.5,1.03,15.0,1.2,4.33,1.65,2.2,1.7,2.05
64,ESTONIA - MEISTRILIIGA,2025-04-05,13:30,Kalju,Flora, ROUND 5,2.65,3.45,2.25,1.29,3.25,2.35,1.53,1.01,1.01,1.18,4.0,1.62,2.1,1.5,2.4
65,ESTONIA - MEISTRILIIGA,2025-04-05,13:30,Narva,Levadia, ROUND 5,5.25,3.95,1.5,1.3,3.2,2.3,1.53,1.01,11.0,1.18,4.0,1.6,2.15,1.7,2.05
66,CHINA - SUPER LEAGUE,2025-04-05,13:35,Shenzhen Xinpengcheng,Henan Songshan Longmen, ROUND 5,2.55,3.4,2.63,1.44,2.63,3.0,1.36,1.06,10.0,1.3,3.4,2.05,1.8,1.8,1.95
67,ENGLAND - LEAGUE TWO,2025-04-05,13:45,Tranmere,Chesterfield, ROUND 41,2.9,3.3,2.35,1.44,2.63,3.25,1.33,1.06,10.0,1.33,3.25,2.05,1.75,1.8,1.91
68,SPAIN - LALIGA,2025-04-05,14:00,Girona,Alaves, ROUND 30,2.05,3.4,3.6,1.44,2.63,3.25,1.33,1.05,9.0,1.33,3.2,2.1,1.73,1.95,1.8
69,FINLAND - VEIKKAUSLIIGA,2025-04-05,14:00,Ilves,HJK,-,2.6,3.4,2.63,1.36,3.0,2.75,1.4,1.05,11.0,1.25,3.75,1.85,2.0,1.67,2.1
70,FRANCE - LIGUE 2,2025-04-05,14:00,Caen,Metz, ROUND 29,4.1,3.6,1.8,1.4,2.75,3.0,1.36,1.05,11.0,1.3,3.4,2.03,1.83,1.83,1.83
71,GERMANY - 3. LIGA,2025-04-05,14:00,Aue,Stuttgart II, ROUND 31,2.1,3.5,3.2,1.36,3.0,2.75,1.4,1.04,13.0,1.25,3.75,1.85,2.0,1.67,2.1
72,GERMANY - 3. LIGA,2025-04-05,14:00,Munich 1860,Cottbus, ROUND 31,2.63,3.4,2.5,1.33,3.25,2.63,1.44,1.04,13.0,1.2,4.33,1.7,2.1,1.57,2.25
73,GERMANY - 3. LIGA,2025-04-05,14:00,Saarbrucken,VfL Osnabruck, ROUND 31,2.15,3.5,3.1,1.36,3.0,2.75,1.4,1.05,11.0,1.25,3.75,1.9,1.95,1.67,2.1
74,GERMANY - 3. LIGA,2025-04-05,14:00,Viktoria Koln,Unterhaching, ROUND 31,1.85,3.6,3.9,1.36,3.0,2.75,1.4,1.05,11.0,1.25,3.75,1.88,1.98,1.73,2.0
75,GERMANY - 3. LIGA,2025-04-05,14:00,Wehen,Mannheim, ROUND 31,2.7,3.25,2.55,1.44,2.63,3.25,1.33,1.07,9.0,1.36,3.0,2.15,1.67,1.8,1.91
76,KAZAKHSTAN - PREMIER LEAGUE,2025-04-05,14:00,FC Astana,Ordabasy, ROUND 4,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
77,KAZAKHSTAN - PREMIER LEAGUE,2025-04-05,14:00,Kyzylzhar,Turan, ROUND 4,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
78,NORTHERN IRELAND - NIFL PREMIERSHIP,2025-04-05,14:00,Linfield,Glentoran, CHAMPIONSHIP GROUP,1.6,3.75,5.0,1.38,2.8,2.8,1.38,1.03,9.0,1.3,3.2,1.91,1.8,1.95,1.75
79,THAILAND - THAI LEAGUE 1,2025-04-05,14:00,Bangkok Utd,Muang Thong Utd, ROUND 28,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
80,THAILAND - THAI LEAGUE 1,2025-04-05,14:00,Port MTI FC,Uthai Thani, ROUND 28,1.4,4.33,5.75,1.25,3.6,2.15,1.6,1.01,1.01,1.13,5.25,1.42,2.55,1.62,2.2
81,MALAYSIA - SUPER LEAGUE,2025-04-05,14:15,Selangor,Terengganu, ROUND 24,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
82,AUSTRIA - 2. LIGA,2025-04-05,14:30,Horn,Liefering, ROUND 22,3.8,3.75,1.75,1.33,3.0,2.5,1.48,1.02,10.0,1.25,3.6,1.73,2.0,1.73,2.0
83,AUSTRIA - 2. LIGA,2025-04-05,14:30,Sturm Graz II,A. Lustenau, ROUND 22,2.4,3.1,2.6,1.36,2.88,2.7,1.36,1.03,9.0,1.25,3.3,1.83,1.83,1.73,2.0
84,HUNGARY - OTP BANK LIGA,2025-04-05,14:30,Kecskemeti TE,Gyor, ROUND 26,2.55,3.25,2.7,1.4,2.75,3.0,1.36,1.06,10.0,1.3,3.4,2.03,1.83,1.73,2.0
85,UKRAINE - PREMIER LEAGUE,2025-04-05,14:30,Ch. Odesa,LNZ Cherkasy, ROUND 23,3.3,3.2,2.05,1.44,2.6,3.0,1.33,1.05,8.0,1.38,2.8,2.1,1.65,1.91,1.8
86,POLAND - EKSTRAKLASA,2025-04-05,14:45,Radomiak Radom,Zaglebie, ROUND 27,2.3,3.5,3.0,1.4,2.75,3.0,1.36,1.05,11.0,1.29,3.5,1.95,1.9,1.75,2.0
87,ITALY - SERIE A,2025-04-05,15:00,Monza,Como, ROUND 31,5.0,3.8,1.7,1.4,2.75,3.0,1.36,1.06,10.0,1.3,3.5,2.02,1.88,1.95,1.8
88,ITALY - SERIE B,2025-04-05,15:00,Brescia,Mantova, ROUND 32,2.15,3.2,3.5,1.4,2.75,3.0,1.36,1.06,10.0,1.33,3.25,2.08,1.73,1.8,1.95
89,ITALY - SERIE B,2025-04-05,15:00,Cittadella,Carrarese, ROUND 32,2.7,3.1,2.7,1.53,2.38,3.5,1.29,1.08,8.0,1.44,2.63,2.35,1.57,2.0,1.75
90,ITALY - SERIE B,2025-04-05,15:00,Frosinone,Cosenza, ROUND 32,1.8,3.5,4.5,1.5,2.5,3.4,1.3,1.08,8.0,1.4,2.75,2.25,1.62,2.05,1.7
91,ITALY - SERIE B,2025-04-05,15:00,Sudtirol,Cesena, ROUND 32,2.5,3.2,2.88,1.53,2.38,3.75,1.25,1.08,8.0,1.44,2.63,2.4,1.53,2.05,1.7
92,LATVIA - VIRSLIGA,2025-04-05,15:00,Jelgava,Super Nova, ROUND 5,2.95,3.2,2.2,1.45,2.55,3.1,1.3,1.06,6.5,1.36,2.8,2.1,1.62,1.91,1.8
93,LITHUANIA - A LYGA,2025-04-05,15:00,Riteriai,FK Panevezys, ROUND 5,3.6,3.2,1.95,1.36,2.88,2.63,1.43,1.02,10.0,1.29,3.4,1.85,1.85,1.73,2.0
94,MALAYSIA - SUPER LEAGUE,2025-04-05,15:00,Negeri Sembilan,Penang, ROUND 24,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
95,PORTUGAL - LIGA PORTUGAL 2,2025-04-05,15:00,Felgueiras,Penafiel, ROUND 28,1.9,3.5,3.7,1.44,2.63,3.25,1.33,1.06,9.5,1.33,3.25,2.05,1.75,1.83,1.83
96,PORTUGAL - LIGA 3,2025-04-05,15:00,Lusitania FC,Sporting CP B, PROMOTION GROUP,1.7,3.4,4.5,1.43,2.63,2.9,1.36,1.04,8.5,1.33,3.0,2.05,1.7,2.0,1.73
97,SWEDEN - ALLSVENSKAN,2025-04-05,15:00,Goteborg,Halmstad, ROUND 2,1.48,4.33,6.25,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.73,2.08,1.91,1.91
98,SWEDEN - ALLSVENSKAN,2025-04-05,15:00,Sirius,Djurgarden, ROUND 2,3.6,3.5,2.0,1.4,2.75,2.75,1.4,1.05,11.0,1.25,3.75,1.88,1.98,1.75,2.0
99,SWEDEN - SUPERETTAN,2025-04-05,15:00,Helsingborg,Sandviken, ROUND 2,2.1,3.4,3.3,1.4,2.75,2.75,1.4,1.05,11.0,1.25,3.75,1.9,1.95,1.75,2.0
100,SWEDEN - SUPERETTAN,2025-04-05,15:00,Kalmar,Sundsvall, ROUND 2,1.5,4.5,5.75,1.36,3.0,2.75,1.4,1.04,12.0,1.25,3.75,1.85,2.0,1.95,1.8
101,SWEDEN - SUPERETTAN,2025-04-05,15:00,Ostersund,Landskrona, ROUND 2,2.7,3.5,2.5,1.4,2.75,3.0,1.36,1.05,11.0,1.29,3.5,1.98,1.88,1.75,2.0
102,TURKEY - SUPER LIG,2025-04-05,15:00,Basaksehir,Konyaspor, ROUND 30,1.8,3.4,4.5,1.44,2.63,3.0,1.36,1.06,10.0,1.3,3.4,2.05,1.8,1.83,1.83
103,TURKEY - 1. LIG,2025-04-05,15:00,Sakaryaspor,Adanaspor AS, ROUND 32,1.53,3.8,5.5,1.36,3.0,2.75,1.4,1.04,13.0,1.25,3.75,1.83,1.98,1.91,1.8
104,GERMANY - BUNDESLIGA,2025-04-05,15:30,Bochum,Stuttgart, ROUND 28,3.1,3.7,2.15,1.29,3.5,2.25,1.57,1.03,15.0,1.17,5.0,1.57,2.38,1.5,2.5
105,GERMANY - BUNDESLIGA,2025-04-05,15:30,Freiburg,Dortmund, ROUND 28,3.1,3.5,2.2,1.36,3.0,2.63,1.44,1.05,11.0,1.25,4.0,1.8,2.0,1.62,2.2
106,GERMANY - BUNDESLIGA,2025-04-05,15:30,Heidenheim,Bayer Leverkusen, ROUND 28,6.5,4.75,1.44,1.3,3.4,2.38,1.53,1.03,15.0,1.2,4.5,1.62,2.3,1.8,1.95
107,GERMANY - BUNDESLIGA,2025-04-05,15:30,Mainz,Holstein Kiel, ROUND 28,1.45,4.5,7.0,1.3,3.4,2.5,1.5,1.03,15.0,1.2,4.5,1.67,2.2,1.8,1.95
108,GERMANY - BUNDESLIGA,2025-04-05,15:30,RB Leipzig,Hoffenheim, ROUND 28,1.5,4.33,6.0,1.25,3.75,2.2,1.62,1.03,17.0,1.17,5.0,1.53,2.5,1.62,2.2
109,BULGARIA - PARVA LIGA,2025-04-05,15:30,Cherno More,Botev Plovdiv, ROUND 28,1.7,3.5,5.5,1.44,2.63,3.25,1.33,1.08,8.0,1.36,3.0,2.15,1.67,2.1,1.67
110,SLOVAKIA - NIKE LIGA,2025-04-05,15:30,Skalica,Michalovce, RELEGATION GROUP,2.15,2.95,3.2,1.42,2.55,2.9,1.36,1.04,8.5,1.33,3.0,2.0,1.7,1.8,1.91
111,SLOVAKIA - NIKE LIGA,2025-04-05,15:30,Trencin,Komarno, RELEGATION GROUP,1.8,3.3,3.8,1.33,3.0,2.7,1.36,1.02,10.0,1.25,3.3,1.83,1.83,1.73,2.0
112,SLOVAKIA - NIKE LIGA,2025-04-05,15:30,Dun. Streda,Podbrezova, CHAMPIONSHIP GROUP,1.65,3.45,4.5,1.33,3.0,2.55,1.42,1.02,10.0,1.22,3.6,1.77,1.9,1.8,1.91
113,ROMANIA - SUPERLIGA,2025-04-05,15:45,UTA Arad,FC Botosani, RELEGATION GROUP,3.0,3.0,2.3,1.5,2.5,3.4,1.3,1.08,8.0,1.36,3.0,2.25,1.62,1.91,1.8
114,ENGLAND - PREMIER LEAGUE,2025-04-05,16:00,Crystal Palace,Brighton, ROUND 31,2.35,3.6,2.8,1.36,3.0,2.63,1.44,1.04,13.0,1.25,4.0,1.8,2.0,1.62,2.2
115,ENGLAND - PREMIER LEAGUE,2025-04-05,16:00,Ipswich,Wolves, ROUND 31,2.7,3.25,2.63,1.44,2.63,3.25,1.33,1.07,9.0,1.33,3.4,2.1,1.73,1.8,1.95
116,ENGLAND - PREMIER LEAGUE,2025-04-05,16:00,West Ham,Bournemouth, ROUND 31,3.0,3.5,2.3,1.36,3.0,2.63,1.44,1.05,11.0,1.25,4.0,1.8,2.0,1.67,2.1
117,BELGIUM - JUPILER PRO LEAGUE,2025-04-05,16:00,Cercle Brugge KSV,Beerschot VA, RELEGATION GROUP,1.48,4.2,6.5,1.4,2.75,2.75,1.4,1.06,10.0,1.29,3.5,1.93,1.93,2.05,1.7
118,BELGIUM - CHALLENGER PRO LEAGUE,2025-04-05,16:00,Anderlecht U23,Lokeren-Temse, ROUND 28,2.63,3.4,2.45,1.36,3.0,2.63,1.44,1.04,13.0,1.22,4.0,1.8,2.0,1.62,2.2
119,CROATIA - HNL,2025-04-05,16:00,Slaven Belupo,Hajduk Split, ROUND 28,3.75,3.1,2.0,1.5,2.5,3.4,1.3,1.07,9.0,1.36,3.0,2.15,1.67,1.91,1.8
120,CZECH REPUBLIC - CHANCE LIGA,2025-04-05,16:00,Liberec,Ceske Budejovice, ROUND 28,1.27,5.75,10.0,1.33,3.25,2.5,1.5,1.03,13.0,1.19,4.0,1.7,2.1,2.25,1.57
121,CZECH REPUBLIC - CHANCE LIGA,2025-04-05,16:00,Ostrava,Sparta Prague, ROUND 28,2.5,3.5,2.63,1.36,3.0,2.63,1.44,1.03,12.0,1.19,4.0,1.8,2.0,1.62,2.2
122,ENGLAND - CHAMPIONSHIP,2025-04-05,16:00,Bristol City,Watford, ROUND 40,1.75,3.5,4.75,1.44,2.63,3.0,1.36,1.06,10.0,1.33,3.4,2.05,1.8,1.8,1.8
