,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,px07XqhS,2025-02-18,00:00,VENEZUELA - LIGA FUTVE,Anzoategui FC,Metropolitanos,APERTURA ,2.45,3.1,2.5,1.48,2.5,1.07,7.5,1.36,2.8,2.15,1.65,1.91,1.8
2,2,QHd5C3z0,2025-02-18,00:30,CHILE - LIGA DE PRIMERA,Union La Calera,U. Espanola,ROUND 1,2.75,3.4,2.45,1.4,2.75,1.05,11.0,1.3,3.4,2.0,1.85,1.73,2.0
3,3,6F2Kw32L,2025-02-18,01:00,ECUADOR - LIGA PRO,Mushuc Runa,Delfin,FIRST STAGE ,1.6,4.0,5.0,1.33,3.25,1.04,13.0,1.2,4.33,1.67,2.15,1.73,2.0
4,4,IqXC8OdR,2025-02-18,01:30,ARGENTINA - TORNEO BETANO,Instituto,San Lorenzo,APERTURA ,2.15,3.1,3.7,1.78,2.03,1.14,5.5,1.73,2.0,3.4,1.33,2.63,1.44
5,5,ptxJnsz8,2025-02-18,01:30,ARGENTINA - TORNEO BETANO,Velez Sarsfield,Godoy Cruz,APERTURA ,1.75,3.5,5.0,1.53,2.38,1.08,8.0,1.44,2.63,2.4,1.53,2.25,1.57
6,6,j5RO0J86,2025-02-18,02:00,COSTA RICA - PRIMERA DIVISION,Sporting San Jose,AD Santos,CLAUSURA ,1.85,3.4,3.7,1.4,2.75,1.05,11.0,1.29,3.5,1.9,1.9,1.8,1.91
7,7,hd8AoBfl,2025-02-18,15:00,EGYPT - PREMIER LEAGUE,El Gaish,ZED,ROUND 14,2.45,2.6,3.15,1.76,1.93,1.14,4.4,1.74,1.91,3.45,1.24,2.6,1.4
8,8,bejx4JAF,2025-02-18,18:00,EGYPT - PREMIER LEAGUE,Ghazl El Mahallah,Al Masry,ROUND 14,3.9,3.05,1.93,1.54,2.3,1.06,6.1,1.47,2.38,2.55,1.42,2.2,1.55
9,9,CIzpxJ25,2025-02-18,18:45,EUROPE - CHAMPIONS LEAGUE,AC Milan,Feyenoord,PLAY OFFS ,1.4,4.75,7.5,1.3,3.4,1.03,15.0,1.2,4.5,1.62,2.3,1.8,1.95
10,10,2wnBpT4T,2025-02-18,20:45,ENGLAND - CHAMPIONSHIP,Preston,Millwall,ROUND 31,2.3,3.1,3.2,1.62,2.2,1.08,6.5,1.49,2.45,2.75,1.44,2.2,1.62
11,11,0Sr2LmYO,2025-02-18,20:45,ENGLAND - LEAGUE ONE,Crawley,Wigan,ROUND 26,2.55,3.3,2.63,1.44,2.63,1.05,9.0,1.3,3.25,2.1,1.7,1.91,1.91
12,12,vgECuiJt,2025-02-18,20:45,ENGLAND - LEAGUE ONE,Mansfield,Lincoln,ROUND 26,2.45,3.4,2.7,1.44,2.63,1.04,10.0,1.33,3.0,2.15,1.67,1.91,1.91
13,13,d8HqYQHU,2025-02-18,20:45,ENGLAND - LEAGUE ONE,Shrewsbury,Huddersfield,ROUND 26,3.9,3.5,1.9,1.5,2.5,1.05,8.5,1.33,3.0,2.15,1.67,2.0,1.75
14,14,CKighU2n,2025-02-18,20:45,ENGLAND - LEAGUE ONE,Stevenage,Burton,ROUND 26,1.8,3.4,4.5,1.44,2.63,1.05,8.5,1.3,3.25,2.1,1.7,1.95,1.8
15,15,8WhczLhL,2025-02-18,20:45,ENGLAND - LEAGUE ONE,Wrexham,Leyton Orient,ROUND 31,2.1,3.4,3.4,1.44,2.63,1.04,9.5,1.3,3.25,2.05,1.75,1.91,1.91
16,16,Kbn2k2Mh,2025-02-18,20:45,ENGLAND - LEAGUE ONE,Wycombe,Bristol Rovers,ROUND 31,1.4,4.33,7.5,1.33,3.25,1.04,13.0,1.22,4.0,1.7,2.1,1.95,1.8
17,17,6mGZHhGl,2025-02-18,20:45,ENGLAND - LEAGUE TWO,Fleetwood,AFC Wimbledon,ROUND 25,2.9,3.2,2.45,1.53,2.38,1.1,7.0,1.44,2.63,2.4,1.53,2.1,1.67
18,18,pMucRHAa,2025-02-18,20:45,ENGLAND - LEAGUE TWO,Morecambe,Doncaster,ROUND 26,3.75,3.6,1.9,1.4,2.75,1.05,11.0,1.29,3.5,1.93,1.93,1.8,1.91
19,19,bkJ7wiPr,2025-02-18,20:45,ENGLAND - LEAGUE TWO,Notts Co,Colchester,ROUND 19,1.91,3.6,3.7,1.4,2.75,1.05,11.0,1.29,3.5,1.98,1.88,1.8,1.91
20,20,A7sQWdFd,2025-02-18,20:45,NORTHERN IRELAND - NIFL PREMIERSHIP,Ballymena,Glentoran,ROUND 25,4.3,3.75,1.67,1.37,2.85,1.05,10.0,1.35,3.1,2.16,1.66,2.17,1.63
21,21,GOSB0YY0,2025-02-18,20:45,NORTHERN IRELAND - NIFL PREMIERSHIP,Larne,Glenavon,ROUND 21,1.67,3.75,4.5,1.38,2.8,1.03,9.0,1.3,3.2,1.91,1.8,1.91,1.8
22,22,Uux077Hk,2025-02-18,20:45,SCOTLAND - CHAMPIONSHIP,Morton,Hamilton,ROUND 20,2.25,3.25,3.0,1.44,2.63,1.04,9.0,1.33,3.25,2.08,1.73,1.83,1.83
23,23,p4Ass5p2,2025-02-18,21:00,EUROPE - CHAMPIONS LEAGUE,Atalanta,Club Brugge KV,PLAY OFFS ,1.5,4.5,5.75,1.3,3.4,1.03,15.0,1.22,4.33,1.67,2.2,1.75,2.0
24,24,hzHaWmWq,2025-02-18,21:00,EUROPE - CHAMPIONS LEAGUE,Bayern Munich,Celtic,PLAY OFFS ,1.14,8.5,15.0,1.17,5.0,1.01,26.0,1.08,8.0,1.29,3.75,1.8,1.95
25,25,QPWKwWwA,2025-02-18,21:00,EUROPE - CHAMPIONS LEAGUE,Benfica,Monaco,PLAY OFFS ,1.75,4.1,4.1,1.25,3.75,1.03,17.0,1.17,5.0,1.53,2.5,1.5,2.5
