,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,WlKJ7f7t,2025-01-29,00:30,PARAGUAY - PRIMERA DIVISION,Recoleta,2 de Mayo,APERTURA ,2.8,2.9,2.63,1.57,2.25,1.1,7.0,1.44,2.63,2.5,1.5,2.1,1.67
2,2,SpXgWiVi,2025-01-29,01:30,ARGENTINA - TORNEO BETANO,Ind. Rivadavia,Barracas Central,APERTURA ,1.75,3.3,5.5,1.57,2.25,1.11,6.5,1.5,2.5,2.5,1.5,2.25,1.57
3,3,WGGLt0kR,2025-01-29,01:30,ARGENTINA - TORNEO BETANO,Velez Sarsfield,Platense,APERTURA ,1.8,3.25,5.25,1.67,2.1,1.13,6.0,1.62,2.2,3.1,1.36,2.63,1.44
4,4,ChFjw4go,2025-01-29,01:30,COSTA RICA - PRIMERA DIVISION,Sporting San Jose,Liberia,CLAUSURA ,2.1,3.3,2.9,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.57,2.25
5,5,WvmzBbVb,2025-01-29,02:00,MEXICO - LIGA MX,Club America,Atl. San Luis,CLAUSURA ,1.45,4.5,7.0,1.33,3.25,1.03,15.0,1.2,4.33,1.67,2.15,1.91,1.91
6,6,bRlSCK0n,2025-01-29,02:00,MEXICO - LIGA MX,Puebla,Mazatlan FC,CLAUSURA ,2.45,3.3,3.0,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,1.8,1.95
7,7,IeJHl8Ed,2025-01-29,04:00,MEXICO - LIGA MX,Club Leon,Guadalajara Chivas,CLAUSURA ,2.75,3.2,2.7,1.44,2.63,1.07,9.0,1.4,2.75,2.25,1.62,1.91,1.91
8,8,js3y9x0B,2025-01-29,04:00,MEXICO - LIGA MX,Tigres UANL,Club Tijuana,CLAUSURA ,1.55,4.2,5.75,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.8,1.95
9,9,dtV8jUqp,2025-01-29,04:05,MEXICO - LIGA MX,Necaxa,Cruz Azul,CLAUSURA ,3.5,3.25,2.2,1.44,2.63,1.08,8.0,1.4,2.75,2.25,1.62,1.91,1.91
10,10,0GpwbVWH,2025-01-29,09:00,AUSTRALIA - A-LEAGUE,Western United,Central Coast Mariners,ROUND 14,1.8,4.1,3.9,1.33,3.25,1.03,15.0,1.22,4.33,1.67,2.2,1.67,2.1
11,11,dnKct4La,2025-01-29,12:00,THAILAND - THAI LEAGUE 1,Prachuap,Buriram,ROUND 21,5.0,4.2,1.48,1.29,3.3,1.01,11.0,1.2,4.0,1.65,2.15,1.8,1.91
12,12,6oF9xvvR,2025-01-29,15:00,INDIA - ISL,North East Utd,Hyderabad,ROUND 19,1.48,4.33,6.0,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.4,1.67,2.1
13,13,4Cy5x7E8,2025-01-29,16:45,QATAR - QSL,Al Khor,Al Ahli Doha,ROUND 14,3.8,3.7,1.72,1.25,3.6,1.03,12.0,1.14,5.2,1.5,2.43,1.5,2.43
14,14,OWEWXcQa,2025-01-29,19:00,BELGIUM - CHALLENGER PRO LEAGUE,Lommel SK,Francs Borains,ROUND 17,1.95,3.3,3.5,1.36,3.0,1.04,13.0,1.25,3.75,1.83,2.03,1.62,2.2
15,15,Q1MqMyy2,2025-01-29,21:00,EUROPE - CHAMPIONS LEAGUE,Aston Villa,Celtic,LEAGUE PHASE ,1.53,4.5,5.75,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.38,1.7,2.05
16,16,0lvFmmfd,2025-01-29,21:00,EUROPE - CHAMPIONS LEAGUE,Barcelona,Atalanta,LEAGUE PHASE ,1.73,4.33,4.1,1.2,4.33,1.01,26.0,1.1,7.0,1.33,3.4,1.36,3.0
17,17,tGcNH7RP,2025-01-29,21:00,EUROPE - CHAMPIONS LEAGUE,Bayer Leverkusen,Sparta Prague,LEAGUE PHASE ,1.13,10.0,17.0,1.17,5.0,1.01,26.0,1.08,8.0,1.3,3.5,2.1,1.67
18,18,4rMBVgHD,2025-01-29,21:00,EUROPE - CHAMPIONS LEAGUE,Bayern Munich,Slovan Bratislava,LEAGUE PHASE ,1.02,23.0,41.0,1.08,8.0,1.01,34.0,1.02,19.0,1.1,7.0,2.63,1.44
19,19,z1ZQYppR,2025-01-29,21:00,EUROPE - CHAMPIONS LEAGUE,Brest,Real Madrid,LEAGUE PHASE ,8.0,5.0,1.38,1.25,3.75,1.02,19.0,1.14,5.5,1.5,2.63,1.7,2.05
20,20,tKuSXJHN,2025-01-29,21:00,EUROPE - CHAMPIONS LEAGUE,D. Zagreb,AC Milan,LEAGUE PHASE ,5.5,4.75,1.53,1.25,3.75,1.02,21.0,1.14,5.5,1.44,2.75,1.57,2.25
21,21,n5phevd5,2025-01-29,21:00,EUROPE - CHAMPIONS LEAGUE,Dortmund,Shakhtar Donetsk,LEAGUE PHASE ,1.36,5.5,7.5,1.25,3.75,1.02,19.0,1.14,5.5,1.44,2.75,1.7,2.05
22,22,CICzPOYh,2025-01-29,21:00,EUROPE - CHAMPIONS LEAGUE,Girona,Arsenal,LEAGUE PHASE ,5.25,4.33,1.57,1.33,3.25,1.04,13.0,1.25,4.0,1.73,2.1,1.8,1.95
