,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,NETHERLANDS - EERSTE DIVISIE,2025-04-07,20:00,Jong AZ,Jong PSV, ROUND 26,1.73,4.5,3.75,1.22,4.0,2.05,1.75,1.01,26.0,1.1,7.0,1.36,3.1,1.4,2.75
2,BRAZIL - SERIE B,2025-04-07,00:00,Ferroviaria,Remo, ROUND 1,2.1,3.25,3.7,1.53,2.38,3.75,1.25,1.1,7.0,1.5,2.5,2.5,1.5,2.1,1.67
3,BRAZIL - SERIE B,2025-04-07,00:00,Volta Redonda,Cuiaba, ROUND 1,2.2,3.1,3.5,1.5,2.5,3.4,1.3,1.07,9.0,1.36,3.0,2.15,1.67,1.83,1.83
4,BRAZIL - SERIE B,2025-04-07,01:00,Avai,Novorizontino, ROUND 1,2.38,3.1,3.1,1.53,2.38,3.5,1.29,1.1,7.0,1.44,2.63,2.4,1.53,2.0,1.73
5,CANADA - CANADIAN PREMIER LEAGUE,2025-04-07,01:00,Vancouver FC,York Utd,-,2.5,3.2,2.6,1.4,2.7,2.8,1.38,1.03,9.0,1.3,3.2,1.95,1.75,1.73,2.0
6,ECUADOR - LIGA PRO,2025-04-07,01:00,Emelec,Manta, ROUND 7,1.65,3.75,5.0,1.44,2.63,3.25,1.33,1.06,10.0,1.36,3.0,2.15,1.67,2.1,1.67
7,PERU - LIGA 1,2025-04-07,01:00,Alianza Huanuco,Comerciantes Unidos, APERTURA,1.62,3.8,5.25,1.33,3.25,2.5,1.5,1.04,13.0,1.2,4.33,1.67,2.15,1.67,2.1
8,URUGUAY - LIGA AUF URUGUAYA,2025-04-07,01:00,Miramar,Montevideo City, APERTURA,3.3,3.2,2.1,1.44,2.63,3.0,1.36,1.06,10.0,1.3,3.4,2.03,1.83,1.8,1.91
9,USA - MLS,2025-04-07,01:00,Inter Miami,Toronto FC,-,1.42,4.5,7.0,1.29,3.5,2.25,1.57,1.03,15.0,1.17,5.0,1.57,2.35,1.75,2.0
10,ARGENTINA - TORNEO BETANO,2025-04-07,01:15,Argentinos Jrs,Defensa y Justicia, APERTURA,1.65,3.6,5.75,1.44,2.63,3.25,1.33,1.07,9.0,1.36,3.0,2.15,1.67,2.05,1.7
11,ARGENTINA - TORNEO BETANO,2025-04-07,01:15,Racing Club,Banfield, APERTURA,1.67,3.5,5.75,1.44,2.63,3.25,1.33,1.07,9.0,1.36,3.0,2.15,1.67,2.05,1.7
