,League,Date,Time,Round,Home,Away,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_BTTS_Yes,HT_Odd_BTTS_No,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Lay_Home,FT_Odd_Lay_Draw,FT_Odd_Lay_Away,Pre_Match_Home_Expected_Goals,Pre_Match_Away_Expected_Goals,Pre_Match_Total_Expected_Goals,BTTS_First_Half_Potential,BTTS_Second_Half_Potential,BTTS_Potential,Pre_Match_Home_Points_per_Game,Pre_Match_Home_Overall_Points_per_Game,Pre_Match_Away_Points_per_Game,Pre_Match_Away_Overall_Points_per_Game
0,Paraguay Division Profesional,2025-05-21,00:00:00,20,Sportivo Trinidense,Nacional Asunción,3.3,1.97,3.34,1.45,2.5,3.1,1.3,6.8,1.06,0.0,0.0,2.66,3.03,2.42,1.08,7.0,1.4,2.75,2.25,1.5,1.83,1.83,1.44,1.32,1.4,1.54,1.65,3.19,22.0,28.0,58.0,1.32,1.32,1.11,1.11
1,Argentina Primera División,2025-05-21,01:30:00,0,River Plate,Platense,2.1,2.1,8.0,1.5,2.5,3.4,1.3,10.0,1.06,0.0,0.0,1.53,3.75,7.0,1.08,7.5,1.45,2.7,2.35,1.57,2.5,1.5,2.45,1.2,1.1,1.9,1.27,3.17,21.0,10.0,35.0,2.0,2.0,1.53,1.53
2,Japan J1 League,2025-05-21,12:00:00,13,Kawasaki Frontale,Urawa Reds,2.63,2.2,4.0,1.4,2.75,2.75,1.4,8.0,1.08,0.0,0.0,2.03,3.16,3.21,1.05,9.0,1.33,3.3,1.92,1.78,1.8,1.95,1.77,1.25,1.28,1.69,1.54,3.23,15.0,26.0,46.0,2.0,1.6,1.0,1.71
3,Japan J1 League,2025-05-21,12:00:00,13,Yokohama F. Marinos,Vissel Kobe,4.0,2.2,2.63,1.36,3.0,2.75,1.4,8.0,1.08,0.0,0.0,3.23,3.18,2.02,1.05,9.0,1.3,3.4,1.89,1.81,1.8,1.95,1.28,1.25,1.77,1.38,1.41,2.79,0.0,15.0,36.0,0.88,0.53,1.67,1.6
4,Paraguay Division Profesional,2025-05-21,14:30:00,20,General Caballero JLM,2 de Mayo,3.22,1.92,3.6,1.5,2.34,3.5,1.25,10.0,1.02,0.0,0.0,2.65,2.96,2.47,1.11,6.15,1.5,2.3,2.56,1.45,2.05,1.62,1.5,1.34,1.4,1.28,1.31,2.59,17.0,17.0,43.0,1.11,1.11,0.84,0.84
5,Finland Veikkausliiga,2025-05-21,17:00:00,17,Ilves,KuPS,2.95,2.25,3.2,1.33,3.25,2.57,1.5,6.25,1.11,0.0,0.0,2.38,3.26,2.99,1.04,10.5,1.17,4.2,1.72,2.12,1.57,2.3,1.52,1.25,1.25,1.71,1.5,3.21,34.0,67.0,100.0,3.0,1.71,2.33,2.75
6,Georgia Erovnuli Liga,2025-05-21,17:00:00,16,Gagra,Gareji,2.63,2.1,4.0,1.44,2.62,3.0,1.36,7.5,1.07,0.0,0.0,2.03,3.2,3.35,1.07,8.0,1.36,3.1,1.95,1.85,1.91,1.8,1.65,1.3,1.33,1.26,1.29,2.55,20.0,21.0,54.0,0.5,1.07,0.57,0.87
7,Saudi Arabia Professional League,2025-05-21,18:10:00,33,Al Nassr,Al Khaleej,1.53,3.0,7.5,1.17,4.5,1.83,1.83,3.75,1.25,0.0,0.0,1.2,6.4,10.5,1.01,11.0,1.08,7.5,1.3,3.4,1.73,2.0,4.0,1.1,1.05,2.02,1.34,3.36,25.0,22.0,72.0,1.81,2.0,1.31,1.16
8,Saudi Arabia Professional League,2025-05-21,18:25:00,33,Al Kholood,Al Feiha,3.0,2.1,3.25,1.4,2.75,2.75,1.4,7.0,1.08,0.0,0.0,2.5,3.45,2.5,1.05,9.0,1.3,3.45,1.88,1.86,1.73,2.0,1.53,1.25,1.42,1.59,1.19,2.78,13.0,29.0,44.0,1.44,1.06,0.94,1.13
9,Sweden Superettan,2025-05-21,19:00:00,9,Utsikten,Örebro,2.8,2.15,3.4,1.36,2.9,2.65,1.42,6.05,1.06,0.0,0.0,2.14,3.33,2.84,1.05,10.0,1.28,3.8,1.8,1.9,1.62,2.1,1.62,1.25,1.38,1.89,1.79,3.68,63.0,25.0,75.0,1.25,1.13,0.0,0.13
