,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,ARGENTINA - TORNEO BETANO,2025-04-15,00:00,Defensa y Justicia,Union de Santa Fe, APERTURA,2.38,3.1,3.2,1.53,2.38,3.5,1.29,1.08,8.0,1.4,2.75,2.3,1.6,2.0,1.75
2,CHILE - LIGA DE PRIMERA,2025-04-15,00:00,U. Espanola,Nublense, ROUND 7,2.2,3.1,3.3,1.36,3.0,2.75,1.4,1.05,11.0,1.25,3.75,1.88,1.98,1.67,2.1
3,COLOMBIA - PRIMERA A,2025-04-15,02:00,Santa Fe,Ind. Medellin, APERTURA,2.7,3.25,2.63,1.5,2.5,3.4,1.3,1.07,9.0,1.4,2.75,2.25,1.62,1.91,1.8
4,ECUADOR - LIGA PRO,2025-04-15,02:00,Orense,Barcelona SC, ROUND 8,3.4,3.2,2.15,1.44,2.63,3.25,1.33,1.07,9.0,1.36,3.0,2.1,1.7,1.83,1.83
5,ARGENTINA - TORNEO BETANO,2025-04-15,02:15,Godoy Cruz,Lanus, APERTURA,3.4,3.1,2.25,1.62,2.2,4.0,1.22,1.11,6.5,1.57,2.25,2.7,1.44,2.2,1.62
6,ARGENTINA - TORNEO BETANO,2025-04-15,02:15,Velez Sarsfield,Sarmiento Junin, APERTURA,1.7,3.5,5.75,1.53,2.38,3.5,1.29,1.08,8.0,1.44,2.63,2.35,1.57,2.25,1.57
7,CHILE - LIGA DE PRIMERA,2025-04-15,02:30,Limache,Deportes Iquique, ROUND 7,2.5,3.2,2.75,1.36,3.0,2.63,1.44,1.04,13.0,1.22,4.0,1.75,2.05,1.57,2.25
8,PERU - LIGA 1,2025-04-15,02:30,Deportivo Garcilaso,Alianza Lima, APERTURA,1.95,3.0,4.5,1.4,2.75,3.0,1.36,1.06,10.0,1.29,3.5,2.03,1.83,1.8,1.91
9,CHINA - SUPER LEAGUE,2025-04-15,12:30,Qingdao West Coast,Shandong Taishan, ROUND 7,3.5,3.9,1.95,1.29,3.5,2.38,1.53,1.03,17.0,1.17,5.0,1.57,2.35,1.53,2.38
10,CHINA - SUPER LEAGUE,2025-04-15,13:35,Wuhan Three Towns,Beijing Guoan, ROUND 7,4.5,3.8,1.73,1.3,3.4,2.5,1.5,1.03,15.0,1.2,4.33,1.67,2.15,1.67,2.1
11,CHINA - SUPER LEAGUE,2025-04-15,14:00,Shenzhen Xinpengcheng,Changchun Yatai, ROUND 7,2.0,3.7,3.5,1.36,3.0,2.63,1.44,1.04,13.0,1.22,4.0,1.75,2.05,1.67,2.1
12,LATVIA - VIRSLIGA,2025-04-15,17:00,Grobina,RFS, ROUND 7,21.0,9.0,1.08,1.22,3.8,2.1,1.67,1.01,1.01,1.13,5.25,1.44,2.63,2.63,1.43
13,LATVIA - VIRSLIGA,2025-04-15,18:00,BFC Daugavpils,Super Nova, ROUND 7,1.95,3.4,3.4,1.33,3.0,2.63,1.44,1.02,10.0,1.22,4.0,1.67,2.1,1.65,2.1
14,SWEDEN - SUPERETTAN,2025-04-15,19:00,Orebro,Helsingborg, ROUND 3,2.4,3.4,2.63,1.4,2.75,3.0,1.36,1.05,11.0,1.3,3.4,2.0,1.85,1.8,1.95
15,ENGLAND - LEAGUE TWO,2025-04-15,20:45,Salford,Doncaster, ROUND 38,3.1,3.4,2.2,1.4,2.75,3.0,1.36,1.05,11.0,1.29,3.5,1.98,1.88,1.73,2.0
16,EUROPE - CHAMPIONS LEAGUE,2025-04-15,21:00,Aston Villa,PSG, PLAY OFFS,3.3,3.75,2.05,1.29,3.5,2.38,1.53,1.02,17.0,1.13,5.0,1.57,2.38,1.5,2.5
17,EUROPE - CHAMPIONS LEAGUE,2025-04-15,21:00,Dortmund,Barcelona, PLAY OFFS,3.9,4.0,1.83,1.22,4.0,2.0,1.73,1.01,19.0,1.08,6.5,1.4,3.0,1.4,2.75
18,COLOMBIA - PRIMERA A,2025-04-15,23:00,Alianza,Dep. Pasto, APERTURA,2.3,2.7,3.9,1.75,2.05,5.0,1.17,1.17,4.75,1.67,2.1,3.4,1.33,2.5,1.5
19,PARAGUAY - COPA DE PRIMERA,2025-04-15,23:00,Sp. Luqueno,Sportivo Trinidense, APERTURA,2.7,3.2,2.63,1.5,2.5,3.4,1.3,1.07,9.0,1.36,3.0,2.2,1.65,1.91,1.8
