,League,Date,Time,Round,Home,Away,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_BTTS_Yes,HT_Odd_BTTS_No,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Lay_Home,FT_Odd_Lay_Draw,FT_Odd_Lay_Away,Pre_Match_Home_Expected_Goals,Pre_Match_Away_Expected_Goals,Pre_Match_Total_Expected_Goals,BTTS_First_Half_Potential,BTTS_Second_Half_Potential,BTTS_Potential,Pre_Match_Home_Points_per_Game,Pre_Match_Home_Overall_Points_per_Game,Pre_Match_Away_Points_per_Game,Pre_Match_Away_Overall_Points_per_Game
1,Paraguay Division Profesional,2025-05-22,00:30:00,20,Atlético Tembetary,Guaraní,3.5,1.89,3.1,1.5,2.4,3.3,1.27,9.5,1.0,0.0,0.0,3.09,3.09,2.12,1.1,7.0,1.46,2.6,2.36,1.52,1.98,1.75,1.35,1.3,1.3,1.3,1.3,2.6,17.0,22.0,48.0,0.95,0.95,1.68,1.68
2,Paraguay Division Profesional,2025-05-22,00:30:00,20,Sportivo Ameliano,Cerro Porteño,5.1,2.05,2.35,1.48,2.5,3.2,1.3,8.5,1.05,0.0,0.0,3.13,3.27,2.02,1.06,7.5,1.4,2.9,2.05,1.65,2.0,1.67,1.2,1.27,1.95,1.33,1.57,2.9,28.0,22.0,50.0,1.26,1.26,1.79,1.79
3,Paraguay Division Profesional,2025-05-22,00:30:00,20,Olimpia,Libertad,3.28,1.9,3.8,1.47,2.4,3.5,1.27,10.0,1.0,0.0,0.0,2.65,3.05,2.42,1.11,6.5,1.44,2.5,2.25,1.53,1.93,1.75,1.44,1.31,1.4,1.67,1.61,3.28,22.0,17.0,53.0,1.58,1.58,1.95,1.95
4,Greece Super League,2025-05-22,17:00:00,10,Levadiakos,Volos NFC,2.75,2.2,3.75,1.38,2.8,2.8,1.38,6.4,1.08,0.0,0.0,2.19,3.4,3.05,1.05,8.5,1.29,3.3,1.85,1.75,1.7,1.95,1.62,1.25,1.35,1.35,1.21,2.56,21.0,24.0,47.0,1.18,1.34,1.35,1.11
5,Greece Super League,2025-05-22,17:00:00,10,Panaitolikos,Panserraikos,2.75,2.2,3.75,1.4,2.7,2.88,1.36,7.0,1.07,0.0,0.0,2.18,3.35,3.05,1.06,8.0,1.33,3.1,1.85,1.75,1.77,1.85,1.67,1.25,1.33,1.22,1.21,2.43,15.0,21.0,39.0,1.18,1.29,0.76,1.06
6,Saudi Arabia Professional League,2025-05-22,18:05:00,33,Al Akhdoud,Al Raed,2.2,2.25,4.75,1.33,3.25,2.63,1.44,6.0,1.11,0.0,0.0,1.67,4.0,4.33,1.04,10.0,1.25,3.85,1.8,2.0,1.8,1.91,2.1,1.18,1.2,1.3,1.23,2.53,19.0,28.0,56.0,0.63,0.88,0.81,0.66
7,Saudi Arabia Professional League,2025-05-22,18:15:00,33,Dhamk,Al Fateh,3.25,2.3,2.75,1.3,3.4,2.5,1.5,5.5,1.13,0.0,0.0,2.9,3.5,2.2,1.04,10.0,1.2,4.33,1.67,2.15,1.57,2.25,1.4,1.22,1.62,1.35,1.72,3.07,25.0,35.0,56.0,1.38,1.09,0.75,1.03
8,Netherlands Eredivisie,2025-05-22,18:45:00,0,AZ,Heerenveen,1.85,2.5,5.5,1.25,3.55,2.2,1.6,4.75,1.15,0.0,0.0,1.43,4.8,6.2,1.01,13.0,1.17,5.0,1.52,2.43,1.67,2.1,2.65,1.14,1.11,1.69,1.51,3.2,15.0,29.0,55.0,1.68,1.68,1.26,1.26
0,Algeria Ligue 1,2025-05-22,19:00:00,22,CS Constantine,MC Oran,1.93,2.15,5.7,1.3,3.2,2.65,1.48,6.0,1.09,0.0,0.0,1.44,4.2,5.25,1.0,9.5,1.25,3.5,1.73,1.91,1.8,1.84,2.4,1.17,1.15,1.73,1.14,2.87,18.0,22.0,53.0,1.82,1.39,0.08,1.2
15,Greece Super League,2025-05-22,19:00:00,10,Kallithea,Lamia,1.91,2.38,7.5,1.33,2.93,2.67,1.39,7.1,1.04,0.0,0.0,1.51,4.0,6.0,1.01,11.0,1.2,4.0,1.8,1.85,2.02,1.75,2.86,1.21,1.08,1.47,0.95,2.42,18.0,30.0,47.0,0.94,0.94,0.47,0.57
14,Sweden Superettan,2025-05-22,19:00:00,9,GIF Sundsvall,Brage,3.3,2.15,2.95,1.4,2.8,2.9,1.36,6.75,1.06,0.0,0.0,2.62,3.28,2.31,1.01,10.5,1.27,3.45,1.94,1.76,1.72,1.93,1.42,1.28,1.5,1.67,1.52,3.19,0.0,38.0,50.0,1.0,1.38,1.75,1.0
13,Sweden Superettan,2025-05-22,19:00:00,9,Varberg,Landskrona,2.8,2.32,3.15,1.3,3.2,2.45,1.5,5.6,1.11,0.0,0.0,2.15,3.5,2.72,1.05,10.0,1.18,4.25,1.83,1.87,1.53,2.25,1.55,1.22,1.36,1.83,2.06,3.89,17.0,34.0,50.0,3.0,2.13,2.33,2.0
10,Sweden Superettan,2025-05-22,19:00:00,9,Kalmar,Umeå,1.6,2.75,7.5,1.25,3.55,2.2,1.6,5.15,1.11,0.0,0.0,1.22,5.2,9.2,1.03,13.0,1.18,5.0,1.55,2.2,2.05,1.65,3.85,1.12,1.04,1.9,1.5,3.4,0.0,17.0,17.0,3.0,2.25,0.0,0.13
11,Sweden Allsvenskan,2025-05-22,19:00:00,18,Hammarby,Mjällby,2.45,2.15,4.0,1.36,2.9,2.62,1.42,6.65,1.05,0.0,0.0,1.86,3.41,3.45,1.05,10.0,1.28,3.75,1.83,1.87,1.67,2.05,1.85,1.22,1.25,2.05,1.66,3.71,50.0,10.0,60.0,2.6,2.1,2.0,2.3
9,Sweden Superettan,2025-05-22,19:00:00,9,Helsingborg,Oddevold,2.4,2.17,4.6,1.41,2.8,2.9,1.38,6.75,1.07,0.0,0.0,1.68,3.47,4.2,1.01,10.5,1.28,3.35,1.95,1.75,1.83,1.81,1.93,1.22,1.15,1.38,1.45,2.83,50.0,13.0,50.0,1.5,1.25,2.5,2.0
12,Sweden Allsvenskan,2025-05-22,19:00:00,18,Malmö FF,AIK,2.4,2.05,4.75,1.42,2.62,3.0,1.33,8.4,1.01,0.0,0.0,1.59,3.56,4.75,1.07,8.5,1.38,3.1,2.02,1.7,1.93,1.75,1.95,1.25,1.2,2.4,1.27,3.67,0.0,40.0,60.0,2.0,1.8,2.2,2.2
16,Saudi Arabia Professional League,2025-05-22,20:00:00,33,Al Ahli,Al Ittifaq,1.67,2.75,7.0,1.22,4.0,2.1,1.67,4.33,1.2,0.0,0.0,1.3,5.5,7.0,1.01,17.0,1.12,5.75,1.44,2.63,1.8,1.91,3.35,1.1,1.06,2.01,1.47,3.48,13.0,38.0,63.0,2.25,2.0,1.69,1.38
19,Switzerland Super League,2025-05-22,20:30:00,38,Yverdon Sport,Zürich,2.4,2.25,3.85,1.3,3.2,2.45,1.48,5.6,1.1,0.0,0.0,2.63,3.21,2.33,1.04,10.0,1.22,4.2,1.61,2.05,1.6,2.15,1.83,1.22,1.28,1.34,1.67,3.01,28.0,20.0,53.0,1.28,0.97,1.33,1.43
17,Switzerland Super League,2025-05-22,20:30:00,38,Grasshopper,St. Gallen,2.25,2.35,4.0,1.28,3.35,2.3,1.55,5.15,1.1,0.0,0.0,2.19,3.34,2.75,1.03,11.0,1.2,4.5,1.6,2.15,1.55,2.25,2.0,1.2,1.22,1.46,1.42,2.88,16.0,33.0,68.0,1.11,0.97,1.0,1.41
18,Switzerland Super League,2025-05-22,20:30:00,38,Winterthur,Sion,2.3,2.3,4.0,1.3,3.25,2.3,1.55,5.1,1.1,0.0,0.0,2.41,3.23,2.53,1.04,10.0,1.2,4.33,1.61,2.05,1.53,2.3,1.91,1.22,1.25,1.28,1.46,2.74,17.0,23.0,45.0,1.33,1.0,0.67,1.19
20,Netherlands Eredivisie,2025-05-22,21:00:00,0,Twente,NEC,2.0,2.38,5.0,1.28,3.4,2.25,1.57,5.0,1.13,0.0,0.0,1.59,4.2,4.8,1.03,11.0,1.18,4.75,1.57,2.3,1.6,2.2,2.3,1.17,1.15,1.7,1.44,3.14,18.0,12.0,55.0,1.59,1.59,1.26,1.26
