,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,6yQuR04L,2025-01-21,02:00,COSTA RICA - PRIMERA DIVISION,San Carlos,Sporting San Jose,CLAUSURA ,2.05,3.25,3.5,1.44,2.63,1.06,10.0,1.3,3.4,2.03,1.78,1.8,1.91
2,2,Ch9ui4vQ,2025-01-21,02:00,MEXICO - LIGA MX,Pachuca,Santos Laguna,CLAUSURA ,1.36,5.0,8.0,1.3,3.4,1.03,15.0,1.18,4.5,1.62,2.25,1.95,1.8
3,3,EDJ8U316,2025-01-21,15:00,EGYPT - PREMIER LEAGUE,El Gouna,National Bank Egypt,ROUND 9,3.8,2.7,2.08,1.67,2.07,1.11,4.9,1.6,2.1,3.0,1.3,2.45,1.45
4,4,IoQaWPWg,2025-01-21,15:00,EGYPT - PREMIER LEAGUE,Ghazl El Mahallah,Haras El Hodood,ROUND 9,2.0,2.63,4.4,1.66,2.08,1.11,4.9,1.57,2.17,2.9,1.32,2.3,1.5
5,5,Au7P5u3k,2025-01-21,15:00,INDIA - ISL,Chennaiyin,Mohun Bagan,ROUND 18,4.0,4.0,1.8,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,1.57,2.25
6,6,nwG39rac,2025-01-21,15:50,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Khaleej,Al Nassr,ROUND 16,7.0,4.75,1.4,1.29,3.5,1.03,10.5,1.17,4.5,1.57,2.35,1.8,1.91
7,7,6JfUfqp4,2025-01-21,16:10,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Riyadh,Al Taawon,ROUND 16,3.0,3.2,2.4,1.44,2.63,1.06,8.0,1.36,3.0,2.15,1.67,1.83,1.83
8,8,2mgzLYwR,2025-01-21,16:30,EUROPE - EUROPA LEAGUE,Galatasaray,Dyn. Kyiv,LEAGUE PHASE ,1.2,6.5,15.0,1.22,4.0,1.02,19.0,1.11,6.5,1.4,3.0,1.95,1.8
9,9,Ia5YpPom,2025-01-21,18:00,EGYPT - PREMIER LEAGUE,El Ismaily,Smouha,ROUND 9,3.2,2.9,2.3,1.54,2.3,1.08,5.8,1.5,2.3,2.65,1.38,2.18,1.56
10,10,WURiYo2s,2025-01-21,18:00,EGYPT - PREMIER LEAGUE,Enppi,El Gaish,ROUND 9,2.45,2.6,3.45,1.64,2.12,1.11,5.0,1.58,2.14,2.88,1.33,2.18,1.56
11,11,UL7K50bM,2025-01-21,18:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Hilal,Al Wehda,ROUND 16,1.07,15.0,17.0,1.13,5.5,-1.0,-1.0,1.04,9.0,1.17,4.5,2.0,1.73
12,12,AwM9qdFq,2025-01-21,18:45,EUROPE - CHAMPIONS LEAGUE,Atalanta,Sturm Graz,LEAGUE PHASE ,1.18,7.5,15.0,1.22,4.0,1.02,21.0,1.13,6.0,1.4,3.0,2.0,1.75
13,13,0fgJU2Oc,2025-01-21,18:45,EUROPE - CHAMPIONS LEAGUE,Monaco,Aston Villa,LEAGUE PHASE ,2.55,3.5,2.7,1.33,3.25,1.04,13.0,1.22,4.33,1.7,2.1,1.57,2.25
14,14,IZwxVS3j,2025-01-21,20:45,ENGLAND - CHAMPIONSHIP,Blackburn,Coventry,ROUND 28,2.63,3.25,2.7,1.44,2.63,1.07,9.0,1.36,3.2,2.1,1.73,1.83,1.83
15,15,ptWNhWec,2025-01-21,20:45,ENGLAND - CHAMPIONSHIP,Derby,Sunderland,ROUND 28,3.5,3.3,2.1,1.5,2.5,1.08,8.0,1.4,3.0,2.2,1.67,1.91,1.8
16,16,vuPWjAQ9,2025-01-21,20:45,ENGLAND - CHAMPIONSHIP,Hull,QPR,ROUND 28,2.15,3.2,3.5,1.44,2.63,1.07,9.0,1.36,3.2,2.1,1.73,1.83,1.83
17,17,ChNvkleM,2025-01-21,20:45,ENGLAND - CHAMPIONSHIP,Middlesbrough,West Brom,ROUND 28,1.91,3.5,3.9,1.4,2.75,1.05,11.0,1.29,3.75,1.88,1.98,1.73,2.0
18,18,Wx4BqSIq,2025-01-21,20:45,ENGLAND - CHAMPIONSHIP,Oxford Utd,Luton,ROUND 28,2.8,3.25,2.5,1.5,2.5,1.08,8.0,1.4,3.0,2.2,1.67,1.91,1.8
19,19,zunY9D8L,2025-01-21,20:45,ENGLAND - CHAMPIONSHIP,Swansea,Sheffield Utd,ROUND 28,2.8,3.25,2.5,1.44,2.63,1.06,9.5,1.33,3.4,2.0,1.8,1.8,1.91
20,20,v37Js6md,2025-01-21,20:45,ENGLAND - CHAMPIONSHIP,Watford,Preston,ROUND 28,2.1,3.4,3.4,1.44,2.63,1.07,9.0,1.36,3.2,2.1,1.73,1.91,1.8
21,21,WnioPVYa,2025-01-21,20:45,ENGLAND - LEAGUE ONE,Bolton,Charlton,ROUND 26,2.1,3.4,3.25,1.4,2.75,1.05,11.0,1.25,3.75,1.9,1.95,1.75,2.0
22,22,hGKSy9I5,2025-01-21,20:45,ENGLAND - LEAGUE ONE,Peterborough,Exeter,ROUND 26,2.0,3.5,3.4,1.3,3.4,1.03,15.0,1.17,5.0,1.6,2.3,1.53,2.38
23,23,ngfHQvGs,2025-01-21,20:45,ENGLAND - LEAGUE ONE,Wigan,Burton,ROUND 16,1.62,3.5,6.0,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,2.05,1.7
24,24,4hPKhTTg,2025-01-21,20:45,ENGLAND - LEAGUE TWO,Fleetwood,MK Dons,ROUND 17,2.3,3.3,3.0,1.36,3.0,1.05,11.0,1.25,3.75,1.88,1.98,1.67,2.1
25,25,lfnlTwtm,2025-01-21,20:45,ENGLAND - LEAGUE TWO,Harrogate,Colchester,ROUND 26,3.7,3.4,2.0,1.44,2.63,1.07,9.0,1.33,3.25,2.08,1.73,1.83,1.83
26,26,f79xolZj,2025-01-21,21:00,EUROPE - CHAMPIONS LEAGUE,Atl. Madrid,Bayer Leverkusen,LEAGUE PHASE ,2.5,3.25,2.9,1.4,2.75,1.06,10.0,1.3,3.5,2.01,1.89,1.7,2.05
27,27,GdM1Bjn3,2025-01-21,21:00,EUROPE - CHAMPIONS LEAGUE,Benfica,Barcelona,LEAGUE PHASE ,3.4,4.1,1.95,1.25,3.75,1.02,19.0,1.13,6.0,1.44,2.75,1.44,2.63
28,28,YZNY7HuB,2025-01-21,21:00,EUROPE - CHAMPIONS LEAGUE,Bologna,Dortmund,LEAGUE PHASE ,3.4,3.5,2.1,1.36,3.0,1.04,13.0,1.22,4.33,1.73,2.1,1.62,2.2
29,29,jVKBa85s,2025-01-21,21:00,EUROPE - CHAMPIONS LEAGUE,Club Brugge KV,Juventus,LEAGUE PHASE ,3.25,3.25,2.25,1.44,2.63,1.07,9.0,1.33,3.4,2.1,1.73,1.8,1.95
30,30,jTN44C9a,2025-01-21,21:00,EUROPE - CHAMPIONS LEAGUE,Crvena zvezda,PSV,LEAGUE PHASE ,4.1,4.2,1.73,1.25,3.75,1.02,19.0,1.14,5.5,1.44,2.75,1.5,2.5
