,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
43,AUSTRIA - 2. LIGA,2025-04-11,18:00,Liefering,Kapfenberg, ROUND 23,2.0,3.5,3.25,1.36,2.9,2.5,1.5,1.01,11.0,1.22,4.0,1.67,2.1,1.57,2.25
44,AUSTRIA - 2. LIGA,2025-04-11,18:00,SK Rapid II,Ried, ROUND 23,6.5,4.33,1.42,1.29,3.3,2.38,1.53,1.03,12.5,1.2,4.33,1.62,2.2,1.8,1.91
45,AUSTRIA - 2. LIGA,2025-04-11,18:00,Stripfing,St. Polten, ROUND 23,3.8,3.3,1.9,1.4,2.75,2.9,1.36,1.04,8.5,1.33,3.0,2.0,1.73,1.91,1.8
46,BULGARIA - PARVA LIGA,2025-04-11,18:00,Beroe,CSKA 1948 Sofia, ROUND 29,2.63,3.1,2.8,1.5,2.5,3.5,1.29,1.08,7.5,1.4,2.75,2.25,1.62,1.91,1.8
47,CROATIA - HNL,2025-04-11,18:00,Slaven Belupo,Sibenik, ROUND 29,1.62,3.6,5.75,1.44,2.63,3.4,1.3,1.07,9.0,1.36,3.0,2.15,1.67,2.1,1.67
48,HUNGARY - OTP BANK LIGA,2025-04-11,18:00,DVTK,Kecskemeti TE, ROUND 27,2.3,3.2,3.0,1.33,3.0,2.75,1.37,1.05,11.0,1.25,3.75,1.85,1.95,1.67,2.1
49,POLAND - EKSTRAKLASA,2025-04-11,18:00,Zaglebie,Gornik Zabrze, ROUND 28,2.63,3.3,2.63,1.4,2.75,2.75,1.4,1.05,11.0,1.25,3.75,1.85,1.95,1.7,2.05
50,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,2025-04-11,18:00,Al Raed,Al Ahli SC, ROUND 27,7.0,5.5,1.29,1.25,3.75,2.1,1.67,1.02,16.0,1.13,5.5,1.44,2.63,1.8,1.91
51,DENMARK - 1ST DIVISION,2025-04-11,18:30,Hobro,B.93, RELEGATION GROUP,1.7,4.1,4.0,1.3,3.4,2.5,1.5,1.03,15.0,1.18,4.5,1.62,2.25,1.67,2.1
52,GERMANY - 2. BUNDESLIGA,2025-04-11,18:30,Greuther Furth,FC Koln, ROUND 29,3.5,3.3,2.1,1.33,3.0,2.75,1.37,1.05,11.0,1.25,3.75,1.88,1.98,1.67,2.1
53,GERMANY - 2. BUNDESLIGA,2025-04-11,18:30,Hamburger SV,Braunschweig, ROUND 29,1.4,4.75,7.5,1.22,3.75,2.2,1.58,1.03,17.0,1.14,5.5,1.47,2.5,1.67,2.1
54,DENMARK - SUPERLIGA,2025-04-11,19:00,Aalborg,Lyngby, RELEGATION GROUP,2.25,3.1,3.4,1.4,2.75,2.75,1.4,1.05,11.0,1.25,3.75,1.93,1.93,1.67,2.1
55,DENMARK - 1ST DIVISION,2025-04-11,19:00,Esbjerg,Odense, PROMOTION GROUP,4.1,3.75,1.75,1.33,3.25,2.63,1.44,1.04,13.0,1.22,4.0,1.73,2.08,1.67,2.1
56,DENMARK - 1ST DIVISION,2025-04-11,19:00,Kolding IF,Hvidovre IF, PROMOTION GROUP,1.85,3.4,4.1,1.5,2.5,3.5,1.29,1.07,9.0,1.4,2.75,2.25,1.62,2.1,1.67
57,EGYPT - PREMIER LEAGUE,2025-04-11,19:00,Ghazl El Mahallah,Smouha, RELEGATION GROUP,2.8,2.65,2.8,1.62,2.2,3.8,1.22,1.14,5.5,1.62,2.2,2.75,1.4,2.2,1.6
58,FINLAND - VEIKKAUSLIIGA,2025-04-11,19:00,SJK,HJK,-,3.3,3.4,2.0,1.33,3.25,2.63,1.44,1.04,13.0,1.2,4.33,1.7,2.1,1.58,2.2
59,GERMANY - 3. LIGA,2025-04-11,19:00,Wehen,Saarbrucken, ROUND 33,3.2,3.3,2.05,1.37,2.75,3.0,1.33,1.06,10.0,1.3,3.4,2.03,1.83,1.8,1.91
60,MOROCCO - BOTOLA PRO,2025-04-11,19:00,COD Meknes,Olympique de Safi, ROUND 26,2.9,2.9,2.4,1.57,2.25,3.75,1.25,1.11,6.5,1.5,2.5,2.5,1.5,2.1,1.67
61,PORTUGAL - LIGA PORTUGAL 2,2025-04-11,19:00,Feirense,Leiria, ROUND 29,2.7,3.0,2.55,1.5,2.5,3.4,1.3,1.08,8.0,1.36,3.0,2.15,1.67,1.83,1.83
62,SWEDEN - SUPERETTAN,2025-04-11,19:00,Oddevold,Kalmar, ROUND 3,3.0,3.1,2.3,1.5,2.5,3.4,1.3,1.07,9.0,1.4,2.75,2.25,1.62,1.91,1.91
63,TURKEY - SUPER LIG,2025-04-11,19:00,Samsunspor,Galatasaray, ROUND 31,5.0,4.0,1.65,1.33,3.25,2.5,1.5,1.03,13.0,1.17,4.33,1.7,2.1,1.73,2.0
64,AUSTRIA - BUNDESLIGA,2025-04-11,19:30,BW Linz,Wolfsberger AC, CHAMPIONSHIP GROUP,2.7,3.1,2.7,1.44,2.63,3.25,1.33,1.07,9.0,1.33,3.25,2.1,1.7,1.8,1.95
65,ROMANIA - SUPERLIGA,2025-04-11,19:30,FC Hermannstadt,Petrolul, RELEGATION GROUP,2.1,3.0,3.7,1.57,2.25,3.75,1.25,1.11,6.5,1.5,2.5,2.6,1.48,2.2,1.62
66,SWITZERLAND - CHALLENGE LEAGUE,2025-04-11,19:30,Schaffhausen,Lausanne Ouchy, ROUND 30,3.75,3.5,1.85,1.3,3.2,2.5,1.5,1.02,10.0,1.22,4.0,1.73,2.0,1.65,2.1
67,SWITZERLAND - CHALLENGE LEAGUE,2025-04-11,19:30,Stade Nyonnais,Thun, ROUND 30,4.2,3.6,1.75,1.3,3.2,2.5,1.5,1.01,11.0,1.2,3.85,1.65,2.05,1.65,2.1
68,NETHERLANDS - EREDIVISIE,2025-04-11,20:00,Nijmegen,Waalwijk, ROUND 29,1.67,3.9,5.0,1.3,3.25,2.5,1.47,1.03,15.0,1.2,4.33,1.67,2.15,1.7,2.05
69,BELGIUM - CHALLENGER PRO LEAGUE,2025-04-11,20:00,K. Lierse S.K.,Patro Eisden, ROUND 29,3.1,3.8,2.1,1.33,3.0,2.75,1.37,1.04,13.0,1.25,3.75,1.83,2.03,1.67,2.1
70,BELGIUM - CHALLENGER PRO LEAGUE,2025-04-11,20:00,RWDM,Lommel SK, ROUND 29,1.29,5.5,8.5,1.29,3.5,2.25,1.57,1.03,15.0,1.17,5.0,1.57,2.35,1.91,1.8
71,FRANCE - LIGUE 2,2025-04-11,20:00,Amiens,Dunkerque, ROUND 30,3.25,3.4,2.0,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.5,1.93,1.93,1.69,2.0
72,FRANCE - LIGUE 2,2025-04-11,20:00,Martigues,Metz, ROUND 30,7.0,4.75,1.4,1.33,3.25,2.63,1.44,1.03,15.0,1.22,4.0,1.73,2.08,2.0,1.69
73,FRANCE - LIGUE 2,2025-04-11,20:00,Pau FC,Clermont, ROUND 30,2.1,3.3,3.4,1.4,2.75,2.75,1.4,1.05,11.0,1.25,3.75,1.93,1.93,1.69,2.0
74,FRANCE - LIGUE 2,2025-04-11,20:00,Red Star,Annecy, ROUND 30,2.15,3.1,3.5,1.44,2.63,3.25,1.33,1.07,9.0,1.33,3.25,2.1,1.7,1.83,1.83
75,FRANCE - LIGUE 2,2025-04-11,20:00,Rodez,Caen, ROUND 30,1.95,3.6,3.6,1.36,3.0,2.63,1.44,1.04,13.0,1.22,4.0,1.75,2.05,1.67,2.1
76,FRANCE - LIGUE 2,2025-04-11,20:00,Troyes,AC Ajaccio, ROUND 30,1.9,3.25,4.33,1.57,2.25,3.75,1.25,1.11,6.5,1.5,2.5,2.6,1.48,2.25,1.57
77,NETHERLANDS - EERSTE DIVISIE,2025-04-11,20:00,Eindhoven FC,De Graafschap, ROUND 34,3.5,3.75,1.95,1.3,3.4,2.5,1.5,1.03,15.0,1.18,4.5,1.62,2.25,1.57,2.25
78,NETHERLANDS - EERSTE DIVISIE,2025-04-11,20:00,Excelsior,Oss, ROUND 34,1.17,7.0,15.0,1.22,4.0,2.0,1.73,1.02,19.0,1.11,6.5,1.4,2.88,2.0,1.73
79,NETHERLANDS - EERSTE DIVISIE,2025-04-11,20:00,Roda,FC Emmen, ROUND 34,2.63,3.4,2.6,1.33,3.25,2.63,1.44,1.04,13.0,1.2,4.33,1.7,2.1,1.57,2.25
80,NETHERLANDS - EERSTE DIVISIE,2025-04-11,20:00,Telstar,Den Haag, ROUND 34,2.1,3.9,3.1,1.33,3.25,2.63,1.44,1.03,15.0,1.22,4.0,1.7,2.1,1.62,2.2
81,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,2025-04-11,20:00,Al Ettifaq,Al Hilal, ROUND 27,5.5,5.0,1.4,1.25,3.75,2.1,1.67,1.02,12.0,1.13,5.5,1.4,2.75,1.67,2.1
82,PERU - LIGA 1,2025-04-11,20:15,Ayacucho,Cajamarca, APERTURA,1.91,3.6,3.7,1.5,2.5,3.4,1.3,1.07,9.0,1.4,2.75,2.2,1.65,2.0,1.73
83,SWITZERLAND - CHALLENGE LEAGUE,2025-04-11,20:15,Xamax,Aarau, ROUND 30,3.5,3.6,1.9,1.29,3.3,2.38,1.53,1.03,11.5,1.18,4.33,1.55,2.25,1.57,2.25
84,GERMANY - BUNDESLIGA,2025-04-11,20:30,Wolfsburg,RB Leipzig, ROUND 29,2.7,3.6,2.45,1.3,3.25,2.62,1.41,1.04,13.0,1.22,4.33,1.73,2.1,1.57,2.25
85,HUNGARY - OTP BANK LIGA,2025-04-11,20:30,MTK Budapest,Paks, ROUND 27,2.3,3.6,2.75,1.25,3.5,2.37,1.5,1.03,17.0,1.17,5.0,1.57,2.35,1.5,2.5
86,ITALY - SERIE B,2025-04-11,20:30,Bari,Palermo, ROUND 33,2.88,3.1,2.55,1.47,2.5,3.4,1.27,1.07,9.0,1.36,3.0,2.2,1.65,1.91,1.91
87,POLAND - EKSTRAKLASA,2025-04-11,20:30,Korona Kielce,Widzew Lodz, ROUND 28,2.2,3.2,3.3,1.44,2.63,3.25,1.33,1.07,9.0,1.33,3.25,2.1,1.7,1.8,1.95
88,SPAIN - LALIGA2,2025-04-11,20:30,Cordoba,Levante, ROUND 35,2.5,3.2,2.88,1.4,2.75,3.0,1.36,1.06,10.0,1.29,3.5,1.98,1.88,1.73,2.0
89,FRANCE - LIGUE 1,2025-04-11,20:45,Lens,Reims, ROUND 29,1.62,3.8,5.75,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.75,1.95,1.95,1.95,1.8
90,ITALY - SERIE A,2025-04-11,20:45,Udinese,AC Milan, ROUND 32,3.8,3.6,1.95,1.33,3.0,2.75,1.37,1.05,11.0,1.29,3.75,1.9,2.0,1.75,2.0
91,BELGIUM - JUPILER PRO LEAGUE,2025-04-11,20:45,Westerlo,Charleroi, CONFERENCE LEAGUE GROUP,2.7,3.4,2.45,1.3,3.25,2.5,1.47,1.03,15.0,1.2,4.33,1.67,2.15,1.53,2.38
92,ENGLAND - LEAGUE TWO,2025-04-11,20:45,Notts Co,Salford, ROUND 42,1.8,3.75,4.0,1.36,3.0,2.75,1.4,1.04,13.0,1.25,3.75,1.88,1.98,1.8,1.91
93,IRELAND - PREMIER DIVISION,2025-04-11,20:45,Cork City,St. Patricks, ROUND 9,5.25,3.6,1.57,1.36,3.0,2.63,1.44,1.04,12.0,1.22,4.0,1.8,2.0,1.8,1.95
94,IRELAND - PREMIER DIVISION,2025-04-11,20:45,Derry City,Drogheda, ROUND 9,1.65,3.2,5.25,1.57,2.25,3.75,1.25,1.1,7.0,1.5,2.5,2.5,1.5,2.38,1.53
95,IRELAND - PREMIER DIVISION,2025-04-11,20:45,Shelbourne,Bohemians, ROUND 9,2.25,3.2,3.0,1.53,2.38,3.5,1.29,1.08,8.0,1.44,2.63,2.35,1.57,2.0,1.75
96,SCOTLAND - CHAMPIONSHIP,2025-04-11,20:45,Ayr,Falkirk, ROUND 33,3.4,3.5,1.95,1.4,2.75,2.75,1.4,1.05,8.5,1.29,3.5,1.93,1.93,1.73,2.0
97,WALES - CYMRU PREMIER,2025-04-11,20:45,Cardiff Metropolitan,Haverfordwest, CHAMPIONSHIP GROUP,3.0,3.1,2.1,1.42,2.6,2.95,1.33,1.07,8.0,1.35,2.9,2.05,1.67,1.85,1.85
98,WALES - CYMRU PREMIER,2025-04-11,20:45,TNS,Bala, CHAMPIONSHIP GROUP,1.13,7.5,13.0,1.2,4.2,2.0,1.73,1.01,1.01,1.11,6.0,1.36,2.85,2.1,1.65
99,SPAIN - LALIGA,2025-04-11,21:00,Valencia,Sevilla, ROUND 31,2.25,3.1,3.5,1.5,2.5,3.5,1.29,1.08,7.5,1.44,2.75,2.3,1.62,1.95,1.8
100,BOLIVIA - DIVISION PROFESIONAL,2025-04-11,21:00,Academia del Balompie,Tomayapo, ROUND 3,1.5,4.33,5.0,1.3,3.4,2.5,1.5,1.03,15.0,1.18,4.5,1.62,2.25,1.73,2.0
101,ENGLAND - CHAMPIONSHIP,2025-04-11,21:00,Burnley,Norwich, ROUND 42,1.55,4.1,5.75,1.4,2.75,3.0,1.36,1.06,10.0,1.33,3.4,2.05,1.8,2.0,1.73
102,IRELAND - PREMIER DIVISION,2025-04-11,21:00,Shamrock Rovers,Waterford, ROUND 9,1.44,3.7,7.5,1.44,2.63,3.25,1.33,1.06,10.0,1.33,3.25,2.08,1.73,2.25,1.57
103,MOROCCO - BOTOLA PRO,2025-04-11,21:00,Jeunesse Sportive Soualem,Renaissance Zemamra, ROUND 26,3.2,3.1,2.2,1.62,2.2,4.0,1.22,1.11,6.5,1.53,2.38,2.6,1.48,2.25,1.57
104,PORTUGAL - LIGA PORTUGAL,2025-04-11,21:15,Gil Vicente,Vitoria Guimaraes, ROUND 29,3.8,3.1,2.1,1.53,2.38,3.5,1.29,1.08,8.0,1.44,2.63,2.4,1.53,2.05,1.7
105,COLOMBIA - PRIMERA B,2025-04-11,22:30,Orsomarso,Cartagena, APERTURA,3.0,3.2,2.2,1.38,2.8,2.8,1.38,1.05,8.0,1.36,2.9,2.1,1.67,1.85,1.85
106,PERU - LIGA 1,2025-04-11,22:30,Los Chankas,Sport Huancayo, APERTURA,2.25,3.2,3.1,1.4,2.75,3.0,1.36,1.06,10.0,1.29,3.5,1.95,1.85,1.73,2.0
107,PARAGUAY - COPA DE PRIMERA,2025-04-11,23:30,Libertad Asuncion,Nacional Asuncion, APERTURA,1.85,3.1,4.0,1.5,2.5,3.4,1.3,1.08,8.0,1.4,2.75,2.3,1.6,2.0,1.73
