,Unnamed: 0,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,1,6evr1Wan,2025-03-03,00:00,ECUADOR - LIGA PRO,EL Nacional,Tecnico U.,ROUND 3,2.45,3.4,2.7,1.44,2.63,1.06,10.0,1.36,3.0,2.15,1.67,1.83,1.83
2,2,ClwYAt5t,2025-03-03,00:00,PERU - LIGA 1,U. de Deportes,Alianza Huanuco,APERTURA ,1.15,6.25,15.0,1.25,3.75,1.03,17.0,1.17,5.0,1.5,2.4,2.25,1.57
3,3,bBrFFB2F,2025-03-03,00:30,CHILE - LIGA DE PRIMERA,Union La Calera,O'Higgins,ROUND 3,2.5,3.2,2.8,1.5,2.5,1.08,8.0,1.36,3.0,2.2,1.65,1.83,1.83
4,4,b5otQZyI,2025-03-03,01:00,COSTA RICA - PRIMERA DIVISION,Cartagines,Saprissa,CLAUSURA ,2.8,2.9,2.7,1.53,2.38,1.1,7.0,1.44,2.63,2.4,1.53,1.91,1.8
5,5,CKZwyKUA,2025-03-03,01:00,MEXICO - LIGA MX,Atlas,Atl. San Luis,CLAUSURA ,1.96,3.5,3.75,1.4,2.75,1.05,11.0,1.29,3.5,1.92,1.82,1.8,1.95
6,6,6NIlA0vB,2025-03-03,01:00,USA - MLS,Houston Dynamo,Inter Miami,-,2.25,3.7,2.9,1.33,3.25,1.03,15.0,1.2,4.33,1.67,2.15,1.58,2.2
7,7,routrz6m,2025-03-03,01:00,VENEZUELA - LIGA FUTVE,Monagas,Yaracuyanos,APERTURA ,1.48,3.8,5.3,1.33,3.0,1.02,10.0,1.23,3.2,1.73,1.81,1.86,1.74
8,8,KUtlNrTH,2025-03-03,01:30,ARGENTINA - TORNEO BETANO,Banfield,Independiente,APERTURA ,3.6,3.1,2.2,1.67,2.1,1.1,6.0,1.58,2.2,2.87,1.37,2.37,1.5
9,9,6oNruHl3,2025-03-03,01:30,ARGENTINA - TORNEO BETANO,Platense,Defensa y Justicia,APERTURA ,2.2,2.9,3.6,1.67,2.1,1.1,6.0,1.58,2.2,3.1,1.33,2.37,1.5
10,10,KpwnZcaN,2025-03-03,03:05,MEXICO - LIGA MX,Monterrey,Santos Laguna,CLAUSURA ,1.24,6.0,10.0,1.22,4.0,1.02,21.0,1.13,6.0,1.41,2.7,1.91,1.91
11,11,lrrhJalB,2025-03-03,06:00,SOUTH KOREA - K LEAGUE 1,Seoul,Gimcheon Sangmu,ROUND 3,2.15,3.3,3.4,1.44,2.63,1.06,10.0,1.33,3.25,2.05,1.72,1.77,1.87
12,12,WIglMAY2,2025-03-03,06:00,SOUTH KOREA - K LEAGUE 2,Seongnam,Cheongju,ROUND 2,2.5,3.0,2.8,1.53,2.38,1.08,8.0,1.44,2.63,2.4,1.53,2.0,1.69
13,13,dYvQwW8r,2025-03-03,07:00,CHINA - SUPER LEAGUE,Qingdao West Coast,Wuhan Three Towns,ROUND 2,2.05,3.5,3.5,1.4,2.75,1.06,10.0,1.29,3.5,1.98,1.88,1.75,2.0
14,14,MVSDbAx2,2025-03-03,11:30,BULGARIA - PARVA LIGA,Arda,CSKA 1948 Sofia,ROUND 23,1.85,3.6,3.9,1.44,2.63,1.06,9.5,1.33,3.25,1.99,1.74,1.83,1.83
15,15,2R50MDU8,2025-03-03,14:00,BULGARIA - PARVA LIGA,Slavia Sofia,Botev Plovdiv,ROUND 23,2.6,3.5,2.55,1.5,2.5,1.07,8.5,1.36,3.0,2.2,1.65,1.91,1.8
16,16,bkP1kuid,2025-03-03,14:00,SERBIA - SUPER LIGA,Jedinstvo U.,TSC,ROUND 26,5.75,4.2,1.44,1.33,3.0,1.02,10.0,1.2,3.75,1.67,2.05,1.83,1.78
17,17,8MT68R8s,2025-03-03,14:00,TURKEY - SUPER LIG,Gaziantep,Eyupspor,ROUND 26,2.35,3.4,2.9,1.4,2.75,1.05,11.0,1.29,3.5,1.93,1.93,1.63,2.1
18,18,dr0ljpgD,2025-03-03,14:00,TURKEY - SUPER LIG,Konyaspor,Trabzonspor,ROUND 26,2.75,3.3,2.5,1.4,2.75,1.05,11.0,1.25,3.75,1.88,1.98,1.63,2.1
19,19,bet97QlJ,2025-03-03,14:30,INDONESIA - LIGA 1,PSS Sleman,Barito Putera,ROUND 25,2.04,3.2,2.96,1.33,3.0,1.02,10.0,1.25,3.6,1.68,1.86,1.6,2.06
20,20,jc5IAq77,2025-03-03,15:00,INDIA - ISL,Chennaiyin,North East Utd,ROUND 25,2.9,3.4,2.35,1.33,3.25,1.04,13.0,1.2,4.33,1.7,2.1,1.57,2.25
21,21,8G0JPAt2,2025-03-03,16:00,ROMANIA - SUPERLIGA,Gloria Buzau,UTA Arad,ROUND 29,2.38,3.1,3.0,1.57,2.25,1.1,7.0,1.44,2.63,2.4,1.5,2.1,1.63
22,22,radeBmM7,2025-03-03,16:30,BULGARIA - PARVA LIGA,Ludogorets,Septemvri Sofia,ROUND 23,1.13,8.0,21.0,1.22,4.0,1.03,17.0,1.13,6.0,1.44,2.7,2.38,1.53
23,23,nB5dBMDF,2025-03-03,16:30,SERBIA - SUPER LIGA,Novi Pazar,Napredak,ROUND 26,1.85,3.3,3.75,1.4,2.75,1.03,9.0,1.29,3.2,1.9,1.77,1.75,1.86
24,24,Chky4v6k,2025-03-03,18:30,SERBIA - SUPER LIGA,Mladost,Zeleznicar Pancevo,ROUND 26,2.8,3.1,2.35,1.48,2.45,1.07,7.0,1.4,2.63,2.25,1.55,1.9,1.72
25,25,0G6uh6O0,2025-03-03,18:30,TURKEY - SUPER LIG,Basaksehir,Sivasspor,ROUND 26,1.67,4.0,4.75,1.4,2.75,1.05,11.0,1.29,3.5,1.95,1.9,1.87,1.77
26,26,b76IQQUP,2025-03-03,18:30,TURKEY - SUPER LIG,Goztepe,Samsunspor,ROUND 26,1.95,3.4,3.8,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,1.87,1.77
27,27,MHJoWiMb,2025-03-03,18:30,TURKEY - 1. LIG,Kocaelispor,Istanbulspor AS,ROUND 27,1.83,3.4,3.9,1.44,2.63,1.07,9.0,1.33,3.25,2.08,1.73,1.87,1.77
28,28,QmkFTT6r,2025-03-03,19:00,DENMARK - SUPERLIGA,Brondby,Lyngby,ROUND 20,1.38,5.0,7.5,1.3,3.4,1.03,15.0,1.2,4.33,1.65,2.2,1.95,1.8
29,29,0WxmiTL7,2025-03-03,19:00,POLAND - EKSTRAKLASA,Rakow,Lechia Gdansk,ROUND 23,1.37,4.5,7.5,1.36,3.0,1.04,13.0,1.25,3.75,1.72,2.05,2.0,1.75
30,30,4AlRix2K,2025-03-03,19:00,PORTUGAL - LIGA PORTUGAL 2,Pacos Ferreira,Oliveirense,ROUND 24,1.69,3.6,4.2,1.4,2.75,1.05,11.0,1.29,3.5,1.87,1.87,1.83,1.83
31,31,K474mEY8,2025-03-03,19:00,ROMANIA - SUPERLIGA,Din. Bucuresti,FC Hermannstadt,ROUND 29,1.9,3.0,4.2,1.53,2.38,1.1,7.0,1.44,2.63,2.4,1.5,2.1,1.63
32,32,jXBp0OoQ,2025-03-03,19:30,ISRAEL - LIGAT HA'AL,H. Beer Sheva,Maccabi Haifa,ROUND 25,1.92,3.3,3.6,1.33,3.25,1.04,12.0,1.22,4.0,1.72,2.05,1.62,2.2
33,33,l0FjzriB,2025-03-03,20:00,EGYPT - PREMIER LEAGUE,Al Masry,Modern Sport,ROUND 17,1.95,2.75,4.2,1.65,2.05,1.13,5.0,1.6,2.15,2.85,1.35,2.34,1.47
34,34,EoVWFD5d,2025-03-03,20:00,EGYPT - PREMIER LEAGUE,National Bank Egypt,Haras El Hodood,ROUND 17,1.76,2.9,4.55,1.52,2.16,1.1,5.1,1.48,2.2,2.45,1.38,2.27,1.5
35,35,hWtOHZzp,2025-03-03,20:00,EGYPT - PREMIER LEAGUE,Pharco,El Gouna,ROUND 17,2.0,2.5,4.5,1.65,2.05,1.14,4.5,1.6,2.15,2.85,1.35,2.28,1.5
36,36,OMkaymPG,2025-03-03,20:00,NETHERLANDS - EERSTE DIVISIE,Jong Ajax,Eindhoven FC,ROUND 28,2.1,3.6,3.1,1.3,3.4,1.03,17.0,1.17,5.0,1.54,2.35,1.5,2.5
37,37,f9CWIv9k,2025-03-03,20:00,NETHERLANDS - EERSTE DIVISIE,Jong AZ,Telstar,ROUND 28,3.0,3.9,2.05,1.29,3.5,1.03,17.0,1.17,5.0,1.5,2.4,1.5,2.5
38,38,0MsXGIw2,2025-03-03,20:00,NETHERLANDS - EERSTE DIVISIE,Jong Utrecht,Oss,ROUND 28,2.4,3.5,2.65,1.36,3.0,1.04,12.0,1.25,3.75,1.79,1.94,1.67,2.1
39,39,QeHmDrq3,2025-03-03,20:00,SERBIA - SUPER LIGA,Cukaricki,Radnicki 1923,ROUND 26,1.96,3.2,3.25,1.36,2.9,1.02,10.0,1.22,3.25,1.72,1.82,1.64,2.0
40,40,GbBHSW0l,2025-03-03,20:30,SPAIN - LALIGA2,Mirandes,Tenerife,ROUND 29,1.85,3.1,5.0,1.62,2.2,1.11,6.5,1.53,2.38,2.7,1.44,2.37,1.5
41,41,d49FQXXq,2025-03-03,20:45,ITALY - SERIE A,Juventus,Verona,ROUND 27,1.3,5.0,12.0,1.36,3.0,1.03,11.0,1.22,4.0,1.76,1.96,2.2,1.58
42,42,SIz2tYfL,2025-03-03,20:45,FRANCE - LIGUE 2,AC Ajaccio,Dunkerque,ROUND 25,3.7,2.7,2.3,1.62,2.2,1.13,6.0,1.57,2.25,2.88,1.4,2.2,1.62
43,43,d0PGtY33,2025-03-03,20:45,IRELAND - PREMIER DIVISION,Bohemians,Drogheda,ROUND 4,1.85,3.4,4.5,1.44,2.63,1.07,9.0,1.33,3.25,2.1,1.7,1.95,1.8
44,44,hSIPvCYF,2025-03-03,20:45,IRELAND - PREMIER DIVISION,Galway,Shelbourne,ROUND 4,2.45,2.9,3.3,1.67,2.1,1.13,6.0,1.57,2.25,2.88,1.4,2.25,1.57
45,45,bPLXxj3S,2025-03-03,20:45,IRELAND - PREMIER DIVISION,Sligo Rovers,Shamrock Rovers,ROUND 4,4.33,4.5,1.65,1.36,3.0,1.04,13.0,1.29,3.5,1.9,1.95,1.95,1.8
46,46,EqUkdNdK,2025-03-03,20:45,IRELAND - PREMIER DIVISION,St. Patricks,Derry City,ROUND 4,2.45,3.3,2.87,1.5,2.5,1.08,8.0,1.4,2.75,2.25,1.58,1.95,1.8
47,47,rcc4XTQk,2025-03-03,20:45,IRELAND - PREMIER DIVISION,Waterford,Cork City,ROUND 4,2.2,3.1,3.2,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.63,1.91,1.91
