,League,Date,Time,Round,Home,Away,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_BTTS_Yes,HT_Odd_BTTS_No,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Lay_Home,FT_Odd_Lay_Draw,FT_Odd_Lay_Away,Pre_Match_Home_Expected_Goals,Pre_Match_Away_Expected_Goals,Pre_Match_Total_Expected_Goals,BTTS_First_Half_Potential,BTTS_Second_Half_Potential,BTTS_Potential,Pre_Match_Home_Points_per_Game,Pre_Match_Home_Overall_Points_per_Game,Pre_Match_Away_Points_per_Game,Pre_Match_Away_Overall_Points_per_Game
10,Estonia Meistriliiga,2025-06-18,18:00:00,17,Vaprus,Paide,5.1,2.3,2.15,1.3,3.1,2.35,1.5,5.0,1.12,0.0,0.0,5.0,3.9,1.6,1.04,13.0,1.17,4.0,1.7,2.1,1.73,2.05,1.18,1.22,1.25,1.4,1.95,3.35,7.0,34.0,59.0,1.0,1.31,1.29,1.63
19,Norway First Division,2025-06-18,19:00:00,11,Stabæk,Egersund,2.2,2.5,4.0,1.22,3.6,2.25,1.6,4.75,1.15,0.0,0.0,1.82,3.9,3.75,1.03,15.0,1.15,4.8,1.53,2.45,1.49,2.38,1.95,1.24,1.25,1.71,1.26,2.97,10.0,10.0,40.0,1.6,1.3,1.4,1.44
18,Estonia Meistriliiga,2025-06-18,19:00:00,17,Nõmme Kalju,Harju Jalgpallikool,1.7,2.7,5.0,1.2,3.8,2.17,1.67,4.3,1.17,0.0,0.0,1.33,5.1,7.48,1.03,19.0,1.14,5.8,1.44,2.6,1.62,2.1,3.0,1.21,1.18,1.93,1.38,3.31,35.0,24.0,58.0,2.0,2.13,0.89,0.88
17,Norway First Division,2025-06-18,19:00:00,11,Skeid,Sogndal,4.0,2.17,2.4,1.35,2.85,2.4,1.5,5.5,1.12,0.0,0.0,3.4,3.5,1.97,1.0,11.0,1.2,4.2,1.66,2.1,1.57,2.25,1.3,1.25,1.3,1.27,1.47,2.74,10.0,45.0,90.0,0.5,0.3,1.2,1.6
16,Norway First Division,2025-06-18,19:00:00,11,Lillestrøm,Åsane,1.6,2.9,6.8,1.22,3.7,1.97,1.67,3.9,1.2,0.0,0.0,1.2,6.1,10.5,1.02,19.0,1.12,5.5,1.44,2.63,1.85,1.91,3.8,1.09,1.14,2.06,1.64,3.7,10.0,10.0,30.0,3.0,2.4,0.8,1.2
11,Norway First Division,2025-06-18,19:00:00,11,Odd,Mjøndalen,1.83,2.5,4.8,1.27,3.4,2.29,1.58,4.95,1.15,0.0,0.0,1.51,4.35,5.5,1.03,13.0,1.18,4.33,1.62,2.2,1.65,2.15,2.4,1.16,1.22,1.64,1.16,2.8,20.0,10.0,50.0,2.6,1.7,0.8,0.6
14,Norway First Division,2025-06-18,19:00:00,11,Lyn,Raufoss,2.7,2.2,3.4,1.34,3.14,2.4,1.5,5.5,1.11,0.0,0.0,2.2,3.6,3.03,1.04,10.0,1.18,3.9,1.67,2.09,1.62,2.25,1.62,1.3,1.3,1.43,1.5,2.93,0.0,50.0,70.0,0.2,0.5,0.75,1.4
13,Norway First Division,2025-06-18,19:00:00,11,Moss,Hødd,2.53,2.15,3.85,1.3,3.1,2.55,1.45,6.7,1.09,0.0,0.0,2.05,3.58,3.37,1.02,10.0,1.22,3.6,1.8,1.91,1.67,2.1,1.7,1.28,1.3,1.45,1.03,2.48,0.0,30.0,50.0,2.4,1.3,1.6,1.5
12,Norway First Division,2025-06-18,19:00:00,11,Ranheim,Start,2.68,2.27,3.25,1.3,3.1,2.3,1.55,5.1,1.11,0.0,0.0,2.32,3.7,2.75,1.0,15.0,1.18,4.33,1.55,2.25,1.45,2.45,1.45,1.26,1.27,1.67,1.7,3.37,10.0,30.0,70.0,1.4,1.6,2.2,1.8
15,Norway First Division,2025-06-18,19:00:00,11,Kongsvinger,Aalesund,2.38,2.3,3.88,1.3,3.1,2.3,1.53,5.25,1.12,0.0,0.0,1.95,3.55,2.99,1.04,13.0,1.18,4.33,1.67,2.15,1.55,2.3,1.75,1.27,1.29,2.08,1.74,3.82,34.0,47.0,74.0,2.0,1.7,1.33,1.56
21,Finland Veikkausliiga,2025-06-18,20:00:00,11,Jaro,Oulu,3.1,2.1,3.3,1.42,2.62,3.0,1.33,7.5,1.06,0.0,0.0,2.54,3.32,2.7,1.06,8.5,1.36,3.0,1.97,1.72,1.85,1.91,1.44,1.32,1.36,0.97,1.22,2.19,34.0,29.0,59.0,0.25,0.8,0.67,0.45
20,Finland Veikkausliiga,2025-06-18,20:00:00,11,VPS,Gnistan,2.68,2.25,3.9,1.32,3.26,2.65,1.42,5.5,1.09,0.0,0.0,1.78,3.75,3.26,1.04,12.0,1.18,3.8,1.71,2.04,1.6,2.15,1.7,1.27,1.3,1.74,1.35,3.09,10.0,33.0,43.0,1.75,1.7,1.4,1.4
22,Finland Veikkausliiga,2025-06-18,20:00:00,11,HJK,Haka,1.95,2.5,6.0,1.29,3.6,2.25,1.65,4.4,1.16,0.0,0.0,1.45,4.6,6.35,1.02,12.0,1.11,5.0,1.47,2.45,1.67,2.05,2.8,1.17,1.06,1.98,1.52,3.5,23.0,45.0,68.0,2.0,1.82,0.75,1.2
